GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - High school graduate (includes equivalency),Margin of Error; Male: - High school graduate (includes equivalency),"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - High school graduate (includes equivalency),Margin of Error; Female: - High school graduate (includes equivalency),"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0100000US,,United States,23964281,8062,12355875,5517,3043871,18959,2085497,14335,3521092,17189,1704895,14783,572997,8677,967339,11677,460184,7463,11608406,5161,2718481,16489,1756348,14429,3144638,18789,1801540,13971,672544,10501,1048696,11478,466159,7154
0400000US37,37,North Carolina,306240,1605,183989,1404,63592,2849,32663,1889,47843,2382,16399,1237,6047,807,12181,1228,5264,734,122251,1180,34696,1770,20437,1315,29082,1516,15785,1282,5179,691,11364,876,5708,732
0500000US37063,37063,"Durham County, North Carolina",16187,*****,10833,175,3259,717,2897,663,3005,682,620,297,253,181,427,235,372,145,5354,175,1856,392,865,290,1084,370,394,165,253,158,434,195,468,151
0500000US37067,37067,"Forsyth County, North Carolina",16653,*****,9694,*****,3116,545,1871,549,2589,576,824,281,460,234,425,230,409,215,6959,*****,2189,468,977,313,1843,452,997,329,134,132,531,195,288,151
0500000US37081,37081,"Guilford County, North Carolina",14155,*****,8464,*****,2832,560,1687,397,2088,442,754,303,247,134,769,256,87,66,5691,*****,1507,363,1409,352,1057,270,819,348,108,88,414,215,377,202
