GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0100000US,,United States,140902167,14375,68202874,9698,1873147,20111,4245313,30503,16360145,53134,3220015,27001,14703379,46722,5194566,31725,14009286,62785,8597023,39130,72699293,8368,1827865,22597,4046162,29584,18428113,54750,2473957,23965,15952950,59171,6776277,36360,14546531,51447,8647438,40623
0400000US37,37,North Carolina,4484315,2767,2144605,1940,85709,4536,176369,6269,462962,10803,113827,5168,462114,8885,171845,7235,436924,8606,234855,6298,2339710,1779,70524,3784,155945,4978,516150,9003,98866,4729,522126,10405,249790,7702,484637,9449,241672,6326
0500000US37063,37063,"Durham County, North Carolina",89041,103,41311,103,799,481,1275,536,3810,1265,1396,630,6148,1126,2329,785,13635,1032,11919,1189,47730,193,311,209,1431,652,6662,1335,714,443,5692,1081,2915,753,15839,1464,14166,1358
0500000US37067,37067,"Forsyth County, North Carolina",152133,73,70868,73,2324,659,4571,973,13075,1484,2878,728,15240,1689,3735,842,17609,1664,11436,1162,81265,193,1827,726,4478,1111,18286,1645,2011,749,16473,1783,7660,1281,21308,1630,9222,1232
0500000US37081,37081,"Guilford County, North Carolina",193079,1032,91430,313,2210,557,5563,964,17041,1778,4219,973,20214,1947,5951,1301,23690,1623,12542,1458,101649,872,1857,561,4459,902,24453,2232,3039,657,20839,2048,8755,1360,25634,2061,12613,1502
