GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0100000US,,United States,25133184,34295,11527093,24334,522827,13351,1434434,19406,3359674,27124,685314,12627,2766729,27792,777660,15762,1303762,19872,676693,14308,13606091,20601,585906,11107,1387986,16917,3409860,29877,478933,9620,3530890,26342,1242718,20252,1807184,20835,1162614,19130
0400000US37,37,North Carolina,1359841,5810,606483,4038,29325,2831,81278,4519,187542,6618,28785,2589,143005,5898,39737,3514,66411,4059,30400,2634,753358,3644,29430,2292,73846,3976,183095,6095,22386,2176,200510,5901,74513,3903,112001,5009,57577,4085
0500000US37063,37063,"Durham County, North Carolina",71015,587,31036,415,1240,574,3200,828,7013,1414,1177,672,8148,1673,1291,592,6453,1443,2514,730,39979,442,1066,561,2663,920,6427,1405,664,360,11226,1842,3198,1142,8636,1561,6099,1328
0500000US37067,37067,"Forsyth County, North Carolina",58728,719,25205,486,535,250,3758,812,7096,1213,1598,624,6183,1262,968,423,3386,922,1681,707,33523,488,673,314,2880,847,6462,1194,1170,556,11090,1380,2551,876,6134,1114,2563,784
0500000US37081,37081,"Guilford County, North Carolina",104736,848,45221,562,1466,696,4204,1155,13955,2039,1454,578,11956,1510,3409,951,5708,1406,3069,616,59515,576,1982,716,4653,1079,16584,2137,1470,632,16336,1815,5262,1185,9009,1729,4219,733
