GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - High school graduate (includes equivalency),Margin of Error; Male: - High school graduate (includes equivalency),"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - High school graduate (includes equivalency),Margin of Error; Female: - High school graduate (includes equivalency),"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0100000US,,United States,137803202,24177,66261515,14886,2342758,21261,5208334,33270,19886596,59868,13271917,50447,4736962,27423,12889707,57134,7925241,35828,71541687,13148,2430134,24650,5382004,32088,22420614,61211,14923085,53540,6016940,39710,13067155,38557,7301755,37865
0400000US37,37,North Carolina,4194807,4191,2000356,2879,95074,4811,208890,7620,573616,11120,382928,7578,156000,6731,378179,8355,205669,5841,2194451,2432,94591,4967,203279,6867,639370,9415,454228,9576,210667,6873,405543,8383,186773,5394
0500000US37063,37063,"Durham County, North Carolina",80029,29,37111,29,1409,587,1702,635,6395,1151,5706,1116,2376,696,9380,1342,10143,1067,42918,281,1143,545,1798,666,7329,1166,5893,1047,3861,1078,13385,1375,9509,1172
0500000US37067,37067,"Forsyth County, North Carolina",147123,255,68860,107,1870,673,6098,1386,16479,1730,13092,1567,4864,990,16777,1749,9680,1068,78263,176,2123,581,5408,875,22143,1884,16575,1872,6936,1405,16815,1617,8263,975
0500000US37081,37081,"Guilford County, North Carolina",190167,146,89686,281,2430,601,6891,1216,19812,1740,18932,1983,6270,981,23618,1917,11733,1312,100481,146,3792,860,7037,1338,26340,2123,19757,1890,8047,1372,25976,1843,9532,1167
