GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0100000US,,United States,13247930,44321,6155344,40936,7092586,40630
0400000US37,37,North Carolina,735532,8195,367071,7871,368461,8278
0500000US37001,37001,"Alamance County, North Carolina",10414,986,5551,898,4863,1046
0500000US37019,37019,"Brunswick County, North Carolina",5659,832,3565,857,2094,612
0500000US37021,37021,"Buncombe County, North Carolina",7539,895,3197,842,4342,1140
0500000US37023,37023,"Burke County, North Carolina",2010,395,1003,347,1007,428
0500000US37025,37025,"Cabarrus County, North Carolina",8122,794,3489,670,4633,975
0500000US37027,37027,"Caldwell County, North Carolina",1659,442,1050,436,609,387
0500000US37035,37035,"Catawba County, North Carolina",4773,710,2174,686,2599,808
0500000US37045,37045,"Cleveland County, North Carolina",7040,913,3607,867,3433,780
0500000US37049,37049,"Craven County, North Carolina",10284,844,5150,653,5134,1049
0500000US37051,37051,"Cumberland County, North Carolina",41665,2004,21186,1912,20479,2065
0500000US37057,37057,"Davidson County, North Carolina",5375,686,1903,614,3472,756
0500000US37063,37063,"Durham County, North Carolina",37727,1976,16032,1495,21695,2058
0500000US37067,37067,"Forsyth County, North Carolina",34052,1488,15879,1477,18173,2000
0500000US37071,37071,"Gaston County, North Carolina",10767,1301,4551,762,6216,1296
0500000US37081,37081,"Guilford County, North Carolina",56783,2196,24030,1980,32753,2929
0500000US37085,37085,"Harnett County, North Carolina",8917,878,5299,773,3618,935
0500000US37089,37089,"Henderson County, North Carolina",1299,337,859,398,440,361
0500000US37097,37097,"Iredell County, North Carolina",6177,838,3355,681,2822,763
0500000US37101,37101,"Johnston County, North Carolina",8202,948,5253,1006,2949,615
0500000US37109,37109,"Lincoln County, North Carolina",1645,354,1457,389,188,208
0500000US37119,37119,"Mecklenburg County, North Carolina",102121,2456,48326,2786,53795,3106
0500000US37125,37125,"Moore County, North Carolina",2495,741,1796,685,699,300
0500000US37127,37127,"Nash County, North Carolina",13354,1051,6444,1122,6910,1028
0500000US37129,37129,"New Hanover County, North Carolina",11808,921,4370,818,7438,997
0500000US37133,37133,"Onslow County, North Carolina",11543,1379,6036,1021,5507,1446
0500000US37135,37135,"Orange County, North Carolina",6301,807,3041,650,3260,928
0500000US37147,37147,"Pitt County, North Carolina",20580,1067,7643,1353,12937,1776
0500000US37151,37151,"Randolph County, North Carolina",2696,404,1744,401,952,493
0500000US37155,37155,"Robeson County, North Carolina",9937,1013,5042,896,4895,1003
0500000US37157,37157,"Rockingham County, North Carolina",6799,564,3431,845,3368,765
0500000US37159,37159,"Rowan County, North Carolina",7234,662,3272,704,3962,788
0500000US37171,37171,"Surry County, North Carolina",1429,439,922,382,507,408
0500000US37179,37179,"Union County, North Carolina",7756,945,4801,837,2955,1099
0500000US37183,37183,"Wake County, North Carolina",63112,2608,26692,1947,36420,2919
0500000US37191,37191,"Wayne County, North Carolina",14215,934,6855,741,7360,850
0500000US37193,37193,"Wilkes County, North Carolina",1541,425,869,249,672,442
0500000US37195,37195,"Wilson County, North Carolina",11156,1040,4885,942,6271,1185
