GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,13269081,52409,6254941,49126,7014140,43404
0400000US37,37,North Carolina,199724,4998,88548,4454,111176,4976
0500000US37001,37001,"Alamance County, North Carolina",3788,582,2200,538,1588,602
0500000US37019,37019,"Brunswick County, North Carolina",1375,505,141,186,1234,514
0500000US37021,37021,"Buncombe County, North Carolina",3510,654,1398,676,2112,563
0500000US37023,37023,"Burke County, North Carolina",1137,248,169,197,968,233
0500000US37025,37025,"Cabarrus County, North Carolina",3926,674,2211,900,1715,629
0500000US37035,37035,"Catawba County, North Carolina",3256,586,1092,371,2164,618
0500000US37045,37045,"Cleveland County, North Carolina",748,209,379,218,369,217
0500000US37049,37049,"Craven County, North Carolina",1951,464,826,437,1125,471
0500000US37051,37051,"Cumberland County, North Carolina",8393,1307,3628,835,4765,1280
0500000US37057,37057,"Davidson County, North Carolina",2942,503,1316,413,1626,548
0500000US37063,37063,"Durham County, North Carolina",9243,1102,2912,868,6331,1171
0500000US37067,37067,"Forsyth County, North Carolina",9062,1087,3479,815,5583,909
0500000US37071,37071,"Gaston County, North Carolina",4087,697,1578,513,2509,819
0500000US37081,37081,"Guilford County, North Carolina",10029,861,3857,1020,6172,1064
0500000US37085,37085,"Harnett County, North Carolina",2509,539,1636,548,873,595
0500000US37089,37089,"Henderson County, North Carolina",2992,622,1763,758,1229,795
0500000US37097,37097,"Iredell County, North Carolina",2524,548,1394,487,1130,612
0500000US37101,37101,"Johnston County, North Carolina",4936,660,2627,880,2309,720
0500000US37109,37109,"Lincoln County, North Carolina",1130,489,763,368,367,383
0500000US37119,37119,"Mecklenburg County, North Carolina",30073,1640,13312,1837,16761,2072
0500000US37125,37125,"Moore County, North Carolina",1174,343,694,391,480,280
0500000US37127,37127,"Nash County, North Carolina",1297,435,663,284,634,469
0500000US37129,37129,"New Hanover County, North Carolina",2937,629,1056,530,1881,583
0500000US37133,37133,"Onslow County, North Carolina",4832,913,1450,657,3382,704
0500000US37135,37135,"Orange County, North Carolina",3097,694,860,531,2237,580
0500000US37147,37147,"Pitt County, North Carolina",1722,392,972,475,750,371
0500000US37151,37151,"Randolph County, North Carolina",3670,492,1710,789,1960,876
0500000US37155,37155,"Robeson County, North Carolina",3099,524,1191,581,1908,846
0500000US37157,37157,"Rockingham County, North Carolina",1060,347,664,322,396,255
0500000US37159,37159,"Rowan County, North Carolina",2789,501,1620,644,1169,481
0500000US37161,37161,"Rutherford County, North Carolina",607,229,323,211,284,235
0500000US37171,37171,"Surry County, North Carolina",1743,440,964,549,779,417
0500000US37179,37179,"Union County, North Carolina",4441,530,3093,595,1348,503
0500000US37183,37183,"Wake County, North Carolina",22270,1598,9629,1417,12641,1774
0500000US37191,37191,"Wayne County, North Carolina",3158,666,1502,516,1656,776
0500000US37195,37195,"Wilson County, North Carolina",2174,504,511,324,1663,625
