GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,114991725,179541,74264435,230440,40727290,100848
0400000US37,37,North Carolina,3683364,19202,2449902,20860,1233462,17570
0500000US37001,37001,"Alamance County, North Carolina",60824,1547,41491,1949,19333,2242
0500000US37019,37019,"Brunswick County, North Carolina",46277,3616,35492,3271,10785,2707
0500000US37021,37021,"Buncombe County, North Carolina",101507,2365,62088,2877,39419,2918
0500000US37023,37023,"Burke County, North Carolina",33685,1538,24242,1548,9443,1304
0500000US37025,37025,"Cabarrus County, North Carolina",65324,2007,46924,2420,18400,2145
0500000US37027,37027,"Caldwell County, North Carolina",32122,1430,23424,1611,8698,1434
0500000US37031,37031,"Carteret County, North Carolina",28071,2217,18398,1639,9673,1723
0500000US37035,37035,"Catawba County, North Carolina",56378,1888,39918,1891,16460,1643
0500000US37045,37045,"Cleveland County, North Carolina",36513,1810,24086,1892,12427,1957
0500000US37049,37049,"Craven County, North Carolina",38592,2086,24901,1591,13691,1855
0500000US37051,37051,"Cumberland County, North Carolina",119402,2560,65560,3269,53842,3193
0500000US37057,37057,"Davidson County, North Carolina",65227,2360,47511,2571,17716,2514
0500000US37063,37063,"Durham County, North Carolina",110908,2158,59613,2901,51295,2635
0500000US37067,37067,"Forsyth County, North Carolina",138511,3053,89878,2885,48633,2513
0500000US37071,37071,"Gaston County, North Carolina",79593,1997,54388,2256,25205,2275
0500000US37081,37081,"Guilford County, North Carolina",197636,3168,123653,3682,73983,3663
0500000US37085,37085,"Harnett County, North Carolina",41582,1439,26626,1853,14956,2074
0500000US37089,37089,"Henderson County, North Carolina",43481,1948,31898,1743,11583,1616
0500000US37097,37097,"Iredell County, North Carolina",59952,2587,45073,2514,14879,2386
0500000US37101,37101,"Johnston County, North Carolina",59933,2297,41847,2619,18086,2989
0500000US37109,37109,"Lincoln County, North Carolina",28730,1493,22392,1622,6338,1289
0500000US37119,37119,"Mecklenburg County, North Carolina",362341,3976,216183,6101,146158,6101
0500000US37125,37125,"Moore County, North Carolina",35673,1867,27056,1600,8617,1569
0500000US37127,37127,"Nash County, North Carolina",36805,1407,23658,1548,13147,1539
0500000US37129,37129,"New Hanover County, North Carolina",87323,2598,48518,3195,38805,3665
0500000US37133,37133,"Onslow County, North Carolina",59806,2086,36369,2375,23437,2353
0500000US37135,37135,"Orange County, North Carolina",51108,1689,31313,1625,19795,1936
0500000US37147,37147,"Pitt County, North Carolina",63322,2588,34568,2707,28754,2975
0500000US37151,37151,"Randolph County, North Carolina",55291,1445,41963,1854,13328,1615
0500000US37155,37155,"Robeson County, North Carolina",44026,1520,28481,1846,15545,1681
0500000US37157,37157,"Rockingham County, North Carolina",38184,1333,27265,1761,10919,1831
0500000US37159,37159,"Rowan County, North Carolina",52767,1697,36061,1828,16706,1681
0500000US37161,37161,"Rutherford County, North Carolina",26944,1719,19283,1603,7661,1305
0500000US37171,37171,"Surry County, North Carolina",30856,1053,22041,1461,8815,1399
0500000US37179,37179,"Union County, North Carolina",65961,2596,54221,2827,11740,2057
0500000US37183,37183,"Wake County, North Carolina",342995,4799,229471,5917,113524,7101
0500000US37191,37191,"Wayne County, North Carolina",48584,1452,29746,2001,18838,2115
0500000US37193,37193,"Wilkes County, North Carolina",27853,1428,20279,1662,7574,1310
0500000US37195,37195,"Wilson County, North Carolina",30750,1354,18548,1252,12202,1524
