GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0100000US,,United States,12311308,43179,6141649,47674,6169659,36466
0400000US37,37,North Carolina,170123,4727,70470,4462,99653,3632
0500000US37001,37001,"Alamance County, North Carolina",4309,692,2137,726,2172,858
0500000US37019,37019,"Brunswick County, North Carolina",907,423,212,222,695,476
0500000US37021,37021,"Buncombe County, North Carolina",2164,427,786,458,1378,472
0500000US37023,37023,"Burke County, North Carolina",1053,354,140,163,913,358
0500000US37025,37025,"Cabarrus County, North Carolina",3492,639,1322,628,2170,794
0500000US37027,37027,"Caldwell County, North Carolina",746,233,440,301,306,282
0500000US37035,37035,"Catawba County, North Carolina",4364,820,1115,551,3249,803
0500000US37045,37045,"Cleveland County, North Carolina",560,298,216,234,344,259
0500000US37049,37049,"Craven County, North Carolina",944,701,182,177,762,690
0500000US37051,37051,"Cumberland County, North Carolina",4974,789,1976,570,2998,816
0500000US37057,37057,"Davidson County, North Carolina",2371,274,1267,466,1104,442
0500000US37063,37063,"Durham County, North Carolina",7776,1214,2170,721,5606,1054
0500000US37067,37067,"Forsyth County, North Carolina",10151,1021,2899,923,7252,971
0500000US37071,37071,"Gaston County, North Carolina",2957,566,792,486,2165,752
0500000US37081,37081,"Guilford County, North Carolina",8058,838,3883,1047,4175,1088
0500000US37085,37085,"Harnett County, North Carolina",1704,366,753,371,951,360
0500000US37089,37089,"Henderson County, North Carolina",2184,456,756,510,1428,603
0500000US37097,37097,"Iredell County, North Carolina",2611,516,1648,681,963,578
0500000US37101,37101,"Johnston County, North Carolina",4650,534,2615,782,2035,630
0500000US37109,37109,"Lincoln County, North Carolina",1755,368,601,362,1154,501
0500000US37119,37119,"Mecklenburg County, North Carolina",26914,1582,10003,1325,16911,1760
0500000US37127,37127,"Nash County, North Carolina",499,190,175,169,324,127
0500000US37129,37129,"New Hanover County, North Carolina",1519,363,475,178,1044,340
0500000US37133,37133,"Onslow County, North Carolina",2152,1121,1051,719,1101,627
0500000US37135,37135,"Orange County, North Carolina",1661,488,505,317,1156,417
0500000US37147,37147,"Pitt County, North Carolina",2133,370,1563,356,570,279
0500000US37151,37151,"Randolph County, North Carolina",3334,593,1718,666,1616,631
0500000US37155,37155,"Robeson County, North Carolina",2380,531,1178,740,1202,483
0500000US37157,37157,"Rockingham County, North Carolina",997,263,579,350,418,266
0500000US37159,37159,"Rowan County, North Carolina",2378,511,1599,485,779,384
0500000US37171,37171,"Surry County, North Carolina",1694,369,860,444,834,355
0500000US37179,37179,"Union County, North Carolina",4402,696,3199,772,1203,537
0500000US37183,37183,"Wake County, North Carolina",20237,1699,7859,1354,12378,1700
0500000US37191,37191,"Wayne County, North Carolina",1931,281,1004,296,927,301
0500000US37193,37193,"Wilkes County, North Carolina",789,268,304,222,485,235
0500000US37195,37195,"Wilson County, North Carolina",1671,294,672,274,999,364
