GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Householder 15 to 24 years,Margin of Error; Owner occupied: - Householder 15 to 24 years,Estimate; Owner occupied: - Householder 25 to 34 years,Margin of Error; Owner occupied: - Householder 25 to 34 years,Estimate; Owner occupied: - Householder 35 to 44 years,Margin of Error; Owner occupied: - Householder 35 to 44 years,Estimate; Owner occupied: - Householder 45 to 54 years,Margin of Error; Owner occupied: - Householder 45 to 54 years,Estimate; Owner occupied: - Householder 55 to 59 years,Margin of Error; Owner occupied: - Householder 55 to 59 years,Estimate; Owner occupied: - Householder 60 to 64 years,Margin of Error; Owner occupied: - Householder 60 to 64 years,Estimate; Owner occupied: - Householder 65 to 74 years,Margin of Error; Owner occupied: - Householder 65 to 74 years,Estimate; Owner occupied: - Householder 75 to 84 years,Margin of Error; Owner occupied: - Householder 75 to 84 years,Estimate; Owner occupied: - Householder 85 years and over,Margin of Error; Owner occupied: - Householder 85 years and over,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Householder 15 to 24 years,Margin of Error; Renter occupied: - Householder 15 to 24 years,Estimate; Renter occupied: - Householder 25 to 34 years,Margin of Error; Renter occupied: - Householder 25 to 34 years,Estimate; Renter occupied: - Householder 35 to 44 years,Margin of Error; Renter occupied: - Householder 35 to 44 years,Estimate; Renter occupied: - Householder 45 to 54 years,Margin of Error; Renter occupied: - Householder 45 to 54 years,Estimate; Renter occupied: - Householder 55 to 59 years,Margin of Error; Renter occupied: - Householder 55 to 59 years,Estimate; Renter occupied: - Householder 60 to 64 years,Margin of Error; Renter occupied: - Householder 60 to 64 years,Estimate; Renter occupied: - Householder 65 to 74 years,Margin of Error; Renter occupied: - Householder 65 to 74 years,Estimate; Renter occupied: - Householder 75 to 84 years,Margin of Error; Renter occupied: - Householder 75 to 84 years,Estimate; Renter occupied: - Householder 85 years and over,Margin of Error; Renter occupied: - Householder 85 years and over
0100000US,,United States,118860065,154606,75022569,227992,564884,14611,6626370,56684,11499388,55700,15612280,63905,8874836,34884,8588684,36630,13641336,43987,6988070,33098,2626721,21457,43837496,103352,3820990,31998,11301370,46548,8883542,56550,7316535,51612,3202560,29922,2705484,20100,3545906,27273,1864264,20891,1196845,16903
0400000US37,37,North Carolina,3882423,16063,2493388,15093,19550,2351,211366,7134,383987,7604,527023,8718,291068,5879,282015,5784,466444,5982,237546,4068,74389,3360,1389035,15637,133472,5585,367858,9492,299786,8424,225582,7958,92946,5321,82579,3993,106595,4423,52319,3036,27898,2564
0500000US37001,37001,"Alamance County, North Carolina",64369,1213,41019,1931,155,128,3498,839,5562,1074,8716,1020,4836,900,4923,815,7681,625,3894,712,1754,533,23350,1938,2473,886,4949,1146,5041,1050,4247,1175,1862,769,1213,511,1708,592,1452,515,405,236
0500000US37019,37019,"Brunswick County, North Carolina",54331,2247,40468,2386,69,93,2123,628,3638,676,4689,892,4572,833,5956,942,13680,979,4786,788,955,353,13863,2297,934,542,3152,1070,2102,1199,2491,752,861,410,1103,494,1571,519,880,881,769,828
0500000US37021,37021,"Buncombe County, North Carolina",103127,2304,66105,2315,505,382,4529,980,9189,1354,12235,1301,7762,1234,8796,1246,13834,1242,7208,886,2047,676,37022,2724,2290,598,10121,1686,8110,1608,4643,996,2382,721,2667,874,3740,1014,1908,624,1161,457
0500000US37023,37023,"Burke County, North Carolina",35211,1403,24025,1342,433,321,1374,579,2560,761,4931,718,2471,604,2911,647,5494,626,2477,468,1374,524,11186,1415,861,515,1613,661,2847,805,2534,928,498,214,916,426,1424,576,333,251,160,189
0500000US37025,37025,"Cabarrus County, North Carolina",70438,1600,49065,2136,0,203,4549,856,9391,1200,11194,1059,6052,1191,4693,1154,8209,711,4036,636,941,381,21373,1887,1077,513,5022,1114,6543,1348,4012,1183,1780,904,1114,577,906,380,608,348,311,227
0500000US37027,37027,"Caldwell County, North Carolina",32911,1167,21556,1513,113,143,1783,571,2288,657,4217,929,2110,539,2775,600,4758,503,2568,509,944,454,11355,1492,591,323,3025,1158,2412,818,2887,909,465,313,625,346,1140,457,210,219,0,203
0500000US37031,37031,"Carteret County, North Carolina",27506,1324,18732,1166,162,202,1004,364,1491,417,3354,619,1918,496,2282,450,5309,717,2561,479,651,256,8774,1007,227,199,1577,465,2438,822,1587,455,423,194,645,294,1295,427,244,132,338,226
