GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0100000US,,United States,112377977,144356,75515104,227236,36862873,112367
0400000US37,37,North Carolina,3540875,15585,2418252,19344,1122623,16411
0500000US37001,37001,"Alamance County, North Carolina",58225,1528,39902,1951,18323,2363
0500000US37019,37019,"Brunswick County, North Carolina",45272,2110,31513,1998,13759,2341
0500000US37021,37021,"Buncombe County, North Carolina",95489,1954,64711,2417,30778,2271
0500000US37023,37023,"Burke County, North Carolina",34226,1272,25028,1510,9198,1415
0500000US37025,37025,"Cabarrus County, North Carolina",61453,1773,42966,2080,18487,1820
0500000US37027,37027,"Caldwell County, North Carolina",30810,1304,24537,1548,6273,1166
0500000US37035,37035,"Catawba County, North Carolina",59311,1786,41349,2362,17962,2068
0500000US37045,37045,"Cleveland County, North Carolina",36611,1177,25601,1496,11010,1461
0500000US37049,37049,"Craven County, North Carolina",40125,1161,26336,1376,13789,1727
0500000US37051,37051,"Cumberland County, North Carolina",116188,2442,69886,2613,46302,2748
0500000US37057,37057,"Davidson County, North Carolina",62612,1540,45494,1733,17118,1969
0500000US37063,37063,"Durham County, North Carolina",102992,2059,57779,2063,45213,2571
0500000US37067,37067,"Forsyth County, North Carolina",135550,2246,89138,2983,46412,3181
0500000US37071,37071,"Gaston County, North Carolina",77399,1747,52625,2202,24774,2278
0500000US37081,37081,"Guilford County, North Carolina",188830,2965,117177,3177,71653,3778
0500000US37085,37085,"Harnett County, North Carolina",40156,1259,25707,1726,14449,1760
0500000US37089,37089,"Henderson County, North Carolina",43881,1250,33877,1639,10004,1574
0500000US37097,37097,"Iredell County, North Carolina",57295,2071,43268,2079,14027,1939
0500000US37101,37101,"Johnston County, North Carolina",56230,1502,41807,1494,14423,1540
0500000US37109,37109,"Lincoln County, North Carolina",28117,984,21797,1285,6320,1121
0500000US37119,37119,"Mecklenburg County, North Carolina",351528,4053,222810,4620,128718,4981
0500000US37125,37125,"Moore County, North Carolina",26315,1824,21214,1595,5101,1021
0500000US37127,37127,"Nash County, North Carolina",36752,1408,23700,1774,13052,1707
0500000US37129,37129,"New Hanover County, North Carolina",82219,2010,51943,2102,30276,2258
0500000US37133,37133,"Onslow County, North Carolina",53718,1068,32908,1626,20810,1657
0500000US37135,37135,"Orange County, North Carolina",49033,1520,30292,1388,18741,1669
0500000US37147,37147,"Pitt County, North Carolina",64550,1651,35184,1896,29366,2265
0500000US37151,37151,"Randolph County, North Carolina",53671,1377,40258,1725,13413,1540
0500000US37155,37155,"Robeson County, North Carolina",43263,1471,29784,2030,13479,1824
0500000US37157,37157,"Rockingham County, North Carolina",37381,1397,26674,1639,10707,1402
0500000US37159,37159,"Rowan County, North Carolina",52947,1408,40525,1733,12422,1515
0500000US37171,37171,"Surry County, North Carolina",28542,1154,21813,1449,6729,1166
0500000US37179,37179,"Union County, North Carolina",63224,1136,50730,1753,12494,1600
0500000US37183,37183,"Wake County, North Carolina",315944,2721,211597,4032,104347,3730
0500000US37191,37191,"Wayne County, North Carolina",44303,1209,29225,1513,15078,1458
0500000US37193,37193,"Wilkes County, North Carolina",26967,1109,20528,1058,6439,1084
0500000US37195,37195,"Wilson County, North Carolina",30545,1206,19735,1365,10810,1540
