GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,118860065,154606,75022569,227992,43837496,103352
0400000US37,37,North Carolina,3882423,16063,2493388,15093,1389035,15637
0500000US37001,37001,"Alamance County, North Carolina",64369,1213,41019,1931,23350,1938
0500000US37019,37019,"Brunswick County, North Carolina",54331,2247,40468,2386,13863,2297
0500000US37021,37021,"Buncombe County, North Carolina",103127,2304,66105,2315,37022,2724
0500000US37023,37023,"Burke County, North Carolina",35211,1403,24025,1342,11186,1415
0500000US37025,37025,"Cabarrus County, North Carolina",70438,1600,49065,2136,21373,1887
0500000US37027,37027,"Caldwell County, North Carolina",32911,1167,21556,1513,11355,1492
0500000US37031,37031,"Carteret County, North Carolina",27506,1324,18732,1166,8774,1007
0500000US37035,37035,"Catawba County, North Carolina",61618,1514,41769,2062,19849,1981
0500000US37037,37037,"Chatham County, North Carolina",28568,986,22586,1200,5982,1091
0500000US37045,37045,"Cleveland County, North Carolina",36405,1576,23315,1623,13090,1432
0500000US37049,37049,"Craven County, North Carolina",40297,1433,26364,1457,13933,1589
0500000US37051,37051,"Cumberland County, North Carolina",124014,2304,64393,2343,59621,2387
0500000US37057,37057,"Davidson County, North Carolina",62695,2000,43583,1972,19112,1974
0500000US37063,37063,"Durham County, North Carolina",123697,1908,65114,2773,58583,3177
0500000US37067,37067,"Forsyth County, North Carolina",146219,2576,90933,2619,55286,3295
0500000US37071,37071,"Gaston County, North Carolina",82982,1245,52944,1968,30038,2294
0500000US37081,37081,"Guilford County, North Carolina",201520,3172,115427,3401,86093,3775
0500000US37085,37085,"Harnett County, North Carolina",43960,1230,27637,1534,16323,1341
0500000US37089,37089,"Henderson County, North Carolina",47791,1641,35989,1697,11802,1701
0500000US37097,37097,"Iredell County, North Carolina",65037,1312,45379,1845,19658,1743
0500000US37101,37101,"Johnston County, North Carolina",66254,1768,47945,2192,18309,2180
0500000US37109,37109,"Lincoln County, North Carolina",31588,1071,23761,1302,7827,1243
0500000US37119,37119,"Mecklenburg County, North Carolina",399504,3382,222853,3892,176651,4686
0500000US37125,37125,"Moore County, North Carolina",38786,1543,29113,1893,9673,1594
0500000US37127,37127,"Nash County, North Carolina",35409,1755,22240,1985,13169,1861
0500000US37129,37129,"New Hanover County, North Carolina",92808,2055,52291,2594,40517,2955
0500000US37133,37133,"Onslow County, North Carolina",61766,2212,31081,2173,30685,2380
0500000US37135,37135,"Orange County, North Carolina",50203,1789,32520,1491,17683,1987
0500000US37147,37147,"Pitt County, North Carolina",70019,1853,36950,2249,33069,2125
0500000US37151,37151,"Randolph County, North Carolina",56793,1278,41536,1754,15257,1830
0500000US37155,37155,"Robeson County, North Carolina",45123,984,30327,1245,14796,1327
0500000US37157,37157,"Rockingham County, North Carolina",38163,1477,24941,1397,13222,1604
0500000US37159,37159,"Rowan County, North Carolina",50138,2034,33884,1973,16254,1904
0500000US37161,37161,"Rutherford County, North Carolina",26982,1319,19439,1621,7543,1493
0500000US37171,37171,"Surry County, North Carolina",28261,1086,19410,1240,8851,1156
0500000US37179,37179,"Union County, North Carolina",74763,1121,61370,1850,13393,1737
0500000US37183,37183,"Wake County, North Carolina",387771,4888,242287,5469,145484,6123
0500000US37191,37191,"Wayne County, North Carolina",47240,1353,27626,1953,19614,1990
0500000US37193,37193,"Wilkes County, North Carolina",28771,1344,22316,1390,6455,1129
0500000US37195,37195,"Wilson County, North Carolina",30897,1331,19032,1497,11865,1543
