GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Householder 15 to 24 years,Margin of Error; Owner occupied: - Householder 15 to 24 years,Estimate; Owner occupied: - Householder 25 to 34 years,Margin of Error; Owner occupied: - Householder 25 to 34 years,Estimate; Owner occupied: - Householder 35 to 44 years,Margin of Error; Owner occupied: - Householder 35 to 44 years,Estimate; Owner occupied: - Householder 45 to 54 years,Margin of Error; Owner occupied: - Householder 45 to 54 years,Estimate; Owner occupied: - Householder 55 to 59 years,Margin of Error; Owner occupied: - Householder 55 to 59 years,Estimate; Owner occupied: - Householder 60 to 64 years,Margin of Error; Owner occupied: - Householder 60 to 64 years,Estimate; Owner occupied: - Householder 65 to 74 years,Margin of Error; Owner occupied: - Householder 65 to 74 years,Estimate; Owner occupied: - Householder 75 to 84 years,Margin of Error; Owner occupied: - Householder 75 to 84 years,Estimate; Owner occupied: - Householder 85 years and over,Margin of Error; Owner occupied: - Householder 85 years and over,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Householder 15 to 24 years,Margin of Error; Renter occupied: - Householder 15 to 24 years,Estimate; Renter occupied: - Householder 25 to 34 years,Margin of Error; Renter occupied: - Householder 25 to 34 years,Estimate; Renter occupied: - Householder 35 to 44 years,Margin of Error; Renter occupied: - Householder 35 to 44 years,Estimate; Renter occupied: - Householder 45 to 54 years,Margin of Error; Renter occupied: - Householder 45 to 54 years,Estimate; Renter occupied: - Householder 55 to 59 years,Margin of Error; Renter occupied: - Householder 55 to 59 years,Estimate; Renter occupied: - Householder 60 to 64 years,Margin of Error; Renter occupied: - Householder 60 to 64 years,Estimate; Renter occupied: - Householder 65 to 74 years,Margin of Error; Renter occupied: - Householder 65 to 74 years,Estimate; Renter occupied: - Householder 75 to 84 years,Margin of Error; Renter occupied: - Householder 75 to 84 years,Estimate; Renter occupied: - Householder 85 years and over,Margin of Error; Renter occupied: - Householder 85 years and over
0100000US,,United States,112377977,144356,75515104,227236,930466,20576,8348935,59349,14956229,58090,18094096,57970,8175665,32255,6858419,33758,9523606,32514,6626038,33780,2001650,19179,36862873,112367,4341702,29466,9645418,52097,7824495,51604,6277272,43272,2223373,24741,1666315,20071,2173634,21022,1777326,18402,933338,14048
0400000US37,37,North Carolina,3540875,15585,2418252,19344,32610,3291,278254,8716,490914,8110,554821,8423,259801,5867,231661,6734,312609,5073,198575,4399,59007,3173,1122623,16411,157897,6360,308108,9473,241305,7669,183434,7971,59896,4035,49955,3032,58394,3597,42866,2853,20768,2098
0500000US37001,37001,"Alamance County, North Carolina",58225,1528,39902,1951,1072,561,4034,823,8562,1128,8544,786,4147,797,3348,731,5142,619,4158,631,895,436,18323,2363,3659,1088,4342,1413,3236,1116,2761,687,1162,550,693,380,1116,592,1061,453,293,246
0500000US37019,37019,"Brunswick County, North Carolina",45272,2110,31513,1998,0,287,3846,1100,4732,1119,5991,1027,3530,762,3126,592,5687,687,3710,540,891,383,13759,2341,3268,1369,3446,1361,3063,915,2049,745,153,167,448,366,453,347,536,352,343,335
0500000US37021,37021,"Buncombe County, North Carolina",95489,1954,64711,2417,886,574,6187,1088,11528,1205,14127,1138,7646,1042,6355,904,9226,901,6611,808,2145,615,30778,2271,4463,850,8859,1463,5020,1121,5403,1156,1199,431,1667,651,1806,554,1617,538,744,422
0500000US37023,37023,"Burke County, North Carolina",34226,1272,25028,1510,107,117,2521,635,4284,893,4759,554,3162,626,2597,585,4042,575,2482,565,1074,512,9198,1415,1094,716,2885,801,1678,526,1475,518,431,364,485,358,637,346,382,336,131,134
0500000US37025,37025,"Cabarrus County, North Carolina",61453,1773,42966,2080,863,460,5885,955,9546,925,9839,942,4100,897,4103,915,4709,667,2989,545,932,374,18487,1820,1241,649,4611,1127,4980,1070,3900,1119,1111,514,1013,459,698,424,440,230,493,257
0500000US37027,37027,"Caldwell County, North Carolina",30810,1304,24537,1548,251,210,2187,771,4646,762,5794,700,2913,701,2720,645,3385,475,2429,655,212,199,6273,1166,289,230,2025,736,1240,600,913,408,539,348,386,266,427,323,191,240,263,312
0500000US37035,37035,"Catawba County, North Carolina",59311,1786,41349,2362,552,418,3809,930,7773,1307,10372,1182,3696,765,4372,889,6216,795,3356,520,1203,442,17962,2068,1925,751,4778,1073,4262,1238,2909,903,963,454,1052,590,1202,579,545,265,326,227
0500000US37045,37045,"Cleveland County, North Carolina",36611,1177,25601,1496,214,197,1994,609,5121,874,5131,763,3365,639,2344,685,3938,540,3054,667,440,279,11010,1461,1096,496,2162,749,2606,803,2252,698,689,498,691,422,918,404,417,305,179,180
0500000US37049,37049,"Craven County, North Carolina",40125,1161,26336,1376,600,398,2522,634,3996,702,6174,638,3021,669,2290,591,4151,443,2934,515,648,410,13789,1727,2647,1103,4420,1115,2303,927,1910,727,296,300,793,489,630,414,566,446,224,216
0500000US37051,37051,"Cumberland County, North Carolina",116188,2442,69886,2613,1483,579,7559,1197,15186,1501,16724,1414,8458,1240,5868,1195,9145,851,4212,641,1251,467,46302,2748,8083,1528,13744,1502,9877,1790,8647,1490,1512,621,2052,730,1434,462,712,398,241,184
0500000US37057,37057,"Davidson County, North Carolina",62612,1540,45494,1733,109,147,5586,1172,9042,1178,9612,876,4778,779,4668,800,6100,765,4424,627,1175,382,17118,1969,1776,693,4959,1136,4233,1331,3580,1112,235,200,552,400,900,471,583,374,300,301
0500000US37063,37063,"Durham County, North Carolina",102992,2059,57779,2063,564,339,8060,1024,14063,1402,12269,1204,7382,1017,4640,828,5670,788,3839,641,1292,370,45213,2571,6492,1257,13426,1529,9772,1546,7252,1214,2845,915,1242,480,2072,551,1403,487,709,331
0500000US37067,37067,"Forsyth County, North Carolina",135550,2246,89138,2983,549,278,8804,1285,17258,1551,22330,1583,9754,1282,8771,1165,11755,836,7336,879,2581,670,46412,3181,5482,1362,12126,1436,11871,1704,7331,1325,2354,817,2128,636,2277,538,2193,552,650,306
0500000US37071,37071,"Gaston County, North Carolina",77399,1747,52625,2202,153,149,5849,1178,10171,1092,11851,1098,4806,938,5785,954,7387,830,5506,680,1117,468,24774,2278,1679,713,6469,1356,6172,1299,4520,958,1887,780,1588,665,1308,510,512,294,639,323
0500000US37081,37081,"Guilford County, North Carolina",188830,2965,117177,3177,1302,538,12129,1553,23585,1987,27730,1537,14566,1387,10899,1159,14477,1118,9770,973,2719,655,71653,3778,10560,1582,20877,1886,14587,2133,11805,1848,4378,1006,1821,618,3782,882,1746,619,2097,666
0500000US37085,37085,"Harnett County, North Carolina",40156,1259,25707,1726,727,478,3268,909,5892,958,5937,702,3276,504,1641,371,2669,422,1949,457,348,240,14449,1760,1382,453,4859,1085,3229,770,1911,657,1124,523,512,335,766,311,666,329,0,287
0500000US37089,37089,"Henderson County, North Carolina",43881,1250,33877,1639,656,566,2314,850,5612,782,6442,640,3166,672,3941,715,5318,488,4926,699,1502,489,10004,1574,1043,700,3799,1364,935,576,1478,640,529,397,462,295,425,350,881,378,452,355
0500000US37097,37097,"Iredell County, North Carolina",57295,2071,43268,2079,320,269,6131,920,9761,1059,10006,875,4194,828,3746,733,5054,621,3278,602,778,386,14027,1939,2705,797,2976,876,2814,894,1997,768,1170,594,505,394,1108,519,556,358,196,196
0500000US37101,37101,"Johnston County, North Carolina",56230,1502,41807,1494,708,380,6625,1220,9784,1399,10823,966,3709,735,2754,626,4528,559,2649,485,227,182,14423,1540,1314,687,3586,887,4304,1143,1393,449,1255,478,1033,429,723,333,562,362,253,213
0500000US37109,37109,"Lincoln County, North Carolina",28117,984,21797,1285,83,113,1794,485,4712,780,5773,788,2618,547,2337,516,2675,567,1498,393,307,252,6320,1121,700,450,2127,690,1071,557,1503,647,84,98,203,174,381,229,112,140,139,185
0500000US37119,37119,"Mecklenburg County, North Carolina",351528,4053,222810,4620,4706,1201,31188,1973,57992,2613,53431,2716,22558,1672,18829,1555,20684,1347,10528,1057,2894,811,128718,4981,17565,2130,37692,2434,30724,2834,22095,2468,5545,1377,5547,1409,4647,863,2669,673,2234,525
0500000US37125,37125,"Moore County, North Carolina",26315,1824,21214,1595,57,96,1328,521,2508,920,4702,591,1913,564,2209,479,4150,688,3252,663,1095,481,5101,1021,281,227,910,433,842,525,547,317,291,297,584,301,502,293,604,319,540,482
0500000US37127,37127,"Nash County, North Carolina",36752,1408,23700,1774,270,192,1807,478,4294,878,5491,926,3432,757,2321,669,3086,587,2085,532,914,325,13052,1707,2199,898,2904,863,2707,986,1895,705,710,445,823,518,961,630,726,397,127,156
0500000US37129,37129,"New Hanover County, North Carolina",82219,2010,51943,2102,727,497,6334,830,9949,1257,11558,1030,5056,850,5482,734,7286,600,4335,739,1216,511,30276,2258,5944,929,7920,1119,6946,1289,3805,933,1488,475,1095,502,1227,461,1324,483,527,397
0500000US37133,37133,"Onslow County, North Carolina",53718,1068,32908,1626,1707,939,3900,666,6389,1027,8400,816,3819,840,2560,591,3769,528,2009,697,355,306,20810,1657,5573,1023,6895,1285,3011,845,2584,726,1162,540,513,309,486,315,468,391,118,141
0500000US37135,37135,"Orange County, North Carolina",49033,1520,30292,1388,245,196,3108,676,5492,694,8757,862,2858,703,3075,731,4226,563,1794,551,737,336,18741,1669,5167,1184,5222,1068,2810,781,2361,826,725,628,496,295,622,428,579,418,759,447
0500000US37147,37147,"Pitt County, North Carolina",64550,1651,35184,1896,1449,728,4427,894,7168,1068,7916,950,3686,859,3275,777,4092,608,2803,684,368,250,29366,2265,7752,1169,7432,1201,4901,1150,4130,1014,1459,524,1491,551,723,324,1156,530,322,305
0500000US37151,37151,"Randolph County, North Carolina",53671,1377,40258,1725,492,330,4659,821,7383,961,9638,820,4423,659,3927,659,5393,748,3493,788,850,397,13413,1540,1338,716,3050,839,4409,1031,1699,623,319,211,738,369,655,322,907,483,298,229
0500000US37155,37155,"Robeson County, North Carolina",43263,1471,29784,2030,314,266,3493,913,6164,1251,6590,1020,2905,712,4301,782,3679,595,1725,475,613,294,13479,1824,1151,553,2771,1113,4726,1043,2599,757,677,450,624,326,491,294,322,196,118,95
0500000US37157,37157,"Rockingham County, North Carolina",37381,1397,26674,1639,478,348,3306,660,5037,763,5177,677,2740,653,2643,531,3568,609,2617,648,1108,460,10707,1402,645,346,2597,795,2544,810,1752,661,703,359,377,208,1227,483,736,497,126,147
0500000US37159,37159,"Rowan County, North Carolina",52947,1408,40525,1733,469,383,4407,741,8639,1001,8858,1239,4160,775,3662,592,4841,505,3786,622,1703,610,12422,1515,2068,757,2383,675,1995,711,3030,805,510,323,721,430,780,370,740,329,195,187
0500000US37171,37171,"Surry County, North Carolina",28542,1154,21813,1449,335,306,2281,706,4188,730,4283,621,2701,652,2000,553,2828,445,2255,512,942,505,6729,1166,285,271,1407,639,1109,649,1364,574,626,412,396,255,354,239,916,433,272,326
0500000US37179,37179,"Union County, North Carolina",63224,1136,50730,1753,1271,674,8782,1556,12398,1158,11539,922,4489,773,4276,647,4687,482,2753,492,535,303,12494,1600,1654,733,4126,1274,2624,814,1732,657,831,439,387,254,671,301,404,338,65,112
0500000US37183,37183,"Wake County, North Carolina",315944,2721,211597,4032,2281,708,30805,2296,52434,2304,56689,2404,22333,1950,16913,1802,18214,1247,9569,1133,2359,653,104347,3730,13177,1695,32337,2460,26195,2476,14804,2153,5684,1301,3724,947,4173,821,3019,589,1234,490
0500000US37191,37191,"Wayne County, North Carolina",44303,1209,29225,1513,550,291,3305,821,5655,892,5976,817,4178,829,2161,572,3705,543,3194,480,501,273,15078,1458,2204,577,3408,695,3218,733,3009,872,904,334,367,208,1179,417,682,306,107,102
0500000US37193,37193,"Wilkes County, North Carolina",26967,1109,20528,1058,63,106,2487,539,3275,568,4063,639,2207,555,2146,558,3754,411,1873,448,660,361,6439,1084,1518,530,1591,567,1187,530,719,458,367,257,209,182,348,307,368,239,132,160
0500000US37195,37195,"Wilson County, North Carolina",30545,1206,19735,1365,209,220,2345,646,3407,663,3996,771,2116,569,2114,597,3243,443,1711,376,594,308,10810,1540,1409,589,2878,924,2421,782,1950,687,832,417,638,435,343,197,279,249,60,62
