GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Householder 15 to 24 years,Margin of Error; Owner occupied: - Householder 15 to 24 years,Estimate; Owner occupied: - Householder 25 to 34 years,Margin of Error; Owner occupied: - Householder 25 to 34 years,Estimate; Owner occupied: - Householder 35 to 44 years,Margin of Error; Owner occupied: - Householder 35 to 44 years,Estimate; Owner occupied: - Householder 45 to 54 years,Margin of Error; Owner occupied: - Householder 45 to 54 years,Estimate; Owner occupied: - Householder 55 to 59 years,Margin of Error; Owner occupied: - Householder 55 to 59 years,Estimate; Owner occupied: - Householder 60 to 64 years,Margin of Error; Owner occupied: - Householder 60 to 64 years,Estimate; Owner occupied: - Householder 65 to 74 years,Margin of Error; Owner occupied: - Householder 65 to 74 years,Estimate; Owner occupied: - Householder 75 to 84 years,Margin of Error; Owner occupied: - Householder 75 to 84 years,Estimate; Owner occupied: - Householder 85 years and over,Margin of Error; Owner occupied: - Householder 85 years and over,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Householder 15 to 24 years,Margin of Error; Renter occupied: - Householder 15 to 24 years,Estimate; Renter occupied: - Householder 25 to 34 years,Margin of Error; Renter occupied: - Householder 25 to 34 years,Estimate; Renter occupied: - Householder 35 to 44 years,Margin of Error; Renter occupied: - Householder 35 to 44 years,Estimate; Renter occupied: - Householder 45 to 54 years,Margin of Error; Renter occupied: - Householder 45 to 54 years,Estimate; Renter occupied: - Householder 55 to 59 years,Margin of Error; Renter occupied: - Householder 55 to 59 years,Estimate; Renter occupied: - Householder 60 to 64 years,Margin of Error; Renter occupied: - Householder 60 to 64 years,Estimate; Renter occupied: - Householder 65 to 74 years,Margin of Error; Renter occupied: - Householder 65 to 74 years,Estimate; Renter occupied: - Householder 75 to 84 years,Margin of Error; Renter occupied: - Householder 75 to 84 years,Estimate; Renter occupied: - Householder 85 years and over,Margin of Error; Renter occupied: - Householder 85 years and over
0100000US,,United States,120062818,161148,76684018,243713,617713,16695,6925845,60571,11824578,56129,15523906,67253,8920865,42244,8821088,46453,14128389,45838,7259871,36275,2661763,23041,43378800,114163,3716448,29948,11181549,48043,8728696,52013,7146712,44914,3235507,35641,2727785,29062,3601775,29943,1870285,21098,1170043,19706
0400000US37,37,North Carolina,3955069,14774,2586616,16311,22422,2705,224757,6531,408274,8589,540902,8178,291071,7344,285166,6181,490771,6031,240943,5194,82310,3695,1368453,16087,126714,6075,373752,8758,269325,9117,221775,7984,99304,4424,84316,5543,108824,4646,54200,3489,30243,2800
0500000US37001,37001,"Alamance County, North Carolina",64371,1425,41037,1870,356,275,3250,789,6570,1002,10756,949,3778,757,4372,715,6548,887,3797,683,1610,476,23334,2057,1536,638,5575,1033,3789,997,4079,1074,2713,1005,1787,623,2111,690,1188,460,556,297
0500000US37019,37019,"Brunswick County, North Carolina",56399,2486,44194,2153,115,111,2246,769,4126,873,6506,1094,3512,774,6415,1073,14895,977,4951,751,1428,450,12205,2022,1023,688,3558,1053,1728,567,2020,839,1379,594,752,419,953,405,670,451,122,137
0500000US37021,37021,"Buncombe County, North Carolina",107752,2253,68281,2710,502,403,4931,1117,10113,1170,12838,1583,8569,1474,7832,1252,14636,1238,7004,1038,1856,599,39471,2843,2547,756,10538,1627,7963,1703,4806,982,3077,998,1986,723,4021,1009,1847,711,2686,896
0500000US37023,37023,"Burke County, North Carolina",33682,1515,24948,1778,311,223,1523,621,2950,881,5393,1068,2428,632,3300,697,5221,671,2578,602,1244,491,8734,1399,621,573,2085,875,2070,851,1771,796,449,276,785,481,241,219,549,299,163,154
0500000US37025,37025,"Cabarrus County, North Carolina",75188,1297,53266,2290,267,264,6295,1184,10071,1297,11892,1230,5629,1047,5500,1081,8961,866,3326,621,1325,405,21922,2429,1396,818,4974,1170,5482,1159,4662,1045,1981,849,751,515,1760,706,403,250,513,379
0500000US37027,37027,"Caldwell County, North Carolina",32245,1226,22995,1511,432,371,1327,507,2562,681,4638,796,2831,690,2548,645,4654,468,2837,554,1166,417,9250,1455,869,610,1888,667,1603,684,1999,830,818,477,953,458,653,329,384,318,83,135
0500000US37031,37031,"Carteret County, North Carolina",29944,1459,20909,1190,165,179,1218,386,1977,595,3560,530,2497,487,2626,558,5333,565,2580,506,953,262,9035,1221,531,301,1345,496,2122,583,1287,446,443,247,1203,469,1125,359,703,474,276,252
0500000US37035,37035,"Catawba County, North Carolina",61828,1572,43094,2018,47,79,3992,966,5502,858,8100,1164,5561,1201,4112,732,8922,889,5396,737,1462,466,18734,1925,2107,706,3906,941,3632,1041,4046,899,1417,683,1108,671,1914,819,370,269,234,167
0500000US37037,37037,"Chatham County, North Carolina",28929,1105,22020,1330,235,239,1795,583,3301,706,3960,649,2095,683,2559,707,4623,710,2654,592,798,454,6909,1305,0,207,1734,653,782,470,680,360,442,355,934,705,1393,652,617,338,327,203
0500000US37045,37045,"Cleveland County, North Carolina",39609,1034,26695,1638,323,311,2204,519,2699,713,4586,748,3099,817,2970,630,6529,744,3249,521,1036,434,12914,1346,500,419,2663,836,2583,768,2742,798,1265,601,1576,660,839,348,434,352,312,255
0500000US37049,37049,"Craven County, North Carolina",39866,1591,24712,1577,554,427,2422,743,3054,711,3913,964,2737,664,2494,645,5554,642,2663,554,1321,588,15154,1731,2474,944,3648,1078,3209,961,1986,798,864,413,702,457,955,519,878,464,438,302
0500000US37051,37051,"Cumberland County, North Carolina",127702,1767,63445,2115,587,347,6100,947,10443,1174,13639,1181,6989,966,6997,843,11281,814,5550,783,1859,545,64257,2652,8190,1275,21247,1680,11762,1451,9336,1045,4541,926,2829,691,3936,756,1934,600,482,367
0500000US37057,37057,"Davidson County, North Carolina",66295,1833,47905,2114,606,438,3853,924,7444,1217,9350,1084,5118,925,5435,845,9334,726,5621,816,1144,426,18390,1961,1818,832,4538,1028,3153,931,3235,1006,1836,827,1608,539,1363,516,538,443,301,199
0500000US37063,37063,"Durham County, North Carolina",126123,1989,65856,2500,198,212,8437,1219,11752,1391,13597,1081,7828,1277,7527,1276,10165,960,4253,756,2099,560,60267,2766,6249,1197,19690,1907,12289,1732,7734,1355,3045,919,3490,1086,4673,1035,1589,695,1508,777
0500000US37067,37067,"Forsyth County, North Carolina",144681,2547,89705,2957,587,307,7434,1137,15090,1386,17572,1468,10865,1406,9319,1180,16709,1040,8923,1009,3206,606,54976,3189,3981,957,15444,1671,9904,1418,8274,1363,4928,1109,4211,1109,4670,831,2663,646,901,378
0500000US37069,37069,"Franklin County, North Carolina",24413,1309,17663,1381,148,162,1408,674,2541,677,4639,904,1442,445,2940,724,3018,537,1284,354,243,235,6750,1577,328,335,1344,702,939,582,1730,976,908,661,591,519,282,233,563,472,65,79
0500000US37071,37071,"Gaston County, North Carolina",84200,1398,52987,2124,595,436,4311,798,7973,961,11582,1067,5946,824,5515,804,9853,705,4638,685,2574,692,31213,2134,1501,550,7864,1187,6107,944,5871,1126,2082,647,3147,794,2762,690,1039,460,840,498
0500000US37081,37081,"Guilford County, North Carolina",203199,2753,119185,3666,542,334,9831,1662,17133,1711,26138,1642,14911,1701,13838,1529,21544,1444,11887,1063,3361,693,84014,3933,7513,1284,23311,2031,16859,1852,13718,1970,4843,1112,5562,1177,7255,1329,3090,696,1863,517
0500000US37085,37085,"Harnett County, North Carolina",46661,1021,31185,1402,406,274,3897,726,5957,841,6086,878,3749,792,3621,702,4558,693,2162,509,749,327,15476,1537,1491,469,4518,1025,3693,937,2402,582,615,315,591,234,1207,377,633,242,326,250
0500000US37089,37089,"Henderson County, North Carolina",47920,1729,35737,1644,66,117,1852,614,4722,1124,6747,1235,3301,720,3928,903,8874,806,4801,617,1446,490,12183,1632,404,362,2264,801,2718,972,2691,781,1461,747,416,398,723,324,479,262,1027,410
0500000US37097,37097,"Iredell County, North Carolina",65662,1659,48209,1819,413,318,4100,864,7516,926,11582,1071,5629,804,5042,827,8408,668,4431,624,1088,392,17453,1504,1202,491,4087,927,4040,1001,3128,777,1410,526,615,321,2045,738,743,401,183,205
0500000US37101,37101,"Johnston County, North Carolina",69048,1685,51334,2317,682,474,4666,1535,10734,1499,13098,1469,5125,823,5855,961,6908,1034,3376,510,890,589,17714,2017,972,625,4442,1246,3770,1035,3065,1062,1956,940,589,329,1892,637,911,419,117,137
0500000US37109,37109,"Lincoln County, North Carolina",33244,884,25435,1459,700,452,2038,674,3807,692,5964,824,2048,576,2325,585,5126,617,2307,500,1120,394,7809,1351,705,422,1683,708,1621,666,1155,511,940,605,690,378,576,364,388,228,51,90
0500000US37119,37119,"Mecklenburg County, North Carolina",410770,3975,232419,4224,1144,482,24761,2055,45861,2523,58733,2885,27058,2209,20993,1955,35026,1757,13269,1209,5574,1007,178351,4713,15803,1998,58055,3002,40419,3000,28130,2614,10991,1540,8077,1840,8714,1322,5628,1125,2534,747
0500000US37125,37125,"Moore County, North Carolina",39155,1642,28725,1785,104,138,2678,769,3968,829,4601,733,2415,776,3404,982,6687,697,3406,579,1462,492,10430,1414,181,185,3783,1100,1359,587,1015,469,848,585,983,565,543,326,1101,562,617,400
0500000US37127,37127,"Nash County, North Carolina",36248,1513,22681,1524,98,124,1859,647,2900,783,4100,889,2840,621,2826,731,4284,731,2669,596,1105,384,13567,1723,720,544,2968,885,2128,908,2835,850,1216,649,1225,694,1598,757,703,377,174,179
0500000US37129,37129,"New Hanover County, North Carolina",95097,2424,56593,2260,323,213,4647,956,9875,1290,10708,1338,7141,1128,6084,1193,11429,1088,4552,702,1834,741,38504,2802,5733,1214,10566,1653,6874,1623,4979,1234,2057,761,1038,416,3967,940,1843,879,1447,627
0500000US37133,37133,"Onslow County, North Carolina",62941,2875,34408,2937,2671,1215,6311,1392,4196,1055,5781,1124,2633,675,3639,718,5554,878,3181,699,442,323,28533,2941,6526,1679,9880,1932,5843,1630,2138,801,1062,499,812,443,834,479,954,463,484,385
0500000US37135,37135,"Orange County, North Carolina",53607,1244,32608,1622,302,359,2290,695,5469,956,6936,890,4119,736,4759,972,5704,711,2598,682,431,288,20999,1565,3803,883,6811,1350,3089,747,3374,1130,476,369,404,279,2208,758,632,463,202,242
0500000US37147,37147,"Pitt County, North Carolina",68505,2253,36746,2333,424,370,3078,990,7044,1044,7470,953,3696,809,3672,826,7365,973,3093,789,904,531,31759,2290,8042,1417,8025,1379,4837,1006,3710,1145,1906,672,1264,578,2235,958,1124,618,616,393
0500000US37151,37151,"Randolph County, North Carolina",57766,1286,40545,1904,764,531,2513,769,5943,1062,9118,1005,4182,875,4912,798,7620,704,4551,687,942,377,17221,1751,814,486,5146,1173,3467,979,2667,759,1632,660,1275,588,1441,428,406,334,373,306
0500000US37155,37155,"Robeson County, North Carolina",45351,1220,28668,1129,132,132,2234,555,4487,677,5399,690,3229,721,3599,618,5621,610,3209,508,758,323,16683,1119,900,378,4125,623,3286,688,3255,584,1219,412,994,347,1677,395,864,302,363,174
0500000US37157,37157,"Rockingham County, North Carolina",36175,1341,25912,1508,498,397,1225,622,3235,893,4839,937,3367,697,3106,667,5138,737,3059,549,1445,583,10263,1339,666,414,1524,750,3003,1112,2119,848,574,291,781,423,1019,457,375,191,202,203
0500000US37159,37159,"Rowan County, North Carolina",52057,1968,37189,1889,323,292,2374,909,6062,880,7110,1059,4900,798,4092,929,7529,740,3614,860,1185,457,14868,1675,1356,564,2841,1058,2700,880,2592,984,1362,526,1462,642,1338,496,610,389,607,419
0500000US37161,37161,"Rutherford County, North Carolina",26408,1666,18606,1696,111,189,1340,632,1947,502,3226,724,2095,641,1821,661,4603,533,2407,664,1056,492,7802,1438,493,424,1216,688,1235,737,2043,954,1020,776,618,581,935,521,182,229,60,104
0500000US37171,37171,"Surry County, North Carolina",29415,1052,21407,1128,299,220,1726,574,3297,586,3706,588,1666,485,2617,482,4626,467,2348,495,1122,444,8008,1137,936,547,1309,606,1203,480,1569,595,972,546,523,301,733,365,458,276,305,244
0500000US37179,37179,"Union County, North Carolina",75366,1314,61854,1899,336,215,5703,858,13058,960,16615,1425,7396,963,5297,956,8495,735,3899,567,1055,496,13512,1549,583,414,3961,1129,2993,946,2262,720,1300,594,928,456,1302,567,163,137,20,35
0500000US37183,37183,"Wake County, North Carolina",400418,3673,261897,4837,544,292,29400,2378,55906,2568,65188,2656,29654,2425,25931,2040,35746,1985,14831,1788,4697,1007,138521,5392,12544,1770,45262,2806,28561,2398,22551,2389,7636,1570,6466,1301,8376,1541,4193,930,2932,1026
0500000US37191,37191,"Wayne County, North Carolina",47720,1488,31307,1698,424,404,2797,725,5358,1061,6154,880,2891,788,3597,890,5740,647,3497,728,849,406,16413,1878,1931,824,4028,951,3115,905,1512,809,1913,721,1523,704,1315,482,441,300,635,520
0500000US37193,37193,"Wilkes County, North Carolina",28377,1562,21930,1604,149,264,2056,546,2818,633,4585,651,2898,680,1615,546,4390,590,2977,454,442,281,6447,1345,581,512,1800,868,668,348,919,693,459,341,630,444,731,442,568,334,91,86
0500000US37195,37195,"Wilson County, North Carolina",32015,1162,18348,1485,0,207,1478,641,2022,730,3773,772,2310,655,2188,719,3797,517,2176,435,604,312,13667,1655,871,531,3387,895,2377,850,2551,820,809,418,1521,548,1637,570,237,190,277,226
