GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Householder 15 to 24 years,Margin of Error; Owner occupied: - Householder 15 to 24 years,Estimate; Owner occupied: - Householder 25 to 34 years,Margin of Error; Owner occupied: - Householder 25 to 34 years,Estimate; Owner occupied: - Householder 35 to 44 years,Margin of Error; Owner occupied: - Householder 35 to 44 years,Estimate; Owner occupied: - Householder 45 to 54 years,Margin of Error; Owner occupied: - Householder 45 to 54 years,Estimate; Owner occupied: - Householder 55 to 59 years,Margin of Error; Owner occupied: - Householder 55 to 59 years,Estimate; Owner occupied: - Householder 60 to 64 years,Margin of Error; Owner occupied: - Householder 60 to 64 years,Estimate; Owner occupied: - Householder 65 to 74 years,Margin of Error; Owner occupied: - Householder 65 to 74 years,Estimate; Owner occupied: - Householder 75 to 84 years,Margin of Error; Owner occupied: - Householder 75 to 84 years,Estimate; Owner occupied: - Householder 85 years and over,Margin of Error; Owner occupied: - Householder 85 years and over,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Householder 15 to 24 years,Margin of Error; Renter occupied: - Householder 15 to 24 years,Estimate; Renter occupied: - Householder 25 to 34 years,Margin of Error; Renter occupied: - Householder 25 to 34 years,Estimate; Renter occupied: - Householder 35 to 44 years,Margin of Error; Renter occupied: - Householder 35 to 44 years,Estimate; Renter occupied: - Householder 45 to 54 years,Margin of Error; Renter occupied: - Householder 45 to 54 years,Estimate; Renter occupied: - Householder 55 to 59 years,Margin of Error; Renter occupied: - Householder 55 to 59 years,Estimate; Renter occupied: - Householder 60 to 64 years,Margin of Error; Renter occupied: - Householder 60 to 64 years,Estimate; Renter occupied: - Householder 65 to 74 years,Margin of Error; Renter occupied: - Householder 65 to 74 years,Estimate; Renter occupied: - Householder 75 to 84 years,Margin of Error; Renter occupied: - Householder 75 to 84 years,Estimate; Renter occupied: - Householder 85 years and over,Margin of Error; Renter occupied: - Householder 85 years and over
0100000US,,United States,117259427,146938,73991995,217875,558225,15515,6569736,51574,11756908,49708,16015647,60453,8842828,33857,8248196,40720,12649280,40973,6802270,34682,2548905,19824,43267432,107258,3927120,30764,11236570,50258,8911090,54702,7410337,42246,3105378,23960,2531235,26171,3213705,25259,1789858,17850,1142139,13964
0400000US37,37,North Carolina,3790620,14716,2435384,18248,17316,2493,208001,6732,406915,7795,528211,10083,280091,6482,260835,5701,436975,5510,223660,4075,73380,2995,1355236,14632,142247,5834,358489,7812,288772,8026,222874,6638,93671,4465,75102,3687,97143,4660,49088,3051,27850,2229
0500000US37001,37001,"Alamance County, North Carolina",62799,1229,41058,1940,238,170,4119,998,5465,859,9597,915,4310,810,3949,680,7316,668,4667,615,1397,376,21741,2049,2935,758,4812,926,4014,828,3391,950,2518,817,1393,539,1633,636,447,272,598,254
0500000US37019,37019,"Brunswick County, North Carolina",49842,2282,36836,2155,18,35,2101,728,3212,828,6218,796,4405,696,4833,774,10941,885,4040,662,1068,461,13006,2080,1423,711,2876,979,2061,696,2359,851,1181,501,842,506,1621,631,554,321,89,97
0500000US37021,37021,"Buncombe County, North Carolina",103299,2347,66803,2822,845,680,5502,1238,9206,1421,13036,1352,7367,1146,8440,1154,13353,935,6348,914,2706,743,36496,3218,3678,992,8263,1371,7782,1496,6403,1395,2513,728,2411,698,1849,585,2653,760,944,521
0500000US37023,37023,"Burke County, North Carolina",33214,1510,22914,1451,0,198,1751,498,2488,594,5357,751,2767,699,2687,565,4339,591,2382,454,1143,482,10300,1604,734,422,1925,706,2637,725,1730,761,671,338,1013,463,1149,554,441,263,0,198
0500000US37025,37025,"Cabarrus County, North Carolina",69144,1403,49456,2337,231,298,4748,897,10074,1181,11005,1128,5832,1092,4540,926,7660,953,3644,624,1722,573,19688,1998,1148,532,5559,1104,4837,1218,3320,956,1188,677,1607,788,1351,560,313,197,365,263
0500000US37027,37027,"Caldwell County, North Carolina",30458,1438,21342,1441,28,58,1016,369,3053,694,4714,823,2002,509,2952,681,4722,657,2181,481,674,312,9116,1482,329,273,1113,578,2365,906,2061,729,787,406,584,364,1176,539,510,302,191,226
0500000US37031,37031,"Carteret County, North Carolina",28773,1334,20265,1311,18,33,1151,412,1900,474,3523,624,3044,566,2063,390,4919,501,2736,462,911,321,8508,1078,519,301,2487,638,1613,515,1463,526,424,202,871,315,689,312,237,166,205,134
0500000US37035,37035,"Catawba County, North Carolina",56304,2097,37742,2145,180,233,2069,657,6038,922,8316,1258,4896,855,4322,783,6669,786,4354,739,898,341,18562,2031,1149,692,5170,949,4740,999,3019,859,811,489,970,457,1360,541,1118,549,225,139
0500000US37037,37037,"Chatham County, North Carolina",28264,837,21588,1257,52,70,1558,568,3444,725,3506,519,2680,721,2068,515,5212,539,2270,683,798,379,6676,1124,233,276,1012,503,1942,688,1064,507,404,289,96,119,399,227,525,381,1001,506
0500000US37045,37045,"Cleveland County, North Carolina",37038,1369,25193,1496,61,78,1825,611,3544,760,4908,648,1933,540,3554,707,5196,584,3041,550,1131,438,11845,1533,1103,589,3243,852,2265,708,2137,722,478,264,549,252,1597,576,267,195,206,187
0500000US37049,37049,"Craven County, North Carolina",40109,1276,24541,1651,489,311,1680,645,2909,767,4154,663,2397,667,3356,775,5303,623,2870,674,1383,450,15568,1701,3006,984,4518,1077,2076,648,2385,753,1182,542,637,349,1059,500,158,194,547,336
0500000US37051,37051,"Cumberland County, North Carolina",122359,1713,62271,1925,456,279,6164,1076,10162,1149,14195,1145,7999,995,5809,953,10282,811,5622,763,1582,493,60088,2140,8813,1268,21416,1562,12285,1281,8087,1039,2623,667,2293,624,2659,784,1258,456,654,318
0500000US37057,37057,"Davidson County, North Carolina",61896,2261,43420,2151,459,342,3542,770,6136,1018,9847,1161,4564,892,3756,819,8569,823,5423,668,1124,429,18476,2000,1561,719,3024,926,3079,1015,3993,1135,2553,771,1672,738,1408,514,903,481,283,269
0500000US37063,37063,"Durham County, North Carolina",118565,2350,61683,2497,85,100,8120,1104,11621,1501,12936,1293,7015,1057,6529,882,9314,888,4223,628,1840,579,56882,3016,6435,1321,18663,1693,13006,1865,7728,1344,3121,870,3231,865,2474,670,1116,446,1108,563
0500000US37067,37067,"Forsyth County, North Carolina",146198,1946,88396,2899,264,215,8161,1120,14498,1433,19152,1331,11173,1168,9448,1105,13902,897,7836,928,3962,765,57802,2825,6513,1188,14662,1721,11650,1632,10217,1477,3534,878,3163,783,4505,863,2146,633,1412,493
0500000US37071,37071,"Gaston County, North Carolina",76610,1621,51059,2036,86,94,3205,683,9533,1064,10880,1130,6337,925,5303,807,9875,736,4183,550,1657,387,25551,1993,1848,564,6648,1032,4810,1001,5412,945,2174,581,1403,521,1935,542,711,351,610,389
0500000US37081,37081,"Guilford County, North Carolina",198860,2898,114399,3490,1054,545,9163,1359,19422,1652,26269,1767,14208,1175,11631,1159,19338,1299,9548,1234,3766,888,84461,3575,8278,1770,22930,1817,17645,1754,13186,1627,6795,1069,3973,907,6612,1236,3116,835,1926,534
0500000US37085,37085,"Harnett County, North Carolina",44153,969,26501,1500,86,96,3144,718,5045,890,5978,791,2698,590,2472,480,4476,434,1979,326,623,237,17652,1474,1604,521,5756,832,4139,960,2702,617,890,348,756,305,1069,418,472,209,264,131
0500000US37089,37089,"Henderson County, North Carolina",45597,1461,31808,1516,342,308,2212,549,3265,802,5701,808,3308,589,2917,666,8190,852,4122,724,1751,541,13789,1535,776,458,2589,851,3546,1204,1828,727,1335,580,992,498,1386,488,506,317,831,370
0500000US37097,37097,"Iredell County, North Carolina",61911,1535,43217,1628,578,404,3446,624,6605,788,10273,1044,5016,726,5185,700,7203,540,4048,543,863,284,18694,1681,1492,768,4526,847,4207,868,4786,1142,1411,543,584,293,1002,403,529,288,157,146
0500000US37101,37101,"Johnston County, North Carolina",63831,1383,44421,2415,1024,625,3279,845,10472,1547,9624,1265,4418,1015,4629,845,6591,786,3079,517,1305,519,19410,2198,1250,567,4204,1066,4435,1229,3742,964,2076,867,786,502,1598,562,1018,446,301,200
0500000US37109,37109,"Lincoln County, North Carolina",30327,1038,22518,1335,265,225,1388,490,3619,666,5692,748,2628,623,2605,621,3901,500,1985,411,435,284,7809,1175,842,428,1586,742,1986,753,1344,581,292,244,378,313,1037,533,344,173,0,198
0500000US37119,37119,"Mecklenburg County, North Carolina",389047,3279,220257,4080,865,449,28405,2429,47743,2733,54049,2227,23316,1867,19640,1679,28091,1272,13752,1202,4396,919,168790,4154,14203,1759,52379,2836,40066,2662,27502,2250,11143,1555,7672,1186,9274,1178,4505,949,2046,773
0500000US37125,37125,"Moore County, North Carolina",37179,1601,27954,1553,365,416,2523,590,2805,684,5079,955,2925,691,2505,708,6454,736,3398,732,1900,635,9225,1298,624,412,2173,664,1488,657,1822,642,334,236,665,482,964,425,413,264,742,338
0500000US37127,37127,"Nash County, North Carolina",36957,1510,24461,1473,94,144,1518,674,3567,659,5406,910,2593,612,4026,876,4212,638,2163,487,882,396,12496,1517,803,472,3175,806,1304,579,2465,798,935,499,1058,508,1347,458,1203,577,206,159
0500000US37129,37129,"New Hanover County, North Carolina",90106,2181,51466,2173,161,219,3241,1013,9480,1314,10003,1034,5265,962,6215,1097,9935,837,5399,797,1767,599,38640,2580,5412,1237,13214,1702,7197,1453,5357,1237,1945,748,1174,435,2517,675,1067,454,757,402
0500000US37133,37133,"Onslow County, North Carolina",61873,2332,33853,2544,2226,1225,6525,1312,6209,1331,5139,917,3146,790,2237,580,5004,638,3011,549,356,235,28020,2771,7930,1915,7563,1395,5443,1537,1998,957,2280,896,1239,763,838,512,634,354,95,96
0500000US37135,37135,"Orange County, North Carolina",51325,1363,30721,1574,270,331,2178,679,4632,817,6523,853,4388,699,4723,828,5207,632,2234,415,566,300,20604,1600,4071,969,5429,1112,4581,1056,3080,829,680,443,998,533,913,396,311,222,541,243
0500000US37147,37147,"Pitt County, North Carolina",68412,1593,34559,1708,453,336,3573,831,5795,955,7679,1122,4366,940,3621,880,5612,800,2455,605,1005,407,33853,2158,8787,1467,8722,1426,6397,1086,3791,1067,1494,581,1271,625,1968,687,849,449,574,390
0500000US37151,37151,"Randolph County, North Carolina",53711,1388,38838,1763,564,317,3420,831,6423,911,7403,1137,3569,776,4521,761,7892,768,3773,624,1273,441,14873,1673,1118,498,3200,942,2530,827,3388,1039,1175,539,848,532,1433,727,923,390,258,157
0500000US37155,37155,"Robeson County, North Carolina",46484,676,29815,1064,128,140,1687,483,5346,721,6293,618,3817,509,3767,609,5235,418,2624,450,918,396,16669,1195,1655,473,4201,736,3490,598,3045,595,1392,436,583,254,1518,385,571,204,214,142
0500000US37157,37157,"Rockingham County, North Carolina",36879,1529,25265,1819,107,173,1435,535,3672,807,5188,801,2746,783,3385,762,5028,568,2680,482,1024,416,11614,1733,729,458,2490,811,2051,628,2876,962,665,402,863,440,1097,365,389,230,454,335
0500000US37159,37159,"Rowan County, North Carolina",52294,1335,34215,1813,498,341,3334,718,3889,921,6546,851,4227,842,3881,718,6634,692,3974,758,1232,457,18079,1743,1221,616,4151,1093,3963,1085,3806,862,1569,643,593,298,1470,536,1143,454,163,132
0500000US37161,37161,"Rutherford County, North Carolina",25805,1639,19134,1385,136,194,636,458,2401,668,4255,588,2152,716,2371,598,4317,538,2058,423,808,364,6671,1278,577,376,1315,739,1314,684,828,454,895,578,809,519,366,227,336,264,231,207
0500000US37171,37171,"Surry County, North Carolina",27632,941,19649,978,170,200,1169,379,3035,624,4317,492,2392,491,2186,496,3778,502,1842,378,760,261,7983,1040,544,357,1279,352,1990,585,1276,511,687,333,416,287,1003,424,276,173,512,311
