GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,114567419,163249,74873372,216091,39694047,91880
0400000US37,37,North Carolina,3670859,14413,2465551,18417,1205308,14092
0500000US37001,37001,"Alamance County, North Carolina",59811,1934,39077,2242,20734,1961
0500000US37019,37019,"Brunswick County, North Carolina",46573,2802,35550,2031,11023,2040
0500000US37021,37021,"Buncombe County, North Carolina",101164,2459,66486,2301,34678,2340
0500000US37023,37023,"Burke County, North Carolina",36067,1344,26638,1260,9429,1243
0500000US37025,37025,"Cabarrus County, North Carolina",63883,2100,48100,2287,15783,2124
0500000US37027,37027,"Caldwell County, North Carolina",31044,1491,22946,1604,8098,1548
0500000US37031,37031,"Carteret County, North Carolina",28356,1819,19498,1469,8858,1645
0500000US37035,37035,"Catawba County, North Carolina",59019,1697,41915,2131,17104,1973
0500000US37045,37045,"Cleveland County, North Carolina",37208,1448,25396,1455,11812,1484
0500000US37049,37049,"Craven County, North Carolina",40117,1443,25414,1569,14703,1608
0500000US37051,37051,"Cumberland County, North Carolina",118246,3829,67886,3094,50360,3706
0500000US37057,37057,"Davidson County, North Carolina",65317,1658,45375,2210,19942,1964
0500000US37063,37063,"Durham County, North Carolina",107352,2738,59277,2690,48075,2841
0500000US37067,37067,"Forsyth County, North Carolina",137777,2884,89803,3031,47974,3236
0500000US37071,37071,"Gaston County, North Carolina",78613,2090,52509,2316,26104,2239
0500000US37081,37081,"Guilford County, North Carolina",191693,3775,117229,3135,74464,4053
0500000US37085,37085,"Harnett County, North Carolina",38631,1785,25984,1450,12647,1725
0500000US37089,37089,"Henderson County, North Carolina",45392,1944,34736,2167,10656,1700
0500000US37097,37097,"Iredell County, North Carolina",58813,1844,42554,1863,16259,2141
0500000US37101,37101,"Johnston County, North Carolina",60449,1805,44288,2228,16161,1930
0500000US37109,37109,"Lincoln County, North Carolina",29404,1118,23325,1387,6079,1118
0500000US37119,37119,"Mecklenburg County, North Carolina",356627,3986,218986,5404,137641,4851
0500000US37125,37125,"Moore County, North Carolina",37834,1376,27893,1227,9941,1281
0500000US37127,37127,"Nash County, North Carolina",38806,1318,24867,1673,13939,1459
0500000US37129,37129,"New Hanover County, North Carolina",84946,2594,51173,2482,33773,2629
0500000US37133,37133,"Onslow County, North Carolina",60242,2042,32002,2337,28240,2249
0500000US37135,37135,"Orange County, North Carolina",50747,1935,29857,1398,20890,2020
0500000US37147,37147,"Pitt County, North Carolina",63823,2294,36759,1833,27064,2293
0500000US37151,37151,"Randolph County, North Carolina",54536,1470,40321,2048,14215,1783
0500000US37155,37155,"Robeson County, North Carolina",43237,1841,28007,1925,15230,2081
0500000US37157,37157,"Rockingham County, North Carolina",36325,1590,26391,1872,9934,1305
0500000US37159,37159,"Rowan County, North Carolina",53585,1830,37062,1851,16523,2143
0500000US37161,37161,"Rutherford County, North Carolina",26818,1404,19340,1453,7478,1346
0500000US37171,37171,"Surry County, North Carolina",30000,1249,21467,1525,8533,1285
0500000US37179,37179,"Union County, North Carolina",68404,1211,58052,1633,10352,1753
0500000US37183,37183,"Wake County, North Carolina",338054,3843,224624,3870,113430,3980
0500000US37191,37191,"Wayne County, North Carolina",47759,1325,30098,1617,17661,1648
0500000US37193,37193,"Wilkes County, North Carolina",27062,1544,20237,1475,6825,1373
0500000US37195,37195,"Wilson County, North Carolina",32762,1072,19185,1382,13577,1361
