GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,117259427,146938,73991995,217875,43267432,107258
0400000US37,37,North Carolina,3790620,14716,2435384,18248,1355236,14632
0500000US37001,37001,"Alamance County, North Carolina",62799,1229,41058,1940,21741,2049
0500000US37019,37019,"Brunswick County, North Carolina",49842,2282,36836,2155,13006,2080
0500000US37021,37021,"Buncombe County, North Carolina",103299,2347,66803,2822,36496,3218
0500000US37023,37023,"Burke County, North Carolina",33214,1510,22914,1451,10300,1604
0500000US37025,37025,"Cabarrus County, North Carolina",69144,1403,49456,2337,19688,1998
0500000US37027,37027,"Caldwell County, North Carolina",30458,1438,21342,1441,9116,1482
0500000US37031,37031,"Carteret County, North Carolina",28773,1334,20265,1311,8508,1078
0500000US37035,37035,"Catawba County, North Carolina",56304,2097,37742,2145,18562,2031
0500000US37037,37037,"Chatham County, North Carolina",28264,837,21588,1257,6676,1124
0500000US37045,37045,"Cleveland County, North Carolina",37038,1369,25193,1496,11845,1533
0500000US37049,37049,"Craven County, North Carolina",40109,1276,24541,1651,15568,1701
0500000US37051,37051,"Cumberland County, North Carolina",122359,1713,62271,1925,60088,2140
0500000US37057,37057,"Davidson County, North Carolina",61896,2261,43420,2151,18476,2000
0500000US37063,37063,"Durham County, North Carolina",118565,2350,61683,2497,56882,3016
0500000US37067,37067,"Forsyth County, North Carolina",146198,1946,88396,2899,57802,2825
0500000US37071,37071,"Gaston County, North Carolina",76610,1621,51059,2036,25551,1993
0500000US37081,37081,"Guilford County, North Carolina",198860,2898,114399,3490,84461,3575
0500000US37085,37085,"Harnett County, North Carolina",44153,969,26501,1500,17652,1474
0500000US37089,37089,"Henderson County, North Carolina",45597,1461,31808,1516,13789,1535
0500000US37097,37097,"Iredell County, North Carolina",61911,1535,43217,1628,18694,1681
0500000US37101,37101,"Johnston County, North Carolina",63831,1383,44421,2415,19410,2198
0500000US37109,37109,"Lincoln County, North Carolina",30327,1038,22518,1335,7809,1175
0500000US37119,37119,"Mecklenburg County, North Carolina",389047,3279,220257,4080,168790,4154
0500000US37125,37125,"Moore County, North Carolina",37179,1601,27954,1553,9225,1298
0500000US37127,37127,"Nash County, North Carolina",36957,1510,24461,1473,12496,1517
0500000US37129,37129,"New Hanover County, North Carolina",90106,2181,51466,2173,38640,2580
0500000US37133,37133,"Onslow County, North Carolina",61873,2332,33853,2544,28020,2771
0500000US37135,37135,"Orange County, North Carolina",51325,1363,30721,1574,20604,1600
0500000US37147,37147,"Pitt County, North Carolina",68412,1593,34559,1708,33853,2158
0500000US37151,37151,"Randolph County, North Carolina",53711,1388,38838,1763,14873,1673
0500000US37155,37155,"Robeson County, North Carolina",46484,676,29815,1064,16669,1195
0500000US37157,37157,"Rockingham County, North Carolina",36879,1529,25265,1819,11614,1733
0500000US37159,37159,"Rowan County, North Carolina",52294,1335,34215,1813,18079,1743
0500000US37161,37161,"Rutherford County, North Carolina",25805,1639,19134,1385,6671,1278
0500000US37171,37171,"Surry County, North Carolina",27632,941,19649,978,7983,1040
0500000US37179,37179,"Union County, North Carolina",71569,1419,56530,2034,15039,1875
0500000US37183,37183,"Wake County, North Carolina",370061,3734,233531,4865,136530,5488
0500000US37191,37191,"Wayne County, North Carolina",46281,1711,26809,1890,19472,1917
0500000US37193,37193,"Wilkes County, North Carolina",27257,1554,18679,1626,8578,1552
0500000US37195,37195,"Wilson County, North Carolina",32691,901,18610,1076,14081,1264
