GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,80699185,71050,57413317,125984,23285868,91712
0400000US37,37,North Carolina,2611001,12225,1883530,11452,727471,12176
0500000US37001,37001,"Alamance County, North Carolina",42461,1213,30232,1657,12229,1652
0500000US37019,37019,"Brunswick County, North Carolina",41386,1922,32032,1689,9354,1497
0500000US37021,37021,"Buncombe County, North Carolina",89182,2435,58706,2985,30476,2546
0500000US37023,37023,"Burke County, North Carolina",30260,1362,22339,1605,7921,1500
0500000US37025,37025,"Cabarrus County, North Carolina",50441,1474,37717,1868,12724,1756
0500000US37027,37027,"Caldwell County, North Carolina",26570,1616,19713,1882,6857,1558
0500000US37031,37031,"Carteret County, North Carolina",26573,1180,20034,1167,6539,1001
0500000US37035,37035,"Catawba County, North Carolina",48834,1569,35189,1690,13645,1894
0500000US37037,37037,"Chatham County, North Carolina",20537,920,16532,1004,4005,1201
0500000US37045,37045,"Cleveland County, North Carolina",28806,1348,21359,1248,7447,1224
0500000US37049,37049,"Craven County, North Carolina",28858,1291,19684,1252,9174,1237
0500000US37051,37051,"Cumberland County, North Carolina",62069,1588,35527,1610,26542,1889
0500000US37057,37057,"Davidson County, North Carolina",54939,1687,41484,1881,13455,1831
0500000US37063,37063,"Durham County, North Carolina",57050,1706,39210,1656,17840,1891
0500000US37067,37067,"Forsyth County, North Carolina",90344,2030,66160,2183,24184,1733
0500000US37071,37071,"Gaston County, North Carolina",62487,1724,44300,1733,18187,1664
0500000US37081,37081,"Guilford County, North Carolina",115010,2490,81278,2819,33732,2218
0500000US37085,37085,"Harnett County, North Carolina",29160,1048,21203,1226,7957,1027
0500000US37089,37089,"Henderson County, North Carolina",42443,1507,30914,1527,11529,1494
0500000US37097,37097,"Iredell County, North Carolina",48387,1640,37640,1696,10747,1441
0500000US37101,37101,"Johnston County, North Carolina",45940,1485,36515,1947,9425,1647
0500000US37109,37109,"Lincoln County, North Carolina",27484,979,21494,1397,5990,1244
0500000US37119,37119,"Mecklenburg County, North Carolina",207116,2985,141841,3195,65275,2917
0500000US37125,37125,"Moore County, North Carolina",30221,1264,23713,1295,6508,1215
0500000US37127,37127,"Nash County, North Carolina",21560,1121,15996,1181,5564,1274
0500000US37129,37129,"New Hanover County, North Carolina",71800,2318,43490,2125,28310,2770
0500000US37133,37133,"Onslow County, North Carolina",43413,2308,24712,2170,18701,2424
0500000US37135,37135,"Orange County, North Carolina",39633,1487,26063,1260,13570,1630
0500000US37147,37147,"Pitt County, North Carolina",39834,1493,26046,1447,13788,1651
0500000US37151,37151,"Randolph County, North Carolina",43975,1596,33870,1605,10105,1412
0500000US37155,37155,"Robeson County, North Carolina",14526,692,9845,714,4681,781
0500000US37157,37157,"Rockingham County, North Carolina",28062,1095,20491,1233,7571,1303
0500000US37159,37159,"Rowan County, North Carolina",39358,1637,29626,1598,9732,1480
0500000US37161,37161,"Rutherford County, North Carolina",23152,1326,16811,1350,6341,1495
0500000US37171,37171,"Surry County, North Carolina",26731,767,20274,1005,6457,1031
0500000US37179,37179,"Union County, North Carolina",55091,1331,45332,1646,9759,1376
0500000US37183,37183,"Wake County, North Carolina",244648,3824,174575,3308,70073,3945
0500000US37191,37191,"Wayne County, North Carolina",27323,957,19489,1092,7834,1098
0500000US37193,37193,"Wilkes County, North Carolina",25368,1262,19180,1374,6188,1150
0500000US37195,37195,"Wilson County, North Carolina",17303,775,13526,1079,3777,939
