GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0100000US,,United States,80690054,77261,59576858,132737,21113196,88058
0400000US37,37,North Carolina,2519190,11618,1911497,14253,607693,14437
0500000US37001,37001,"Alamance County, North Carolina",42195,1354,31313,1554,10882,1804
0500000US37019,37019,"Brunswick County, North Carolina",37778,1637,27331,1736,10447,2104
0500000US37021,37021,"Buncombe County, North Carolina",83529,1918,59439,2249,24090,1995
0500000US37023,37023,"Burke County, North Carolina",30093,1093,23177,1314,6916,1207
0500000US37025,37025,"Cabarrus County, North Carolina",48317,1539,37515,1720,10802,1519
0500000US37027,37027,"Caldwell County, North Carolina",27986,1258,22698,1515,5288,1136
0500000US37035,37035,"Catawba County, North Carolina",49087,1493,37531,2078,11556,1719
0500000US37045,37045,"Cleveland County, North Carolina",28866,1227,21660,1356,7206,1435
0500000US37049,37049,"Craven County, North Carolina",27914,1072,20368,1245,7546,1438
0500000US37051,37051,"Cumberland County, North Carolina",63366,1822,43252,1888,20114,1799
0500000US37057,37057,"Davidson County, North Carolina",53740,1491,41485,1684,12255,1831
0500000US37063,37063,"Durham County, North Carolina",51843,1558,37033,1540,14810,1601
0500000US37067,37067,"Forsyth County, North Carolina",88328,1970,68822,2244,19506,2228
0500000US37071,37071,"Gaston County, North Carolina",62427,1703,46408,2000,16019,2114
0500000US37081,37081,"Guilford County, North Carolina",116935,2532,86085,2397,30850,2459
0500000US37085,37085,"Harnett County, North Carolina",28560,1091,19181,1424,9379,1270
0500000US37089,37089,"Henderson County, North Carolina",40033,1076,31935,1492,8098,1370
0500000US37097,37097,"Iredell County, North Carolina",47364,1613,37813,1793,9551,1488
0500000US37101,37101,"Johnston County, North Carolina",42844,1248,33376,1414,9468,1470
0500000US37109,37109,"Lincoln County, North Carolina",24534,803,19556,1081,4978,1032
0500000US37119,37119,"Mecklenburg County, North Carolina",206609,2843,154239,2951,52370,3752
0500000US37125,37125,"Moore County, North Carolina",23125,1576,18933,1462,4192,1010
0500000US37127,37127,"Nash County, North Carolina",22116,847,16581,1209,5535,1222
0500000US37129,37129,"New Hanover County, North Carolina",67295,1824,46474,1995,20821,2037
0500000US37133,37133,"Onslow County, North Carolina",37420,1669,25196,1361,12224,1496
0500000US37135,37135,"Orange County, North Carolina",37798,1255,25294,1134,12504,1411
0500000US37147,37147,"Pitt County, North Carolina",40650,1325,25493,1455,15157,1673
0500000US37151,37151,"Randolph County, North Carolina",47125,1324,36559,1615,10566,1602
0500000US37155,37155,"Robeson County, North Carolina",15162,896,11996,956,3166,906
0500000US37157,37157,"Rockingham County, North Carolina",29259,1292,22686,1332,6573,1110
0500000US37159,37159,"Rowan County, North Carolina",42910,1290,35420,1515,7490,1394
0500000US37171,37171,"Surry County, North Carolina",25277,963,19913,1308,5364,1067
0500000US37179,37179,"Union County, North Carolina",50202,1443,42329,1602,7873,1487
0500000US37183,37183,"Wake County, North Carolina",217481,3730,167085,3710,50396,3144
0500000US37191,37191,"Wayne County, North Carolina",26975,909,20562,1213,6413,1117
0500000US37193,37193,"Wilkes County, North Carolina",24434,1038,19291,1000,5143,990
0500000US37195,37195,"Wilson County, North Carolina",16995,835,13597,891,3398,968
