GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Householder 15 to 24 years,Margin of Error; Owner occupied: - Householder 15 to 24 years,Estimate; Owner occupied: - Householder 25 to 34 years,Margin of Error; Owner occupied: - Householder 25 to 34 years,Estimate; Owner occupied: - Householder 35 to 44 years,Margin of Error; Owner occupied: - Householder 35 to 44 years,Estimate; Owner occupied: - Householder 45 to 54 years,Margin of Error; Owner occupied: - Householder 45 to 54 years,Estimate; Owner occupied: - Householder 55 to 59 years,Margin of Error; Owner occupied: - Householder 55 to 59 years,Estimate; Owner occupied: - Householder 60 to 64 years,Margin of Error; Owner occupied: - Householder 60 to 64 years,Estimate; Owner occupied: - Householder 65 to 74 years,Margin of Error; Owner occupied: - Householder 65 to 74 years,Estimate; Owner occupied: - Householder 75 to 84 years,Margin of Error; Owner occupied: - Householder 75 to 84 years,Estimate; Owner occupied: - Householder 85 years and over,Margin of Error; Owner occupied: - Householder 85 years and over,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Householder 15 to 24 years,Margin of Error; Renter occupied: - Householder 15 to 24 years,Estimate; Renter occupied: - Householder 25 to 34 years,Margin of Error; Renter occupied: - Householder 25 to 34 years,Estimate; Renter occupied: - Householder 35 to 44 years,Margin of Error; Renter occupied: - Householder 35 to 44 years,Estimate; Renter occupied: - Householder 45 to 54 years,Margin of Error; Renter occupied: - Householder 45 to 54 years,Estimate; Renter occupied: - Householder 55 to 59 years,Margin of Error; Renter occupied: - Householder 55 to 59 years,Estimate; Renter occupied: - Householder 60 to 64 years,Margin of Error; Renter occupied: - Householder 60 to 64 years,Estimate; Renter occupied: - Householder 65 to 74 years,Margin of Error; Renter occupied: - Householder 65 to 74 years,Estimate; Renter occupied: - Householder 75 to 84 years,Margin of Error; Renter occupied: - Householder 75 to 84 years,Estimate; Renter occupied: - Householder 85 years and over,Margin of Error; Renter occupied: - Householder 85 years and over
0100000US,,United States,114991725,179541,74264435,230440,635693,17007,7037619,54199,12643549,59416,17227319,68920,8597316,38533,8180280,44883,10964090,39239,6607544,33938,2371025,21043,40727290,100848,4068848,37067,10667257,48154,8422023,51607,7124641,44962,2783295,26942,2199320,23530,2587720,20304,1745524,18846,1128662,16479
0400000US37,37,North Carolina,3683364,19202,2449902,20860,23252,3112,241451,8871,449665,9384,541115,10253,275583,7324,267772,6444,372408,6468,211382,5209,67274,4207,1233462,17570,136805,6991,334498,9374,259403,9393,215725,8251,79047,4550,67555,5035,71363,4248,43748,3380,25318,2677
0500000US37001,37001,"Alamance County, North Carolina",60824,1547,41491,1949,949,515,4450,840,6404,1255,9145,1411,4163,940,4388,1026,5744,674,4634,892,1614,638,19333,2242,1773,557,4140,1179,4729,1294,2981,896,1635,722,908,575,1626,626,909,603,632,488
0500000US37019,37019,"Brunswick County, North Carolina",46277,3616,35492,3271,16,32,3458,1575,5423,1718,4569,1115,3294,1078,5822,1383,8487,1109,4095,1021,328,296,10785,2707,89,167,3218,1526,710,494,1845,1005,513,382,1619,983,1536,1042,862,804,393,388
0500000US37021,37021,"Buncombe County, North Carolina",101507,2365,62088,2877,133,159,5120,1272,12189,1802,12143,1654,7701,1210,6837,1340,9893,997,5618,1055,2454,942,39419,2918,3622,957,10793,1782,6445,1394,6459,1663,2983,1011,2607,1015,2847,1074,1861,610,1802,813
0500000US37023,37023,"Burke County, North Carolina",33685,1538,24242,1548,390,339,1453,523,4762,830,4648,717,2401,576,2945,705,4178,643,2509,582,956,351,9443,1304,806,456,2126,728,1445,655,2025,696,642,387,507,358,1236,482,471,278,185,171
0500000US37025,37025,"Cabarrus County, North Carolina",65324,2007,46924,2420,255,251,5764,1391,8754,1582,11880,1586,5542,1077,4460,1107,5517,959,3012,719,1740,813,18400,2145,1867,722,4132,1257,5419,1302,2453,724,1027,583,1265,736,894,440,971,744,372,377
0500000US37027,37027,"Caldwell County, North Carolina",32122,1430,23424,1611,99,136,1669,574,4284,950,4820,939,2673,668,2703,808,4107,556,2123,549,946,457,8698,1434,312,289,1236,556,2354,817,1273,478,548,372,1156,785,742,438,580,467,497,305
0500000US37031,37031,"Carteret County, North Carolina",28071,2217,18398,1639,60,119,996,598,1982,602,4306,734,1833,619,2452,625,3674,614,2142,628,953,449,9673,1723,425,350,2942,1104,2041,1072,1288,662,477,357,1132,689,853,415,100,136,415,345
0500000US37035,37035,"Catawba County, North Carolina",56378,1888,39918,1891,344,297,2459,691,7260,838,8194,1011,5348,962,4685,878,6954,918,3689,671,985,453,16460,1643,1053,581,3977,984,3705,878,4076,963,1097,541,864,566,802,342,781,374,105,131
0500000US37045,37045,"Cleveland County, North Carolina",36513,1810,24086,1892,288,350,1185,489,3922,926,5565,1111,2029,614,2961,667,4824,701,2545,643,767,351,12427,1957,540,443,2386,811,3159,1100,2140,811,1431,632,796,491,1130,579,642,362,203,196
0500000US37049,37049,"Craven County, North Carolina",38592,2086,24901,1591,452,434,1870,698,3545,920,4839,1160,2866,717,2942,711,5053,739,2564,800,770,480,13691,1855,2349,1061,3799,1116,2373,1044,2455,995,800,478,776,531,514,321,273,229,352,327
