GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Householder 15 to 24 years,Margin of Error; Owner occupied: - Householder 15 to 24 years,Estimate; Owner occupied: - Householder 25 to 34 years,Margin of Error; Owner occupied: - Householder 25 to 34 years,Estimate; Owner occupied: - Householder 35 to 44 years,Margin of Error; Owner occupied: - Householder 35 to 44 years,Estimate; Owner occupied: - Householder 45 to 54 years,Margin of Error; Owner occupied: - Householder 45 to 54 years,Estimate; Owner occupied: - Householder 55 to 59 years,Margin of Error; Owner occupied: - Householder 55 to 59 years,Estimate; Owner occupied: - Householder 60 to 64 years,Margin of Error; Owner occupied: - Householder 60 to 64 years,Estimate; Owner occupied: - Householder 65 to 74 years,Margin of Error; Owner occupied: - Householder 65 to 74 years,Estimate; Owner occupied: - Householder 75 to 84 years,Margin of Error; Owner occupied: - Householder 75 to 84 years,Estimate; Owner occupied: - Householder 85 years and over,Margin of Error; Owner occupied: - Householder 85 years and over,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Householder 15 to 24 years,Margin of Error; Renter occupied: - Householder 15 to 24 years,Estimate; Renter occupied: - Householder 25 to 34 years,Margin of Error; Renter occupied: - Householder 25 to 34 years,Estimate; Renter occupied: - Householder 35 to 44 years,Margin of Error; Renter occupied: - Householder 35 to 44 years,Estimate; Renter occupied: - Householder 45 to 54 years,Margin of Error; Renter occupied: - Householder 45 to 54 years,Estimate; Renter occupied: - Householder 55 to 59 years,Margin of Error; Renter occupied: - Householder 55 to 59 years,Estimate; Renter occupied: - Householder 60 to 64 years,Margin of Error; Renter occupied: - Householder 60 to 64 years,Estimate; Renter occupied: - Householder 65 to 74 years,Margin of Error; Renter occupied: - Householder 65 to 74 years,Estimate; Renter occupied: - Householder 75 to 84 years,Margin of Error; Renter occupied: - Householder 75 to 84 years,Estimate; Renter occupied: - Householder 85 years and over,Margin of Error; Renter occupied: - Householder 85 years and over
0100000US,,United States,115969540,150555,74119256,204618,580138,16007,6724040,48644,12246037,51791,16858991,54795,8712426,31142,8128432,34370,11701582,33469,6702082,30924,2465528,20860,41850284,99327,4059199,31365,11040924,51773,8652119,44573,7253805,42739,2900555,30487,2285654,22420,2802901,22731,1724690,17890,1130437,14742
0400000US37,37,North Carolina,3731325,14347,2441626,15846,18078,2239,222348,6757,431809,8376,534419,7746,276220,5295,267216,5569,401708,5021,219448,4365,70380,3151,1289699,14128,144123,5663,351133,7803,274291,8182,216284,6792,83719,4456,62499,3821,83708,4259,48643,3308,25299,2468
0500000US37001,37001,"Alamance County, North Carolina",59520,1890,38016,1855,149,140,2201,613,6045,818,8596,908,4689,872,4267,830,6212,570,4290,588,1567,467,21504,1718,1202,545,5801,952,5420,1255,3419,743,1416,543,1054,476,1898,648,779,357,515,272
0500000US37019,37019,"Brunswick County, North Carolina",46433,2439,33914,1921,388,345,1328,534,3328,947,5435,987,2989,634,5499,892,9846,764,4207,593,894,349,12519,2143,796,552,2826,955,2794,1132,1968,831,1409,830,702,296,1067,478,792,516,165,158
0500000US37021,37021,"Buncombe County, North Carolina",99152,2450,64216,2871,348,266,5408,1036,9471,1460,11832,1177,8461,1121,8428,1166,10957,882,6468,898,2843,631,34936,2622,3516,1012,8970,1439,6729,1251,5362,1195,1777,619,2687,862,3140,879,1599,579,1156,540
0500000US37023,37023,"Burke County, North Carolina",33762,1516,23986,1564,0,193,1396,474,4266,710,5061,704,2637,723,3259,709,4469,596,2396,469,502,220,9776,1342,771,360,1388,528,1767,641,1878,600,1244,730,429,275,1281,533,1018,511,0,193
0500000US37025,37025,"Cabarrus County, North Carolina",64459,1769,46803,2028,210,222,6003,1129,10342,1103,10514,1069,5318,896,4431,834,5846,708,2975,611,1164,448,17656,1585,1542,669,4142,1084,3924,926,3459,895,1186,510,894,485,1378,449,798,296,333,218
0500000US37027,37027,"Caldwell County, North Carolina",33009,1150,22336,1591,131,178,1577,579,3484,659,4661,741,2439,544,2893,608,4391,520,1901,482,859,383,10673,1618,518,382,1749,481,2561,931,2297,638,599,302,1028,575,1269,482,542,381,110,114
0500000US37031,37031,"Carteret County, North Carolina",28346,1504,20334,1375,165,168,1716,429,2660,557,3684,489,2303,467,2968,520,4305,405,2013,324,520,198,8012,946,520,325,2136,587,1721,383,1568,613,412,204,593,331,548,278,381,191,133,153
