GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,15832610,49679,7471778,50744,8360832,35155
0400000US37,37,North Carolina,249455,5709,120040,4503,129415,5596
0500000US37001,37001,"Alamance County, North Carolina",4959,549,2245,635,2714,619
0500000US37019,37019,"Brunswick County, North Carolina",1876,371,1362,349,514,350
0500000US37021,37021,"Buncombe County, North Carolina",5139,765,2401,848,2738,961
0500000US37023,37023,"Burke County, North Carolina",1962,1154,721,504,1241,1076
0500000US37025,37025,"Cabarrus County, North Carolina",5473,803,2883,723,2590,905
0500000US37027,37027,"Caldwell County, North Carolina",1184,271,337,272,847,320
0500000US37031,37031,"Carteret County, North Carolina",1019,284,372,285,647,302
0500000US37035,37035,"Catawba County, North Carolina",4072,728,1497,527,2575,671
0500000US37037,37037,"Chatham County, North Carolina",2547,495,1568,529,979,449
0500000US37045,37045,"Cleveland County, North Carolina",953,177,622,216,331,224
0500000US37049,37049,"Craven County, North Carolina",2246,565,521,315,1725,486
0500000US37051,37051,"Cumberland County, North Carolina",12990,1184,5623,844,7367,1190
0500000US37057,37057,"Davidson County, North Carolina",2999,563,1024,547,1975,678
0500000US37063,37063,"Durham County, North Carolina",10774,1051,3767,717,7007,953
0500000US37067,37067,"Forsyth County, North Carolina",12542,1197,6316,1193,6226,1284
0500000US37069,37069,"Franklin County, North Carolina",1463,285,639,373,824,364
0500000US37071,37071,"Gaston County, North Carolina",3913,436,1409,430,2504,514
0500000US37081,37081,"Guilford County, North Carolina",10605,1042,4381,953,6224,1117
0500000US37085,37085,"Harnett County, North Carolina",4565,558,2743,570,1822,608
0500000US37089,37089,"Henderson County, North Carolina",3461,835,2417,766,1044,872
0500000US37097,37097,"Iredell County, North Carolina",3427,500,1933,633,1494,555
0500000US37101,37101,"Johnston County, North Carolina",6017,1136,3598,874,2419,946
0500000US37109,37109,"Lincoln County, North Carolina",1416,569,1062,402,354,400
0500000US37119,37119,"Mecklenburg County, North Carolina",38894,1835,14860,1707,24034,1967
0500000US37125,37125,"Moore County, North Carolina",1850,450,1085,372,765,581
0500000US37127,37127,"Nash County, North Carolina",1644,368,487,318,1157,489
0500000US37129,37129,"New Hanover County, North Carolina",3121,484,1572,602,1549,619
0500000US37133,37133,"Onslow County, North Carolina",5683,1090,2380,689,3303,1303
0500000US37135,37135,"Orange County, North Carolina",2671,543,1376,474,1295,629
0500000US37147,37147,"Pitt County, North Carolina",2977,635,1393,480,1584,667
0500000US37151,37151,"Randolph County, North Carolina",4375,654,2047,604,2328,742
0500000US37155,37155,"Robeson County, North Carolina",2388,448,1131,339,1257,348
0500000US37157,37157,"Rockingham County, North Carolina",1266,448,883,506,383,200
0500000US37159,37159,"Rowan County, North Carolina",2595,927,1624,524,971,760
0500000US37161,37161,"Rutherford County, North Carolina",593,223,285,294,308,261
0500000US37171,37171,"Surry County, North Carolina",1746,498,748,257,998,552
0500000US37179,37179,"Union County, North Carolina",6305,841,5364,759,941,523
0500000US37183,37183,"Wake County, North Carolina",29301,1913,14079,1948,15222,2187
0500000US37191,37191,"Wayne County, North Carolina",4000,606,2659,570,1341,662
0500000US37193,37193,"Wilkes County, North Carolina",1039,259,380,334,659,388
0500000US37195,37195,"Wilson County, North Carolina",1759,322,822,435,937,521
