GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,13738492,41846,6070627,39146,7667865,43063
0400000US37,37,North Carolina,770760,7776,373511,7694,397249,8556
0500000US37001,37001,"Alamance County, North Carolina",12813,910,5456,882,7357,1057
0500000US37019,37019,"Brunswick County, North Carolina",5057,601,2780,594,2277,659
0500000US37021,37021,"Buncombe County, North Carolina",6264,944,1812,665,4452,866
0500000US37023,37023,"Burke County, North Carolina",2493,673,1383,550,1110,539
0500000US37025,37025,"Cabarrus County, North Carolina",8649,1066,5166,936,3483,1030
0500000US37027,37027,"Caldwell County, North Carolina",1269,438,1011,426,258,200
0500000US37031,37031,"Carteret County, North Carolina",1800,541,456,293,1344,580
0500000US37035,37035,"Catawba County, North Carolina",5650,912,2638,850,3012,919
0500000US37045,37045,"Cleveland County, North Carolina",7448,720,3474,712,3974,740
0500000US37049,37049,"Craven County, North Carolina",8182,784,4226,790,3956,905
0500000US37051,37051,"Cumberland County, North Carolina",42224,2096,22022,1882,20202,2022
0500000US37057,37057,"Davidson County, North Carolina",6016,920,2316,927,3700,912
0500000US37063,37063,"Durham County, North Carolina",40535,1871,17767,1994,22768,2115
0500000US37067,37067,"Forsyth County, North Carolina",35292,1835,16933,1814,18359,2109
0500000US37071,37071,"Gaston County, North Carolina",11586,966,5316,948,6270,1236
0500000US37081,37081,"Guilford County, North Carolina",61152,2674,23467,1911,37685,3037
0500000US37085,37085,"Harnett County, North Carolina",8796,743,4655,737,4141,761
0500000US37089,37089,"Henderson County, North Carolina",1122,371,549,432,573,396
0500000US37097,37097,"Iredell County, North Carolina",6647,970,3479,751,3168,710
0500000US37101,37101,"Johnston County, North Carolina",9178,902,5077,887,4101,947
0500000US37109,37109,"Lincoln County, North Carolina",1836,566,1201,485,635,428
0500000US37119,37119,"Mecklenburg County, North Carolina",112778,2968,50671,3012,62107,3250
0500000US37125,37125,"Moore County, North Carolina",5789,573,2498,520,3291,742
0500000US37127,37127,"Nash County, North Carolina",14451,1040,6465,1060,7986,1131
0500000US37129,37129,"New Hanover County, North Carolina",10833,1430,3988,984,6845,1265
0500000US37133,37133,"Onslow County, North Carolina",8910,933,3601,773,5309,990
0500000US37135,37135,"Orange County, North Carolina",6664,852,2667,608,3997,948
0500000US37147,37147,"Pitt County, North Carolina",19915,1605,7780,1280,12135,1403
0500000US37151,37151,"Randolph County, North Carolina",2588,474,1516,376,1072,403
0500000US37155,37155,"Robeson County, North Carolina",9590,1003,5029,770,4561,953
0500000US37157,37157,"Rockingham County, North Carolina",6902,833,3909,709,2993,905
0500000US37159,37159,"Rowan County, North Carolina",8874,986,4064,850,4810,1100
0500000US37161,37161,"Rutherford County, North Carolina",3359,636,1017,587,2342,857
0500000US37171,37171,"Surry County, North Carolina",987,279,570,279,417,268
0500000US37179,37179,"Union County, North Carolina",8384,968,4962,798,3422,992
0500000US37183,37183,"Wake County, North Carolina",67284,2611,31294,2313,35990,2722
0500000US37191,37191,"Wayne County, North Carolina",14510,985,6494,719,8016,1011
0500000US37193,37193,"Wilkes County, North Carolina",1015,298,683,353,332,315
0500000US37195,37195,"Wilson County, North Carolina",13149,736,5495,936,7654,1062
