GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0100000US,,United States,13368019,40203,6094063,40087,7273956,37963
0400000US37,37,North Carolina,747630,8682,368818,8134,378812,10088
0500000US37001,37001,"Alamance County, North Carolina",10901,808,4976,930,5925,1099
0500000US37019,37019,"Brunswick County, North Carolina",5711,1139,4543,917,1168,703
0500000US37021,37021,"Buncombe County, North Carolina",6390,936,3114,630,3276,977
0500000US37023,37023,"Burke County, North Carolina",1853,481,1120,339,733,440
0500000US37025,37025,"Cabarrus County, North Carolina",8305,875,3532,897,4773,1150
0500000US37027,37027,"Caldwell County, North Carolina",1904,817,727,538,1177,793
0500000US37035,37035,"Catawba County, North Carolina",5026,752,2371,572,2655,765
0500000US37045,37045,"Cleveland County, North Carolina",7488,801,3572,810,3916,1026
0500000US37049,37049,"Craven County, North Carolina",10277,792,4792,980,5485,1187
0500000US37051,37051,"Cumberland County, North Carolina",46996,2234,24578,2384,22418,2404
0500000US37057,37057,"Davidson County, North Carolina",5373,860,2602,570,2771,757
0500000US37063,37063,"Durham County, North Carolina",38836,2009,17850,1743,20986,2163
0500000US37067,37067,"Forsyth County, North Carolina",35187,1618,16139,1481,19048,1806
0500000US37071,37071,"Gaston County, North Carolina",11294,1134,5836,1182,5458,1274
0500000US37081,37081,"Guilford County, North Carolina",56009,2165,26782,1997,29227,1972
0500000US37085,37085,"Harnett County, North Carolina",7702,760,4207,693,3495,726
0500000US37089,37089,"Henderson County, North Carolina",1282,418,625,369,657,427
0500000US37097,37097,"Iredell County, North Carolina",6432,821,2762,580,3670,825
0500000US37101,37101,"Johnston County, North Carolina",8366,851,5485,806,2881,964
0500000US37109,37109,"Lincoln County, North Carolina",1313,512,562,418,751,425
0500000US37119,37119,"Mecklenburg County, North Carolina",106093,2833,48377,2850,57716,3348
0500000US37125,37125,"Moore County, North Carolina",4500,642,2674,723,1826,658
0500000US37127,37127,"Nash County, North Carolina",12237,1029,5485,962,6752,1386
0500000US37129,37129,"New Hanover County, North Carolina",11755,1128,5215,1083,6540,1211
0500000US37133,37133,"Onslow County, North Carolina",11256,912,5458,917,5798,1074
0500000US37135,37135,"Orange County, North Carolina",7304,782,2979,676,4325,927
0500000US37147,37147,"Pitt County, North Carolina",20467,1341,8244,1164,12223,1514
0500000US37151,37151,"Randolph County, North Carolina",2863,538,1771,440,1092,505
0500000US37155,37155,"Robeson County, North Carolina",9183,990,4541,812,4642,821
0500000US37157,37157,"Rockingham County, North Carolina",6823,744,4760,702,2063,562
0500000US37159,37159,"Rowan County, North Carolina",8713,1041,3599,849,5114,1034
0500000US37171,37171,"Surry County, North Carolina",1644,381,762,304,882,481
0500000US37179,37179,"Union County, North Carolina",6743,860,3507,828,3236,877
0500000US37183,37183,"Wake County, North Carolina",63199,2257,27611,2219,35588,2415
0500000US37191,37191,"Wayne County, North Carolina",15008,1116,6342,928,8666,1129
0500000US37193,37193,"Wilkes County, North Carolina",1085,253,581,273,504,314
0500000US37195,37195,"Wilson County, North Carolina",11560,1484,4313,1080,7247,1153
