GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,15062452,43619,6808009,45724,8254443,42186
0400000US37,37,North Carolina,236858,5777,98919,4513,137939,5801
0500000US37001,37001,"Alamance County, North Carolina",4905,802,3032,604,1873,788
0500000US37019,37019,"Brunswick County, North Carolina",1243,377,640,270,603,280
0500000US37021,37021,"Buncombe County, North Carolina",5423,807,1951,748,3472,966
0500000US37023,37023,"Burke County, North Carolina",1374,493,475,277,899,432
0500000US37025,37025,"Cabarrus County, North Carolina",4558,535,2294,516,2264,707
0500000US37027,37027,"Caldwell County, North Carolina",814,276,537,274,277,142
0500000US37031,37031,"Carteret County, North Carolina",776,233,403,284,373,212
0500000US37035,37035,"Catawba County, North Carolina",4256,848,1941,708,2315,914
0500000US37037,37037,"Chatham County, North Carolina",2079,484,1081,465,998,514
0500000US37045,37045,"Cleveland County, North Carolina",1063,614,873,628,190,240
0500000US37049,37049,"Craven County, North Carolina",2716,670,354,323,2362,704
0500000US37051,37051,"Cumberland County, North Carolina",11624,1004,5272,982,6352,1114
0500000US37057,37057,"Davidson County, North Carolina",2664,493,802,475,1862,619
0500000US37063,37063,"Durham County, North Carolina",11043,1222,2659,904,8384,1060
0500000US37067,37067,"Forsyth County, North Carolina",10752,1011,4326,751,6426,1106
0500000US37071,37071,"Gaston County, North Carolina",4187,541,2034,603,2153,582
0500000US37081,37081,"Guilford County, North Carolina",11397,897,4174,813,7223,1178
0500000US37085,37085,"Harnett County, North Carolina",4019,609,1496,557,2523,610
0500000US37089,37089,"Henderson County, North Carolina",3020,650,1129,548,1891,734
0500000US37097,37097,"Iredell County, North Carolina",2921,526,1910,507,1011,451
0500000US37101,37101,"Johnston County, North Carolina",5025,1129,1664,843,3361,906
0500000US37109,37109,"Lincoln County, North Carolina",1603,573,667,325,936,602
0500000US37119,37119,"Mecklenburg County, North Carolina",36374,1908,12195,1471,24179,1849
0500000US37125,37125,"Moore County, North Carolina",1633,524,750,296,883,637
0500000US37127,37127,"Nash County, North Carolina",1312,341,892,363,420,337
0500000US37129,37129,"New Hanover County, North Carolina",3044,515,724,449,2320,642
0500000US37133,37133,"Onslow County, North Carolina",7722,974,2830,920,4892,1098
0500000US37135,37135,"Orange County, North Carolina",2551,531,1309,481,1242,601
0500000US37147,37147,"Pitt County, North Carolina",2979,508,1552,577,1427,545
0500000US37151,37151,"Randolph County, North Carolina",3680,623,1790,538,1890,683
0500000US37155,37155,"Robeson County, North Carolina",2461,308,1064,229,1397,348
0500000US37157,37157,"Rockingham County, North Carolina",1585,568,773,425,812,625
0500000US37159,37159,"Rowan County, North Carolina",3216,519,1568,718,1648,767
0500000US37161,37161,"Rutherford County, North Carolina",707,349,386,207,321,313
0500000US37171,37171,"Surry County, North Carolina",1516,295,808,409,708,352
0500000US37179,37179,"Union County, North Carolina",5582,614,3001,716,2581,562
0500000US37183,37183,"Wake County, North Carolina",26136,1629,10902,1595,15234,1671
0500000US37191,37191,"Wayne County, North Carolina",4555,582,1657,711,2898,810
0500000US37193,37193,"Wilkes County, North Carolina",892,346,345,261,547,360
0500000US37195,37195,"Wilson County, North Carolina",2626,502,1451,599,1175,740
