GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,80686965,98050,58071482,144703,22615483,86333
0400000US37,37,North Carolina,2574147,15093,1908382,16369,665765,14996
0500000US37001,37001,"Alamance County, North Carolina",43047,1418,31833,1609,11214,1658
0500000US37019,37019,"Brunswick County, North Carolina",38892,2914,30395,2658,8497,2377
0500000US37021,37021,"Buncombe County, North Carolina",88869,2310,56542,2607,32327,2576
0500000US37023,37023,"Burke County, North Carolina",29950,1338,22481,1395,7469,1151
0500000US37025,37025,"Cabarrus County, North Carolina",50381,1935,38083,2044,12298,2111
0500000US37027,37027,"Caldwell County, North Carolina",29463,1429,21728,1508,7735,1373
0500000US37031,37031,"Carteret County, North Carolina",25434,1999,17531,1456,7903,1602
0500000US37035,37035,"Catawba County, North Carolina",47891,1675,35386,1777,12505,1511
0500000US37045,37045,"Cleveland County, North Carolina",28587,1408,20815,1765,7772,1573
0500000US37049,37049,"Craven County, North Carolina",27865,1520,19309,1317,8556,1682
0500000US37051,37051,"Cumberland County, North Carolina",60951,2024,38414,2013,22537,2376
0500000US37057,37057,"Davidson County, North Carolina",55884,1816,44061,2331,11823,2372
0500000US37063,37063,"Durham County, North Carolina",53064,1668,36295,1725,16769,1756
0500000US37067,37067,"Forsyth County, North Carolina",89069,2481,68553,2281,20516,1915
0500000US37071,37071,"Gaston County, North Carolina",62687,1790,47423,1855,15264,1683
0500000US37081,37081,"Guilford County, North Carolina",116414,2643,86507,3007,29907,2723
0500000US37085,37085,"Harnett County, North Carolina",28733,1029,19557,1589,9176,1462
0500000US37089,37089,"Henderson County, North Carolina",38942,1501,30211,1590,8731,1437
0500000US37097,37097,"Iredell County, North Carolina",48656,2008,38417,2434,10239,2020
0500000US37101,37101,"Johnston County, North Carolina",45468,1909,35081,2320,10387,2147
0500000US37109,37109,"Lincoln County, North Carolina",25554,1328,20949,1356,4605,1146
0500000US37119,37119,"Mecklenburg County, North Carolina",200123,3928,145763,4213,54360,4069
0500000US37125,37125,"Moore County, North Carolina",29640,1450,24043,1516,5597,1283
0500000US37127,37127,"Nash County, North Carolina",21488,1032,16646,1242,4842,931
0500000US37129,37129,"New Hanover County, North Carolina",69743,2238,42596,2988,27147,3390
0500000US37133,37133,"Onslow County, North Carolina",43817,2147,29136,2160,14681,1683
0500000US37135,37135,"Orange County, North Carolina",38286,1555,25457,1325,12829,1619
0500000US37147,37147,"Pitt County, North Carolina",38084,1972,24758,1851,13326,2138
0500000US37151,37151,"Randolph County, North Carolina",46805,1390,36897,1641,9908,1533
0500000US37155,37155,"Robeson County, North Carolina",14550,912,10454,885,4096,804
0500000US37157,37157,"Rockingham County, North Carolina",29129,1182,21684,1347,7445,1350
0500000US37159,37159,"Rowan County, North Carolina",41034,1306,30732,1699,10302,1151
0500000US37161,37161,"Rutherford County, North Carolina",23312,1453,18052,1535,5260,1190
0500000US37171,37171,"Surry County, North Carolina",27971,952,20518,1333,7453,1245
0500000US37179,37179,"Union County, North Carolina",53278,2349,45708,2651,7570,1739
0500000US37183,37183,"Wake County, North Carolina",229159,3868,172821,4702,56338,4705
0500000US37191,37191,"Wayne County, North Carolina",29273,1192,20285,1401,8988,1503
0500000US37193,37193,"Wilkes County, North Carolina",26084,1263,19237,1574,6847,1256
0500000US37195,37195,"Wilson County, North Carolina",16936,932,12143,920,4793,1094
