GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
0500000US37071,37071,"Gaston County, North Carolina",79997,1864,53715,2175,571,362,5422,979,10313,1216,11555,1344,6455,928,5787,946,7907,862,4313,670,1392,505,26282,2121,3022,859,5785,1152,7262,1323,4116,1008,1087,542,1810,735,1870,635,840,509,490,264
0500000US37081,37081,"Guilford County, North Carolina",189613,4888,120011,4098,1181,576,13692,1851,24338,1776,26722,2378,13072,1534,11423,1250,15835,1013,10348,1310,3400,745,69602,3721,9200,1853,20189,2445,15515,1456,10727,1836,3688,965,2800,785,3849,942,2271,631,1363,482
0500000US37085,37085,"Harnett County, North Carolina",40637,3432,28515,2279,481,366,4629,883,6522,942,5764,1300,2855,628,2269,517,3866,444,1576,353,553,220,12122,2294,1240,1293,4078,1050,3046,769,1295,525,476,331,545,273,605,269,479,362,358,240
0500000US37089,37089,"Henderson County, North Carolina",42326,2504,31443,2730,0,287,2397,798,4453,883,6349,850,3659,710,3123,755,6329,818,3736,1530,1397,828,10883,1759,1728,675,2243,828,2034,706,1760,852,1119,692,424,371,647,473,703,363,225,230
0500000US37097,37097,"Iredell County, North Carolina",60643,2162,44975,2277,627,453,5078,926,9083,1169,10594,1084,3603,815,5387,790,5486,575,4139,771,978,465,15668,2046,1903,909,3010,900,4167,1229,3441,1039,655,325,686,439,1109,455,489,305,208,207
0500000US37101,37101,"Johnston County, North Carolina",58418,1484,42936,1897,569,359,5887,1049,11286,1446,9487,922,4999,844,3585,754,4655,510,1974,455,494,233,15482,1739,1045,498,3997,937,3350,1173,2539,842,1289,508,1147,523,1436,480,398,254,281,199
0500000US37109,37109,"Lincoln County, North Carolina",28854,2166,21056,2053,123,89,2226,787,4029,939,5024,1092,2119,602,2411,525,3455,502,1285,434,384,244,7798,1483,735,399,1762,777,1730,825,1543,486,445,392,373,383,704,397,442,340,64,104
0500000US37119,37119,"Mecklenburg County, North Carolina",375147,3969,229190,5211,2511,853,39675,2788,54135,2765,52017,2021,22290,1911,19393,1620,22423,1310,13266,1386,3480,762,145957,5176,20469,2211,48967,2989,30660,2757,21388,2530,8661,1654,4532,892,5322,1260,3655,1033,2303,706
0500000US37125,37125,"Moore County, North Carolina",36931,1571,26570,1729,81,144,2075,732,3188,656,5607,677,3140,642,3186,743,4709,603,3476,849,1108,431,10361,1627,1669,560,2010,872,1682,653,1917,696,491,294,494,397,1019,576,802,422,277,204
0500000US37127,37127,"Nash County, North Carolina",37692,1188,23915,1522,274,282,1699,503,3861,804,5230,888,2527,621,2455,621,3611,588,3360,800,898,510,13777,1738,946,572,3529,1070,2796,773,2277,861,963,562,853,485,1057,527,1130,496,226,204
0500000US37129,37129,"New Hanover County, North Carolina",85263,2495,51007,2584,1281,576,5390,976,8773,1208,9749,1210,6505,1019,5084,939,7148,793,5967,936,1110,484,34256,2716,8846,1563,8203,1282,5204,1261,5548,1327,1792,636,1717,591,1267,585,622,344,1057,453
0500000US37133,37133,"Onslow County, North Carolina",59865,2798,32776,2516,2826,1075,4845,1107,5124,1509,6761,822,3837,766,2259,604,4173,612,2452,462,499,271,27089,3169,11013,2053,8682,2156,2848,798,2451,710,734,392,258,208,512,317,475,338,116,104
0500000US37135,37135,"Orange County, North Carolina",51173,1938,31066,1599,441,336,2288,796,6085,810,7365,861,4939,858,2892,677,3954,508,2587,566,515,389,20107,2308,6046,1526,5659,1090,3043,948,2938,903,330,268,537,307,549,306,703,330,302,286
0500000US37147,37147,"Pitt County, North Carolina",66813,1867,34654,1841,497,449,4024,675,6881,1111,7695,919,4299,787,3324,757,4117,639,2666,747,1151,412,32159,2249,10455,1610,7301,966,5544,1243,4015,919,1285,607,612,357,1995,686,521,280,431,275
0500000US37151,37151,"Randolph County, North Carolina",55046,1495,37475,1842,293,233,2588,693,7091,1144,9207,1245,3354,735,4540,728,5751,646,3804,613,847,384,17571,1904,1963,675,4547,1069,4706,1238,2944,855,979,504,1268,592,203,185,718,391,243,205
0500000US37155,37155,"Robeson County, North Carolina",43393,1849,29825,2125,176,222,3094,1009,5880,1086,6283,1083,3002,691,3109,682,4812,485,2261,567,1208,563,13568,1754,1777,830,3262,959,3237,992,2452,949,911,427,1294,488,321,227,285,217,29,43
0500000US37157,37157,"Rockingham County, North Carolina",37154,1715,26904,1652,298,225,2664,837,5190,945,5897,782,2544,607,2603,611,4015,502,2778,557,915,383,10250,1563,726,488,2004,689,2265,901,1943,611,968,582,751,502,717,332,651,405,225,176
0500000US37159,37159,"Rowan County, North Carolina",53870,1733,38208,1858,635,400,3261,1005,7115,1237,8077,998,4805,945,3629,835,5409,572,4357,759,920,388,15662,1691,1633,660,4763,1104,3096,1046,2411,695,916,486,781,481,756,351,1132,612,174,200
0500000US37171,37171,"Surry County, North Carolina",29552,1099,22187,1427,138,190,2138,511,3684,639,3856,638,3142,614,2002,537,3527,396,3115,507,585,300,7365,1216,589,559,1667,672,1401,584,1731,539,592,349,615,405,290,231,266,207,214,306
0500000US37179,37179,"Union County, North Carolina",65212,1638,54494,1743,366,321,5975,777,14434,1246,14546,1081,5376,735,4817,868,5601,438,2571,670,808,379,10718,1457,2116,763,2173,809,2904,1076,1540,453,417,343,346,262,866,400,193,151,163,139
0500000US37183,37183,"Wake County, North Carolina",328489,3877,219134,3971,1507,578,31121,2260,55635,2469,54562,2374,20331,1678,21428,1750,20859,1033,11460,1278,2231,647,109355,4876,13631,1612,36520,2804,23413,2327,17514,1978,4624,1335,4139,997,4502,1280,3354,741,1658,571
0500000US37191,37191,"Wayne County, North Carolina",45474,1413,27084,1421,285,241,3052,806,4476,685,6681,785,2646,508,2733,497,3963,373,2512,566,736,308,18390,1554,3674,774,4405,766,3528,767,3036,810,1391,437,492,210,1082,301,707,317,75,64
0500000US37193,37193,"Wilkes County, North Carolina",26557,1394,18461,1513,230,235,1160,495,2824,710,4038,718,1611,487,2358,548,3602,535,2080,524,558,319,8096,1336,308,226,2176,716,2284,859,1651,688,350,298,678,438,339,331,209,198,101,114
0500000US37195,37195,"Wilson County, North Carolina",30932,1140,18296,1241,71,127,1581,591,3047,616,3910,586,1943,609,2425,525,2763,367,2075,516,481,385,12636,1326,1099,507,2791,812,2850,576,2618,823,957,488,598,518,897,454,459,267,367,250
