GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,14504902,45068,5933821,45336,8571081,47881
0400000US37,37,North Carolina,814786,8023,364091,7898,450695,9644
0500000US37001,37001,"Alamance County, North Carolina",12708,984,5416,832,7292,1122
0500000US37019,37019,"Brunswick County, North Carolina",4483,816,3235,566,1248,667
0500000US37021,37021,"Buncombe County, North Carolina",6275,1002,2033,646,4242,1143
0500000US37023,37023,"Burke County, North Carolina",1720,471,881,338,839,497
0500000US37025,37025,"Cabarrus County, North Carolina",12554,1127,6911,1064,5643,1133
0500000US37027,37027,"Caldwell County, North Carolina",1312,494,699,310,613,403
0500000US37031,37031,"Carteret County, North Carolina",1707,279,893,276,814,316
0500000US37035,37035,"Catawba County, North Carolina",6256,563,2792,795,3464,859
0500000US37037,37037,"Chatham County, North Carolina",3502,626,2392,625,1110,417
0500000US37045,37045,"Cleveland County, North Carolina",8257,847,3217,685,5040,952
0500000US37049,37049,"Craven County, North Carolina",9925,1082,4353,798,5572,1300
0500000US37051,37051,"Cumberland County, North Carolina",45490,1693,19466,1390,26024,1828
0500000US37057,37057,"Davidson County, North Carolina",7427,910,2688,788,4739,964
0500000US37063,37063,"Durham County, North Carolina",41947,2482,17846,2106,24101,2634
0500000US37067,37067,"Forsyth County, North Carolina",36884,1877,13525,1539,23359,2249
0500000US37071,37071,"Gaston County, North Carolina",12154,1094,4441,643,7713,1158
0500000US37081,37081,"Guilford County, North Carolina",66418,2182,26370,2164,40048,2988
0500000US37085,37085,"Harnett County, North Carolina",9238,836,4384,691,4854,837
0500000US37089,37089,"Henderson County, North Carolina",2003,804,659,660,1344,778
0500000US37097,37097,"Iredell County, North Carolina",7352,681,4151,698,3201,651
0500000US37101,37101,"Johnston County, North Carolina",9409,964,5797,967,3612,838
0500000US37109,37109,"Lincoln County, North Carolina",1363,325,723,303,640,436
0500000US37119,37119,"Mecklenburg County, North Carolina",123534,2881,47770,2753,75764,3537
0500000US37125,37125,"Moore County, North Carolina",5585,815,3095,873,2490,671
0500000US37127,37127,"Nash County, North Carolina",14498,1124,6048,1018,8450,1314
0500000US37129,37129,"New Hanover County, North Carolina",11846,1138,4294,799,7552,1263
0500000US37133,37133,"Onslow County, North Carolina",9655,1283,4647,950,5008,1154
0500000US37135,37135,"Orange County, North Carolina",5275,963,2819,711,2456,652
0500000US37147,37147,"Pitt County, North Carolina",24257,1493,7711,1139,16546,1613
0500000US37151,37151,"Randolph County, North Carolina",2961,435,1236,374,1725,498
0500000US37155,37155,"Robeson County, North Carolina",10603,707,4717,572,5886,761
0500000US37157,37157,"Rockingham County, North Carolina",6832,603,2865,785,3967,835
0500000US37159,37159,"Rowan County, North Carolina",7710,810,3254,656,4456,896
0500000US37161,37161,"Rutherford County, North Carolina",2927,705,1184,585,1743,596
0500000US37171,37171,"Surry County, North Carolina",839,270,453,197,386,234
0500000US37179,37179,"Union County, North Carolina",8052,859,4563,808,3489,941
0500000US37183,37183,"Wake County, North Carolina",78115,2272,33186,2607,44929,3077
0500000US37191,37191,"Wayne County, North Carolina",14044,1096,6675,930,7369,1185
0500000US37193,37193,"Wilkes County, North Carolina",1281,373,629,228,652,488
0500000US37195,37195,"Wilson County, North Carolina",12612,748,5832,912,6780,976
