GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,13879391,46747,6027353,38068,7852038,38355
0400000US37,37,North Carolina,778229,10112,372367,8523,405862,8952
0500000US37001,37001,"Alamance County, North Carolina",11475,904,5864,1034,5611,1237
0500000US37019,37019,"Brunswick County, North Carolina",5549,1160,3558,1312,1991,1149
0500000US37021,37021,"Buncombe County, North Carolina",7181,740,3468,863,3713,934
0500000US37023,37023,"Burke County, North Carolina",1399,476,973,368,426,337
0500000US37025,37025,"Cabarrus County, North Carolina",10441,1058,5875,1191,4566,1038
0500000US37027,37027,"Caldwell County, North Carolina",1666,485,1135,496,531,356
0500000US37031,37031,"Carteret County, North Carolina",1706,586,508,385,1198,451
0500000US37035,37035,"Catawba County, North Carolina",4421,501,2311,419,2110,506
0500000US37045,37045,"Cleveland County, North Carolina",6857,1031,2925,799,3932,870
0500000US37049,37049,"Craven County, North Carolina",7748,1163,3523,766,4225,1251
0500000US37051,37051,"Cumberland County, North Carolina",42763,1654,19581,1675,23182,1925
0500000US37057,37057,"Davidson County, North Carolina",6105,767,1927,522,4178,940
0500000US37063,37063,"Durham County, North Carolina",41629,2501,16722,1946,24907,2364
0500000US37067,37067,"Forsyth County, North Carolina",36585,1710,16337,1442,20248,1896
0500000US37071,37071,"Gaston County, North Carolina",11662,1045,4652,885,7010,1235
0500000US37081,37081,"Guilford County, North Carolina",62475,2568,28369,1897,34106,2664
0500000US37085,37085,"Harnett County, North Carolina",8124,973,4875,744,3249,809
0500000US37089,37089,"Henderson County, North Carolina",1267,386,818,426,449,445
0500000US37097,37097,"Iredell County, North Carolina",7117,999,4237,837,2880,1108
0500000US37101,37101,"Johnston County, North Carolina",9911,1478,5089,1476,4822,1399
0500000US37109,37109,"Lincoln County, North Carolina",1833,464,991,410,842,548
0500000US37119,37119,"Mecklenburg County, North Carolina",111714,3421,47894,3700,63820,3906
0500000US37125,37125,"Moore County, North Carolina",4591,778,2473,564,2118,780
0500000US37127,37127,"Nash County, North Carolina",13648,1058,6207,961,7441,1232
0500000US37129,37129,"New Hanover County, North Carolina",11851,1258,3243,809,8608,1367
0500000US37133,37133,"Onslow County, North Carolina",9122,1093,3573,733,5549,1182
0500000US37135,37135,"Orange County, North Carolina",6871,943,3246,685,3625,948
0500000US37147,37147,"Pitt County, North Carolina",20138,2026,7949,1593,12189,2106
0500000US37151,37151,"Randolph County, North Carolina",3450,469,2110,444,1340,522
0500000US37155,37155,"Robeson County, North Carolina",11024,847,5653,901,5371,1018
0500000US37157,37157,"Rockingham County, North Carolina",6858,978,3862,930,2996,1027
0500000US37159,37159,"Rowan County, North Carolina",8332,850,3945,719,4387,872
0500000US37161,37161,"Rutherford County, North Carolina",2556,551,956,291,1600,562
0500000US37171,37171,"Surry County, North Carolina",1245,444,455,278,790,435
0500000US37179,37179,"Union County, North Carolina",6213,1041,4078,861,2135,773
0500000US37183,37183,"Wake County, North Carolina",74763,2857,34264,3532,40499,3645
0500000US37191,37191,"Wayne County, North Carolina",15354,1133,6975,997,8379,1237
0500000US37193,37193,"Wilkes County, North Carolina",776,273,364,180,412,274
0500000US37195,37195,"Wilson County, North Carolina",11633,1043,4684,775,6949,1089
