GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0100000US,,United States,14800044,43712,6126496,43008,8673548,44425
0400000US37,37,North Carolina,833815,9407,386463,7768,447352,9738
0500000US37001,37001,"Alamance County, North Carolina",13322,1067,5984,878,7338,1038
0500000US37019,37019,"Brunswick County, North Carolina",5158,966,3430,730,1728,962
0500000US37021,37021,"Buncombe County, North Carolina",5473,993,1998,515,3475,847
0500000US37023,37023,"Burke County, North Carolina",1001,452,582,385,419,420
0500000US37025,37025,"Cabarrus County, North Carolina",13608,1081,5591,996,8017,1359
0500000US37027,37027,"Caldwell County, North Carolina",1437,269,744,238,693,333
0500000US37031,37031,"Carteret County, North Carolina",1005,284,639,268,366,215
0500000US37035,37035,"Catawba County, North Carolina",4278,797,2186,687,2092,729
0500000US37037,37037,"Chatham County, North Carolina",3946,738,2076,639,1870,786
0500000US37045,37045,"Cleveland County, North Carolina",7837,818,2901,706,4936,866
0500000US37049,37049,"Craven County, North Carolina",9204,981,3903,930,5301,1170
0500000US37051,37051,"Cumberland County, North Carolina",49368,1693,20516,1567,28852,2065
0500000US37057,37057,"Davidson County, North Carolina",4982,879,2149,621,2833,982
0500000US37063,37063,"Durham County, North Carolina",45612,2357,17444,1660,28168,2740
0500000US37067,37067,"Forsyth County, North Carolina",35652,1954,15403,1336,20249,1998
0500000US37069,37069,"Franklin County, North Carolina",6478,858,3434,916,3044,1039
0500000US37071,37071,"Gaston County, North Carolina",13272,951,4935,836,8337,1175
0500000US37081,37081,"Guilford County, North Carolina",66296,2052,25185,2604,41111,2919
0500000US37085,37085,"Harnett County, North Carolina",10040,809,5575,915,4465,844
0500000US37089,37089,"Henderson County, North Carolina",1674,580,828,366,846,612
0500000US37097,37097,"Iredell County, North Carolina",8134,828,3648,517,4486,865
0500000US37101,37101,"Johnston County, North Carolina",11277,1169,6559,1183,4718,1035
0500000US37109,37109,"Lincoln County, North Carolina",1640,424,1026,436,614,396
0500000US37119,37119,"Mecklenburg County, North Carolina",126851,3111,53530,2785,73321,3334
0500000US37125,37125,"Moore County, North Carolina",4188,793,2156,689,2032,726
0500000US37127,37127,"Nash County, North Carolina",13465,1285,6608,1157,6857,1325
0500000US37129,37129,"New Hanover County, North Carolina",12106,1196,4322,1060,7784,1143
0500000US37133,37133,"Onslow County, North Carolina",9543,1386,4960,1221,4583,1245
0500000US37135,37135,"Orange County, North Carolina",7000,992,2762,689,4238,1023
0500000US37147,37147,"Pitt County, North Carolina",22882,1743,8670,1645,14212,1762
0500000US37151,37151,"Randolph County, North Carolina",3687,501,1281,414,2406,699
0500000US37155,37155,"Robeson County, North Carolina",11142,682,5160,650,5982,807
0500000US37157,37157,"Rockingham County, North Carolina",7159,654,3628,684,3531,718
0500000US37159,37159,"Rowan County, North Carolina",7641,1041,3948,741,3693,968
0500000US37161,37161,"Rutherford County, North Carolina",2714,685,1104,485,1610,699
0500000US37171,37171,"Surry County, North Carolina",923,220,567,234,356,306
0500000US37179,37179,"Union County, North Carolina",8536,764,4818,969,3718,929
0500000US37183,37183,"Wake County, North Carolina",78576,2925,40945,2821,37631,3439
0500000US37191,37191,"Wayne County, North Carolina",14564,1168,7156,1086,7408,1117
0500000US37193,37193,"Wilkes County, North Carolina",987,480,384,253,603,425
0500000US37195,37195,"Wilson County, North Carolina",12996,1085,5094,717,7902,1268
