GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Householder 15 to 24 years,Margin of Error; Owner occupied: - Householder 15 to 24 years,Estimate; Owner occupied: - Householder 25 to 34 years,Margin of Error; Owner occupied: - Householder 25 to 34 years,Estimate; Owner occupied: - Householder 35 to 44 years,Margin of Error; Owner occupied: - Householder 35 to 44 years,Estimate; Owner occupied: - Householder 45 to 54 years,Margin of Error; Owner occupied: - Householder 45 to 54 years,Estimate; Owner occupied: - Householder 55 to 59 years,Margin of Error; Owner occupied: - Householder 55 to 59 years,Estimate; Owner occupied: - Householder 60 to 64 years,Margin of Error; Owner occupied: - Householder 60 to 64 years,Estimate; Owner occupied: - Householder 65 to 74 years,Margin of Error; Owner occupied: - Householder 65 to 74 years,Estimate; Owner occupied: - Householder 75 to 84 years,Margin of Error; Owner occupied: - Householder 75 to 84 years,Estimate; Owner occupied: - Householder 85 years and over,Margin of Error; Owner occupied: - Householder 85 years and over,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Householder 15 to 24 years,Margin of Error; Renter occupied: - Householder 15 to 24 years,Estimate; Renter occupied: - Householder 25 to 34 years,Margin of Error; Renter occupied: - Householder 25 to 34 years,Estimate; Renter occupied: - Householder 35 to 44 years,Margin of Error; Renter occupied: - Householder 35 to 44 years,Estimate; Renter occupied: - Householder 45 to 54 years,Margin of Error; Renter occupied: - Householder 45 to 54 years,Estimate; Renter occupied: - Householder 55 to 59 years,Margin of Error; Renter occupied: - Householder 55 to 59 years,Estimate; Renter occupied: - Householder 60 to 64 years,Margin of Error; Renter occupied: - Householder 60 to 64 years,Estimate; Renter occupied: - Householder 65 to 74 years,Margin of Error; Renter occupied: - Householder 65 to 74 years,Estimate; Renter occupied: - Householder 75 to 84 years,Margin of Error; Renter occupied: - Householder 75 to 84 years,Estimate; Renter occupied: - Householder 85 years and over,Margin of Error; Renter occupied: - Householder 85 years and over
0100000US,,United States,118208250,155130,74506512,228238,577371,16655,6582240,55180,11598723,50701,15853374,62336,8852723,35401,8432714,40144,13159755,41891,6856373,34312,2593239,20490,43701738,113291,3863391,30114,11302578,42174,8976796,50801,7384645,40399,3201475,26998,2581765,23331,3364463,28724,1842635,20460,1183990,17560
0400000US37,37,North Carolina,3843745,15042,2455141,15671,18977,2400,213489,6274,393278,8258,514812,8195,283900,6469,271981,6251,452072,6087,231697,5786,74935,3129,1388604,15481,141973,5917,357368,8430,291477,7498,233134,7798,98727,4782,84567,4346,103285,5597,53448,3558,24625,2262
0500000US37001,37001,"Alamance County, North Carolina",63093,1325,39515,1740,133,147,3452,777,5466,974,8670,1246,4225,738,4130,746,7643,717,3877,621,1919,683,23578,2025,2793,787,4964,1065,4247,1089,4066,983,2193,714,1290,579,2206,777,951,378,868,420
0500000US37019,37019,"Brunswick County, North Carolina",49859,2409,39419,1996,135,223,1145,526,3828,947,5937,932,4275,813,5330,722,13111,756,4699,594,959,375,10440,1731,652,517,2600,825,2699,705,1480,613,480,248,978,639,923,466,346,309,282,273
0500000US37021,37021,"Buncombe County, North Carolina",102887,2221,65911,3072,259,227,4609,923,11074,1484,12076,1464,6994,1017,8350,1216,13569,1343,6928,901,2052,543,36976,2889,3773,1117,10232,1712,5934,1510,6407,1421,2619,748,2711,807,3001,955,1641,686,658,311
0500000US37023,37023,"Burke County, North Carolina",34380,1728,25098,1921,116,169,2195,607,2670,683,5365,1078,3034,690,2969,631,5055,629,2764,559,930,312,9282,1455,452,382,1384,556,2220,682,1704,637,1036,507,500,332,1128,532,679,445,179,210
0500000US37025,37025,"Cabarrus County, North Carolina",70623,1550,48516,2377,502,287,4794,1027,9978,1313,12280,1205,4406,753,5100,866,7753,1059,2974,538,729,316,22107,2398,1681,659,3835,1136,6747,1394,3861,974,1114,470,1221,649,1936,652,1096,534,616,339
0500000US37027,37027,"Caldwell County, North Carolina",31917,1473,22484,1559,24,44,1584,499,2942,816,5006,915,2005,617,2982,746,4427,579,2703,466,811,268,9433,1308,212,202,1970,778,1555,722,2863,978,1044,472,399,372,882,479,316,217,192,176
0500000US37031,37031,"Carteret County, North Carolina",29636,1429,21436,1294,0,200,880,383,2319,622,3729,551,2878,521,3134,584,5015,442,2478,371,1003,310,8200,1261,834,439,1777,467,2074,725,1467,542,503,243,206,135,733,267,388,238,218,192
0500000US37035,37035,"Catawba County, North Carolina",60498,1668,41385,2145,137,161,2825,819,7292,1346,8381,1366,4831,828,4702,736,7619,798,4183,583,1415,429,19113,2275,2093,620,4863,1110,2907,1057,3650,1236,988,497,1687,798,1707,666,950,475,268,227
0500000US37037,37037,"Chatham County, North Carolina",27608,974,20180,1246,94,114,767,321,2523,795,3631,840,2435,578,2215,561,5108,830,2442,803,965,530,7428,1179,367,291,1391,503,1114,510,1727,706,540,345,314,214,584,411,684,497,707,399
0500000US37045,37045,"Cleveland County, North Carolina",36291,1506,24404,1348,88,103,1185,447,3698,915,5096,860,3230,651,2954,622,4848,816,2694,526,611,274,11887,1449,645,410,2289,724,1870,651,2786,843,1448,570,626,497,1209,427,843,438,171,135
0500000US37049,37049,"Craven County, North Carolina",41721,1196,25544,1551,750,546,1579,631,3297,634,4476,627,3181,652,2632,598,5267,576,3139,655,1223,492,16177,1543,2243,892,5701,1041,2710,841,1519,599,899,496,755,478,1074,488,651,347,625,376
0500000US37051,37051,"Cumberland County, North Carolina",120188,2201,60508,2045,330,242,6502,1182,9396,1085,12511,1098,7365,1011,6410,882,9771,897,6088,722,2135,544,59680,2729,7621,1130,18621,1434,12685,1261,8737,1279,2881,710,3383,788,4158,805,1490,553,104,125
0500000US37057,37057,"Davidson County, North Carolina",65359,1425,43651,2250,594,525,2771,736,6624,1038,9382,972,5268,929,5080,1054,8342,724,4423,628,1167,416,21708,2240,568,385,4786,1009,5455,1264,4452,1139,2718,820,911,418,1303,690,1181,613,334,367
0500000US37063,37063,"Durham County, North Carolina",120004,2125,62747,2915,296,243,8349,1330,11275,1289,12973,1317,7032,1116,7286,1212,9172,1019,5103,840,1261,478,57257,2898,7665,1355,17215,1742,12247,1556,7888,1592,2740,889,3955,1009,3406,877,1113,536,1028,630
0500000US37067,37067,"Forsyth County, North Carolina",144165,2593,87988,2569,734,464,8987,1465,13344,1209,18671,1301,10877,1345,9024,1088,15172,910,8590,832,2589,512,56177,2952,5201,1199,13653,1589,11201,1232,9967,1642,4776,997,3200,1053,4502,1013,2472,746,1205,524
0500000US37071,37071,"Gaston County, North Carolina",79021,1717,51699,2086,282,148,4720,896,8002,1115,10383,896,6468,988,4856,745,10215,652,5046,662,1727,499,27322,1878,2476,643,5977,975,6249,975,4698,936,2185,734,2249,774,2413,545,814,310,261,180
0500000US37081,37081,"Guilford County, North Carolina",198833,2548,115919,3220,339,395,8435,1392,19716,1746,25628,1839,12997,1471,13599,1572,19628,1306,10894,995,4683,728,82914,3611,6970,1238,23989,1867,17926,1859,13471,1938,6913,1203,3747,931,6133,1276,2074,614,1691,456
0500000US37085,37085,"Harnett County, North Carolina",43725,1094,28388,1434,202,128,3914,804,4881,727,5689,696,3270,615,2892,621,4390,410,2432,371,718,235,15337,1315,1691,532,3995,755,4489,892,2197,581,956,429,607,211,897,348,404,207,101,58
0500000US37089,37089,"Henderson County, North Carolina",47478,1727,32935,1614,116,147,2352,600,4107,789,5873,970,3346,851,3072,755,8092,979,4534,604,1443,392,14543,1853,1533,558,3158,1218,2662,944,1204,500,1529,734,762,432,2054,880,922,478,719,313
0500000US37097,37097,"Iredell County, North Carolina",63782,1457,46683,1987,554,313,3642,699,7812,1200,11125,929,6046,931,4430,887,7612,669,4363,571,1099,371,17099,1561,1273,521,4298,966,4214,879,2585,576,1818,630,704,317,1440,440,655,420,112,147
0500000US37101,37101,"Johnston County, North Carolina",64045,1367,45448,1960,528,341,3813,956,10116,1238,10665,1344,4800,1023,4447,1051,7953,1142,2702,633,424,252,18597,2047,477,358,4178,1168,4168,1334,4695,1237,1386,611,1394,702,1350,631,700,382,249,224
0500000US37109,37109,"Lincoln County, North Carolina",29977,1289,22827,1604,536,335,1552,477,3200,726,5373,987,2780,565,1933,441,4502,586,2221,483,730,387,7150,1432,1059,761,1761,679,1159,545,1609,694,497,422,270,237,568,415,159,156,68,82
0500000US37119,37119,"Mecklenburg County, North Carolina",397157,3511,221359,3753,1055,592,26949,2001,43974,2554,51678,2527,23905,2252,23271,1949,31425,1540,14261,1157,4841,921,175798,3742,16707,1659,56572,2387,40588,2837,28699,2635,10234,1764,8124,1288,8310,1170,4180,850,2384,610
0500000US37125,37125,"Moore County, North Carolina",38639,1624,27614,1439,314,363,1463,581,3414,813,5012,887,2862,748,2771,773,6294,688,4313,655,1171,356,11025,1712,575,412,3504,1069,1967,924,1619,691,671,305,526,290,344,241,1199,595,620,337
0500000US37127,37127,"Nash County, North Carolina",36406,1218,23156,1686,71,125,1510,610,3725,875,4643,942,3229,747,2942,674,4657,651,1771,466,608,312,13250,1569,967,615,2837,923,1755,697,1996,802,916,424,1598,707,1349,662,1290,542,542,403
0500000US37129,37129,"New Hanover County, North Carolina",91513,1985,53170,2391,349,296,4399,919,8518,1183,10092,1158,5299,1009,5847,990,10650,1035,6664,760,1352,373,38343,2721,6304,1167,9636,1588,7067,1284,5319,1122,2498,807,2790,728,2947,822,1060,516,722,415
0500000US37133,37133,"Onslow County, North Carolina",64771,2390,33617,2482,1364,764,7397,1627,5299,1101,4942,1145,3175,679,3157,741,4500,652,3075,686,708,433,31154,2686,8398,1444,10255,1802,5635,1477,3500,1109,1280,558,499,281,1044,537,500,309,43,56
0500000US37135,37135,"Orange County, North Carolina",52588,1393,31679,1578,106,139,2474,742,5055,865,7070,747,3983,773,4403,860,5407,731,2399,548,782,437,20909,1975,4510,828,6051,1133,3860,1028,2929,818,729,467,1266,626,715,411,779,390,70,121
0500000US37147,37147,"Pitt County, North Carolina",68374,1940,35767,1917,272,265,4121,1083,5404,740,7815,1133,3966,822,4120,944,6339,720,3149,616,581,310,32607,2204,7912,1244,7293,1104,5866,974,4836,987,929,471,2500,793,1358,564,1437,512,476,355
0500000US37151,37151,"Randolph County, North Carolina",55516,1326,37849,1853,176,211,3370,706,5815,1094,7745,1003,4556,915,4123,903,6631,637,4526,677,907,373,17667,1877,1456,609,2827,911,3200,755,3809,969,2046,648,1554,618,1657,590,1059,530,59,103
0500000US37155,37155,"Robeson County, North Carolina",45373,867,27481,1256,241,206,1690,480,5030,620,4503,522,3936,586,3770,614,5288,536,2140,411,883,277,17892,1238,888,318,3911,626,3615,681,3582,604,1348,396,1128,413,2117,621,1083,367,220,155
0500000US37157,37157,"Rockingham County, North Carolina",36739,1555,24742,1665,295,258,1785,633,2941,715,4534,908,3162,701,3177,571,5155,663,2565,530,1128,314,11997,1550,552,516,1503,508,2254,967,2761,992,1213,477,1265,534,1136,561,754,349,559,346
0500000US37159,37159,"Rowan County, North Carolina",51225,1815,34675,2464,429,346,3132,713,4562,1021,7684,1090,4281,783,3790,847,6132,821,3324,592,1341,495,16550,2243,1443,551,2739,1117,3515,839,2748,694,1564,668,1210,449,2127,805,847,335,357,160
0500000US37161,37161,"Rutherford County, North Carolina",25745,1497,18204,1311,176,164,1691,596,1658,576,3847,701,2166,538,2522,541,3359,520,1815,472,970,451,7541,1371,286,363,1596,603,1495,809,943,531,854,576,441,383,1027,631,804,418,95,159
0500000US37171,37171,"Surry County, North Carolina",29234,958,20957,1218,215,185,1863,483,2414,620,3925,691,2921,634,1979,516,4081,487,2502,412,1057,309,8277,997,673,359,1605,499,1650,606,1468,515,617,380,467,393,1121,462,376,207,300,189
0500000US37179,37179,"Union County, North Carolina",74363,1124,57605,1952,642,440,4721,807,12553,1047,15030,1113,7072,1041,4760,651,8042,667,3638,529,1147,435,16758,1861,1752,625,3498,915,3648,868,3975,1024,1023,541,921,501,1474,660,399,242,68,63
0500000US37183,37183,"Wake County, North Carolina",382638,3461,240335,3848,754,391,26672,2348,54075,2660,61046,2558,27962,2308,23319,2051,30124,1623,12840,1231,3543,730,142303,3728,15520,2250,42639,2758,29639,2704,23876,2231,9353,1585,6862,1503,8086,1440,3963,993,2365,790
0500000US37191,37191,"Wayne County, North Carolina",47490,1259,29220,1480,537,407,2172,609,3946,820,5559,1079,3213,817,3080,755,5284,693,4331,675,1098,436,18270,1705,1254,511,5238,1086,4498,1093,2394,743,1050,529,1796,820,1571,544,292,189,177,158
0500000US37193,37193,"Wilkes County, North Carolina",27540,1493,20950,1347,331,331,1511,639,2689,675,4826,706,2234,618,1939,592,4718,565,2147,523,555,372,6590,1346,290,382,1179,505,1682,756,1216,661,301,298,1025,520,348,268,208,173,341,337
0500000US37195,37195,"Wilson County, North Carolina",32324,1018,19406,1423,0,200,1085,541,2653,816,3902,688,2403,771,3062,765,3423,673,1841,486,1037,364,12918,1622,487,335,3650,884,2757,741,2105,633,785,385,1012,418,1496,585,419,289,207,276
