GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0100000US,,United States,118208250,155130,55775,85,77.0,0.1,59698,140,12.3,0.1,36544,162,0.7,0.1,38530,939,4.5,0.1,77368,547,0.1,0.1,55607,2870,3.4,0.1,42461,349,1.9,0.1,51737,460,12.7,0.1,44782,281,68.4,0.1,61394,95,3.8,0.1,28411,323,32.5,0.1,60810,107,39.2,0.1,67224,155,24.5,0.1,40971,123,77530756,136900,68260,158,42.6,0.1,64701,297,57.4,0.1,70577,137,73.2,0.1,82078,115,19.5,0.1,33342,159,7.4,0.1,46778,254,40677494,98602,33617,128,53.3,0.1,29721,143,44.9,0.1,26081,101,8.4,0.1,57166,416,46.7,0.1,39636,215,36.1,0.1,33807,224,10.6,0.1,63400,573,35.6,(X),(X),(X),36.2,(X),(X),(X),32.7,(X),(X),(X)
0400000US37,37,North Carolina,3843745,15042,47830,521,72.3,0.2,53273,653,21.2,0.2,32884,857,1.1,0.1,35521,3008,2.1,0.1,75558,3393,N,N,36715,20764,2.0,0.1,33446,1899,1.3,0.1,45550,4766,6.2,0.1,34935,1001,68.5,0.2,54700,634,4.2,0.2,26464,1185,32.7,0.2,51244,524,38.7,0.3,56514,764,24.5,0.2,37468,626,2506215,19366,60074,480,42.1,0.4,55402,1070,57.9,0.4,62059,546,73.0,0.4,73222,813,20.2,0.4,29324,859,6.8,0.3,39381,2130,1337530,16130,29387,516,55.0,0.7,26261,471,47.4,0.6,23953,529,7.6,0.4,46791,3098,45.0,0.7,32517,829,35.3,0.6,29598,1032,9.7,0.4,51388,1704,33.4,(X),(X),(X),34.0,(X),(X),(X),31.1,(X),(X),(X)
0500000US37001,37001,"Alamance County, North Carolina",63093,1325,39541,2483,73.8,1.8,45054,3349,20.1,1.5,23614,4654,N,N,N,N,N,N,N,N,N,N,-,**,N,N,32681,12222,N,N,28854,17378,N,N,31341,8105,69.5,1.7,46128,3288,4.6,1.2,20713,6926,28.7,1.8,41057,5186,38.9,1.8,51615,6278,27.7,1.5,29897,3045,39431,1808,52316,4243,47.0,3.0,42331,8682,53.0,3.0,59695,6763,68.7,3.3,68747,6577,25.5,2.7,25256,6653,5.8,1.9,30728,13094,23662,1778,26384,2507,58.7,4.1,25860,3528,52.3,4.0,23914,4024,6.4,2.5,29819,4495,41.3,4.1,27194,4358,33.1,4.4,24593,6213,8.1,2.7,35533,8080,34.1,(X),(X),(X),33.7,(X),(X),(X),33.5,(X),(X),(X)
0500000US37019,37019,"Brunswick County, North Carolina",49859,2409,46640,4671,87.3,1.8,50856,2672,9.0,1.5,17353,10776,N,N,-,**,N,N,-,**,N,N,-,**,N,N,55154,39935,N,N,18817,17102,N,N,55124,23164,86.3,1.9,50699,2882,1.6,1.1,21903,16959,20.6,2.3,40884,7351,37.1,2.1,52414,8179,40.8,1.8,47577,4786,33078,1925,62451,5545,N,N,45484,12508,N,N,66599,6060,N,N,70373,5685,N,N,35022,4370,N,N,30340,11417,16781,1850,25720,2633,58.4,5.7,20175,4048,53.9,5.7,18288,3126,4.5,2.6,48680,5136,41.6,5.7,27935,4208,34.6,5.2,28592,6082,6.9,3.5,27151,7869,31.8,(X),(X),(X),32.5,(X),(X),(X),28.8,(X),(X),(X)
0500000US37021,37021,"Buncombe County, North Carolina",102887,2221,44619,2447,91.5,1.2,46347,2340,6.1,0.9,28672,4900,N,N,N,N,N,N,46233,12882,N,N,-,**,N,N,N,N,N,N,N,N,N,N,21572,5579,86.7,1.2,48122,2592,3.9,1.1,19252,5750,31.0,1.9,45657,4985,38.1,1.8,48056,4537,27.1,1.6,43643,3356,60264,3226,55748,2832,36.5,2.9,47684,7439,63.5,2.9,59738,2841,78.7,2.9,63948,4443,16.1,2.4,31959,8024,5.2,1.3,34630,10913,42623,3110,31561,2615,56.8,3.3,30750,4343,48.4,3.7,26660,2953,8.4,2.3,54048,8034,43.2,3.3,32074,3159,34.5,4.0,29815,2637,8.7,2.2,48634,20188,24.1,(X),(X),(X),25.8,(X),(X),(X),20.8,(X),(X),(X)
0500000US37023,37023,"Burke County, North Carolina",34380,1728,42970,3000,90.0,1.7,43980,3005,N,N,31722,24511,N,N,55083,51065,N,N,71042,47068,N,N,-,**,N,N,14329,5617,N,N,N,N,N,N,N,N,88.1,1.9,44009,3025,1.7,1.1,26004,20429,24.6,2.3,47041,6911,42.5,2.7,48101,9939,31.2,2.6,37082,4389,23460,1869,52842,3504,N,N,50767,6224,N,N,54148,3155,N,N,59380,4051,N,N,26815,4765,N,N,39083,9733,10920,1476,21774,4871,53.1,6.3,21552,8843,49.8,6.4,20537,7451,3.3,2.4,44735,56911,46.9,6.3,21882,6443,39.1,6.5,21185,5837,7.8,4.3,42760,42025,35.5,(X),(X),(X),36.5,(X),(X),(X),31.8,(X),(X),(X)
0500000US37025,37025,"Cabarrus County, North Carolina",70623,1550,56853,4253,75.1,1.7,60604,3072,17.8,1.5,41883,10285,N,N,-,**,N,N,100879,53630,N,N,-,**,N,N,38955,11252,N,N,50808,39628,6.5,0.8,37899,8999,73.1,1.6,60905,3054,3.1,0.9,30857,13079,35.9,1.7,62251,8669,39.6,1.7,68359,7515,21.4,1.4,35632,3646,53023,2286,67091,7149,48.7,2.9,65262,12233,51.3,2.9,68606,7302,74.1,3.4,81123,4244,18.7,3.0,33557,3691,7.2,1.9,47451,6973,17600,1936,28644,5599,59.4,4.7,25101,4298,51.5,5.2,21580,3286,7.9,3.0,77765,28674,40.6,4.7,32478,10420,34.3,4.7,31191,8190,6.3,2.8,43832,6282,36.1,(X),(X),(X),36.2,(X),(X),(X),35.0,(X),(X),(X)
0500000US37027,37027,"Caldwell County, North Carolina",31917,1473,38708,3094,92.6,1.7,39070,3418,N,N,28705,8234,N,N,-,**,N,N,-,**,N,N,-,**,N,N,37786,10543,N,N,-,**,N,N,25595,19089,91.6,1.8,39305,3655,0.7,0.6,16210,16584,25.2,2.5,42475,6823,44.8,3.0,45475,5928,29.2,2.2,30066,6229,19589,1555,49085,4604,N,N,46138,15346,N,N,49211,4795,N,N,57836,5323,N,N,29360,5377,N,N,39372,9145,12328,1289,23626,5130,53.2,7.2,16490,5855,47.4,6.7,14550,2956,5.9,4.7,54732,74215,46.8,7.2,30303,8929,39.6,7.3,27571,8086,7.1,4.4,43996,15634,33.8,(X),(X),(X),32.8,(X),(X),(X),33.6,(X),(X),(X)
0500000US37031,37031,"Carteret County, North Carolina",29636,1429,51048,4260,92.0,1.2,52599,5634,N,N,30940,15190,N,N,N,N,N,N,N,N,N,N,-,**,N,N,-,**,N,N,24313,21917,N,N,49494,35546,89.6,1.3,52480,5497,2.8,1.4,16260,39655,23.8,2.0,60804,19014,40.2,2.0,59161,3654,33.2,1.7,42455,5004,18249,1219,65255,5331,N,N,61860,10780,N,N,66357,4939,N,N,72078,6799,N,N,25752,16798,N,N,61429,9136,11387,1040,33467,5796,58.1,4.8,32159,5990,49.2,5.6,27488,4288,9.0,3.6,56574,42338,41.9,4.8,36304,11571,32.2,5.4,28125,15745,9.7,3.6,46519,17600,31.7,(X),(X),(X),32.9,(X),(X),(X),29.5,(X),(X),(X)
