Var1,Var2,Freq
,,1
01/06/2009 BENSALEM TOWNSHIP ABC REFERENDUM,,0
01/11/2011 ABC ELECTION,,0
02/01/2011 BOND REFERENDUM,,0
02/01/2011 REFERENDUM,,0
02/02/2010 COUNTY SALES TAX ELECTION,,0
02/03/2009 SPECIAL ELECTION,,0
02/08/2011 FAIR BLUFF ABC,,0
02/23/2010 FAIR BLUFF MUNICIPAL,,0
03/02/2010 REFERENDUM,,0
03/02/2010 SALES TAX REFERENDUM,,0
03/02/2010 SPECIAL ELECTION,,0
03/09/2010 SPECIAL 11/03/2009,,0
03/09/2010  WINDSOR MIXED BEVERAGE ELECTION,,0
03/10/2009 SPECIAL,,0
03/11/2014 SPECIAL MUNICIPAL,,0
03/12/2013 GARNER BONDS,,0
03/15/2016 PRIMARY,,0
03/16/2010 MUNICIPAL,,0
03/19/2013 COUNTY WIDE ABC ELECTION,,0
03/19/2013 TOWN OF CARRBORO ELECTION,,0
04/05/2011 SPECIAL,,0
04/06/2010 MUNICIPAL ALCOHOL REFERENDUM,,0
04/26/2011 HANDY SANITARY DISTRICT SUPERVISOR ELECTION,,0
04/26/2011 SPECIAL,,0
04/26/2011 SPECIAL ELECTION,,0
05/04/2010 PRIMARY,,0
05/05/2009 KINGS MTN MIXED BEVERAGE REFERENDUM,,0
05/05/2009 MIXED BEVERAGE,,0
05/06/2014 PRIMARY,,0
05/08/2012 PRIMARY,,0
05/08/2012 PRIMARY/RVILLE MUNI,,0
05/08/2018 PRIMARY,,0
05/12/2015 SPECIAL MUNICIPAL,,0
05/17/2011 ADVISORY REFERENDUM,,0
05/19/2009 RANDLEMAN CITY ABC ELECTION,,0
05/24/2011 SPECIAL ELECTION,,0
06/02/2009 BHI BOND ELECTION,,0
06/07/2016 CONGRESSIONAL PRIMARY,,0
06/16/2009 ATKINSON WATER BOND,,0
06/22/2010 SECOND PRIMARY,,0
06/26/2018 RUNOFF,,0
06/26/2018 SECOND PRIMARY,,0
07/15/2014 SECOND PRIMARY,,0
07/17/2012 SECOND PRIMARY,,0
07/19/2011 TRINITY CITY ABC ELECTION,,0
07/28/2009 SPECIAL BOND REFERENDUM,,0
08/03/2010 SPECIAL TAX REFERENDUM,,0
08/09/2011 DOBSON MIXED BEVERAGE,,0
08/18/2009 ABC ELECTION,,0
09/10/2013 ALB MUNI PRIMARY,,0
09/10/2013 MUNICIPAL PRIMARY,,0
09/10/2013 PRIMARY,,0
09/10/2013 WINSTON-SALEM PRIMARY,,0
09/12/2017 MUNCIPAL PRIMARY,,0
09/12/2017 SCHOOL BOARD PRIMARY,,0
09/13/2011 MUNICIPAL PRIMARY,,0
09/15/2009 ALB PRIMARY,,0
09/15/2009 MUNICIPAL PRIMARY,,0
09/15/2009 WINSTON-SALEM PRIMARY,,0
09/15/2015 ALB PRIMARY,,0
09/15/2015 MUNCIPAL PRIMARY,,0
09/15/2015 MUNICIPAL PRIMARY,,0
09/18/2012 CITY OF HICKORY REFERENDUM,,0
09/18/2012 MIXED BEVERAGE,,0
10/02/2012 MCADENVILLE ABC REFERENDUM,,0
10/06/2009 ASHEBORO PRIMARY,,0
10/06/2009 ATLANTIC BEACH MUNICIPAL,,0
10/06/2009 BURLINGTON PRIMARY,,0
10/06/2009 CARY MUNICIPAL,,0
10/06/2009 CITY OF HENDERSON MUNICIPAL ELECTION,,0
10/06/2009 DH MUNICIPAL,,0
10/06/2009 HICKORY PRIMARY,,0
10/06/2009 MA MUNICIPAL PRIMARY,,0
10/06/2009 MONROE MUNICIPAL ELECTION,,0
10/06/2009 MORGANTON CITY,,0
10/06/2009 MUNICIPAL,,0
10/06/2009 MUNICIPAL ELECTIONS,,0
10/06/2009 MUNICIPAL GENERAL,,0
10/06/2009 MUNICIPAL PRIMARY,,0
10/06/2009 RALEIGH CARY BD OF ED,,0
10/06/2009 REIDSVILLE ELECTION,,0
10/06/2009 ROCKY MOUNT MUNICIPAL,,0
10/06/2009 SECOND PRIMARY,,0
10/06/2009 SHARPSBURG MUNICIPAL,,0
10/06/2009 SHELBY/KT MUNICIPAL,,0
10/06/2015 ATLANTIC BEACH MUNICIPAL,,0
10/06/2015 BURLINGTON PRIMARY,,0
10/06/2015 CARY MUNICIPAL,,0
10/06/2015 CITY OF DURHAM,,0
10/06/2015 CITY OF HENDERSON MUNICIPAL ELECTION,,0
10/06/2015 DH ELECTION,,0
10/06/2015 DUNN ERWIN MUNICIPAL,,0
10/06/2015 GOLDSBORO PRIMARY,,0
10/06/2015 MA MUNICIPAL PRIMARY,,0
10/06/2015 MONROE MUNICIPAL ELECTION,,0
10/06/2015 MUNICIPAL,,0
10/06/2015 MUNICIPAL ELECTIONS,,0
10/06/2015 MUNICIPAL PRIMARY,,0
10/06/2015 MUNICIPAL RALEIGH CARY,,0
10/06/2015 ROCKY MOUNT MUNICIPAL ELECTION,,0
10/06/2015 SECOND PRIMARY,,0
10/06/2015 SHARPSBURG MUNICIPAL,,0
10/08/2013 ATLANTIC BEACH MUNICIPAL,,0
10/08/2013 CARY MUNI,,0
10/08/2013 CITY OF HENDERSON MUNICIPAL,,0
10/08/2013 DH ELECTION,,0
10/08/2013 ERWIN MUNICIPAL,,0
10/08/2013 HICKORY PRIMARY,,0
10/08/2013 MA MUNICIPAL PRIMARY,,0
10/08/2013 MONROE MUNICIPAL ELECTION,,0
10/08/2013 MORGANTON MUNICIPAL/HICKORY MUNICIPAL PRIMARY,,0
10/08/2013 MUNICIPAL,,0
10/08/2013 MUNICIPAL ELECTIONS,,0
10/08/2013 MUNICIPAL GENERAL,,0
10/08/2013 MUNICIPAL PRIMARY,,0
10/08/2013 MUNICIPAL/PRIMARY,,0
10/08/2013 RALEIGH CARY SCHOOL,,0
10/08/2013 ROCKY MUNICIPAL ELECTIONS,,0
10/08/2013 SECOND PRIMARY,,0
10/08/2013 SHARPSBURG MUNICIPAL,,0
10/08/2013 SHELBY/KT MUNICIPAL,,0
10/10/2017 ATLANTIC BEACH MUNICIPAL,,0
10/10/2017 BURLINGTON PRIMARY,,0
10/10/2017 CITY OF HENDERSON MUNICIPAL ELECTION,,0
10/10/2017 DH MUNICIPAL,,0
10/10/2017 ERWIN MUNICIPAL,,0
10/10/2017 HICKORY MUNICIPAL PRIMARY,,0
10/10/2017 HICKORY PRIMARY,,0
10/10/2017 MUNICIPAL,,0
10/10/2017 MUNICIPAL AND SECOND PRIMARY,,0
10/10/2017 MUNICIPAL GENERAL,,0
10/10/2017 MUNICIPAL PRIMARY,,0
10/10/2017 ROCKY MOUNT MUNICIPAL,,0
10/10/2017 SP NON PARTISAN PRIMARY,,0
10/11/2011 ATLANTIC BEACH MUNICIPAL,,0
10/11/2011 CARY MUNICIPAL,,0
10/11/2011 CITY OF DURHAM,,0
10/11/2011 MA MUNICIPAL PRIMARY,,0
10/11/2011 MONROE MUNICIPAL ELECTION,,0
10/11/2011 MORGANTON MUNICIPAL,,0
10/11/2011 MUNICIPAL,,0
10/11/2011 MUNICIPAL ELECTION,,0
10/11/2011 MUNICIPAL GENERAL,,0
10/11/2011 MUNICIPAL PRIMARY,,0
10/11/2011 MUNICIPAL /PRIMARY,,0
10/11/2011 RALEIGH CARY SCHOOL,,0
10/11/2011 RAMSEUR PRIMARY,,0
10/11/2011 REIDSVILLE ELECTION,,0
10/11/2011SHARPSBURG MUNICIPAL,,0
10/11/2011 SHELBY/KT MUNICIPAL,,0
11/02/2010 GENERAL,,0
11/03/2009 GENERAL,,0
11/03/2009 GENERAL MUNICIPAL ELECTION,,0
11/03/2009 MUNI AND SANI DIST,,0
11/03/2009 MUNICIPAL,,0
11/03/2009   MUNICIPAL,,0
11/03/2009 MUNICIPAL AND BOARD OF EDUCATION,,0
11/03/2009 MUNICIPAL AND SCHOOL,,0
11/03/2009 MUNICIPAL ELECTION,,0
11/03/2009 MUNICIPAL ELECTIONS,,0
11/03/2009 MUNICIPAL GENERAL,,0
11/03/2009 MUNICIPAL GENERAL/CITY OF MONROE RUN-OFF,,0
11/03/2009 MUNICIPAL ROB/LS,,0
11/03/2009 MUNICIPAL RUN-OFF,,0
11/03/2009 MUNICIPALS,,0
11/03/2009 MUNICPAL,,0
11/03/2009 RUNOFF/KITTRELL/MIDDLEBURG,,0
11/03/2015 ANGIER COATS AND LILLINGTON MUNICIPAL,,0
11/03/2015 GENERAL,,0
11/03/2015 GENERAL MUNICIPAL,,0
11/03/2015 MUNCPAL GENERAL,,0
11/03/2015 MUNI AND SANI DISTRICT,,0
11/03/2015 MUNICIPAL,,0
11/03/2015 MUNICIPAL AND BOARD OF EDUCATION,,0
11/03/2015 MUNICIPAL AND SCHOOL,,0
11/03/2015 MUNICIPAL ELECTION,,0
11/03/2015 MUNICIPAL ELECTIONS,,0
11/03/2015 MUNICIPAL GENERAL,,0
11/03/2015 MUNICIPAL  GENERAL,,0
11/03/2015 MUNICIPAL GENERAL/CITY OF MONROE RUNOFF,,0
11/03/2015 MUNICIPAL LS/ TFD,,0
11/03/2015 MUNICIPAL RUNNOFF/KITT/MIDD,,0
11/03/2015 MUNICIPALS,,0
11/03/2015 MUNICIPAL/SCHOOL BD,,0
11/04/2014 GENERAL,,0
11/05/13 MUNICIPAL RUNOFF/KITTRELL/MIDDLEBURG,,0
11/05/2013 ANGIER COATS AND LILLINGTON MUNICIPAL,,0
11/05/2013 GENERAL,,0
11/05/2013 GENERAL MUNICIPAL,,0
11/05/2013 MUNI,,0
11/05/2013 MUNI AND SANI DISTRICT,,0
11/05/2013 MUNICIPAL,,0
11/05/2013 MUNICIPAL AND BOARD OF EDUCATION,,0
11/05/2013 MUNICIPAL AND SCHOOL,,0
11/05/2013 MUNICIPAL ELECTION,,0
11/05/2013 MUNICIPAL ELECTIONS,,0
11/05/2013 MUNICIPAL GENERAL,,0
11/05/2013 MUNICIPAL GENERAL/CITY OF MONROE,,0
11/05/2013 MUNICIPAL/SCHOOL BD,,0
11/05/2013 MUNIPAL GENERAL,,0
11/05/2013TOWN ROB/LS/TFD,,0
11/06/2012 GENERAL,,0
11/06/2018 GENERAL,,0
11/07/20117 KITTRELL/MIDDLEBURG/MUNICIPAL RUNOFF,,0
11/07/2017 ANGIER COATS AND LILLINGTON MUNICIPAL,,0
11/07/2017 GENERAL,,0
11/07/2017 GENERAL MUNICIPAL,,0
11/07/2017 MUNI AND SANI DISTRICT,,0
11/07/2017 MUNICIPAL,,0
11/07/2017 MUNICIPAL AND BOARD OF EDUCATION,,0
11/07/2017 MUNICIPAL AND SCHOOL,,0
11/07/2017 MUNICIPAL ELECTION,,0
11/07/2017 MUNICIPAL ELECTIONS,,0
11/07/2017 MUNICIPAL GENERAL,,0
11/07/2017 MUNICIPAL  GENERAL,,0
11/07/2017 MUNICIPAL/GENERAL,,0
11/07/2017 MUNICIPALS,,0
11/07/2017 MUNICIPAL/SCHOOL BD,,0
11/07/2017 MUNICIPAL TOWN OF ROB/LS/FONTANA,,0
11/08/2011 GENERAL,,0
11/08/2011 GENERAL MUNICIPAL,,0
11/08/2011 KITTRELL/MIDDLEBURG,,0
11/08/2011 MUNI AND RUNOFF,,0
11/08/2011 MUNICIAPL GENERAL,,0
11/08/2011 MUNICIPAL,,0
11/08/2011 MUNICIPAL AND BOARD OF EDUCATION,,0
11/08/2011 MUNICIPAL AND SCHOOL,,0
11/08/2011 MUNICIPAL ELECTION,,0
11/08/2011 MUNICIPAL ELECTIONS,,0
11/08/2011 MUNICIPAL GENERAL,,0
11/08/2011 MUNICIPAL GENERAL/CITY OF MONROE RUNOFF,,0
11/08/2011 MUNICIPAL LS/FONTANA,,0
11/08/2011 MUNICIPAL RUN-OFF,,0
11/08/2016 GENERAL,,0
11/3/2015 MUNICIPAL ELECTION,,0
11/5/2013 MUNICIPAL,,0
11/7/2017 MUNICIPAL GENERAL,,0
11/8/2011 MUNICIPAL,,0
12/02/2014 SCHOOL BOARD RUN-OFF,,0
2009 MUNICIPAL,,0
2009 MUNICIPAL ELECTION,,0
2009 MUNICIPAL GENERAL,,0
2011 DH MUNICIPAL,,0
2011 MUNI AND SANI DIST-NOVEMBER,,0
2011 MUNICIPAL,,0
2011 MUNICIPAL GENERAL,,0
2011 TAYLORSVILLE MUNICIPAL,,0
2013 MUNICIPAL GENERAL,,0
2015 MUNICIPAL GENERAL,,0
2015 TAYLORSVILLE MUNICIPAL,,0
ABC ELECTION - ANDERSON CREEK AND BARBECUE,,0
ABC-HATTERAS TOWNSHIP,,0
ABC-KINNEKEET TOWNSHIP,,0
ABC-TOWN OF MANTEO,,0
ALB PRIMARY 09/13/2011,,0
ANGIER COATS AND LILINGTON AND COUNTY-WIDE,,0
ANGIER COATS AND LILLINGTON MUNICIPAL,,0
CHIMNEY ROCK VILLAGE ABC REF,,0
DUNN AND ERWIN MUNICIPAL,,0
ERWIN MUNICIPAL ELECTION,,0
LOCAL OPTION SALES TAX,,0
MUNICIPAL GENERAL 11/08/2011,,0
,ALAMANCE,0
01/06/2009 BENSALEM TOWNSHIP ABC REFERENDUM,ALAMANCE,0
01/11/2011 ABC ELECTION,ALAMANCE,0
02/01/2011 BOND REFERENDUM,ALAMANCE,0
02/01/2011 REFERENDUM,ALAMANCE,0
02/02/2010 COUNTY SALES TAX ELECTION,ALAMANCE,0
02/03/2009 SPECIAL ELECTION,ALAMANCE,0
02/08/2011 FAIR BLUFF ABC,ALAMANCE,0
02/23/2010 FAIR BLUFF MUNICIPAL,ALAMANCE,0
03/02/2010 REFERENDUM,ALAMANCE,0
03/02/2010 SALES TAX REFERENDUM,ALAMANCE,0
03/02/2010 SPECIAL ELECTION,ALAMANCE,0
03/09/2010 SPECIAL 11/03/2009,ALAMANCE,0
03/09/2010  WINDSOR MIXED BEVERAGE ELECTION,ALAMANCE,0
03/10/2009 SPECIAL,ALAMANCE,0
03/11/2014 SPECIAL MUNICIPAL,ALAMANCE,0
03/12/2013 GARNER BONDS,ALAMANCE,0
03/15/2016 PRIMARY,ALAMANCE,31173
03/16/2010 MUNICIPAL,ALAMANCE,0
03/19/2013 COUNTY WIDE ABC ELECTION,ALAMANCE,0
03/19/2013 TOWN OF CARRBORO ELECTION,ALAMANCE,0
04/05/2011 SPECIAL,ALAMANCE,0
04/06/2010 MUNICIPAL ALCOHOL REFERENDUM,ALAMANCE,0
04/26/2011 HANDY SANITARY DISTRICT SUPERVISOR ELECTION,ALAMANCE,0
04/26/2011 SPECIAL,ALAMANCE,0
04/26/2011 SPECIAL ELECTION,ALAMANCE,0
05/04/2010 PRIMARY,ALAMANCE,8099
05/05/2009 KINGS MTN MIXED BEVERAGE REFERENDUM,ALAMANCE,0
05/05/2009 MIXED BEVERAGE,ALAMANCE,0
05/06/2014 PRIMARY,ALAMANCE,12799
05/08/2012 PRIMARY,ALAMANCE,29722
05/08/2012 PRIMARY/RVILLE MUNI,ALAMANCE,0
05/08/2018 PRIMARY,ALAMANCE,13022
05/12/2015 SPECIAL MUNICIPAL,ALAMANCE,0
05/17/2011 ADVISORY REFERENDUM,ALAMANCE,0
05/19/2009 RANDLEMAN CITY ABC ELECTION,ALAMANCE,0
05/24/2011 SPECIAL ELECTION,ALAMANCE,0
06/02/2009 BHI BOND ELECTION,ALAMANCE,0
06/07/2016 CONGRESSIONAL PRIMARY,ALAMANCE,5940
06/16/2009 ATKINSON WATER BOND,ALAMANCE,0
06/22/2010 SECOND PRIMARY,ALAMANCE,1714
06/26/2018 RUNOFF,ALAMANCE,0
06/26/2018 SECOND PRIMARY,ALAMANCE,0
07/15/2014 SECOND PRIMARY,ALAMANCE,3626
07/17/2012 SECOND PRIMARY,ALAMANCE,1776
07/19/2011 TRINITY CITY ABC ELECTION,ALAMANCE,0
07/28/2009 SPECIAL BOND REFERENDUM,ALAMANCE,0
08/03/2010 SPECIAL TAX REFERENDUM,ALAMANCE,0
08/09/2011 DOBSON MIXED BEVERAGE,ALAMANCE,0
08/18/2009 ABC ELECTION,ALAMANCE,0
09/10/2013 ALB MUNI PRIMARY,ALAMANCE,0
09/10/2013 MUNICIPAL PRIMARY,ALAMANCE,0
09/10/2013 PRIMARY,ALAMANCE,0
09/10/2013 WINSTON-SALEM PRIMARY,ALAMANCE,0
09/12/2017 MUNCIPAL PRIMARY,ALAMANCE,0
09/12/2017 SCHOOL BOARD PRIMARY,ALAMANCE,0
09/13/2011 MUNICIPAL PRIMARY,ALAMANCE,0
09/15/2009 ALB PRIMARY,ALAMANCE,0
09/15/2009 MUNICIPAL PRIMARY,ALAMANCE,0
09/15/2009 WINSTON-SALEM PRIMARY,ALAMANCE,0
09/15/2015 ALB PRIMARY,ALAMANCE,0
09/15/2015 MUNCIPAL PRIMARY,ALAMANCE,0
09/15/2015 MUNICIPAL PRIMARY,ALAMANCE,0
09/18/2012 CITY OF HICKORY REFERENDUM,ALAMANCE,0
09/18/2012 MIXED BEVERAGE,ALAMANCE,0
10/02/2012 MCADENVILLE ABC REFERENDUM,ALAMANCE,0
10/06/2009 ASHEBORO PRIMARY,ALAMANCE,0
10/06/2009 ATLANTIC BEACH MUNICIPAL,ALAMANCE,0
10/06/2009 BURLINGTON PRIMARY,ALAMANCE,1703
10/06/2009 CARY MUNICIPAL,ALAMANCE,0
10/06/2009 CITY OF HENDERSON MUNICIPAL ELECTION,ALAMANCE,0
10/06/2009 DH MUNICIPAL,ALAMANCE,0
10/06/2009 HICKORY PRIMARY,ALAMANCE,0
10/06/2009 MA MUNICIPAL PRIMARY,ALAMANCE,0
10/06/2009 MONROE MUNICIPAL ELECTION,ALAMANCE,0
10/06/2009 MORGANTON CITY,ALAMANCE,0
10/06/2009 MUNICIPAL,ALAMANCE,0
10/06/2009 MUNICIPAL ELECTIONS,ALAMANCE,0
10/06/2009 MUNICIPAL GENERAL,ALAMANCE,0
10/06/2009 MUNICIPAL PRIMARY,ALAMANCE,0
10/06/2009 RALEIGH CARY BD OF ED,ALAMANCE,0
10/06/2009 REIDSVILLE ELECTION,ALAMANCE,0
10/06/2009 ROCKY MOUNT MUNICIPAL,ALAMANCE,0
10/06/2009 SECOND PRIMARY,ALAMANCE,0
10/06/2009 SHARPSBURG MUNICIPAL,ALAMANCE,0
10/06/2009 SHELBY/KT MUNICIPAL,ALAMANCE,0
10/06/2015 ATLANTIC BEACH MUNICIPAL,ALAMANCE,0
10/06/2015 BURLINGTON PRIMARY,ALAMANCE,1713
10/06/2015 CARY MUNICIPAL,ALAMANCE,0
10/06/2015 CITY OF DURHAM,ALAMANCE,0
10/06/2015 CITY OF HENDERSON MUNICIPAL ELECTION,ALAMANCE,0
10/06/2015 DH ELECTION,ALAMANCE,0
10/06/2015 DUNN ERWIN MUNICIPAL,ALAMANCE,0
10/06/2015 GOLDSBORO PRIMARY,ALAMANCE,0
10/06/2015 MA MUNICIPAL PRIMARY,ALAMANCE,0
10/06/2015 MONROE MUNICIPAL ELECTION,ALAMANCE,0
10/06/2015 MUNICIPAL,ALAMANCE,0
10/06/2015 MUNICIPAL ELECTIONS,ALAMANCE,0
10/06/2015 MUNICIPAL PRIMARY,ALAMANCE,0
10/06/2015 MUNICIPAL RALEIGH CARY,ALAMANCE,0
10/06/2015 ROCKY MOUNT MUNICIPAL ELECTION,ALAMANCE,0
10/06/2015 SECOND PRIMARY,ALAMANCE,0
10/06/2015 SHARPSBURG MUNICIPAL,ALAMANCE,0
10/08/2013 ATLANTIC BEACH MUNICIPAL,ALAMANCE,0
10/08/2013 CARY MUNI,ALAMANCE,0
10/08/2013 CITY OF HENDERSON MUNICIPAL,ALAMANCE,0
10/08/2013 DH ELECTION,ALAMANCE,0
10/08/2013 ERWIN MUNICIPAL,ALAMANCE,0
10/08/2013 HICKORY PRIMARY,ALAMANCE,0
10/08/2013 MA MUNICIPAL PRIMARY,ALAMANCE,0
10/08/2013 MONROE MUNICIPAL ELECTION,ALAMANCE,0
10/08/2013 MORGANTON MUNICIPAL/HICKORY MUNICIPAL PRIMARY,ALAMANCE,0
10/08/2013 MUNICIPAL,ALAMANCE,0
10/08/2013 MUNICIPAL ELECTIONS,ALAMANCE,0
10/08/2013 MUNICIPAL GENERAL,ALAMANCE,0
10/08/2013 MUNICIPAL PRIMARY,ALAMANCE,0
10/08/2013 MUNICIPAL/PRIMARY,ALAMANCE,0
10/08/2013 RALEIGH CARY SCHOOL,ALAMANCE,0
10/08/2013 ROCKY MUNICIPAL ELECTIONS,ALAMANCE,0
10/08/2013 SECOND PRIMARY,ALAMANCE,0
10/08/2013 SHARPSBURG MUNICIPAL,ALAMANCE,0
10/08/2013 SHELBY/KT MUNICIPAL,ALAMANCE,0
10/10/2017 ATLANTIC BEACH MUNICIPAL,ALAMANCE,0
10/10/2017 BURLINGTON PRIMARY,ALAMANCE,3155
10/10/2017 CITY OF HENDERSON MUNICIPAL ELECTION,ALAMANCE,0
10/10/2017 DH MUNICIPAL,ALAMANCE,0
10/10/2017 ERWIN MUNICIPAL,ALAMANCE,0
10/10/2017 HICKORY MUNICIPAL PRIMARY,ALAMANCE,0
10/10/2017 HICKORY PRIMARY,ALAMANCE,0
10/10/2017 MUNICIPAL,ALAMANCE,0
10/10/2017 MUNICIPAL AND SECOND PRIMARY,ALAMANCE,0
10/10/2017 MUNICIPAL GENERAL,ALAMANCE,0
10/10/2017 MUNICIPAL PRIMARY,ALAMANCE,0
10/10/2017 ROCKY MOUNT MUNICIPAL,ALAMANCE,0
10/10/2017 SP NON PARTISAN PRIMARY,ALAMANCE,0
10/11/2011 ATLANTIC BEACH MUNICIPAL,ALAMANCE,0
10/11/2011 CARY MUNICIPAL,ALAMANCE,0
10/11/2011 CITY OF DURHAM,ALAMANCE,0
10/11/2011 MA MUNICIPAL PRIMARY,ALAMANCE,0
10/11/2011 MONROE MUNICIPAL ELECTION,ALAMANCE,0
10/11/2011 MORGANTON MUNICIPAL,ALAMANCE,0
10/11/2011 MUNICIPAL,ALAMANCE,0
10/11/2011 MUNICIPAL ELECTION,ALAMANCE,0
10/11/2011 MUNICIPAL GENERAL,ALAMANCE,0
10/11/2011 MUNICIPAL PRIMARY,ALAMANCE,0
10/11/2011 MUNICIPAL /PRIMARY,ALAMANCE,0
10/11/2011 RALEIGH CARY SCHOOL,ALAMANCE,0
10/11/2011 RAMSEUR PRIMARY,ALAMANCE,0
10/11/2011 REIDSVILLE ELECTION,ALAMANCE,0
10/11/2011SHARPSBURG MUNICIPAL,ALAMANCE,0
10/11/2011 SHELBY/KT MUNICIPAL,ALAMANCE,0
11/02/2010 GENERAL,ALAMANCE,41803
11/03/2009 GENERAL,ALAMANCE,0
11/03/2009 GENERAL MUNICIPAL ELECTION,ALAMANCE,0
11/03/2009 MUNI AND SANI DIST,ALAMANCE,0
11/03/2009 MUNICIPAL,ALAMANCE,0
11/03/2009   MUNICIPAL,ALAMANCE,0
11/03/2009 MUNICIPAL AND BOARD OF EDUCATION,ALAMANCE,0
11/03/2009 MUNICIPAL AND SCHOOL,ALAMANCE,0
11/03/2009 MUNICIPAL ELECTION,ALAMANCE,0
11/03/2009 MUNICIPAL ELECTIONS,ALAMANCE,0
11/03/2009 MUNICIPAL GENERAL,ALAMANCE,5987
11/03/2009 MUNICIPAL GENERAL/CITY OF MONROE RUN-OFF,ALAMANCE,0
11/03/2009 MUNICIPAL ROB/LS,ALAMANCE,0
11/03/2009 MUNICIPAL RUN-OFF,ALAMANCE,0
11/03/2009 MUNICIPALS,ALAMANCE,0
11/03/2009 MUNICPAL,ALAMANCE,0
11/03/2009 RUNOFF/KITTRELL/MIDDLEBURG,ALAMANCE,0
11/03/2015 ANGIER COATS AND LILLINGTON MUNICIPAL,ALAMANCE,0
11/03/2015 GENERAL,ALAMANCE,0
11/03/2015 GENERAL MUNICIPAL,ALAMANCE,0
11/03/2015 MUNCPAL GENERAL,ALAMANCE,0
11/03/2015 MUNI AND SANI DISTRICT,ALAMANCE,0
11/03/2015 MUNICIPAL,ALAMANCE,0
11/03/2015 MUNICIPAL AND BOARD OF EDUCATION,ALAMANCE,0
11/03/2015 MUNICIPAL AND SCHOOL,ALAMANCE,0
11/03/2015 MUNICIPAL ELECTION,ALAMANCE,0
11/03/2015 MUNICIPAL ELECTIONS,ALAMANCE,0
11/03/2015 MUNICIPAL GENERAL,ALAMANCE,6412
11/03/2015 MUNICIPAL  GENERAL,ALAMANCE,0
11/03/2015 MUNICIPAL GENERAL/CITY OF MONROE RUNOFF,ALAMANCE,0
11/03/2015 MUNICIPAL LS/ TFD,ALAMANCE,0
11/03/2015 MUNICIPAL RUNNOFF/KITT/MIDD,ALAMANCE,0
11/03/2015 MUNICIPALS,ALAMANCE,0
11/03/2015 MUNICIPAL/SCHOOL BD,ALAMANCE,0
11/04/2014 GENERAL,ALAMANCE,44265
11/05/13 MUNICIPAL RUNOFF/KITTRELL/MIDDLEBURG,ALAMANCE,0
11/05/2013 ANGIER COATS AND LILLINGTON MUNICIPAL,ALAMANCE,0
11/05/2013 GENERAL,ALAMANCE,0
11/05/2013 GENERAL MUNICIPAL,ALAMANCE,0
11/05/2013 MUNI,ALAMANCE,0
11/05/2013 MUNI AND SANI DISTRICT,ALAMANCE,0
11/05/2013 MUNICIPAL,ALAMANCE,0
11/05/2013 MUNICIPAL AND BOARD OF EDUCATION,ALAMANCE,0
11/05/2013 MUNICIPAL AND SCHOOL,ALAMANCE,0
11/05/2013 MUNICIPAL ELECTION,ALAMANCE,0
11/05/2013 MUNICIPAL ELECTIONS,ALAMANCE,0
11/05/2013 MUNICIPAL GENERAL,ALAMANCE,6516
11/05/2013 MUNICIPAL GENERAL/CITY OF MONROE,ALAMANCE,0
11/05/2013 MUNICIPAL/SCHOOL BD,ALAMANCE,0
11/05/2013 MUNIPAL GENERAL,ALAMANCE,0
11/05/2013TOWN ROB/LS/TFD,ALAMANCE,0
11/06/2012 GENERAL,ALAMANCE,67681
11/06/2018 GENERAL,ALAMANCE,55936
11/07/20117 KITTRELL/MIDDLEBURG/MUNICIPAL RUNOFF,ALAMANCE,0
11/07/2017 ANGIER COATS AND LILLINGTON MUNICIPAL,ALAMANCE,0
11/07/2017 GENERAL,ALAMANCE,0
11/07/2017 GENERAL MUNICIPAL,ALAMANCE,0
11/07/2017 MUNI AND SANI DISTRICT,ALAMANCE,0
11/07/2017 MUNICIPAL,ALAMANCE,0
11/07/2017 MUNICIPAL AND BOARD OF EDUCATION,ALAMANCE,0
11/07/2017 MUNICIPAL AND SCHOOL,ALAMANCE,0
11/07/2017 MUNICIPAL ELECTION,ALAMANCE,0
11/07/2017 MUNICIPAL ELECTIONS,ALAMANCE,0
11/07/2017 MUNICIPAL GENERAL,ALAMANCE,8124
11/07/2017 MUNICIPAL  GENERAL,ALAMANCE,0
11/07/2017 MUNICIPAL/GENERAL,ALAMANCE,0
11/07/2017 MUNICIPALS,ALAMANCE,0
11/07/2017 MUNICIPAL/SCHOOL BD,ALAMANCE,0
11/07/2017 MUNICIPAL TOWN OF ROB/LS/FONTANA,ALAMANCE,0
11/08/2011 GENERAL,ALAMANCE,0
11/08/2011 GENERAL MUNICIPAL,ALAMANCE,0
11/08/2011 KITTRELL/MIDDLEBURG,ALAMANCE,0
11/08/2011 MUNI AND RUNOFF,ALAMANCE,0
11/08/2011 MUNICIAPL GENERAL,ALAMANCE,0
11/08/2011 MUNICIPAL,ALAMANCE,0
11/08/2011 MUNICIPAL AND BOARD OF EDUCATION,ALAMANCE,0
11/08/2011 MUNICIPAL AND SCHOOL,ALAMANCE,0
11/08/2011 MUNICIPAL ELECTION,ALAMANCE,0
11/08/2011 MUNICIPAL ELECTIONS,ALAMANCE,0
11/08/2011 MUNICIPAL GENERAL,ALAMANCE,6054
11/08/2011 MUNICIPAL GENERAL/CITY OF MONROE RUNOFF,ALAMANCE,0
11/08/2011 MUNICIPAL LS/FONTANA,ALAMANCE,0
