Var1,Var2,Freq
03/09/2010  WINDSOR MIXED BEVERAGE ELECTION,GUILFORD,0
03/10/2009 SPECIAL,GUILFORD,0
03/11/2014 SPECIAL MUNICIPAL,GUILFORD,0
03/12/2013 GARNER BONDS,GUILFORD,0
03/15/2016 PRIMARY,GUILFORD,121621
03/16/2010 MUNICIPAL,GUILFORD,0
03/19/2013 COUNTY WIDE ABC ELECTION,GUILFORD,0
03/19/2013 TOWN OF CARRBORO ELECTION,GUILFORD,0
04/05/2011 SPECIAL,GUILFORD,0
04/06/2010 MUNICIPAL ALCOHOL REFERENDUM,GUILFORD,0
04/26/2011 HANDY SANITARY DISTRICT SUPERVISOR ELECTION,GUILFORD,0
04/26/2011 SPECIAL,GUILFORD,0
04/26/2011 SPECIAL ELECTION,GUILFORD,0
05/04/2010 PRIMARY,GUILFORD,37014
05/05/2009 KINGS MTN MIXED BEVERAGE REFERENDUM,GUILFORD,0
05/05/2009 MIXED BEVERAGE,GUILFORD,0
05/06/2014 PRIMARY,GUILFORD,52524
05/08/2012 PRIMARY,GUILFORD,117639
05/08/2012 PRIMARY/RVILLE MUNI,GUILFORD,0
05/08/2018 PRIMARY,GUILFORD,40972
05/12/2015 SPECIAL MUNICIPAL,GUILFORD,0
05/17/2011 ADVISORY REFERENDUM,GUILFORD,0
05/19/2009 RANDLEMAN CITY ABC ELECTION,GUILFORD,0
05/24/2011 SPECIAL ELECTION,GUILFORD,0
06/02/2009 BHI BOND ELECTION,GUILFORD,0
06/07/2016 CONGRESSIONAL PRIMARY,GUILFORD,34839
06/16/2009 ATKINSON WATER BOND,GUILFORD,0
06/22/2010 SECOND PRIMARY,GUILFORD,7890
06/26/2018 RUNOFF,GUILFORD,0
06/26/2018 SECOND PRIMARY,GUILFORD,0
07/15/2014 SECOND PRIMARY,GUILFORD,17421
07/17/2012 SECOND PRIMARY,GUILFORD,7990
07/19/2011 TRINITY CITY ABC ELECTION,GUILFORD,0
07/28/2009 SPECIAL BOND REFERENDUM,GUILFORD,0
08/03/2010 SPECIAL TAX REFERENDUM,GUILFORD,0
08/09/2011 DOBSON MIXED BEVERAGE,GUILFORD,0
08/18/2009 ABC ELECTION,GUILFORD,0
09/10/2013 ALB MUNI PRIMARY,GUILFORD,0
09/10/2013 MUNICIPAL PRIMARY,GUILFORD,0
09/10/2013 PRIMARY,GUILFORD,0
09/10/2013 WINSTON-SALEM PRIMARY,GUILFORD,0
09/12/2017 MUNCIPAL PRIMARY,GUILFORD,0
09/12/2017 SCHOOL BOARD PRIMARY,GUILFORD,0
09/13/2011 MUNICIPAL PRIMARY,GUILFORD,0
09/15/2009 ALB PRIMARY,GUILFORD,0
09/15/2009 MUNICIPAL PRIMARY,GUILFORD,0
09/15/2009 WINSTON-SALEM PRIMARY,GUILFORD,0
09/15/2015 ALB PRIMARY,GUILFORD,0
09/15/2015 MUNCIPAL PRIMARY,GUILFORD,0
09/15/2015 MUNICIPAL PRIMARY,GUILFORD,0
09/18/2012 CITY OF HICKORY REFERENDUM,GUILFORD,0
09/18/2012 MIXED BEVERAGE,GUILFORD,0
10/02/2012 MCADENVILLE ABC REFERENDUM,GUILFORD,0
10/06/2009 ASHEBORO PRIMARY,GUILFORD,0
10/06/2009 ATLANTIC BEACH MUNICIPAL,GUILFORD,0
10/06/2009 BURLINGTON PRIMARY,GUILFORD,0
10/06/2009 CARY MUNICIPAL,GUILFORD,0
10/06/2009 CITY OF HENDERSON MUNICIPAL ELECTION,GUILFORD,0
10/06/2009 DH MUNICIPAL,GUILFORD,0
10/06/2009 HICKORY PRIMARY,GUILFORD,0
10/06/2009 MA MUNICIPAL PRIMARY,GUILFORD,0
10/06/2009 MONROE MUNICIPAL ELECTION,GUILFORD,0
10/06/2009 MORGANTON CITY,GUILFORD,0
10/06/2009 MUNICIPAL,GUILFORD,0
10/06/2009 MUNICIPAL ELECTIONS,GUILFORD,0
10/06/2009 MUNICIPAL GENERAL,GUILFORD,0
10/06/2009 MUNICIPAL PRIMARY,GUILFORD,11809
10/06/2009 RALEIGH CARY BD OF ED,GUILFORD,0
10/06/2009 REIDSVILLE ELECTION,GUILFORD,0
10/06/2009 ROCKY MOUNT MUNICIPAL,GUILFORD,0
10/06/2009 SECOND PRIMARY,GUILFORD,0
10/06/2009 SHARPSBURG MUNICIPAL,GUILFORD,0
10/06/2009 SHELBY/KT MUNICIPAL,GUILFORD,0
10/06/2015 ATLANTIC BEACH MUNICIPAL,GUILFORD,0
10/06/2015 BURLINGTON PRIMARY,GUILFORD,0
10/06/2015 CARY MUNICIPAL,GUILFORD,0
10/06/2015 CITY OF DURHAM,GUILFORD,0
10/06/2015 CITY OF HENDERSON MUNICIPAL ELECTION,GUILFORD,0
10/06/2015 DH ELECTION,GUILFORD,0
10/06/2015 DUNN ERWIN MUNICIPAL,GUILFORD,0
10/06/2015 GOLDSBORO PRIMARY,GUILFORD,0
10/06/2015 MA MUNICIPAL PRIMARY,GUILFORD,0
10/06/2015 MONROE MUNICIPAL ELECTION,GUILFORD,0
10/06/2015 MUNICIPAL,GUILFORD,0
10/06/2015 MUNICIPAL ELECTIONS,GUILFORD,0
10/06/2015 MUNICIPAL PRIMARY,GUILFORD,7125
10/06/2015 MUNICIPAL RALEIGH CARY,GUILFORD,0
10/06/2015 ROCKY MOUNT MUNICIPAL ELECTION,GUILFORD,0
10/06/2015 SECOND PRIMARY,GUILFORD,0
10/06/2015 SHARPSBURG MUNICIPAL,GUILFORD,0
10/08/2013 ATLANTIC BEACH MUNICIPAL,GUILFORD,0
10/08/2013 CARY MUNI,GUILFORD,0
10/08/2013 CITY OF HENDERSON MUNICIPAL,GUILFORD,0
10/08/2013 DH ELECTION,GUILFORD,0
10/08/2013 ERWIN MUNICIPAL,GUILFORD,0
10/08/2013 HICKORY PRIMARY,GUILFORD,0
10/08/2013 MA MUNICIPAL PRIMARY,GUILFORD,0
10/08/2013 MONROE MUNICIPAL ELECTION,GUILFORD,0
10/08/2013 MORGANTON MUNICIPAL/HICKORY MUNICIPAL PRIMARY,GUILFORD,0
10/08/2013 MUNICIPAL,GUILFORD,0
10/08/2013 MUNICIPAL ELECTIONS,GUILFORD,0
10/08/2013 MUNICIPAL GENERAL,GUILFORD,0
10/08/2013 MUNICIPAL PRIMARY,GUILFORD,15726
10/08/2013 MUNICIPAL/PRIMARY,GUILFORD,0
10/08/2013 RALEIGH CARY SCHOOL,GUILFORD,0
10/08/2013 ROCKY MUNICIPAL ELECTIONS,GUILFORD,0
10/08/2013 SECOND PRIMARY,GUILFORD,0
10/08/2013 SHARPSBURG MUNICIPAL,GUILFORD,0
10/08/2013 SHELBY/KT MUNICIPAL,GUILFORD,0
10/10/2017 ATLANTIC BEACH MUNICIPAL,GUILFORD,0
10/10/2017 BURLINGTON PRIMARY,GUILFORD,0
10/10/2017 CITY OF HENDERSON MUNICIPAL ELECTION,GUILFORD,0
10/10/2017 DH MUNICIPAL,GUILFORD,0
10/10/2017 ERWIN MUNICIPAL,GUILFORD,0
10/10/2017 HICKORY MUNICIPAL PRIMARY,GUILFORD,0
10/10/2017 HICKORY PRIMARY,GUILFORD,0
10/10/2017 MUNICIPAL,GUILFORD,0
10/10/2017 MUNICIPAL AND SECOND PRIMARY,GUILFORD,0
10/10/2017 MUNICIPAL GENERAL,GUILFORD,0
10/10/2017 MUNICIPAL PRIMARY,GUILFORD,22839
10/10/2017 ROCKY MOUNT MUNICIPAL,GUILFORD,0
10/10/2017 SP NON PARTISAN PRIMARY,GUILFORD,0
10/11/2011 ATLANTIC BEACH MUNICIPAL,GUILFORD,0
10/11/2011 CARY MUNICIPAL,GUILFORD,0
10/11/2011 CITY OF DURHAM,GUILFORD,0
10/11/2011 MA MUNICIPAL PRIMARY,GUILFORD,0
10/11/2011 MONROE MUNICIPAL ELECTION,GUILFORD,0
10/11/2011 MORGANTON MUNICIPAL,GUILFORD,0
10/11/2011 MUNICIPAL,GUILFORD,0
10/11/2011 MUNICIPAL ELECTION,GUILFORD,0
10/11/2011 MUNICIPAL GENERAL,GUILFORD,0
10/11/2011 MUNICIPAL PRIMARY,GUILFORD,20382
10/11/2011 MUNICIPAL /PRIMARY,GUILFORD,0
10/11/2011 RALEIGH CARY SCHOOL,GUILFORD,0
10/11/2011 RAMSEUR PRIMARY,GUILFORD,0
10/11/2011 REIDSVILLE ELECTION,GUILFORD,0
10/11/2011SHARPSBURG MUNICIPAL,GUILFORD,0
10/11/2011 SHELBY/KT MUNICIPAL,GUILFORD,0
11/02/2010 GENERAL,GUILFORD,139288
11/03/2009 GENERAL,GUILFORD,0
11/03/2009 GENERAL MUNICIPAL ELECTION,GUILFORD,0
11/03/2009 MUNI AND SANI DIST,GUILFORD,0
11/03/2009 MUNICIPAL,GUILFORD,0
11/03/2009   MUNICIPAL,GUILFORD,0
11/03/2009 MUNICIPAL AND BOARD OF EDUCATION,GUILFORD,0
11/03/2009 MUNICIPAL AND SCHOOL,GUILFORD,0
11/03/2009 MUNICIPAL ELECTION,GUILFORD,0
11/03/2009 MUNICIPAL ELECTIONS,GUILFORD,0
11/03/2009 MUNICIPAL GENERAL,GUILFORD,39422
11/03/2009 MUNICIPAL GENERAL/CITY OF MONROE RUN-OFF,GUILFORD,0
11/03/2009 MUNICIPAL ROB/LS,GUILFORD,0
11/03/2009 MUNICIPAL RUN-OFF,GUILFORD,0
11/03/2009 MUNICIPALS,GUILFORD,0
11/03/2009 MUNICPAL,GUILFORD,0
11/03/2009 RUNOFF/KITTRELL/MIDDLEBURG,GUILFORD,0
11/03/2015 ANGIER COATS AND LILLINGTON MUNICIPAL,GUILFORD,0
11/03/2015 GENERAL,GUILFORD,0
11/03/2015 GENERAL MUNICIPAL,GUILFORD,0
11/03/2015 MUNCPAL GENERAL,GUILFORD,0
11/03/2015 MUNI AND SANI DISTRICT,GUILFORD,0
11/03/2015 MUNICIPAL,GUILFORD,0
11/03/2015 MUNICIPAL AND BOARD OF EDUCATION,GUILFORD,0
11/03/2015 MUNICIPAL AND SCHOOL,GUILFORD,0
11/03/2015 MUNICIPAL ELECTION,GUILFORD,0
11/03/2015 MUNICIPAL ELECTIONS,GUILFORD,0
11/03/2015 MUNICIPAL GENERAL,GUILFORD,24312
11/03/2015 MUNICIPAL  GENERAL,GUILFORD,0
11/03/2015 MUNICIPAL GENERAL/CITY OF MONROE RUNOFF,GUILFORD,0
11/03/2015 MUNICIPAL LS/ TFD,GUILFORD,0
11/03/2015 MUNICIPAL RUNNOFF/KITT/MIDD,GUILFORD,0
11/03/2015 MUNICIPALS,GUILFORD,0
11/03/2015 MUNICIPAL/SCHOOL BD,GUILFORD,0
11/04/2014 GENERAL,GUILFORD,163371
11/05/13 MUNICIPAL RUNOFF/KITTRELL/MIDDLEBURG,GUILFORD,0
11/05/2013 ANGIER COATS AND LILLINGTON MUNICIPAL,GUILFORD,0
11/05/2013 GENERAL,GUILFORD,0
11/05/2013 GENERAL MUNICIPAL,GUILFORD,0
11/05/2013 MUNI,GUILFORD,0
11/05/2013 MUNI AND SANI DISTRICT,GUILFORD,0
11/05/2013 MUNICIPAL,GUILFORD,0
11/05/2013 MUNICIPAL AND BOARD OF EDUCATION,GUILFORD,0
11/05/2013 MUNICIPAL AND SCHOOL,GUILFORD,0
11/05/2013 MUNICIPAL ELECTION,GUILFORD,0
11/05/2013 MUNICIPAL ELECTIONS,GUILFORD,0
11/05/2013 MUNICIPAL GENERAL,GUILFORD,37130
11/05/2013 MUNICIPAL GENERAL/CITY OF MONROE,GUILFORD,0
11/05/2013 MUNICIPAL/SCHOOL BD,GUILFORD,0
11/05/2013 MUNIPAL GENERAL,GUILFORD,0
11/05/2013TOWN ROB/LS/TFD,GUILFORD,0
11/06/2012 GENERAL,GUILFORD,253103
11/06/2018 GENERAL,GUILFORD,199934
11/07/20117 KITTRELL/MIDDLEBURG/MUNICIPAL RUNOFF,GUILFORD,0
11/07/2017 ANGIER COATS AND LILLINGTON MUNICIPAL,GUILFORD,0
11/07/2017 GENERAL,GUILFORD,0
11/07/2017 GENERAL MUNICIPAL,GUILFORD,0
11/07/2017 MUNI AND SANI DISTRICT,GUILFORD,0
11/07/2017 MUNICIPAL,GUILFORD,0
11/07/2017 MUNICIPAL AND BOARD OF EDUCATION,GUILFORD,0
11/07/2017 MUNICIPAL AND SCHOOL,GUILFORD,0
11/07/2017 MUNICIPAL ELECTION,GUILFORD,0
11/07/2017 MUNICIPAL ELECTIONS,GUILFORD,0
11/07/2017 MUNICIPAL GENERAL,GUILFORD,43891
11/07/2017 MUNICIPAL  GENERAL,GUILFORD,0
11/07/2017 MUNICIPAL/GENERAL,GUILFORD,0
11/07/2017 MUNICIPALS,GUILFORD,0
11/07/2017 MUNICIPAL/SCHOOL BD,GUILFORD,0
11/07/2017 MUNICIPAL TOWN OF ROB/LS/FONTANA,GUILFORD,0
11/08/2011 GENERAL,GUILFORD,0
11/08/2011 GENERAL MUNICIPAL,GUILFORD,0
11/08/2011 KITTRELL/MIDDLEBURG,GUILFORD,0
11/08/2011 MUNI AND RUNOFF,GUILFORD,0
11/08/2011 MUNICIAPL GENERAL,GUILFORD,0
11/08/2011 MUNICIPAL,GUILFORD,0
11/08/2011 MUNICIPAL AND BOARD OF EDUCATION,GUILFORD,0
11/08/2011 MUNICIPAL AND SCHOOL,GUILFORD,0
11/08/2011 MUNICIPAL ELECTION,GUILFORD,0
11/08/2011 MUNICIPAL ELECTIONS,GUILFORD,0
11/08/2011 MUNICIPAL GENERAL,GUILFORD,42137
11/08/2011 MUNICIPAL GENERAL/CITY OF MONROE RUNOFF,GUILFORD,0
11/08/2011 MUNICIPAL LS/FONTANA,GUILFORD,0
11/08/2011 MUNICIPAL RUN-OFF,GUILFORD,0
11/08/2016 GENERAL,GUILFORD,255512
11/3/2015 MUNICIPAL ELECTION,GUILFORD,0
11/5/2013 MUNICIPAL,GUILFORD,0
11/7/2017 MUNICIPAL GENERAL,GUILFORD,0
11/8/2011 MUNICIPAL,GUILFORD,0
12/02/2014 SCHOOL BOARD RUN-OFF,GUILFORD,0
2009 MUNICIPAL,GUILFORD,0
2009 MUNICIPAL ELECTION,GUILFORD,0
2009 MUNICIPAL GENERAL,GUILFORD,0
2011 DH MUNICIPAL,GUILFORD,0
2011 MUNI AND SANI DIST-NOVEMBER,GUILFORD,0
2011 MUNICIPAL,GUILFORD,0
2011 MUNICIPAL GENERAL,GUILFORD,0
2011 TAYLORSVILLE MUNICIPAL,GUILFORD,0
2013 MUNICIPAL GENERAL,GUILFORD,0
2015 MUNICIPAL GENERAL,GUILFORD,0
2015 TAYLORSVILLE MUNICIPAL,GUILFORD,0
ABC ELECTION - ANDERSON CREEK AND BARBECUE,GUILFORD,0
ABC-HATTERAS TOWNSHIP,GUILFORD,0
ABC-KINNEKEET TOWNSHIP,GUILFORD,0
ABC-TOWN OF MANTEO,GUILFORD,0
ALB PRIMARY 09/13/2011,GUILFORD,0
ANGIER COATS AND LILINGTON AND COUNTY-WIDE,GUILFORD,0
ANGIER COATS AND LILLINGTON MUNICIPAL,GUILFORD,0
CHIMNEY ROCK VILLAGE ABC REF,GUILFORD,0
DUNN AND ERWIN MUNICIPAL,GUILFORD,0
ERWIN MUNICIPAL ELECTION,GUILFORD,0
LOCAL OPTION SALES TAX,GUILFORD,0
MUNICIPAL GENERAL 11/08/2011,GUILFORD,0
,HALIFAX,0
01/06/2009 BENSALEM TOWNSHIP ABC REFERENDUM,HALIFAX,0
01/11/2011 ABC ELECTION,HALIFAX,0
02/01/2011 BOND REFERENDUM,HALIFAX,0
02/01/2011 REFERENDUM,HALIFAX,2345
02/02/2010 COUNTY SALES TAX ELECTION,HALIFAX,0
02/03/2009 SPECIAL ELECTION,HALIFAX,0
02/08/2011 FAIR BLUFF ABC,HALIFAX,0
02/23/2010 FAIR BLUFF MUNICIPAL,HALIFAX,0
03/02/2010 REFERENDUM,HALIFAX,0
03/02/2010 SALES TAX REFERENDUM,HALIFAX,0
03/02/2010 SPECIAL ELECTION,HALIFAX,0
03/09/2010 SPECIAL 11/03/2009,HALIFAX,0
03/09/2010  WINDSOR MIXED BEVERAGE ELECTION,HALIFAX,0
03/10/2009 SPECIAL,HALIFAX,0
03/11/2014 SPECIAL MUNICIPAL,HALIFAX,0
03/12/2013 GARNER BONDS,HALIFAX,0
03/15/2016 PRIMARY,HALIFAX,12237
03/16/2010 MUNICIPAL,HALIFAX,911
03/19/2013 COUNTY WIDE ABC ELECTION,HALIFAX,0
03/19/2013 TOWN OF CARRBORO ELECTION,HALIFAX,0
04/05/2011 SPECIAL,HALIFAX,0
04/06/2010 MUNICIPAL ALCOHOL REFERENDUM,HALIFAX,0
04/26/2011 HANDY SANITARY DISTRICT SUPERVISOR ELECTION,HALIFAX,0
04/26/2011 SPECIAL,HALIFAX,0
04/26/2011 SPECIAL ELECTION,HALIFAX,0
05/04/2010 PRIMARY,HALIFAX,5364
05/05/2009 KINGS MTN MIXED BEVERAGE REFERENDUM,HALIFAX,0
05/05/2009 MIXED BEVERAGE,HALIFAX,0
05/06/2014 PRIMARY,HALIFAX,11206
05/08/2012 PRIMARY,HALIFAX,12850
05/08/2012 PRIMARY/RVILLE MUNI,HALIFAX,0
05/08/2018 PRIMARY,HALIFAX,9100
05/12/2015 SPECIAL MUNICIPAL,HALIFAX,0
05/17/2011 ADVISORY REFERENDUM,HALIFAX,0
05/19/2009 RANDLEMAN CITY ABC ELECTION,HALIFAX,0
05/24/2011 SPECIAL ELECTION,HALIFAX,0
06/02/2009 BHI BOND ELECTION,HALIFAX,0
06/07/2016 CONGRESSIONAL PRIMARY,HALIFAX,1468
06/16/2009 ATKINSON WATER BOND,HALIFAX,0
06/22/2010 SECOND PRIMARY,HALIFAX,1400
06/26/2018 RUNOFF,HALIFAX,0
06/26/2018 SECOND PRIMARY,HALIFAX,0
07/15/2014 SECOND PRIMARY,HALIFAX,0
07/17/2012 SECOND PRIMARY,HALIFAX,675
07/19/2011 TRINITY CITY ABC ELECTION,HALIFAX,0
07/28/2009 SPECIAL BOND REFERENDUM,HALIFAX,0
08/03/2010 SPECIAL TAX REFERENDUM,HALIFAX,0
08/09/2011 DOBSON MIXED BEVERAGE,HALIFAX,0
08/18/2009 ABC ELECTION,HALIFAX,0
09/10/2013 ALB MUNI PRIMARY,HALIFAX,0
09/10/2013 MUNICIPAL PRIMARY,HALIFAX,0
09/10/2013 PRIMARY,HALIFAX,0
09/10/2013 WINSTON-SALEM PRIMARY,HALIFAX,0
09/12/2017 MUNCIPAL PRIMARY,HALIFAX,0
09/12/2017 SCHOOL BOARD PRIMARY,HALIFAX,0
09/13/2011 MUNICIPAL PRIMARY,HALIFAX,0
09/15/2009 ALB PRIMARY,HALIFAX,0
09/15/2009 MUNICIPAL PRIMARY,HALIFAX,0
09/15/2009 WINSTON-SALEM PRIMARY,HALIFAX,0
09/15/2015 ALB PRIMARY,HALIFAX,0
09/15/2015 MUNCIPAL PRIMARY,HALIFAX,0
09/15/2015 MUNICIPAL PRIMARY,HALIFAX,0
09/18/2012 CITY OF HICKORY REFERENDUM,HALIFAX,0
09/18/2012 MIXED BEVERAGE,HALIFAX,0
10/02/2012 MCADENVILLE ABC REFERENDUM,HALIFAX,0
10/06/2009 ASHEBORO PRIMARY,HALIFAX,0
10/06/2009 ATLANTIC BEACH MUNICIPAL,HALIFAX,0
10/06/2009 BURLINGTON PRIMARY,HALIFAX,0
10/06/2009 CARY MUNICIPAL,HALIFAX,0
10/06/2009 CITY OF HENDERSON MUNICIPAL ELECTION,HALIFAX,0
10/06/2009 DH MUNICIPAL,HALIFAX,0
10/06/2009 HICKORY PRIMARY,HALIFAX,0
10/06/2009 MA MUNICIPAL PRIMARY,HALIFAX,0
10/06/2009 MONROE MUNICIPAL ELECTION,HALIFAX,0
10/06/2009 MORGANTON CITY,HALIFAX,0
10/06/2009 MUNICIPAL,HALIFAX,0
10/06/2009 MUNICIPAL ELECTIONS,HALIFAX,0
10/06/2009 MUNICIPAL GENERAL,HALIFAX,0
10/06/2009 MUNICIPAL PRIMARY,HALIFAX,0
10/06/2009 RALEIGH CARY BD OF ED,HALIFAX,0
10/06/2009 REIDSVILLE ELECTION,HALIFAX,0
10/06/2009 ROCKY MOUNT MUNICIPAL,HALIFAX,0
10/06/2009 SECOND PRIMARY,HALIFAX,0
10/06/2009 SHARPSBURG MUNICIPAL,HALIFAX,0
10/06/2009 SHELBY/KT MUNICIPAL,HALIFAX,0
10/06/2015 ATLANTIC BEACH MUNICIPAL,HALIFAX,0
10/06/2015 BURLINGTON PRIMARY,HALIFAX,0
10/06/2015 CARY MUNICIPAL,HALIFAX,0
10/06/2015 CITY OF DURHAM,HALIFAX,0
10/06/2015 CITY OF HENDERSON MUNICIPAL ELECTION,HALIFAX,0
10/06/2015 DH ELECTION,HALIFAX,0
10/06/2015 DUNN ERWIN MUNICIPAL,HALIFAX,0
10/06/2015 GOLDSBORO PRIMARY,HALIFAX,0
10/06/2015 MA MUNICIPAL PRIMARY,HALIFAX,0
10/06/2015 MONROE MUNICIPAL ELECTION,HALIFAX,0
10/06/2015 MUNICIPAL,HALIFAX,0
10/06/2015 MUNICIPAL ELECTIONS,HALIFAX,0
10/06/2015 MUNICIPAL PRIMARY,HALIFAX,0
10/06/2015 MUNICIPAL RALEIGH CARY,HALIFAX,0
10/06/2015 ROCKY MOUNT MUNICIPAL ELECTION,HALIFAX,0
10/06/2015 SECOND PRIMARY,HALIFAX,0
10/06/2015 SHARPSBURG MUNICIPAL,HALIFAX,0
10/08/2013 ATLANTIC BEACH MUNICIPAL,HALIFAX,0
10/08/2013 CARY MUNI,HALIFAX,0
10/08/2013 CITY OF HENDERSON MUNICIPAL,HALIFAX,0
10/08/2013 DH ELECTION,HALIFAX,0
10/08/2013 ERWIN MUNICIPAL,HALIFAX,0
10/08/2013 HICKORY PRIMARY,HALIFAX,0
10/08/2013 MA MUNICIPAL PRIMARY,HALIFAX,0
10/08/2013 MONROE MUNICIPAL ELECTION,HALIFAX,0
10/08/2013 MORGANTON MUNICIPAL/HICKORY MUNICIPAL PRIMARY,HALIFAX,0
10/08/2013 MUNICIPAL,HALIFAX,0
10/08/2013 MUNICIPAL ELECTIONS,HALIFAX,0
10/08/2013 MUNICIPAL GENERAL,HALIFAX,0
10/08/2013 MUNICIPAL PRIMARY,HALIFAX,0
10/08/2013 MUNICIPAL/PRIMARY,HALIFAX,0
10/08/2013 RALEIGH CARY SCHOOL,HALIFAX,0
10/08/2013 ROCKY MUNICIPAL ELECTIONS,HALIFAX,0
10/08/2013 SECOND PRIMARY,HALIFAX,0
10/08/2013 SHARPSBURG MUNICIPAL,HALIFAX,0
10/08/2013 SHELBY/KT MUNICIPAL,HALIFAX,0
10/10/2017 ATLANTIC BEACH MUNICIPAL,HALIFAX,0
10/10/2017 BURLINGTON PRIMARY,HALIFAX,0
10/10/2017 CITY OF HENDERSON MUNICIPAL ELECTION,HALIFAX,0
10/10/2017 DH MUNICIPAL,HALIFAX,0
10/10/2017 ERWIN MUNICIPAL,HALIFAX,0
10/10/2017 HICKORY MUNICIPAL PRIMARY,HALIFAX,0
10/10/2017 HICKORY PRIMARY,HALIFAX,0
10/10/2017 MUNICIPAL,HALIFAX,0
10/10/2017 MUNICIPAL AND SECOND PRIMARY,HALIFAX,0
10/10/2017 MUNICIPAL GENERAL,HALIFAX,0
10/10/2017 MUNICIPAL PRIMARY,HALIFAX,0
10/10/2017 ROCKY MOUNT MUNICIPAL,HALIFAX,0
10/10/2017 SP NON PARTISAN PRIMARY,HALIFAX,0
10/11/2011 ATLANTIC BEACH MUNICIPAL,HALIFAX,0
10/11/2011 CARY MUNICIPAL,HALIFAX,0
10/11/2011 CITY OF DURHAM,HALIFAX,0
10/11/2011 MA MUNICIPAL PRIMARY,HALIFAX,0
10/11/2011 MONROE MUNICIPAL ELECTION,HALIFAX,0
10/11/2011 MORGANTON MUNICIPAL,HALIFAX,0
10/11/2011 MUNICIPAL,HALIFAX,0
10/11/2011 MUNICIPAL ELECTION,HALIFAX,0
10/11/2011 MUNICIPAL GENERAL,HALIFAX,0
10/11/2011 MUNICIPAL PRIMARY,HALIFAX,0
10/11/2011 MUNICIPAL /PRIMARY,HALIFAX,0
10/11/2011 RALEIGH CARY SCHOOL,HALIFAX,0
10/11/2011 RAMSEUR PRIMARY,HALIFAX,0
10/11/2011 REIDSVILLE ELECTION,HALIFAX,0
10/11/2011SHARPSBURG MUNICIPAL,HALIFAX,0
10/11/2011 SHELBY/KT MUNICIPAL,HALIFAX,0
11/02/2010 GENERAL,HALIFAX,14484
11/03/2009 GENERAL,HALIFAX,0
11/03/2009 GENERAL MUNICIPAL ELECTION,HALIFAX,0
11/03/2009 MUNI AND SANI DIST,HALIFAX,0
11/03/2009 MUNICIPAL,HALIFAX,0
11/03/2009   MUNICIPAL,HALIFAX,0
11/03/2009 MUNICIPAL AND BOARD OF EDUCATION,HALIFAX,0
11/03/2009 MUNICIPAL AND SCHOOL,HALIFAX,0
11/03/2009 MUNICIPAL ELECTION,HALIFAX,5331
11/03/2009 MUNICIPAL ELECTIONS,HALIFAX,0
11/03/2009 MUNICIPAL GENERAL,HALIFAX,0
11/03/2009 MUNICIPAL GENERAL/CITY OF MONROE RUN-OFF,HALIFAX,0
11/03/2009 MUNICIPAL ROB/LS,HALIFAX,0
11/03/2009 MUNICIPAL RUN-OFF,HALIFAX,0
11/03/2009 MUNICIPALS,HALIFAX,0
11/03/2009 MUNICPAL,HALIFAX,0
11/03/2009 RUNOFF/KITTRELL/MIDDLEBURG,HALIFAX,0
11/03/2015 ANGIER COATS AND LILLINGTON MUNICIPAL,HALIFAX,0
11/03/2015 GENERAL,HALIFAX,0
11/03/2015 GENERAL MUNICIPAL,HALIFAX,0
11/03/2015 MUNCPAL GENERAL,HALIFAX,0
11/03/2015 MUNI AND SANI DISTRICT,HALIFAX,0
11/03/2015 MUNICIPAL,HALIFAX,0
11/03/2015 MUNICIPAL AND BOARD OF EDUCATION,HALIFAX,0
11/03/2015 MUNICIPAL AND SCHOOL,HALIFAX,0
11/03/2015 MUNICIPAL ELECTION,HALIFAX,2229
11/03/2015 MUNICIPAL ELECTIONS,HALIFAX,0
11/03/2015 MUNICIPAL GENERAL,HALIFAX,0
11/03/2015 MUNICIPAL  GENERAL,HALIFAX,0
11/03/2015 MUNICIPAL GENERAL/CITY OF MONROE RUNOFF,HALIFAX,0
11/03/2015 MUNICIPAL LS/ TFD,HALIFAX,0
11/03/2015 MUNICIPAL RUNNOFF/KITT/MIDD,HALIFAX,0
11/03/2015 MUNICIPALS,HALIFAX,0
11/03/2015 MUNICIPAL/SCHOOL BD,HALIFAX,0
11/04/2014 GENERAL,HALIFAX,17420
11/05/13 MUNICIPAL RUNOFF/KITTRELL/MIDDLEBURG,HALIFAX,0
11/05/2013 ANGIER COATS AND LILLINGTON MUNICIPAL,HALIFAX,0
11/05/2013 GENERAL,HALIFAX,0
11/05/2013 GENERAL MUNICIPAL,HALIFAX,0
11/05/2013 MUNI,HALIFAX,0
11/05/2013 MUNI AND SANI DISTRICT,HALIFAX,0
11/05/2013 MUNICIPAL,HALIFAX,0
11/05/2013 MUNICIPAL AND BOARD OF EDUCATION,HALIFAX,0
11/05/2013 MUNICIPAL AND SCHOOL,HALIFAX,0
11/05/2013 MUNICIPAL ELECTION,HALIFAX,3228
11/05/2013 MUNICIPAL ELECTIONS,HALIFAX,0
11/05/2013 MUNICIPAL GENERAL,HALIFAX,0
11/05/2013 MUNICIPAL GENERAL/CITY OF MONROE,HALIFAX,0
11/05/2013 MUNICIPAL/SCHOOL BD,HALIFAX,0
11/05/2013 MUNIPAL GENERAL,HALIFAX,0
11/05/2013TOWN ROB/LS/TFD,HALIFAX,0
