year,geo_description,subtype,quintile,perc,type,se
2010,"Forsyth County, NC",1,1,0.1527083705157951,rac1p,0.01176601643318947
2010,"Forsyth County, NC",1,2,0.18909512761020883,rac1p,0.015559623170232977
2010,"Forsyth County, NC",1,3,0.20049527039086204,rac1p,0.014932967394110827
2010,"Forsyth County, NC",1,4,0.21548723897911834,rac1p,0.013567657859878544
2010,"Forsyth County, NC",1,5,0.2422139925040157,rac1p,0.01191437361653706
2010,"Forsyth County, NC",2,1,0.2624248728617661,rac1p,0.025110220719548403
2010,"Forsyth County, NC",2,2,0.23572584373555247,rac1p,0.023083529049105628
2010,"Forsyth County, NC",2,3,0.19848012020342118,rac1p,0.025641583567134935
2010,"Forsyth County, NC",2,4,0.2074375866851595,rac1p,0.028301669083146668
2010,"Forsyth County, NC",2,5,0.09593157651410078,rac1p,0.021728618729175597
2010,"Forsyth County, NC",3,1,0.2575643372456121,rac1p,0.06443803744947732
2010,"Forsyth County, NC",3,2,0.30052761925271887,rac1p,0.0603551526421814
2010,"Forsyth County, NC",3,3,0.1840206740605147,rac1p,0.0486347713919086
2010,"Forsyth County, NC",3,4,0.19037364057284376,rac1p,0.050517137932717344
2010,"Forsyth County, NC",3,5,0.06751372886831054,rac1p,0.024534186720567504
2010,"Forsyth County, NC",4,1,0.2038261691072272,rac1p,0.06624044099950632
2010,"Forsyth County, NC",4,2,0.12706660368445913,rac1p,0.046836905356018456
2010,"Forsyth County, NC",4,3,0.17194142654700048,rac1p,0.06760402605594554
2010,"Forsyth County, NC",4,4,0.2312234293811998,rac1p,0.07625193372746698
2010,"Forsyth County, NC",4,5,0.2659423712801134,rac1p,0.08413940291841421
2011,"Forsyth County, NC",1,1,0.12297636665321315,rac1p,0.009051249029446182
2011,"Forsyth County, NC",1,2,0.1833826628996816,rac1p,0.01494290537723006
2011,"Forsyth County, NC",1,3,0.1936521817121844,rac1p,0.013982306527300974
2011,"Forsyth County, NC",1,4,0.231725637920983,rac1p,0.013816753016973028
2011,"Forsyth County, NC",1,5,0.26826315081393787,rac1p,0.013625854804331433
2011,"Forsyth County, NC",2,1,0.37649391419287326,rac1p,0.026510744036779152
2011,"Forsyth County, NC",2,2,0.2652695929944374,rac1p,0.02591239906159516
2011,"Forsyth County, NC",2,3,0.1654182959740045,rac1p,0.024107816576705285
2011,"Forsyth County, NC",2,4,0.10497328853885554,rac1p,0.016124547192871486
2011,"Forsyth County, NC",2,5,0.08784490829982927,rac1p,0.017149255628209056
2011,"Forsyth County, NC",3,1,0.16065073716319267,rac1p,0.04759457654372248
2011,"Forsyth County, NC",3,2,0.44504321301474326,rac1p,0.0790063812213795
2011,"Forsyth County, NC",3,3,0.2635485510930351,rac1p,0.06287612367033568
2011,"Forsyth County, NC",3,4,0.08764616166751397,rac1p,0.02981050141465394
2011,"Forsyth County, NC",3,5,0.043111337061514994,rac1p,0.020826357160548377
2011,"Forsyth County, NC",4,1,0.15977265550994632,rac1p,0.06181511069951392
2011,"Forsyth County, NC",4,2,0.13009156930849383,rac1p,0.06239177155000333
2011,"Forsyth County, NC",4,3,0.19892642879696873,rac1p,0.06561639575972505
2011,"Forsyth County, NC",4,4,0.19261130407325544,rac1p,0.07327227701856705
2011,"Forsyth County, NC",4,5,0.31859804231133565,rac1p,0.09104086782716991
2012,"Forsyth County, NC",1,1,0.14970416194186528,rac1p,0.012403430360551833
2012,"Forsyth County, NC",1,2,0.17770492539491856,rac1p,0.015081630277253465
2012,"Forsyth County, NC",1,3,0.19889074762262965,rac1p,0.015489382793749453
2012,"Forsyth County, NC",1,4,0.19852024834678733,rac1p,0.013902251117454521
2012,"Forsyth County, NC",1,5,0.2751799166937992,rac1p,0.014237235009336194
2012,"Forsyth County, NC",2,1,0.3749142308220118,rac1p,0.027857110200548988
2012,"Forsyth County, NC",2,2,0.21026485522162755,rac1p,0.028735096029449885
2012,"Forsyth County, NC",2,3,0.1754905996980925,rac1p,0.022730873755618074
2012,"Forsyth County, NC",2,4,0.13569370111156856,rac1p,0.02050491351632853
2012,"Forsyth County, NC",2,5,0.1036366131466996,rac1p,0.02056415817220294
2012,"Forsyth County, NC",3,1,0.35823737419530327,rac1p,0.07200109063852722
2012,"Forsyth County, NC",3,2,0.33130836884577025,rac1p,0.05972191669458968
2012,"Forsyth County, NC",3,3,0.18823102729168556,rac1p,0.053275365576966806
2012,"Forsyth County, NC",3,4,0.07362408196572671,rac1p,0.031972826610459554
2012,"Forsyth County, NC",3,5,0.04859914770151419,rac1p,0.020745779580556362
2012,"Forsyth County, NC",4,1,0.2642010625255415,rac1p,0.09913846991536264
2012,"Forsyth County, NC",4,2,0.3077237433592154,rac1p,0.10876571748482614
2012,"Forsyth County, NC",4,3,0.09521863506334287,rac1p,0.05208510463515648
2012,"Forsyth County, NC",4,4,0.12055578259092767,rac1p,0.04830069717368145
2012,"Forsyth County, NC",4,5,0.21230077646097262,rac1p,0.06861292413969441
2013,"Forsyth County, NC",1,1,0.1630060508808879,rac1p,0.011062050279335954
2013,"Forsyth County, NC",1,2,0.15539509020604197,rac1p,0.01368387812561445
2013,"Forsyth County, NC",1,3,0.18593922374887173,rac1p,0.016526133045827594
2013,"Forsyth County, NC",1,4,0.23797902807029273,rac1p,0.017221897957474218
2013,"Forsyth County, NC",1,5,0.25768060709390567,rac1p,0.013366848673473729
2013,"Forsyth County, NC",2,1,0.3171535423804169,rac1p,0.03111965979816674
2013,"Forsyth County, NC",2,2,0.31757198524988883,rac1p,0.03135847242095231
2013,"Forsyth County, NC",2,3,0.15529460993278763,rac1p,0.025956149693677173
2013,"Forsyth County, NC",2,4,0.12270837147265737,rac1p,0.02351331250775087
2013,"Forsyth County, NC",2,5,0.08727149096424928,rac1p,0.017064576563307152
2013,"Forsyth County, NC",3,1,0.2834930392334117,rac1p,0.060832088896390156
2013,"Forsyth County, NC",3,2,0.32290725004519977,rac1p,0.044824265148175266
2013,"Forsyth County, NC",3,3,0.13804013740734045,rac1p,0.0486253311586055
2013,"Forsyth County, NC",3,4,0.140842523955885,rac1p,0.049241701228497615
2013,"Forsyth County, NC",3,5,0.11471704935816308,rac1p,0.04254115036490247
2013,"Forsyth County, NC",4,1,0.12955465587044535,rac1p,0.055658142268968896
2013,"Forsyth County, NC",4,2,0.18421052631578946,rac1p,0.08305875581821623
2013,"Forsyth County, NC",4,3,0.21052631578947367,rac1p,0.08171633092995037
2013,"Forsyth County, NC",4,4,0.1771255060728745,rac1p,0.050766291557299455
2013,"Forsyth County, NC",4,5,0.298582995951417,rac1p,0.08642287963213663
2014,"Forsyth County, NC",1,1,0.15896952227544403,rac1p,0.013007510537522167
2014,"Forsyth County, NC",1,2,0.17266118434996397,rac1p,0.01224090559007307
2014,"Forsyth County, NC",1,3,0.20992115637319317,rac1p,0.01347557023846636
2014,"Forsyth County, NC",1,4,0.2211966427875037,rac1p,0.014542475429984344
2014,"Forsyth County, NC",1,5,0.23725149421389513,rac1p,0.014365574655263441
2014,"Forsyth County, NC",2,1,0.319128180830012,rac1p,0.03138239709502132
2014,"Forsyth County, NC",2,2,0.23947155717829371,rac1p,0.031767356618865934
2014,"Forsyth County, NC",2,3,0.1912539368432788,rac1p,0.02688557157307206
2014,"Forsyth County, NC",2,4,0.15084032442375764,rac1p,0.027511886436181965
2014,"Forsyth County, NC",2,5,0.09930600072465788,rac1p,0.019554303643590613
2014,"Forsyth County, NC",3,1,0.3552032075815564,rac1p,0.07485435292163678
2014,"Forsyth County, NC",3,2,0.2244395844723893,rac1p,0.0634550096588891
2014,"Forsyth County, NC",3,3,0.23227628941133588,rac1p,0.05579038447118464
2014,"Forsyth County, NC",3,4,0.13167486786950974,rac1p,0.04392241008569966
2014,"Forsyth County, NC",3,5,0.05640605066520867,rac1p,0.02411293595979182
2014,"Forsyth County, NC",4,1,0.24136546184738955,rac1p,0.08674403325615822
2014,"Forsyth County, NC",4,2,0.06566265060240964,rac1p,0.04586388905624075
2014,"Forsyth County, NC",4,3,0.26907630522088355,rac1p,0.0905392849486343
2014,"Forsyth County, NC",4,4,0.25502008032128515,rac1p,0.08288328993950056
2014,"Forsyth County, NC",4,5,0.16887550200803214,rac1p,0.06322403646406534
2015,"Forsyth County, NC",1,1,0.15934241035615776,rac1p,0.010884448805236589
2015,"Forsyth County, NC",1,2,0.17299091198804384,rac1p,0.013499466688737185
2015,"Forsyth County, NC",1,3,0.2113429817910087,rac1p,0.01610346130455887
2015,"Forsyth County, NC",1,4,0.22093649380762426,rac1p,0.015922649337716737
2015,"Forsyth County, NC",1,5,0.23538720205716546,rac1p,0.012525550016041286
2015,"Forsyth County, NC",2,1,0.2915181365479333,rac1p,0.026941585745660575
2015,"Forsyth County, NC",2,2,0.26259217937903073,rac1p,0.03035096737240154
2015,"Forsyth County, NC",2,3,0.15771857737625514,rac1p,0.026590979442415848
2015,"Forsyth County, NC",2,4,0.19845437971101254,rac1p,0.026039758718368767
2015,"Forsyth County, NC",2,5,0.08971672698576832,rac1p,0.018752105844532324
2015,"Forsyth County, NC",3,1,0.3224796493425172,rac1p,0.05968366087791419
2015,"Forsyth County, NC",3,2,0.2910814920833706,rac1p,0.05985974220344923
2015,"Forsyth County, NC",3,3,0.2185347526612398,rac1p,0.05545757905822977
2015,"Forsyth County, NC",3,4,0.08417568655514805,rac1p,0.029378017929504664
2015,"Forsyth County, NC",3,5,0.0837284193577243,rac1p,0.03185307313408608
2015,"Forsyth County, NC",4,1,0.23081328751431845,rac1p,0.06879988630019399
2015,"Forsyth County, NC",4,2,0.22508591065292097,rac1p,0.07653482894064431
2015,"Forsyth County, NC",4,3,0.20408552882779687,rac1p,0.06608710372845783
2015,"Forsyth County, NC",4,4,0.20198549064528445,rac1p,0.08078219841528972
2015,"Forsyth County, NC",4,5,0.13802978235967928,rac1p,0.054860458405495846
2016,"Forsyth County, NC",1,1,0.15752342617239065,rac1p,0.012736193888741941
2016,"Forsyth County, NC",1,2,0.17762773485684608,rac1p,0.015218717434601764
2016,"Forsyth County, NC",1,3,0.1970828193641931,rac1p,0.014508239768712359
2016,"Forsyth County, NC",1,4,0.22124477915557575,rac1p,0.012956193240515314
2016,"Forsyth County, NC",1,5,0.24652124045099438,rac1p,0.011565150692741444
2016,"Forsyth County, NC",2,1,0.3922302704755704,rac1p,0.031013499616013115
2016,"Forsyth County, NC",2,2,0.23691706681858876,rac1p,0.029376539684297525
2016,"Forsyth County, NC",2,3,0.17736903502346654,rac1p,0.02728492388994087
2016,"Forsyth County, NC",2,4,0.13279618024470308,rac1p,0.02493816568693508
2016,"Forsyth County, NC",2,5,0.06068744743767125,rac1p,0.0140575983369435
2016,"Forsyth County, NC",3,1,0.24082549002676798,rac1p,0.05292927028186689
2016,"Forsyth County, NC",3,2,0.24462481650980053,rac1p,0.052071264423476496
2016,"Forsyth County, NC",3,3,0.22649166738623608,rac1p,0.06189076035108562
2016,"Forsyth County, NC",3,4,0.1611259822122442,rac1p,0.04780223466594293
2016,"Forsyth County, NC",3,5,0.12693204386495122,rac1p,0.04882700179906079
2016,"Forsyth County, NC",4,1,0.22620380739081747,rac1p,0.08310831868716428
2016,"Forsyth County, NC",4,2,0.1612541993281075,rac1p,0.07447332007875035
2016,"Forsyth County, NC",4,3,0.14781634938409854,rac1p,0.06762412108725037
2016,"Forsyth County, NC",4,4,0.13307204180664428,rac1p,0.05433525737300476
2016,"Forsyth County, NC",4,5,0.33165360209033223,rac1p,0.09183591848585637
2017,"Durham County, NC",1,1,0.09536262784422161,rac1p,0.011637822342940515
2017,"Durham County, NC",1,2,0.11396875104107672,rac1p,0.012219953937844488
2017,"Durham County, NC",1,3,0.20661625079121831,rac1p,0.017549609134296314
2017,"Durham County, NC",1,4,0.2402138788020122,rac1p,0.02018994652376551
2017,"Durham County, NC",1,5,0.34383849152147117,rac1p,0.01817565657050072
2017,"Durham County, NC",2,1,0.26059746328437916,rac1p,0.029822552615281526
2017,"Durham County, NC",2,2,0.30430156875834447,rac1p,0.028755563034202063
2017,"Durham County, NC",2,3,0.126293391188251,rac1p,0.01822169494190315
2017,"Durham County, NC",2,4,0.15739736315086783,rac1p,0.023791069444135983
2017,"Durham County, NC",2,5,0.15141021361815754,rac1p,0.022556780694727455
2017,"Durham County, NC",3,1,0.2268041237113402,rac1p,0.05386274932459865
2017,"Durham County, NC",3,2,0.29661266568483063,rac1p,0.06658145141056285
2017,"Durham County, NC",3,3,0.18321060382916052,rac1p,0.05456625315892696
2017,"Durham County, NC",3,4,0.16121747668139422,rac1p,0.06216160934235629
2017,"Durham County, NC",3,5,0.13215513009327443,rac1p,0.05144082870576007
2017,"Durham County, NC",4,1,0.2686510926902788,rac1p,0.05267334349875763
2017,"Durham County, NC",4,2,0.1328811856317508,rac1p,0.04689133943030119
2017,"Durham County, NC",4,3,0.11492087415222306,rac1p,0.04646099575086288
2017,"Durham County, NC",4,4,0.19103240391861342,rac1p,0.06777366310827623
2017,"Durham County, NC",4,5,0.2925144436071339,rac1p,0.07106510304741984
2017,"Forsyth County, NC",1,1,0.17532432167481782,rac1p,0.011856486054916866
2017,"Forsyth County, NC",1,2,0.17658784188569498,rac1p,0.012355662126720953
2017,"Forsyth County, NC",1,3,0.16763427625344474,rac1p,0.014160977098237012
2017,"Forsyth County, NC",1,4,0.22160619560599953,rac1p,0.013023677803646775
2017,"Forsyth County, NC",1,5,0.2588473645800429,rac1p,0.01464569027625785
2017,"Forsyth County, NC",2,1,0.31499775482712167,rac1p,0.02809435491712359
2017,"Forsyth County, NC",2,2,0.3052873821284239,rac1p,0.031098189131574965
2017,"Forsyth County, NC",2,3,0.19162550516389762,rac1p,0.027559726998470372
2017,"Forsyth County, NC",2,4,0.1315671306690615,rac1p,0.023001206459530753
2017,"Forsyth County, NC",2,5,0.05652222721149529,rac1p,0.014850603655466216
2017,"Forsyth County, NC",3,1,0.3047274443483049,rac1p,0.05792380325148917
2017,"Forsyth County, NC",3,2,0.32392039644458426,rac1p,0.058807705619145244
2017,"Forsyth County, NC",3,3,0.15346495713049635,rac1p,0.04650968510980582
2017,"Forsyth County, NC",3,4,0.13128293872414065,rac1p,0.044089262571299394
2017,"Forsyth County, NC",3,5,0.08660426335247384,rac1p,0.028736093660704225
2017,"Forsyth County, NC",4,1,0.2584988962472406,rac1p,0.07708044358820351
2017,"Forsyth County, NC",4,2,0.18101545253863136,rac1p,0.0628922330674272
2017,"Forsyth County, NC",4,3,0.21169977924944813,rac1p,0.09371473555738055
2017,"Forsyth County, NC",4,4,0.15055187637969095,rac1p,0.047328976000194485
2017,"Forsyth County, NC",4,5,0.19823399558498897,rac1p,0.06768382118564142
2017,"Guilford County, NC",1,1,0.14098151359091812,rac1p,0.012168412153579554
2017,"Guilford County, NC",1,2,0.19625958610456942,rac1p,0.014203907330155738
2017,"Guilford County, NC",1,3,0.20543809252693598,rac1p,0.016728401581924335
2017,"Guilford County, NC",1,4,0.19664777481604168,rac1p,0.012654016154850919
2017,"Guilford County, NC",1,5,0.2606730329615348,rac1p,0.01287894261532593
2017,"Guilford County, NC",2,1,0.31046238425037237,rac1p,0.024513676610192034
2017,"Guilford County, NC",2,2,0.24740859042675717,rac1p,0.022554088862889905
2017,"Guilford County, NC",2,3,0.1925398117292956,rac1p,0.02049954299001545
2017,"Guilford County, NC",2,4,0.17782828360386368,rac1p,0.02076754251586056
2017,"Guilford County, NC",2,5,0.07176092998971115,rac1p,0.01124538758708259
2017,"Guilford County, NC",3,1,0.24529557118418552,rac1p,0.050570873580667246
2017,"Guilford County, NC",3,2,0.27010074130393463,rac1p,0.05508205176767366
2017,"Guilford County, NC",3,3,0.18798707470062725,rac1p,0.049604388023294865
2017,"Guilford County, NC",3,4,0.22286637521383768,rac1p,0.0530703439255874
2017,"Guilford County, NC",3,5,0.07375023759741493,rac1p,0.029997924948605106
2017,"Guilford County, NC",4,1,0.14439192092823377,rac1p,0.04215441620765247
2017,"Guilford County, NC",4,2,0.32513966480446926,rac1p,0.0698439630432552
2017,"Guilford County, NC",4,3,0.12402234636871508,rac1p,0.03186833152959515
2017,"Guilford County, NC",4,4,0.22303394929093254,rac1p,0.05032572279805875
2017,"Guilford County, NC",4,5,0.18341211860764933,rac1p,0.03692164229805573
2006,"Forsyth County, NC",1,1,0.19072277294693252,total,0.011779019157057168
2006,"Forsyth County, NC",1,2,0.17681895728898142,total,0.011688516833084526
2006,"Forsyth County, NC",1,3,0.22837580886387038,total,0.013541102349553307
2006,"Forsyth County, NC",1,4,0.18125314714746313,total,0.011466036110368933
2006,"Forsyth County, NC",1,5,0.22282931375275258,total,0.0120059304390008
2007,"Forsyth County, NC",1,1,0.18555514570269274,total,0.013357773030427516
2007,"Forsyth County, NC",1,2,0.20618959793434158,total,0.017774466703551286
2007,"Forsyth County, NC",1,3,0.17911471781630395,total,0.015626746553799517
2007,"Forsyth County, NC",1,4,0.19544817410549611,total,0.010432956622669881
2007,"Forsyth County, NC",1,5,0.23369236444116562,total,0.011537414924295473
2008,"Forsyth County, NC",1,1,0.176657824933687,total,0.01257379832014006
2008,"Forsyth County, NC",1,2,0.21390362511052166,total,0.01276812448061647
2008,"Forsyth County, NC",1,3,0.2019378131447097,total,0.013427482020559652
2008,"Forsyth County, NC",1,4,0.19317712938402593,total,0.011938895757398866
2008,"Forsyth County, NC",1,5,0.2143236074270557,total,0.011388056383288282
2009,"Forsyth County, NC",1,1,0.18865278672104172,total,0.011999847253121955
2009,"Forsyth County, NC",1,2,0.19978536166559346,total,0.013223951057245805
2009,"Forsyth County, NC",1,3,0.22389640123059312,total,0.018762609791959692
2009,"Forsyth County, NC",1,4,0.18159118551906703,total,0.01870495304993999
2009,"Forsyth County, NC",1,5,0.20607426486370467,total,0.012036272440507511
2010,"Forsyth County, NC",1,1,0.18890671157014596,total,0.010625830562292013
2010,"Forsyth County, NC",1,2,0.20641326201035007,total,0.012933595040950253
2010,"Forsyth County, NC",1,3,0.19800111774824536,total,0.012504571450216308
2010,"Forsyth County, NC",1,4,0.21225603692924072,total,0.012064513661143432
2010,"Forsyth County, NC",1,5,0.1944228717420179,total,0.008941171335099361
2011,"Forsyth County, NC",1,1,0.192958010858265,total,0.009922690290931445
2011,"Forsyth County, NC",1,2,0.22221179392399215,total,0.013298744204843243
2011,"Forsyth County, NC",1,3,0.19133360286473375,total,0.012327604031730563
2011,"Forsyth County, NC",1,4,0.1873700473605175,total,0.01088319205788105
2011,"Forsyth County, NC",1,5,0.2061265449924916,total,0.01041997577044017
2012,"Forsyth County, NC",1,1,0.227947987300869,total,0.011581219821167612
2012,"Forsyth County, NC",1,2,0.20257093765688305,total,0.012432555360654065
2012,"Forsyth County, NC",1,3,0.18844350795816922,total,0.012276878271471685
2012,"Forsyth County, NC",1,4,0.16989683723758547,total,0.009176853728617292
2012,"Forsyth County, NC",1,5,0.21114072984649324,total,0.011045448476469025
2013,"Forsyth County, NC",1,1,0.2126232603678579,total,0.01240380201387172
2013,"Forsyth County, NC",1,2,0.21251835792712778,total,0.012470950882324194
2013,"Forsyth County, NC",1,3,0.17471851178404085,total,0.01315666456494932
2013,"Forsyth County, NC",1,4,0.19795789915378698,total,0.013751598066999758
2013,"Forsyth County, NC",1,5,0.20218197076718653,total,0.009969625814275606
2014,"Forsyth County, NC",1,1,0.21581154196050534,total,0.014845394710555031
2014,"Forsyth County, NC",1,2,0.18929937002811276,total,0.013681051067462865
2014,"Forsyth County, NC",1,3,0.20903301709337402,total,0.01280209870716958
2014,"Forsyth County, NC",1,4,0.19836248349829338,total,0.01427505058311009
2014,"Forsyth County, NC",1,5,0.1874935874197145,total,0.011853666029905077
2015,"Forsyth County, NC",1,1,0.20828217667256269,total,0.012675841870647447
2015,"Forsyth County, NC",1,2,0.2068810044046752,total,0.013184529964281953
2015,"Forsyth County, NC",1,3,0.19796760656192558,total,0.012624783394010745
2015,"Forsyth County, NC",1,4,0.2039121839558839,total,0.013518677055312822
2015,"Forsyth County, NC",1,5,0.18295702840495265,total,0.010105850694408244
2016,"Forsyth County, NC",1,1,0.2258066722291373,total,0.011981028325456283
2016,"Forsyth County, NC",1,2,0.1972807725451039,total,0.013249649383664566
2016,"Forsyth County, NC",1,3,0.1926370214337496,total,0.015183549347908729
2016,"Forsyth County, NC",1,4,0.1909546020325815,total,0.010975594634980174
2016,"Forsyth County, NC",1,5,0.19332093175942772,total,0.0090909800057461
2017,"Durham County, NC",1,1,0.17972200417073037,total,0.01435218821845093
2017,"Durham County, NC",1,2,0.20225663471221167,total,0.01290438936099227
2017,"Durham County, NC",1,3,0.16840711402903652,total,0.012570807761687864
2017,"Durham County, NC",1,4,0.19925148869700357,total,0.014840654307619078
2017,"Durham County, NC",1,5,0.25036275839101785,total,0.013064649559728858
2017,"Forsyth County, NC",1,1,0.22369748828465186,total,0.01138569984641443
2017,"Forsyth County, NC",1,2,0.2213682420757247,total,0.013996024924615214
2017,"Forsyth County, NC",1,3,0.1736774443261774,total,0.014077706223577737
2017,"Forsyth County, NC",1,4,0.18927026167733374,total,0.011040362478694403
2017,"Forsyth County, NC",1,5,0.1919865636361123,total,0.010586426840148216
2017,"Guilford County, NC",1,1,0.20089173667193244,total,0.011094290968318868
2017,"Guilford County, NC",1,2,0.22385444810259894,total,0.013214946703011075
2017,"Guilford County, NC",1,3,0.19573915225960759,total,0.010926442312701401
2017,"Guilford County, NC",1,4,0.1934852041594693,total,0.011416714235125832
2017,"Guilford County, NC",1,5,0.18602945880639177,total,0.008055900801175912
2006,North Carolina,24,1,0.43170064992660445,agep,0.013557641492486656
2006,North Carolina,24,2,0.27994564061600385,agep,0.01359650482289691
2006,North Carolina,24,3,0.17900213184225405,agep,0.011523410985549078
2006,North Carolina,24,4,0.08634739173509137,agep,0.008111249183069696
2006,North Carolina,24,5,0.02300418588004627,agep,0.003900731573848747
2006,North Carolina,44,1,0.15077688312572113,agep,0.003944881505248561
2006,North Carolina,44,2,0.19541711648452265,agep,0.0045766222287297
2006,North Carolina,44,3,0.2196461879676688,agep,0.007372039856914721
2006,North Carolina,44,4,0.23016187256209034,agep,0.0075774421772830825
2006,North Carolina,44,5,0.2039979398599971,agep,0.003993737692386993
2006,North Carolina,64,1,0.159171918855132,agep,0.004224106302569597
2006,North Carolina,64,2,0.1627117077922328,agep,0.004073776127919586
2006,North Carolina,64,3,0.193956101073025,agep,0.005644199632075125
2006,North Carolina,64,4,0.21380186576214805,agep,0.005716789532765227
2006,North Carolina,64,5,0.2703584065174622,agep,0.0035682036550185653
2006,North Carolina,150,1,0.32853722399219715,agep,0.005729143632500022
2006,North Carolina,150,2,0.244615019245677,agep,0.005968682161144925
2006,North Carolina,150,3,0.1938025484652002,agep,0.004713731510608002
2006,North Carolina,150,4,0.12788778508172505,agep,0.003518705482177385
2006,North Carolina,150,5,0.10515742321520058,agep,0.003168322834303069
2007,North Carolina,24,1,0.42021940893285586,agep,0.014028941242021295
2007,North Carolina,24,2,0.27082027019323945,agep,0.02267288236557695
2007,North Carolina,24,3,0.18981930114575615,agep,0.017970414414247616
2007,North Carolina,24,4,0.08773766278183995,agep,0.008572524950736573
2007,North Carolina,24,5,0.03140335694630855,agep,0.00478757952077866
2007,North Carolina,44,1,0.14099737413120222,agep,0.0032313025797021363
2007,North Carolina,44,2,0.19600305528004833,agep,0.017912711905101845
2007,North Carolina,44,3,0.21929994565857625,agep,0.014899060834485577
2007,North Carolina,44,4,0.24190977803618455,agep,0.007124001968306935
2007,North Carolina,44,5,0.20178984689398863,agep,0.0033104088012061465
2007,North Carolina,64,1,0.15876728507860235,agep,0.0027104354219275443
2007,North Carolina,64,2,0.16514837473324862,agep,0.007600015108810701
2007,North Carolina,64,3,0.19427654180993761,agep,0.006442188780911149
2007,North Carolina,64,4,0.21360157197257276,agep,0.006384127303778168
2007,North Carolina,64,5,0.2682062264056386,agep,0.0035727400317661514
2007,North Carolina,150,1,0.33193091167476474,agep,0.005565930175176666
2007,North Carolina,150,2,0.25331906459194564,agep,0.005151769486829892
2007,North Carolina,150,3,0.17846858431646687,agep,0.005369117597617762
2007,North Carolina,150,4,0.1288530636080929,agep,0.003937407944504132
2007,North Carolina,150,5,0.10742837580872983,agep,0.002997569045044274
2008,North Carolina,24,1,0.3673132593534804,agep,0.016536048330330802
2008,North Carolina,24,2,0.30447059081538663,agep,0.017977905783831672
2008,North Carolina,24,3,0.19511820693890083,agep,0.011710788302025054
2008,North Carolina,24,4,0.10469209175841046,agep,0.009678832188720477
2008,North Carolina,24,5,0.028405851133821658,agep,0.004948868977867909
2008,North Carolina,44,1,0.1513475702588158,agep,0.005300363911896973
2008,North Carolina,44,2,0.1995817949897693,agep,0.00648763353566086
2008,North Carolina,44,3,0.21085163447834723,agep,0.0038807977771231662
2008,North Carolina,44,4,0.2329020360374514,agep,0.003662003007308459
2008,North Carolina,44,5,0.20531696423561627,agep,0.003260817987225298
2008,North Carolina,64,1,0.1590260756881003,agep,0.005352911599596044
2008,North Carolina,64,2,0.16647072275451208,agep,0.0046287870252742025
2008,North Carolina,64,3,0.1978852716632853,agep,0.0037776842040611767
2008,North Carolina,64,4,0.21373400687220742,agep,0.0033311795846581705
2008,North Carolina,64,5,0.2628839230218949,agep,0.0032900565031304314
2008,North Carolina,150,1,0.3286890623836532,agep,0.005447663101659075
2008,North Carolina,150,2,0.2368606283182981,agep,0.005823505696916329
2008,North Carolina,150,3,0.18594973397417436,agep,0.004725165743133339
2008,North Carolina,150,4,0.1365589872051904,agep,0.004370318542182053
2008,North Carolina,150,5,0.1119415881186839,agep,0.003478433891764313
2009,North Carolina,24,1,0.414046718069821,agep,0.015071850424174485
2009,North Carolina,24,2,0.29645963145266074,agep,0.013792038954235189
2009,North Carolina,24,3,0.1932455117079694,agep,0.01479648971252687
2009,North Carolina,24,4,0.07849413416033611,agep,0.008901291153320234
2009,North Carolina,24,5,0.017754004609212736,agep,0.0036992361704587026
2009,North Carolina,44,1,0.15699169641739535,agep,0.0038581967920076152
2009,North Carolina,44,2,0.1878477264402258,agep,0.0031551470715584255
2009,North Carolina,44,3,0.22455842341743915,agep,0.010146632652781274
2009,North Carolina,44,4,0.21991554351106465,agep,0.010610293921976348
2009,North Carolina,44,5,0.21068661021387503,agep,0.0031828686769334188
2009,North Carolina,64,1,0.16343437197287697,agep,0.0035204529746690155
2009,North Carolina,64,2,0.16385024101665205,agep,0.0031812326060449434
2009,North Carolina,64,3,0.19316360302596983,agep,0.008580149303688764
2009,North Carolina,64,4,0.2140060657779418,agep,0.008652486119851914
2009,North Carolina,64,5,0.26554571820655937,agep,0.0034035147028617942
2009,North Carolina,150,1,0.2838002419716126,agep,0.005268370824882711
2009,North Carolina,150,2,0.2612528871612867,agep,0.006196943732017238
2009,North Carolina,150,3,0.19548999251551222,agep,0.006492316325313376
2009,North Carolina,150,4,0.14869853073334569,agep,0.00454451193331391
2009,North Carolina,150,5,0.11075834761824284,agep,0.003739931666440598
2010,North Carolina,24,1,0.423626696025116,agep,0.014025452542594307
2010,North Carolina,24,2,0.2638388995420808,agep,0.013445392493350071
2010,North Carolina,24,3,0.20251280903498212,agep,0.012868400991464806
2010,North Carolina,24,4,0.08635134562920037,agep,0.008679946570171924
2010,North Carolina,24,5,0.023670249768620737,agep,0.004863006384496885
2010,North Carolina,44,1,0.1628558776515315,agep,0.0036064242264563715
2010,North Carolina,44,2,0.1910475902461905,agep,0.003458573824731364
2010,North Carolina,44,3,0.21328357886551172,agep,0.005306149339380804
2010,North Carolina,44,4,0.23033222447833412,agep,0.005616560900746761
2010,North Carolina,44,5,0.20248072875843212,agep,0.005198704634964284
2010,North Carolina,64,1,0.16819398537589997,agep,0.0032342296300490797
2010,North Carolina,64,2,0.16811542152312864,agep,0.003013126218050757
2010,North Carolina,64,3,0.18978641855453734,agep,0.004223785228968741
