year,bracket,bucket,status,value,single_max,married_max,hoh_max,single_min,married_min,hoh_min,single_fulltax,married_fulltax,hoh_fulltax,single_fulltax_cum,married_fulltax_cum,hoh_fulltax_cum
2014,0.28,4,NA,NA,186350,226850,206600,89350,148850,127550,27160,21840,22134,18193.75,28925,26300
2014,0.33,5,NA,NA,405100,405100,405100,186350,226850,206600,72187.5,58822.5,65505,45353.75,50765,48434
2014,0.35,6,NA,NA,406750,457600,432200,405100,405100,405100,577.5,18375,9485,117541.25,109587.5,113939
2014,0.4,7,NA,NA,9999999,9999999,9999999,406750,457600,432200,396e10,396e10,396e10,118118.75,127962.5,123424
2013,0.1,1,NA,NA,8925,17850,12750,0,0,0,892.5,1785,1275,0,0,0
2013,0.15,2,NA,NA,36250,72500,48600,8925,17850,12750,4098.75,8197.5,5377.5,892.5,1785,1275
2013,0.25,3,NA,NA,87850,146400,125450,36250,72500,48600,12900,18475,19212.5,4991.25,9982.5,6652.5
2013,0.28,4,NA,NA,183250,223050,203150,87850,146400,125450,26712,21462,21756,17891.25,28457.5,25865
2013,0.33,5,NA,NA,398350,398350,398350,183250,223050,203150,70983,57849,64416,44603.25,49919.5,47621
2013,0.35,6,NA,NA,400000,450000,425000,398350,398350,398350,577.5,18077.5,9327.5,115586.25,107768.5,112037
2013,0.4,7,NA,NA,9999999,9999999,9999999,400000,450000,425000,396e10,396e10,396e10,116163.75,125846,121364.5
2012,0.1,1,NA,NA,8700,17400,12400,0,0,0,870,1740,1240,0,0,0
2012,0.15,2,NA,NA,35350,70700,47350,8700,17400,12400,3997.5,7995,5242.5,870,1740,1240
2012,0.25,3,NA,NA,85650,142700,122300,35350,70700,47350,12575,18e3,18737.5,4867.5,9735,6482.5
2012,0.28,4,NA,NA,178650,217450,198050,85650,142700,122300,26040,20930,21210,17442.5,27735,25220
2012,0.33,5,NA,NA,388350,388350,388350,178650,217450,198050,69201,56397,62799,43482.5,48665,46430
2012,0.35,6,NA,NA,9999999,9999999,9999999,388350,388350,388350,35e11,35e11,35e11,112683.5,105062,109229
2011,0.1,1,NA,NA,8500,17000,12150,0,0,0,850,1700,1215,0,0,0
2011,0.15,2,NA,NA,34500,69000,46250,8500,17000,12150,3900,7800,5115,850,1700,1215
2011,0.25,3,NA,NA,83600,139350,119400,34500,69000,46250,12275,17587.5,18287.5,4750,9500,6330
2011,0.28,4,NA,NA,174400,212300,193350,83600,139350,119400,25424,20426,20706,17025,27087.5,24617.5
2011,0.33,5,NA,NA,379150,379150,379150,174400,212300,193350,67567.5,55060.5,61314,42449,47513.5,45323.5
2011,0.35,6,NA,NA,9999999,9999999,9999999,379150,379150,379150,35e11,35e11,35e11,110016.5,102574,106637.5
2010,0.1,1,NA,NA,8375,16750,11950,0,0,0,837.5,1675,1195,0,0,0
2010,0.15,2,NA,NA,34000,68000,45550,8375,16750,11950,3843.75,7687.5,5040,837.5,1675,1195
2010,0.25,3,NA,NA,82400,137300,117650,34000,68000,45550,12100,17325,18025,4681.25,9362.5,6235
2010,0.28,4,NA,NA,171850,209250,190550,82400,137300,117650,25046,20146,20412,16781.25,26687.5,24260
2010,0.33,5,NA,NA,373650,373650,373650,171850,209250,190550,66594,54252,60423,41827.25,46833.5,44672
2010,0.35,6,NA,NA,9999999,9999999,9999999,373650,373650,373650,35e11,35e11,35e11,108421.25,101085.5,105095
2009,0.1,1,NA,NA,8350,16700,11950,0,0,0,835,1670,1195,0,0,0
2009,0.15,2,NA,NA,33950,67900,45500,8350,16700,11950,3840,7680,5032.5,835,1670,1195
2009,0.25,3,NA,NA,82250,137050,117450,33950,67900,45500,12075,17287.5,17987.5,4675,9350,6227.5
2009,0.28,4,NA,NA,171550,208850,190200,82250,137050,117450,25004,20104,20370,16750,26637.5,24215
2009,0.33,5,NA,NA,372950,372950,372950,171550,208850,190200,66462,54153,60307.5,41754,46741.5,44585
2009,0.35,6,NA,NA,9999999,9999999,9999999,372950,372950,372950,35e11,35e11,35e11,108216,100894.5,104892.5
2008,0.1,1,NA,NA,8025,16050,11450,0,0,0,802.5,1605,1145,0,0,0
2008,0.15,2,NA,NA,32550,65100,43650,8025,16050,11450,3678.75,7357.5,4830,802.5,1605,1145
2008,0.25,3,NA,NA,78850,131450,112650,32550,65100,43650,11575,16587.5,17250,4481.25,8962.5,5975
2008,0.28,4,NA,NA,164550,200300,182400,78850,131450,112650,23996,19278,19530,16056.25,25550,23225
2008,0.33,5,NA,NA,357700,357700,357700,164550,200300,182400,63739.5,51942,57849,40052.25,44828,42755
2008,0.35,6,NA,NA,9999999,9999999,9999999,357700,357700,357700,35e11,35e11,35e11,103791.75,96770,100604
2007,0.1,1,NA,NA,7825,15650,11200,0,0,0,782.5,1565,1120,0,0,0
2007,0.15,2,NA,NA,31850,63700,42650,7825,15650,11200,3603.75,7207.5,4717.5,782.5,1565,1120
2007,0.25,3,NA,NA,77100,128500,110100,31850,63700,42650,11312.5,16200,16862.5,4386.25,8772.5,5837.5
2007,0.28,4,NA,NA,160850,195850,178350,77100,128500,110100,23450,18858,19110,15698.75,24972.5,22700
2007,0.33,5,NA,NA,349700,349700,349700,160850,195850,178350,62320.5,50770.5,56545.5,39148.75,43830.5,41810
2007,0.35,6,NA,NA,9999999,9999999,9999999,349700,349700,349700,35e11,35e11,35e11,101469.25,94601,98355.5
2007,0.1,1,NA,NA,7550,15100,10750,0,0,0,755,1510,1075,0,0,0
2007,0.15,2,NA,NA,30650,61300,41050,7550,15100,10750,3465,6930,4545,755,1510,1075
2007,0.25,3,NA,NA,74200,123700,106000,30650,61300,41050,10887.5,15600,16237.5,4220,8440,5620
2007,0.28,4,NA,NA,154800,188450,171650,74200,123700,10600,22568,18130,45094,15107.5,24040,21857.5
2007,0.33,5,NA,NA,336550,336550,336550,154800,188450,171650,59977.5,48873,54417,37675.5,42170,66951.5
2007,0.35,6,NA,NA,9999999,9999999,9999999,336550,336550,336550,3382207.15,3382207.15,3382207.15,97653,91043,121368.5
