GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - High school graduate (includes equivalency),Margin of Error; Male: - High school graduate (includes equivalency),"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - High school graduate (includes equivalency),Margin of Error; Female: - High school graduate (includes equivalency),"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0400000US37,37,North Carolina,1171804,6197,521680,4637,32193,2620,77060,4697,204013,7082,99784,5736,31897,2815,53818,3996,22915,3027,650124,4132,37316,2900,86753,4655,213762,7067,138545,6279,55527,3915,82758,4335,35463,2736
0500000US05119,05119,"Pulaski County, Arkansas",72763,374,32019,220,1268,464,4617,973,10570,1532,7814,1084,2747,756,3458,1170,1545,635,40744,290,1551,749,5174,1309,11821,1700,11105,1860,3611,1124,5091,1193,2391,690
0500000US22055,22055,"Lafayette Parish, Louisiana",28154,707,13306,125,1176,490,2670,850,6002,1126,1643,692,394,291,1362,732,59,94,14848,679,970,349,3593,979,4253,929,3264,989,678,368,1813,852,277,310
0500000US29095,29095,"Jackson County, Missouri",90328,1463,39124,533,988,375,6889,1346,15448,1949,9423,1512,2407,820,3162,989,807,460,51204,1124,1208,621,7016,1460,18511,1810,13418,1763,3580,870,4734,1281,2737,865
0500000US37067,37067,"Forsyth County, North Carolina",52073,399,22198,259,610,272,2287,948,8254,1304,5921,1254,1016,501,3171,978,939,480,29875,246,963,365,3022,1005,10027,1459,5789,1064,2259,808,5626,1085,2189,702
0500000US37081,37081,"Guilford County, North Carolina",84413,774,37418,518,1360,580,5735,1167,13464,1729,8346,1538,1137,585,5366,1423,2010,705,46995,424,1872,760,5259,1263,14815,1760,9086,1779,2468,877,8964,1539,4531,1271
0500000US51770,51770,"Roanoke city, Virginia",15164,640,6646,400,362,355,1309,600,2995,810,1002,494,566,339,325,308,87,118,8518,454,348,291,1995,733,3389,775,1145,546,518,448,866,465,257,216
