GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0400000US37,37,North Carolina,340744,4623,199911,3398,72537,4916,29576,3347,37663,4376,6116,1465,23944,3373,7121,1711,14463,2187,8491,1925,140833,2703,40744,2786,21565,2535,26324,2653,3924,881,19468,2454,8177,1703,13603,1648,7028,1457
0500000US05119,05119,"Pulaski County, Arkansas",8680,559,3949,441,823,427,518,513,1055,564,146,172,308,248,495,443,483,569,121,166,4731,301,1177,719,736,591,1637,1012,0,269,294,233,0,269,282,228,605,395
0500000US29095,29095,"Jackson County, Missouri",27195,*****,14764,*****,4058,1153,2434,762,2843,922,632,471,2530,798,740,488,876,423,651,427,12431,*****,2641,815,2782,846,3603,909,391,367,1277,490,634,339,789,449,314,218
0500000US37067,37067,"Forsyth County, North Carolina",18839,*****,10887,*****,3271,927,1457,669,2402,821,430,367,908,583,469,480,1343,777,607,493,7952,*****,2440,780,1239,660,1255,631,300,276,1383,481,404,376,405,279,526,362
0500000US37081,37081,"Guilford County, North Carolina",16118,*****,9549,386,2135,916,1479,763,2179,825,204,241,991,573,1011,735,1008,580,542,545,6569,386,857,537,1327,720,2125,811,177,181,661,448,648,491,401,239,373,271
