GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total (dollars):,Margin of Error; Total (dollars):,Estimate; Male -- - Total (dollars),Margin of Error; Male -- - Total (dollars),"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Male -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Male -- - Other (dollars),Margin of Error; Male -- - Other (dollars),Estimate; Female -- - Total (dollars),Margin of Error; Female -- - Total (dollars),"Estimate; Female -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Female -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Female -- - Other (dollars),Margin of Error; Female -- - Other (dollars)
0100000US,,United States,28365,47,33280,94,45485,128,11090,49,23513,54,35549,79,9568,33
0400000US37,37,North Carolina,26084,265,29575,309,40359,419,10360,294,22553,325,32576,384,9045,209
0500000US37001,37001,"Alamance County, North Carolina",25007,1992,29317,4350,38557,2625,9826,2290,21553,1993,31532,1679,6535,928
0500000US37019,37019,"Brunswick County, North Carolina",23914,2487,28607,2764,40650,2792,10448,5719,19148,1661,30851,3022,9345,3204
0500000US37021,37021,"Buncombe County, North Carolina",24160,1624,25880,1976,37781,1965,9394,1074,22037,1874,30716,1388,9500,1088
0500000US37023,37023,"Burke County, North Carolina",21692,2994,23010,2856,34094,2538,11315,1876,19792,3894,27630,1983,7577,2213
0500000US37025,37025,"Cabarrus County, North Carolina",30814,1678,37276,2005,47725,2231,13144,2222,24439,2491,36048,4283,9078,1212
0500000US37027,37027,"Caldwell County, North Carolina",22232,2282,25895,1978,31084,3126,11960,2482,17158,3772,27095,1638,9558,1379
0500000US37035,37035,"Catawba County, North Carolina",26565,1854,28770,1267,37455,3329,11791,2443,22774,1563,32084,2180,11523,1574
0500000US37045,37045,"Cleveland County, North Carolina",23983,1374,27438,2112,32196,3471,10471,4875,21477,1402,29728,2245,10865,2230
0500000US37049,37049,"Craven County, North Carolina",24622,2154,28258,2161,33564,3806,12346,3312,20975,1484,28746,2046,9507,2516
0500000US37051,37051,"Cumberland County, North Carolina",25326,1500,30605,2381,37969,1706,11026,1324,20775,2050,30416,2381,7894,811
0500000US37057,37057,"Davidson County, North Carolina",26480,1477,29717,2469,38608,2724,11920,1979,23174,1835,31851,1636,10905,1330
0500000US37063,37063,"Durham County, North Carolina",27809,1863,28176,2587,45976,3935,9668,2154,27503,2254,39855,1397,8821,1458
0500000US37067,37067,"Forsyth County, North Carolina",27623,1003,30941,1706,42127,2433,10827,1291,24160,1694,35111,1813,8752,1403
0500000US37071,37071,"Gaston County, North Carolina",25758,1433,29442,1907,39612,2696,9668,1104,22250,1772,31245,1596,9611,994
0500000US37081,37081,"Guilford County, North Carolina",27106,1318,29454,1880,43021,2153,9542,1393,24984,1066,33415,1443,8382,1213
0500000US37085,37085,"Harnett County, North Carolina",26849,2403,36680,4683,42624,4582,9691,3711,19750,2427,28596,1663,4995,2417
0500000US37089,37089,"Henderson County, North Carolina",23886,1228,26822,4071,37361,3742,11933,1928,20036,2734,31092,2592,10158,1785
0500000US37097,37097,"Iredell County, North Carolina",28691,1361,36790,3290,48217,2344,11146,2930,22320,1993,32500,2619,10930,1787
0500000US37101,37101,"Johnston County, North Carolina",29007,1553,31698,1325,43008,4193,10849,1975,25271,4488,34918,3025,10573,1546
0500000US37109,37109,"Lincoln County, North Carolina",26313,3878,33500,3716,42568,6060,10607,4294,22071,2322,31091,6569,10456,2472
0500000US37119,37119,"Mecklenburg County, North Carolina",30965,711,35287,1466,48063,1464,12426,1000,27653,923,37768,1545,10135,836
0500000US37125,37125,"Moore County, North Carolina",25409,1459,28408,2145,38887,3603,12287,3596,21068,2736,29522,2994,9895,2576
0500000US37127,37127,"Nash County, North Carolina",24944,3187,28078,4787,42249,3318,11927,1812,23428,3485,31343,2806,10994,2438
0500000US37129,37129,"New Hanover County, North Carolina",23296,1256,27156,2340,42462,3884,10744,1566,19549,2087,35422,2406,7268,1264
0500000US37133,37133,"Onslow County, North Carolina",22362,1418,24519,1429,26440,2135,11330,3495,15349,1798,26061,2580,7884,1087
0500000US37135,37135,"Orange County, North Carolina",26422,2105,30414,2902,54430,6583,6896,1826,21793,4143,41806,3466,6005,1783
0500000US37147,37147,"Pitt County, North Carolina",19988,1574,23512,2339,38343,3064,8304,885,16893,1292,31607,2591,7254,1356
0500000US37151,37151,"Randolph County, North Carolina",21824,1374,26260,3045,34566,2211,10771,1790,18891,1510,27915,1634,10667,1271
0500000US37155,37155,"Robeson County, North Carolina",19602,2239,22659,2727,30257,2978,10948,2221,16692,1887,24371,2189,9494,1566
0500000US37157,37157,"Rockingham County, North Carolina",23051,1618,26595,2382,36726,5083,15175,2420,20266,1481,28052,1967,8850,1305
0500000US37159,37159,"Rowan County, North Carolina",26895,2314,31671,2614,40995,1825,12157,2114,21507,2503,29375,2019,10756,1951
0500000US37171,37171,"Surry County, North Carolina",23204,1562,26779,2925,34835,3655,11602,2935,20824,1332,27102,3187,10038,2500
0500000US37179,37179,"Union County, North Carolina",31098,1617,38873,3506,50843,3978,9673,2632,25824,2490,36313,2105,8589,1243
0500000US37183,37183,"Wake County, North Carolina",34214,1017,40245,1220,53547,2136,11179,1286,29455,1026,41237,1080,10052,752
0500000US37191,37191,"Wayne County, North Carolina",26133,1311,30025,2499,36253,1855,7475,3197,23493,2248,29048,1052,9463,1440
