GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Total (dollars):,Margin of Error; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Total (dollars):,Estimate; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Male -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Male -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Male -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Male -- - Other (dollars),Estimate; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Female -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Female -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Female -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2014 Inflation-adjusted dollars) -- - Female -- - Other (dollars)
0100000US,,United States,30845,29,36213,50,48745,149,11118,37,25702,46,38941,113,10464,29
0400000US37,37,North Carolina,28248,296,31657,229,41857,247,10320,225,24329,314,35481,317,9868,217
0500000US37001,37001,"Alamance County, North Carolina",25735,1313,28436,3914,40599,2371,10633,1788,23633,2363,35426,2653,8507,1518
0500000US37019,37019,"Brunswick County, North Carolina",21845,1260,27161,2546,44762,6853,11935,986,17353,2316,30724,2447,7731,1321
0500000US37021,37021,"Buncombe County, North Carolina",29323,1677,31320,1072,41061,1832,13391,2424,26212,1646,36168,2615,11721,849
0500000US37023,37023,"Burke County, North Carolina",26237,1284,27716,2240,33004,4242,8061,1988,21525,3127,35066,4193,7877,1533
0500000US37025,37025,"Cabarrus County, North Carolina",30349,1836,36663,2990,50145,3224,8692,2081,24472,3161,39451,2598,9934,1183
0500000US37027,37027,"Caldwell County, North Carolina",25739,1440,30242,3282,37239,4146,13607,2321,21075,2621,30628,1584,9442,3274
0500000US37031,37031,"Carteret County, North Carolina",26437,1968,29196,3305,41364,3993,11165,1476,24308,3343,32551,2445,10371,2658
0500000US37035,37035,"Catawba County, North Carolina",25468,1305,28241,4487,36301,1633,10442,1265,22265,1813,30999,1361,10401,2033
0500000US37037,37037,"Chatham County, North Carolina",29534,2501,31106,5615,39155,4748,15544,4172,27612,3145,40879,7652,10018,2680
0500000US37045,37045,"Cleveland County, North Carolina",26922,1939,31296,1686,36110,3101,9133,2994,24513,1657,30030,2202,10224,1997
0500000US37049,37049,"Craven County, North Carolina",25297,1781,28657,3438,36948,2832,10285,3398,21515,1883,30966,1078,8256,1559
0500000US37051,37051,"Cumberland County, North Carolina",27725,1204,32060,921,37223,1420,10513,1225,22235,1088,31561,1070,9771,1081
0500000US37057,37057,"Davidson County, North Carolina",27180,1186,32094,1673,40298,2691,9204,1575,23140,2098,31669,1560,7749,1751
0500000US37063,37063,"Durham County, North Carolina",31988,943,32299,3077,42436,3065,11019,1112,31734,994,42131,1725,11636,1122
0500000US37067,37067,"Forsyth County, North Carolina",28433,1681,31539,1026,45986,1643,10457,839,25266,1776,35642,1190,9419,1511
0500000US37071,37071,"Gaston County, North Carolina",26665,1513,30515,1967,41748,2952,10904,1859,22409,2369,34535,3969,10012,1121
0500000US37081,37081,"Guilford County, North Carolina",28399,1238,30906,754,42072,1385,11272,795,25816,1062,36902,1335,10271,597
0500000US37085,37085,"Harnett County, North Carolina",28350,2095,31924,1730,41725,2751,10188,2092,23069,3155,31816,1198,10894,1352
0500000US37089,37089,"Henderson County, North Carolina",26047,1522,29442,3611,37438,3923,12202,2107,24272,2842,30545,1933,11972,1999
0500000US37097,37097,"Iredell County, North Carolina",29972,1687,35783,3640,45974,2406,9258,1778,23259,2418,32258,4679,10839,945
0500000US37101,37101,"Johnston County, North Carolina",30199,1892,31770,1370,41000,1820,10974,1502,25715,3277,37861,2502,10560,2644
0500000US37109,37109,"Lincoln County, North Carolina",31055,1676,34884,4133,45728,4289,10769,4042,26342,5422,36759,2210,9071,3097
0500000US37119,37119,"Mecklenburg County, North Carolina",32871,1387,38661,1859,50778,1157,11157,837,29035,1685,41049,971,10647,620
0500000US37125,37125,"Moore County, North Carolina",26152,3035,31303,5124,41708,4098,6841,5493,20053,5202,32148,3439,8410,3249
0500000US37127,37127,"Nash County, North Carolina",25429,2394,32044,2888,43629,2717,6250,2825,19750,2603,29995,4739,8068,1768
0500000US37129,37129,"New Hanover County, North Carolina",27097,2501,32003,2600,45312,4666,8668,2541,22630,1644,37015,2801,8662,1191
0500000US37133,37133,"Onslow County, North Carolina",25395,1597,27312,2781,31752,2717,8933,3018,21042,1254,30709,2092,9055,1724
0500000US37135,37135,"Orange County, North Carolina",29510,2840,36654,3249,54130,5287,5903,1466,21781,1838,44843,5772,7369,1886
0500000US37147,37147,"Pitt County, North Carolina",25369,2134,29877,2497,40514,2599,8377,2639,22825,2128,33978,2187,8371,1683
0500000US37151,37151,"Randolph County, North Carolina",27914,1502,30799,1302,38395,2866,9555,1595,23735,2407,31055,1057,10966,818
