GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37155,37155,"Robeson County, North Carolina",23184,1765,27558,2556,34204,3122,10569,1622,20764,649,26039,1936,9860,1575
0500000US37157,37157,"Rockingham County, North Carolina",24704,2254,26962,2738,37977,4234,9082,2792,21549,2129,31914,3179,6685,1050
0500000US37159,37159,"Rowan County, North Carolina",26678,2153,30782,2599,41311,2274,12231,1791,24100,3170,34155,3208,11264,1068
0500000US37161,37161,"Rutherford County, North Carolina",25623,2900,30477,1454,38323,6374,11105,2623,20806,1980,29789,6090,8090,4279
0500000US37171,37171,"Surry County, North Carolina",23165,3538,28953,2645,33568,2819,10084,3143,18732,3313,28771,3908,9682,1332
0500000US37179,37179,"Union County, North Carolina",31745,740,39840,2780,52746,2721,10461,1287,25299,2544,40429,1952,9194,1791
0500000US37183,37183,"Wake County, North Carolina",35379,1089,41379,1092,55926,1785,11566,834,30543,1014,42905,2617,10966,577
0500000US37191,37191,"Wayne County, North Carolina",21711,2971,26693,2733,35897,2076,8067,2612,17291,1887,29107,4712,8904,1071
0500000US37193,37193,"Wilkes County, North Carolina",22002,2434,25873,5107,32227,3690,11132,1676,19376,2637,28439,2208,6378,1836
0500000US37195,37195,"Wilson County, North Carolina",25623,1859,29386,3420,36138,2382,9267,1990,22459,1803,32771,3799,8254,2296
