GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37089,37089,"Henderson County, North Carolina",24349,1718,29400,4076,37204,4547,9153,2158,21589,1241,31420,2402,10659,1994
0500000US37097,37097,"Iredell County, North Carolina",30085,2270,38395,3700,46114,3944,8736,1504,21416,1299,32207,2672,9504,1623
0500000US37101,37101,"Johnston County, North Carolina",29578,2452,33426,3993,42320,4351,11025,1253,23912,3686,36566,1907,8511,2512
0500000US37109,37109,"Lincoln County, North Carolina",31330,1886,38779,5610,44874,6607,10092,2918,24782,3010,36981,3973,10877,2769
0500000US37119,37119,"Mecklenburg County, North Carolina",31179,526,36473,1037,50841,968,11193,740,26834,835,40191,1098,11049,489
0500000US37125,37125,"Moore County, North Carolina",28641,4404,40054,7356,48904,5180,10690,2869,22427,3752,35381,4248,12007,2105
0500000US37127,37127,"Nash County, North Carolina",25497,1469,30287,5205,34769,10018,7302,2218,23749,1726,30139,2636,6568,1715
0500000US37129,37129,"New Hanover County, North Carolina",26644,1183,30431,2232,41694,2045,10245,1732,23175,2790,36642,1660,9431,1269
0500000US37133,37133,"Onslow County, North Carolina",24833,1315,26551,1207,31305,1079,13140,2949,19929,2268,28384,1812,8053,2114
0500000US37135,37135,"Orange County, North Carolina",27982,3650,32414,4348,53186,2769,10849,2143,25052,3527,46244,5886,6997,1516
0500000US37147,37147,"Pitt County, North Carolina",22628,2829,26429,4604,46366,3985,9911,2453,20043,2807,35732,2156,9021,2264
0500000US37151,37151,"Randolph County, North Carolina",26522,1149,30151,2336,35813,2468,11493,1302,22579,2347,30839,1008,11981,1598
0500000US37155,37155,"Robeson County, North Carolina",21621,1301,23930,2922,32146,3270,6719,1014,19818,1485,26705,1121,8967,2181
0500000US37157,37157,"Rockingham County, North Carolina",26528,1613,29331,3399,39188,5924,9151,2225,23699,3734,32120,4319,10480,2873
0500000US37159,37159,"Rowan County, North Carolina",28432,2185,31182,1630,40198,3475,9016,1276,24168,2672,32571,2644,10956,1113
0500000US37161,37161,"Rutherford County, North Carolina",25307,3408,27524,6101,37082,4164,9727,3293,23745,5090,31372,3729,10096,3926
0500000US37171,37171,"Surry County, North Carolina",26110,1760,30620,1308,36821,2082,6945,2757,21562,1292,30521,2094,10615,1534
0500000US37179,37179,"Union County, North Carolina",31765,784,38004,2735,46593,2574,15227,3686,25985,2154,37519,3484,8534,1603
0500000US37183,37183,"Wake County, North Carolina",35957,713,41426,1063,55600,2384,11512,854,31324,866,42171,1037,11486,787
0500000US37191,37191,"Wayne County, North Carolina",25202,1427,27176,1798,35166,4718,7869,1690,22468,2254,30536,2202,8704,1628
0500000US37193,37193,"Wilkes County, North Carolina",20428,3289,23759,5476,36878,4489,7964,1932,18260,2467,29218,4281,6760,783
0500000US37195,37195,"Wilson County, North Carolina",26601,3138,28232,4970,36859,6826,6079,7065,25039,5598,35223,5468,9256,2074
