GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Total (dollars):,Margin of Error; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Total (dollars):,Estimate; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Male -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Male -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Male -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Male -- - Other (dollars),Estimate; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Female -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Female -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Female -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2011 inflation-adjusted dollars) -- - Female -- - Other (dollars)
0100000US,,United States,29538,70,34325,123,46993,87,10785,43,24526,68,37133,68,10060,36
0400000US37,37,North Carolina,26750,257,31069,288,41950,314,9840,294,22813,414,33459,489,9348,252
0500000US37001,37001,"Alamance County, North Carolina",26624,1660,30411,2323,39150,4811,11100,2442,23219,2353,31534,1251,10164,1819
0500000US37019,37019,"Brunswick County, North Carolina",21959,4280,26986,4836,44339,8789,8496,4297,16697,5181,28697,2794,9521,1883
0500000US37021,37021,"Buncombe County, North Carolina",24819,1500,26507,2230,40118,3159,9377,2133,22815,1906,34604,3755,11390,1283
0500000US37023,37023,"Burke County, North Carolina",25316,1586,26407,1371,36502,2449,8342,3161,23451,3255,28615,2865,10702,2140
0500000US37025,37025,"Cabarrus County, North Carolina",29267,2977,31478,3375,42502,5504,10265,1789,26735,2962,34959,3141,10955,1135
0500000US37027,37027,"Caldwell County, North Carolina",23026,3460,26916,2870,36850,4489,8871,2313,20370,2951,30459,2095,9342,1175
0500000US37031,37031,"Carteret County, North Carolina",24357,3908,30330,4981,42074,11288,8136,2423,16541,6373,38719,4822,9771,4360
