GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37035,37035,"Catawba County, North Carolina",26177,1353,30605,2746,38915,3674,11387,1862,22677,2249,30852,1495,10352,1293
0500000US37045,37045,"Cleveland County, North Carolina",24356,2915,33063,4236,40397,1821,9235,4536,17500,3068,29481,3721,7376,1527
0500000US37049,37049,"Craven County, North Carolina",25159,1941,30132,3778,38906,6369,10825,4467,19595,2723,31312,1922,8285,1699
0500000US37051,37051,"Cumberland County, North Carolina",28079,1717,33506,2366,39886,2244,7960,1503,21806,1387,33052,1682,9071,1014
0500000US37057,37057,"Davidson County, North Carolina",26615,1995,31094,1350,40954,4416,12162,4751,22359,2784,30680,2578,11529,1124
0500000US37063,37063,"Durham County, North Carolina",28216,2253,27940,3106,41657,1885,9462,1351,28409,2719,41445,1419,10350,1056
0500000US37067,37067,"Forsyth County, North Carolina",26909,1230,31008,1136,42222,2632,10427,931,23439,1357,35132,2330,8727,1445
0500000US37071,37071,"Gaston County, North Carolina",26550,1444,31813,1580,41090,1209,8926,778,21586,1328,32904,2388,9067,868
0500000US37081,37081,"Guilford County, North Carolina",27028,895,31016,1120,42339,2712,10637,723,24287,2177,34342,2255,8667,863
0500000US37085,37085,"Harnett County, North Carolina",25444,1713,28144,3374,39860,4231,10457,2939,22824,2121,31590,1453,10013,2557
0500000US37089,37089,"Henderson County, North Carolina",25528,2880,28609,1727,38755,6621,9705,3885,21179,3123,31267,2946,9990,2236
0500000US37097,37097,"Iredell County, North Carolina",30050,1877,39704,6857,54554,6942,10013,2742,24301,3493,31562,2897,7083,2168
0500000US37101,37101,"Johnston County, North Carolina",27685,1928,31597,3723,41250,6140,10954,3249,24199,3191,32768,3744,8165,2098
0500000US37109,37109,"Lincoln County, North Carolina",31536,1722,34079,5241,47356,8495,15796,2227,30846,1482,35425,5046,11486,3113
0500000US37119,37119,"Mecklenburg County, North Carolina",30893,902,36869,1367,51068,1033,11166,720,25272,1035,38823,2127,10458,627
0500000US37125,37125,"Moore County, North Carolina",26072,2432,34916,3609,43583,5654,11681,1738,20368,2257,30249,3913,10899,2261
0500000US37127,37127,"Nash County, North Carolina",24568,1876,29500,2386,45434,7230,8255,1772,21054,1657,31184,3620,6436,1355
0500000US37129,37129,"New Hanover County, North Carolina",26277,1875,32191,3002,47476,3382,10337,1541,21667,2720,33410,2851,8508,1152
0500000US37133,37133,"Onslow County, North Carolina",23782,1151,26539,1888,31283,2339,10417,1978,18202,2739,29161,3885,9827,1811
0500000US37135,37135,"Orange County, North Carolina",30192,2580,32253,4922,54474,7100,7647,1933,27781,4514,46276,3359,8453,2917
0500000US37147,37147,"Pitt County, North Carolina",22765,3214,32144,3127,47372,5690,4989,1541,16666,2612,32194,3456,6424,1574
0500000US37151,37151,"Randolph County, North Carolina",27975,1894,31043,2568,41316,2795,10402,1517,25230,2828,31808,929,11872,1881
0500000US37155,37155,"Robeson County, North Carolina",21047,1245,22362,2763,32137,2869,10735,1690,19270,2960,27770,2902,8270,2873
0500000US37157,37157,"Rockingham County, North Carolina",26554,2015,30258,2615,34707,4041,10411,2061,24088,1810,30684,2127,10321,1663
0500000US37159,37159,"Rowan County, North Carolina",25181,2281,30795,2320,45467,2602,10108,1478,20747,1229,31588,2301,10100,1089
0500000US37161,37161,"Rutherford County, North Carolina",24992,2297,27154,4843,37430,5785,8522,4484,21634,1594,29006,6200,12303,2949
0500000US37171,37171,"Surry County, North Carolina",23869,2108,27357,5097,37954,6653,8836,1696,20940,1657,26132,2492,8961,2389
0500000US37179,37179,"Union County, North Carolina",34150,4985,40934,2627,54301,5219,9750,3015,27460,4645,39813,2566,11168,1153
0500000US37183,37183,"Wake County, North Carolina",34670,1768,42010,1895,57370,2615,10866,965,30332,1410,43391,2206,10420,876
0500000US37191,37191,"Wayne County, North Carolina",25646,1460,27018,3290,36584,3507,11249,906,23801,2570,30043,1726,9822,3129
0500000US37193,37193,"Wilkes County, North Carolina",21852,2109,23134,2463,31782,2440,10624,1387,20040,2959,30308,2195,9341,2452
0500000US37195,37195,"Wilson County, North Carolina",24130,3074,28090,3542,36773,6547,10466,2104,20330,2787,30418,2159,7037,1230
