GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37035,37035,"Catawba County, North Carolina",28812,2585,32104,2868,40467,1812,10014,3175,24005,3446,32369,3206,10917,1426
0500000US37037,37037,"Chatham County, North Carolina",30454,2716,31039,4445,42147,9211,13333,1622,30233,3275,39210,6594,9534,5988
0500000US37045,37045,"Cleveland County, North Carolina",27087,2885,31402,2236,38647,4342,12049,4067,22438,4831,32127,1879,8561,2187
0500000US37049,37049,"Craven County, North Carolina",26645,1502,29103,2016,36227,6498,7533,4305,24800,2778,34095,5903,10444,3499
0500000US37051,37051,"Cumberland County, North Carolina",26130,700,30794,709,36149,911,10579,1088,21493,1206,31452,1188,8594,1041
0500000US37057,37057,"Davidson County, North Carolina",29679,2627,32871,3807,40364,1742,12327,2477,23699,1839,35326,2537,8566,2467
0500000US37063,37063,"Durham County, North Carolina",30935,1063,31629,1100,42412,3759,11075,2342,29767,2398,42199,3693,10535,1514
0500000US37067,37067,"Forsyth County, North Carolina",30077,1389,32794,3438,45210,2759,9742,1457,26571,1311,35988,957,8594,1266
0500000US37071,37071,"Gaston County, North Carolina",29806,1831,33782,3986,41414,1279,10471,968,24446,1891,32762,2606,9989,1437
0500000US37081,37081,"Guilford County, North Carolina",30072,870,33671,2055,42184,2159,11324,948,25238,1411,35198,1539,10365,710
0500000US37085,37085,"Harnett County, North Carolina",30660,1205,36877,3062,45889,4766,7232,2099,22914,2331,31949,1403,10095,1235
0500000US37089,37089,"Henderson County, North Carolina",30773,1720,36674,3506,42543,3672,13996,3754,26574,3035,34958,4031,9220,2131
0500000US37097,37097,"Iredell County, North Carolina",31375,1073,40591,2451,48282,3490,10536,2220,24897,2162,36699,1992,9508,1865
0500000US37101,37101,"Johnston County, North Carolina",30751,951,31602,922,41787,3628,10465,3912,27823,3543,37042,2675,10406,1846
0500000US37109,37109,"Lincoln County, North Carolina",29899,1903,31970,3953,40376,3007,5934,2246,25449,5200,33768,5152,10352,2597
0500000US37119,37119,"Mecklenburg County, North Carolina",33889,1514,38334,1675,50468,692,12408,947,30522,574,41599,629,11588,756
0500000US37125,37125,"Moore County, North Carolina",31545,3134,40792,4556,51892,3287,6617,1054,25977,2966,36919,5332,10490,1620
0500000US37127,37127,"Nash County, North Carolina",25833,2302,29812,2612,40774,2342,7003,2981,21059,2551,30441,3747,6795,940
0500000US37129,37129,"New Hanover County, North Carolina",27043,1765,31881,3086,46487,4639,11141,1077,22475,1669,38604,3413,9278,2051
0500000US37133,37133,"Onslow County, North Carolina",24798,1637,27916,4437,32252,2385,13509,2717,19312,1740,27932,3444,9061,1866
0500000US37135,37135,"Orange County, North Carolina",27672,3128,32071,3380,51863,5864,9273,1717,24989,2660,49933,5149,8153,1365
0500000US37147,37147,"Pitt County, North Carolina",25404,2872,29976,2337,45611,4698,9298,2239,20879,2477,36650,3018,7438,1185
0500000US37151,37151,"Randolph County, North Carolina",28834,2370,31618,1294,36775,1506,11790,1011,24609,3182,32266,1406,8712,1437
0500000US37155,37155,"Robeson County, North Carolina",25812,1394,30389,2380,35434,1682,10033,1718,23090,1524,28411,2160,8718,1324
0500000US37157,37157,"Rockingham County, North Carolina",28315,3873,32638,4558,39097,3169,12054,2524,22699,3141,32364,3865,8925,2096
0500000US37159,37159,"Rowan County, North Carolina",27008,1986,30704,1742,37110,2132,10665,1686,22984,3811,32061,1852,10335,2531
0500000US37161,37161,"Rutherford County, North Carolina",26334,4233,28441,7120,39195,4975,10035,2593,22156,7141,32441,1916,8910,2210
0500000US37171,37171,"Surry County, North Carolina",28316,2525,32021,3177,40580,2554,11341,1518,22309,3081,32072,2936,11037,2667
0500000US37179,37179,"Union County, North Carolina",35972,1184,42469,3643,52256,3464,9288,2221,27434,3615,42205,3238,9066,2360
0500000US37183,37183,"Wake County, North Carolina",37237,903,45080,2124,56324,1616,11543,919,31609,839,44001,2316,11239,564
0500000US37191,37191,"Wayne County, North Carolina",26175,1173,28585,4664,37136,2169,8629,3006,22406,4675,32085,2912,8184,3318
0500000US37193,37193,"Wilkes County, North Carolina",26436,2917,31678,1913,36807,2756,8335,3078,20922,2350,31018,2903,8870,3951
0500000US37195,37195,"Wilson County, North Carolina",29141,3334,33331,3238,37310,4512,10894,1865,24259,2278,32053,3386,8391,3123
