GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total (dollars):,Margin of Error; Total (dollars):,Estimate; Male -- - Total (dollars),Margin of Error; Male -- - Total (dollars),"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Male -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Male -- - Other (dollars),Margin of Error; Male -- - Other (dollars),Estimate; Female -- - Total (dollars),Margin of Error; Female -- - Total (dollars),"Estimate; Female -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Female -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Female -- - Other (dollars),Margin of Error; Female -- - Other (dollars)
0100000US,,United States,28640,61,34159,101,44255,147,12478,57,23066,61,34278,85,10725,32
0400000US37,37,North Carolina,26316,175,30913,187,39447,675,11366,242,22024,239,31738,245,10214,195
0500000US37001,37001,"Alamance County, North Carolina",24077,1517,26631,1982,36794,3901,11045,1520,22179,1328,29614,2612,10288,2116
0500000US37019,37019,"Brunswick County, North Carolina",25375,2437,27983,1870,35140,2662,10651,1627,21266,4207,31740,4993,8056,1982
0500000US37021,37021,"Buncombe County, North Carolina",24629,1283,30140,2162,37005,2320,13011,2405,20869,1170,32111,1576,11132,1062
0500000US37023,37023,"Burke County, North Carolina",23304,1819,26178,1272,31399,1342,10230,2473,20340,1380,26462,1571,10231,2264
0500000US37025,37025,"Cabarrus County, North Carolina",28931,1828,35132,2298,43368,3493,11718,1505,23041,2040,34998,2419,10488,1242
0500000US37027,37027,"Caldwell County, North Carolina",24179,1801,27281,2024,35873,2306,14657,3978,19330,2888,26751,1741,9223,2387
0500000US37035,37035,"Catawba County, North Carolina",25444,1065,30083,1773,34993,2748,11763,2530,21119,1273,27571,1681,11020,1236
0500000US37045,37045,"Cleveland County, North Carolina",21707,1622,29573,5235,36987,6690,9103,2273,17313,1946,25883,4942,8457,1571
0500000US37049,37049,"Craven County, North Carolina",26494,1390,32267,4027,39061,3823,12541,4332,20887,2516,27777,4002,8428,1978
0500000US37051,37051,"Cumberland County, North Carolina",25013,1074,31234,1076,37466,3315,11710,1593,19207,2150,30299,1860,9973,1210
0500000US37057,37057,"Davidson County, North Carolina",25301,1462,30425,1638,36540,1728,11157,1655,20763,1685,30561,1811,10109,1437
0500000US37063,37063,"Durham County, North Carolina",27710,1323,27477,1620,36805,3062,9692,942,27949,1793,40592,2951,10918,1266
0500000US37067,37067,"Forsyth County, North Carolina",26623,929,30769,1342,41758,1995,10893,1202,23606,1781,32648,2067,10332,945
0500000US37071,37071,"Gaston County, North Carolina",25700,1824,30181,1973,40490,1418,11642,1990,21673,1537,31593,1889,8627,1536
0500000US37081,37081,"Guilford County, North Carolina",27547,1166,32931,1522,41685,1228,13113,1764,23852,1359,34479,1534,10379,1014
0500000US37085,37085,"Harnett County, North Carolina",22915,1831,29358,2510,40095,2672,10498,2647,17248,2163,26458,1835,10191,2866
0500000US37089,37089,"Henderson County, North Carolina",26268,3026,31551,2815,36590,1555,10759,2640,22543,3024,31309,2273,9357,1199
0500000US37097,37097,"Iredell County, North Carolina",27561,1652,35600,3194,42734,2652,16700,3602,21320,1015,27689,1910,10985,1357
0500000US37101,37101,"Johnston County, North Carolina",27864,2185,31952,1580,37871,3606,9890,2813,23307,2404,31370,1946,11341,1689
0500000US37109,37109,"Lincoln County, North Carolina",25987,1573,31114,1267,37666,3679,13018,3401,21771,2383,28084,3072,10792,2432
0500000US37119,37119,"Mecklenburg County, North Carolina",31973,605,37008,926,47426,2227,15107,1590,27514,1104,38926,1969,12358,848
0500000US37125,37125,"Moore County, North Carolina",21049,3774,30179,3728,38528,6517,11624,1525,15765,2713,28625,3829,7544,2079
0500000US37127,37127,"Nash County, North Carolina",28110,2483,31868,2486,42916,4063,8321,1543,25554,2712,32667,3394,10863,2696
0500000US37129,37129,"New Hanover County, North Carolina",25669,1176,31208,1588,41420,1882,11293,1595,21154,1106,30791,2336,11039,897
0500000US37133,37133,"Onslow County, North Carolina",22947,1000,23761,970,25311,1262,15596,1882,20262,1931,28716,1819,9785,1325
0500000US37135,37135,"Orange County, North Carolina",25030,1804,28107,4861,51360,4144,6089,1095,21265,2341,44879,3744,6800,1396
0500000US37147,37147,"Pitt County, North Carolina",23697,1905,28923,2829,40208,3232,10476,1379,19952,2140,32190,2343,7943,2563
0500000US37151,37151,"Randolph County, North Carolina",24246,1765,27185,2267,34187,1874,11272,1842,21020,1478,27383,1868,9766,1572
0500000US37155,37155,"Robeson County, North Carolina",21338,1073,23658,4616,31292,1186,10624,1486,17068,2448,24848,1585,10328,930
0500000US37157,37157,"Rockingham County, North Carolina",26470,1208,29656,1388,34294,2117,11111,1831,21999,2641,28963,1968,11640,1972
0500000US37159,37159,"Rowan County, North Carolina",27025,1222,33562,3053,42417,2669,10130,2700,21846,1624,28766,3531,10888,1011
0500000US37171,37171,"Surry County, North Carolina",22954,1592,26117,2701,34721,3029,10857,2280,20036,2171,27188,4633,7513,3799
0500000US37179,37179,"Union County, North Carolina",30500,1073,36089,1649,42327,2395,12486,3815,21798,2063,32450,3584,9418,1804
0500000US37183,37183,"Wake County, North Carolina",34576,1012,40626,1228,51801,1505,12273,1299,30174,1011,41241,1004,11563,681
0500000US37191,37191,"Wayne County, North Carolina",25370,1617,30181,1794,37503,2771,10226,2123,20428,1152,26274,1376,7983,1379
0500000US37193,37193,"Wilkes County, North Carolina",24089,1955,27746,2443,29886,2068,11349,5486,21842,1936,27351,3473,10272,3190
0500000US37195,37195,"Wilson County, North Carolina",22462,2869,29057,4989,36743,4910,12110,5338,19703,3566,29602,3679,9261,2832
