GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Total (dollars):,Margin of Error; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Total (dollars):,Estimate; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Male -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Male -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Male -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Male -- - Other (dollars),Estimate; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Female -- - Total (dollars),Margin of Error; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Female -- - Total (dollars),"Estimate; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)","Margin of Error; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",Estimate; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Female -- - Other (dollars),Margin of Error; Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) -- - Female -- - Other (dollars)
0100000US,,United States,33646,95,40228,53,51284,57,11958,33,28737,101,41453,55,11292,31
0400000US37,37,North Carolina,31347,177,36026,321,46289,437,11346,235,27127,310,38784,609,10545,205
0500000US37001,37001,"Alamance County, North Carolina",30431,1121,33854,4139,40748,1725,11273,2887,25678,2510,36332,3015,11292,1384
0500000US37019,37019,"Brunswick County, North Carolina",27147,2408,30780,2521,50013,5648,12753,4557,25155,4807,34302,3978,10328,1478
0500000US37021,37021,"Buncombe County, North Carolina",30205,1223,31328,1016,42695,3195,11111,1415,27336,2617,36529,1253,13494,1435
0500000US37023,37023,"Burke County, North Carolina",23740,1914,27586,3027,34869,5274,9208,1969,21491,2515,26903,5275,8128,2858
0500000US37025,37025,"Cabarrus County, North Carolina",35321,1864,38014,4520,50967,3979,11255,2350,31707,1948,42925,3790,12327,1196
0500000US37027,37027,"Caldwell County, North Carolina",26867,2102,32236,5726,41293,3114,11021,2915,24300,2691,31280,2749,7049,3396
0500000US37031,37031,"Carteret County, North Carolina",27429,3570,31560,3009,41422,3540,11517,3381,22621,3504,37487,5444,10056,1684
0500000US37035,37035,"Catawba County, North Carolina",29430,1594,35010,3684,41154,1928,11138,2221,23135,3231,33857,4381,10006,1796
0500000US37037,37037,"Chatham County, North Carolina",35288,5732,43120,5377,59015,7297,13724,6779,27162,7775,43418,7313,14136,3497
0500000US37045,37045,"Cleveland County, North Carolina",27817,2225,31356,1774,38874,5913,9871,3840,23250,4783,31312,1984,11092,1900
0500000US37049,37049,"Craven County, North Carolina",27859,1857,31379,2715,36820,3646,16970,2482,22266,2280,34499,3652,11955,1687
0500000US37051,37051,"Cumberland County, North Carolina",26110,1091,28976,2450,36544,2274,11202,1432,22311,1083,31992,1139,9704,1798
0500000US37057,37057,"Davidson County, North Carolina",30661,1443,34037,3823,40797,2648,13689,3308,26418,1240,34569,3104,13371,3247
0500000US37063,37063,"Durham County, North Carolina",37062,1503,40194,2199,51666,1695,11877,2497,35308,2276,45987,2625,11398,1275
0500000US37067,37067,"Forsyth County, North Carolina",31991,838,36769,1350,45338,2965,11222,1194,28403,2333,39932,2603,11247,913
0500000US37069,37069,"Franklin County, North Carolina",29479,3977,33398,6459,47953,7032,10595,2273,25899,4136,36616,6630,10979,3331
0500000US37071,37071,"Gaston County, North Carolina",30916,995,36515,2391,46475,1351,9409,1579,27342,1836,35628,1650,10314,1490
0500000US37081,37081,"Guilford County, North Carolina",31122,709,35266,2135,49337,3010,10851,1061,27418,1753,39102,2509,11001,1076
0500000US37085,37085,"Harnett County, North Carolina",30522,1600,39330,3781,44303,2971,9534,3515,23248,2672,34667,4354,10771,1154
0500000US37089,37089,"Henderson County, North Carolina",28277,3770,31165,1736,40657,2591,11811,1513,25811,2102,35047,4965,11694,2219
0500000US37097,37097,"Iredell County, North Carolina",31476,1019,40699,1559,49899,3815,11222,2192,24937,1871,36767,1689,9462,1393
0500000US37101,37101,"Johnston County, North Carolina",33093,2955,37393,3959,50258,4218,16989,5495,29287,4004,39698,2761,11875,1979
0500000US37109,37109,"Lincoln County, North Carolina",32251,3145,40457,3256,50543,3262,9963,2181,27759,5136,41783,2775,9671,1697
0500000US37119,37119,"Mecklenburg County, North Carolina",37233,1031,42396,2064,55628,1678,11733,856,32327,1335,45322,1336,11525,576
0500000US37125,37125,"Moore County, North Carolina",36192,3399,45546,11509,56804,7744,16627,4178,30360,3788,41260,3522,10547,2144
0500000US37127,37127,"Nash County, North Carolina",29547,3239,30147,5420,46477,8656,9074,3298,29204,3452,40271,4011,8252,3373
0500000US37129,37129,"New Hanover County, North Carolina",32171,1462,37359,4762,46606,2286,8613,1873,27430,4696,41128,3507,10491,814
0500000US37133,37133,"Onslow County, North Carolina",26360,1462,28517,2058,32340,2457,12895,2089,21300,1593,35727,4544,8405,1737
0500000US37135,37135,"Orange County, North Carolina",31654,1220,36761,4783,57273,9010,9059,3984,26940,3594,51690,3338,7911,1796
0500000US37147,37147,"Pitt County, North Carolina",28220,2871,32828,3494,42262,4352,13850,2488,22384,3709,39840,3501,8489,1691
0500000US37151,37151,"Randolph County, North Carolina",29741,2641,31577,1796,39886,3961,12118,2412,24947,4485,33804,1751,10122,2295
0500000US37155,37155,"Robeson County, North Carolina",26476,1113,30416,1699,35361,1585,10734,3185,24290,1920,31276,2265,10252,1481
0500000US37157,37157,"Rockingham County, North Carolina",29334,2954,36034,3000,46388,4842,14042,2738,20245,5702,32144,2859,7587,3228
0500000US37159,37159,"Rowan County, North Carolina",30254,1666,32113,3838,39813,2283,11453,4112,25381,2761,36109,3685,9736,2143
0500000US37161,37161,"Rutherford County, North Carolina",27081,3800,26937,2922,38072,5826,10717,3039,27545,8710,40162,7843,6461,1664
0500000US37171,37171,"Surry County, North Carolina",29495,2292,31907,3514,40099,3004,10530,1210,26744,2760,36031,5073,11212,1134
0500000US37179,37179,"Union County, North Carolina",38244,2991,47613,3639,61242,1929,9715,1448,29020,2973,42733,2544,10108,1020
0500000US37183,37183,"Wake County, North Carolina",41321,615,50131,1807,64414,3079,12291,913,35595,1332,47124,1621,12608,1236
0500000US37191,37191,"Wayne County, North Carolina",25433,1895,29368,2208,36374,2337,10011,4897,20537,2923,31826,3430,6159,1566
0500000US37193,37193,"Wilkes County, North Carolina",28562,3882,32329,6058,41388,7830,9440,3769,26019,5116,32445,8352,9091,3854
0500000US37195,37195,"Wilson County, North Carolina",26806,2657,28320,4220,40299,9772,11500,3437,25904,3464,36313,4812,12913,3565
