GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37125,37125,"Moore County, North Carolina",32457,5092,39571,5116,50323,3282,6672,1443,27196,2765,37292,3144,11183,3874
0500000US37127,37127,"Nash County, North Carolina",27825,2592,32155,6626,41144,1675,10021,4735,23692,2014,35428,4130,9708,2073
0500000US37129,37129,"New Hanover County, North Carolina",30928,1146,36445,3491,51169,1332,10316,2028,25184,2715,39525,3978,10601,1111
0500000US37133,37133,"Onslow County, North Carolina",24763,1074,26349,1000,31111,1852,11151,1714,21430,1441,29419,3993,10294,1596
0500000US37135,37135,"Orange County, North Carolina",29496,3215,36683,5275,60267,9637,8258,1462,25326,3756,46072,5407,8174,1150
0500000US37147,37147,"Pitt County, North Carolina",28824,3637,33657,4333,46221,2813,7739,1770,23913,2931,39089,4217,7981,1104
0500000US37151,37151,"Randolph County, North Carolina",27461,2156,33402,2652,40138,2573,11545,1368,23382,2258,31947,2778,11647,1992
0500000US37155,37155,"Robeson County, North Carolina",24971,1521,26274,1550,34322,4166,10342,2739,22378,1925,29901,1669,11012,2154
0500000US37157,37157,"Rockingham County, North Carolina",26678,1882,30731,1819,38458,3527,10473,6213,21712,1455,32047,3613,8450,1855
0500000US37159,37159,"Rowan County, North Carolina",28060,2419,32307,3653,41269,1708,9819,1234,25114,2831,34567,3371,9709,2113
0500000US37161,37161,"Rutherford County, North Carolina",23293,3585,25700,1974,37150,6360,11076,4738,21725,3561,29387,3267,10216,2285
0500000US37171,37171,"Surry County, North Carolina",27029,2239,31411,1701,40529,1966,12289,3498,23810,2927,30801,4863,10683,2195
0500000US37179,37179,"Union County, North Carolina",35322,1602,41792,1626,53066,4227,8923,1396,27045,2230,40121,2372,11206,1211
0500000US37183,37183,"Wake County, North Carolina",40939,795,47433,2671,61551,1715,10909,834,35487,1286,49656,1495,12407,951
0500000US37191,37191,"Wayne County, North Carolina",26980,1598,30179,4721,40535,2592,9945,2961,26164,1304,31651,1127,11977,1483
0500000US37193,37193,"Wilkes County, North Carolina",26684,2043,30590,2114,35487,2687,11417,3916,21901,3348,29872,3252,12661,2226
0500000US37195,37195,"Wilson County, North Carolina",25792,2467,30382,4058,40315,5575,7063,2237,21633,3124,32453,5948,6689,1005
