,V1,V2,V3,V4,V5
Assoc_p2599MA11,NA,1022702,38119,43478,58885
Assoc_p2599MA11_SE,NA,11000.111,2157.315,1953.707,2474.886
Assoc_p2599FA11,NA,1258517,48019,46934,72049
Assoc_p2599FA11_SE,NA,12022.536,2011.768,1959.398,2779.803
Assoc_p2599AA11,NA,2281219,86138,90412,130934
Assoc_p2599AA11_SE,NA,16295.515,2949.783,2766.986,3721.877
Pct_Assoc_p2599AA11,NA,0.3564763,0.477195,0.3879045,0.4052116
Pct_Assoc_p2599AA11_SE,NA,0.002560682,0.016374111,0.011883929,0.011519135
Pct_Assoc_p2599MA11,NA,0.3369972,0.4544577,0.4029061,0.3914419
Pct_Assoc_p2599MA11_SE,NA,0.003652286,0.025808894,0.018131213,0.016456027
Pct_Assoc_p2599FA11,NA,0.3740457,0.4969316,0.374971,0.4172062
Pct_Assoc_p2599FA11_SE,NA,0.00359749,0.02096505,0.0156663,0.01610082
Pop2599AW11,NA,4451196,86583,151148,192016
Pop2599AW11_SE,NA,2117.32523,214.58967,85.71429,720.36474
Assoc_p2599AW11,NA,1791110,55473,69701,93723
Assoc_p2599AW11_SE,NA,13737.012,2218.217,2295.693,2922.278
Pct_Assoc_p2599AW11,NA,0.4023885,0.6406916,0.461144,0.4881
Pct_Assoc_p2599AW11_SE,NA,0.003092069,0.025668706,0.015190629,0.015328697
Pop2599AB11,NA,1292433,63171,56099,96324
Pop2599AB11_SE,NA,3739.8176,599.3921,310.6383,919.1489
Assoc_p2599AB11,NA,316568,20177,14417,28328
Assoc_p2599AB11_SE,NA,6687.971,1475.819,1212.174,1931.648
Pct_Assoc_p2599AB11,NA,0.2449396,0.3194029,0.2569921,0.2940908
Pct_Assoc_p2599AB11_SE,NA,0.005223027,0.023558044,0.021654575,0.020249054
Pop2599AH11,NA,401821,19258,20176,17930
Pop2599AH11_SE,NA,2946.505,NA,NA,NA
Assoc_p2599AH11,NA,62983,3048,2934,2799
Assoc_p2599AH11_SE,NA,2909.4812,650.6726,651.9286,629.9319
Pct_Assoc_p2599AH11,NA,0.1567439,0.1582719,0.1454203,0.1561071
Pct_Assoc_p2599AH11_SE,NA,0.007331398,NA,NA,NA
Pop2534AA11,NA,1246395,50191,45458,65719
Pop2534AA11_SE,NA,4735.3493,571.8611,360.8629,128.9814
Pop3544AA11,NA,1319454,36684,47385,67365
Pop3544AA11_SE,NA,5101.0989,596.7627,465.1072,422.7482
Pop4564AA11,NA,2557552,67024,93116,127770
Pop4564AA11_SE,NA,4749.0094,815.6324,449.666,539.3314
Pop6599AA11,NA,1275956,26610,47119,62271
Pop6599AA11_SE,NA,2038.5709,236.2451,259.0921,384.5339
Assoc_p2534AA11,NA,480659,25914,17835,30139
Assoc_p2534AA11_SE,NA,8323.301,1719.551,1301.316,1847.91
Assoc_p3544AA11,NA,543938,19022,20690,28992
Assoc_p3544AA11_SE,NA,8265.282,1268.209,1309.366,1781.769
Assoc_p4564AA11,NA,934647,31183,38526,53216
Assoc_p4564AA11_SE,NA,10011.42,1820.909,1666.374,2020.482
Assoc_p6599AA11,NA,321975,10019,13361,18587
Assoc_p6599AA11_SE,NA,5567.4301,907.0461,912.8594,1315.2474
Pct_Assoc_p2534AA11,NA,0.3856394,0.5163077,0.3923402,0.4586041
Pct_Assoc_p2534AA11_SE,NA,0.006836737,0.034761515,0.028795707,0.028132753
Pct_Assoc_p3544AA11,NA,0.4122448,0.5185367,0.4366361,0.4303719
Pct_Assoc_p3544AA11_SE,NA,0.006463737,0.035585414,0.027962883,0.026587012
Pct_Assoc_p4564AA11,NA,0.3654459,0.4652513,0.413742,0.4164984
Pct_Assoc_p4564AA11_SE,NA,0.003972836,0.027751698,0.018006867,0.015910861
Pct_Assoc_p6599AA11,NA,0.2523402,0.3765126,0.2835586,0.2984857
Pct_Assoc_p6599AA11_SE,NA,0.004381926,0.034250171,0.019436131,0.02120162
Pop2599AA10,NA,6325621,176397,230991,317688
Pop2599AA10_SE,NA,5169.6049,295.4407,243.1611,234.6505
Pop2599MA10,NA,2998220,82345,106173,148609
Pop2599MA10_SE,NA,3193.3131,409.7264,347.1125,235.2584
Pop2599FA10,NA,3327401,94052,124818,169079
Pop2599FA10_SE,NA,3654.1033,251.0638,254.1033,319.1489
Assoc_p2599MA10,NA,1002887,38259,40409,58634
Assoc_p2599MA10_SE,NA,9406.373,1699.548,1651.69,2213.043
Assoc_p2599FA10,NA,1216148,51713,48020,67321
Assoc_p2599FA10_SE,NA,10821.842,1997.599,2099.403,2276.309
Assoc_p2599AA10,NA,2219035,89972,88429,125955
Assoc_p2599AA10_SE,NA,14338.483,2622.759,2671.25,3174.766
Pct_Assoc_p2599AA10,NA,0.3508011,0.510054,0.3828244,0.3964739
Pct_Assoc_p2599AA10_SE,NA,0.00228479,0.014893023,0.011571322,0.009997635
Pct_Assoc_p2599MA10,NA,0.3344941,0.4646184,0.3805958,0.3945521
Pct_Assoc_p2599MA10_SE,NA,0.003157482,0.020768428,0.015606277,0.014904807
Pct_Assoc_p2599FA10,NA,0.3654949,0.5498341,0.3847202,0.398163
Pct_Assoc_p2599FA10_SE,NA,0.003277015,0.021289959,0.016837942,0.01348395
Pop2599AW10,NA,4413897,84456,149461,191858
Pop2599AW10_SE,NA,2880.24316,154.40729,414.58967,87.53799
Assoc_p2599AW10,NA,1730515,54648,67016,89331
Assoc_p2599AW10_SE,NA,11480.444,1857.431,2095.862,2531.588
Pct_Assoc_p2599AW10,NA,0.3920606,0.6470588,0.4483845,0.46561
Pct_Assoc_p2599AW10_SE,NA,0.002613529,0.022024672,0.014077855,0.013196823
Pop2599AB10,NA,1267686,61896,55550,91902
Pop2599AB10_SE,NA,4344.6809,571.4286,516.7173,720.9726
Assoc_p2599AB10,NA,311538,23696,15324,24477
Assoc_p2599AB10_SE,NA,6079.604,1544.066,1239.539,1604.378
Pct_Assoc_p2599AB10,NA,0.2457533,0.3828357,0.2758596,0.2663381
Pct_Assoc_p2599AB10_SE,NA,0.004869226,0.02519526,0.022460991,0.017582083
Pop2599AH10,NA,389833,18865,19726,17345
Pop2599AH10_SE,NA,2843.769,NA,NA,NA
Assoc_p2599AH10,NA,62807,3590,1604,4293
Assoc_p2599AH10_SE,NA,2837.5308,613.9333,344.1653,925.1998
Pct_Assoc_p2599AH10,NA,0.1611126,0.1902995,0.081314,0.2475065
Pct_Assoc_p2599AH10_SE,NA,0.007373111,NA,NA,NA
Pop2534AA10,NA,1243403,49634,45152,63928
Pop2534AA10_SE,NA,5225.3351,514.6535,368.0604,228.3142
Pop3544AA10,NA,1339385,38424,47803,66880
Pop3544AA10_SE,NA,4173.9133,604.6417,466.8163,297.1457
Pop4564AA10,NA,2503114,61859,92377,126407
Pop4564AA10_SE,NA,4232.7979,580.2733,577.878,561.4748
Pop6599AA10,NA,1239719,26480,45659,60473
Pop6599AA10_SE,NA,1839.8365,288.5496,253.2161,331.8247
Assoc_p2534AA10,NA,462950,28061,16958,26964
Assoc_p2534AA10_SE,NA,6499.423,1408.228,1181.871,1675.888
Assoc_p3544AA10,NA,533927,18965,20227,29917
Assoc_p3544AA10_SE,NA,7117.712,1389.239,1271.856,1629.722
Assoc_p4564AA10,NA,917657,33481,38493,52994
Assoc_p4564AA10_SE,NA,8818.58,1582.209,1763.669,2167.615
Assoc_p6599AA10,NA,304501,9465,12751,16080
Assoc_p6599AA10_SE,NA,4594.5235,787.8541,833.7627,988.5857
Pct_Assoc_p2534AA10,NA,0.372325,0.5653584,0.3755758,0.421787
Pct_Assoc_p2534AA10_SE,NA,0.005456285,0.028971519,0.026353826,0.026258484
Pct_Assoc_p3544AA10,NA,0.3986359,0.4935717,0.4231324,0.4473236
Pct_Assoc_p3544AA10_SE,NA,0.005457432,0.036980314,0.026925143,0.024448762
Pct_Assoc_p4564AA10,NA,0.3666062,0.541247,0.4166946,0.4192331
Pct_Assoc_p4564AA10_SE,NA,0.003577172,0.02607671,0.019269206,0.017248714
Pct_Assoc_p6599AA10,NA,0.245621,0.3574396,0.2792659,0.2659038
Pct_Assoc_p6599AA10_SE,NA,0.003723984,0.030006665,0.018326203,0.016412539
Pop2599AA09,NA,6150247,175087,236228,314315
Pop2599AA09_SE,NA,5389.6657,1851.6717,347.1125,523.4043
Pop2599MA09,NA,2916650,81031,110320,146476
Pop2599MA09_SE,NA,4041.3374,1533.1307,319.7568,512.462
Pop2599FA09,NA,3233597,94056,125908,167839
Pop2599FA09_SE,NA,3244.3769,426.1398,225.5319,427.9635
Assoc_p2599MA09,NA,977411,39148,41575,55408
Assoc_p2599MA09_SE,NA,8927.943,2049.737,1683.332,2087.37
Assoc_p2599FA09,NA,1179901,49839,43699,64923
Assoc_p2599FA09_SE,NA,10131.931,1969.214,1782.856,2187.923
Assoc_p2599AA09,NA,2157312,88987,85274,120331
Assoc_p2599AA09_SE,NA,13504.228,2842.398,2451.976,3023.924
Pct_Assoc_p2599AA09,NA,0.3507684,0.5082445,0.3609818,0.3828357
Pct_Assoc_p2599AA09_SE,NA,0.002217133,0.017100893,0.010393243,0.00964178
Pct_Assoc_p2599MA09,NA,0.3351143,0.4831237,0.3768582,0.3782736
Pct_Assoc_p2599MA09_SE,NA,0.003096045,0.026896625,0.01529768,0.014311915
Pct_Assoc_p2599FA09,NA,0.3648881,0.5298865,0.3470709,0.3868171
Pct_Assoc_p2599FA09_SE,NA,0.003154647,0.021073805,0.014173632,0.013073102
Pop2599AW09,NA,4362790,88891,156603,195221
Pop2599AW09_SE,NA,2870.5167,174.4681,109.4225,313.6778
Assoc_p2599AW09,NA,1699699,57945,65562,87438
Assoc_p2599AW09_SE,NA,11776.944,1938.013,2031.013,2412.671
Pct_Assoc_p2599AW09,NA,0.3895899,0.6518658,0.418651,0.4478924
Pct_Assoc_p2599AW09_SE,NA,0.00271155,0.02183964,0.01297248,0.0123796
Pop2599AB09,NA,1208179,60566,55056,89521
Pop2599AB09_SE,NA,4410.3343,710.6383,426.7477,596.3526
Assoc_p2599AB09,NA,307880,22620,14350,25085
Assoc_p2599AB09_SE,NA,5581.724,1452.393,1186.187,1597.056
Pct_Assoc_p2599AB09,NA,0.2548298,0.3734769,0.2606437,0.2802136
Pct_Assoc_p2599AB09_SE,NA,0.004712669,0.024377442,0.021639619,0.017937403
Pop2599AH09,NA,342456,17370,18789,15674
Pop2599AH09_SE,NA,2374.4681,NA,NA,414.5897
Assoc_p2599AH09,NA,54450,2852,2854,3081
Assoc_p2599AH09_SE,NA,2542.5444,591.7039,533.4848,535.524
Pct_Assoc_p2599AH09,NA,0.1589985,0.1641911,0.1518974,0.1965676
Pct_Assoc_p2599AH09_SE,NA,0.007505844,NA,NA,0.034559741
Pop2534AA09,NA,1233063,50751,45449,65647
Pop2534AA09_SE,NA,5691.5646,1074.3692,206.5376,607.4907
Pop3544AA09,NA,1324219,38372,49632,67733
Pop3544AA09_SE,NA,4367.0162,660.2812,297.7172,386.531
Pop4564AA09,NA,2404039,60572,94354,120826
Pop4564AA09_SE,NA,3495.5438,776.7429,474.1739,653.9361
Pop6599AA09,NA,1188926,25392,46793,60109
Pop6599AA09_SE,NA,1862.9889,334.8772,316.2041,420.0362
Assoc_p2534AA09,NA,475115,28713,18213,24929
Assoc_p2534AA09_SE,NA,6828.72,1646.252,1232.859,1554.501
Assoc_p3544AA09,NA,529681,19939,18276,30460
Assoc_p3544AA09_SE,NA,6992.648,1323.531,1244.336,1592.05
Assoc_p4564AA09,NA,877555,31237,36765,49484
Assoc_p4564AA09_SE,NA,8085.404,1482.721,1598.224,1846.691
Assoc_p6599AA09,NA,274961,9098,12020,15458
Assoc_p6599AA09_SE,NA,4410.6279,812.3123,939.0435,910.6651
Pct_Assoc_p2534AA09,NA,0.3853128,0.5657623,0.4007349,0.3797432
Pct_Assoc_p2534AA09_SE,NA,0.005816593,0.034578273,0.027187267,0.023939028
Pct_Assoc_p3544AA09,NA,0.399995,0.5196237,0.3682302,0.4497069
Pct_Assoc_p3544AA09_SE,NA,0.005442848,0.035632199,0.025168362,0.023644484
Pct_Assoc_p4564AA09,NA,0.3650336,0.5157003,0.3896496,0.4095476
Pct_Assoc_p4564AA09_SE,NA,0.003404882,0.025356205,0.017051405,0.015443779
Pct_Assoc_p6599AA09,NA,0.2312684,0.3583018,0.256876,0.2571661
Pct_Assoc_p6599AA09_SE,NA,0.003727416,0.032337987,0.020142967,0.015256435
Pop2599AA08,NA,6085315,168724,225986,310204
Pop2599AA08_SE,NA,5264.4377,694.8328,280.2432,294.8328
Pop2599MA08,NA,2894183,79907,105636,146675
Pop2599MA08_SE,NA,4313.0699,558.6626,258.3587,450.4559
Pop2599FA08,NA,3191132,88817,120350,163529
Pop2599FA08_SE,NA,3210.3343,430.3951,214.5897,373.8602
Assoc_p2599MA08,NA,959845,37028,39768,55834
Assoc_p2599MA08_SE,NA,9285.811,1796.552,1840.069,2008.678
Assoc_p2599FA08,NA,1123512,48702,46379,64573
Assoc_p2599FA08_SE,NA,9180.129,1965.393,1738.28,2179.267
Assoc_p2599AA08,NA,2083357,85730,86147,120407
Assoc_p2599AA08_SE,NA,13057.605,2662.775,2531.299,2963.78
Pct_Assoc_p2599AA08,NA,0.3423581,0.5081079,0.381205,0.3881542
Pct_Assoc_p2599AA08_SE,NA,0.002166101,0.015919951,0.011211101,0.009561413
Pct_Assoc_p2599MA08,NA,0.3316463,0.4633887,0.3764626,0.3806647
Pct_Assoc_p2599MA08_SE,NA,0.003246283,0.022715255,0.017443274,0.013744559
Pct_Assoc_p2599FA08,NA,0.3520732,0.548341,0.3853677,0.3948719
Pct_Assoc_p2599FA08_SE,NA,0.002898485,0.022287536,0.014459878,0.01335703
Pop2599AW08,NA,4328178,82876,149457,193864
Pop2599AW08_SE,NA,2936.1702,230.3951,220.0608,128.2675
Assoc_p2599AW08,NA,1649858,54867,66023,90823
Assoc_p2599AW08_SE,NA,10709.139,1955.411,2094.855,2444.916
Pct_Assoc_p2599AW08,NA,0.38119,0.6620373,0.4417525,0.4684882
Pct_Assoc_p2599AW08_SE,NA,0.00248776,0.02366609,0.01403153,0.01261531
Pop2599AB08,NA,1203197,58693,52920,87455
Pop2599AB08_SE,NA,3686.3222,510.0304,206.079,607.2948
Assoc_p2599AB08,NA,280702,21516,13595,20921
Assoc_p2599AB08_SE,NA,5437.593,1452.422,1184.936,1403.356
Pct_Assoc_p2599AB08,NA,0.2332968,0.3665855,0.2568972,0.2392202
Pct_Assoc_p2599AB08_SE,NA,0.004575462,0.024950285,0.022413422,0.016132357
Pop2599AH08,NA,340744,18102,18839,16118
Pop2599AH08_SE,NA,2810.334,NA,NA,NA
Assoc_p2599AH08,NA,58883,3465,3754,3983
Assoc_p2599AH08_SE,NA,2660.5783,659.8862,726.2947,755.6828
Pct_Assoc_p2599AH08,NA,0.1728072,0.1914153,0.1992675,0.247115
Pct_Assoc_p2599AH08_SE,NA,0.007937157,NA,NA,NA
Pop2534AA08,NA,1223384,38991,43343,60448
Pop2534AA08_SE,NA,5445.6025,633.6866,294.1175,537.3152
Pop3544AA08,NA,1347230,43864,48859,69663
Pop3544AA08_SE,NA,4914.7298,626.7911,392.003,665.8478
Pop4564AA08,NA,2381592,61771,90669,123802
Pop4564AA08_SE,NA,4091.9007,639.7176,443.4095,867.7956
Pop6599AA08,NA,1133109,24098,43115,56291
Pop6599AA08_SE,NA,1870.0638,205.8673,244.1575,429.4087
Assoc_p2534AA08,NA,440311,20554,17337,23785
Assoc_p2534AA08_SE,NA,6361.363,1267.507,1194.037,1390.819
Assoc_p3544AA08,NA,514561,22197,19552,29567
Assoc_p3544AA08_SE,NA,6489.021,1338.369,1326.96,1516.743
Assoc_p4564AA08,NA,874622,33180,39198,50619
Assoc_p4564AA08_SE,NA,7869.37,1572.651,1580.065,1824.505
Assoc_p6599AA08,NA,253863,9799,10060,16436
Assoc_p6599AA08_SE,NA,4053.1902,831.5876,743.0362,987.0789
Pct_Assoc_p2534AA08,NA,0.3599123,0.5271473,0.3999954,0.3934787
Pct_Assoc_p2534AA08_SE,NA,0.005441013,0.033617656,0.027681953,0.023272843
Pct_Assoc_p3544AA08,NA,0.38194,0.5060414,0.4001719,0.424429
Pct_Assoc_p3544AA08_SE,NA,0.005014046,0.031356928,0.027348088,0.022147285
Pct_Assoc_p4564AA08,NA,0.3672426,0.5371453,0.4323198,0.4088706
Pct_Assoc_p4564AA08_SE,NA,0.003363953,0.026060016,0.017554516,0.015013377
Pct_Assoc_p6599AA08,NA,0.2240411,0.4066313,0.2333295,0.2919827
Pct_Assoc_p6599AA08_SE,NA,0.003596112,0.03468298,0.017284401,0.017676182
Pop2599AA07,NA,5959907,165832,223311,305027
Pop2599AA07_SE,NA,4865.6535,269.3009,252.8875,189.6657
Pop2599MA07,NA,2829272,78929,104581,142961
Pop2599MA07_SE,NA,4213.9818,477.2036,271.7325,328.2675
Pop2599FA07,NA,3130635,86903,118730,162066
Pop2599FA07_SE,NA,3295.4407,418.845,300.304,294.2249
Assoc_p2599MA07,NA,918376,35055,36899,54779
Assoc_p2599MA07_SE,NA,8643.474,1562.051,1590.641,2240.328
Assoc_p2599FA07,NA,1100286,46293,47608,65162
Assoc_p2599FA07_SE,NA,9032.929,1860.038,1817.202,2148.861
Assoc_p2599AA07,NA,2018662,81348,84507,119941
Assoc_p2599AA07_SE,NA,12502.137,2428.939,2415.028,3104.299
Pct_Assoc_p2599AA07,NA,0.338707,0.4905446,0.3784274,0.3932144
Pct_Assoc_p2599AA07_SE,NA,0.002115854,0.014668631,0.010823129,0.010180066
Pct_Assoc_p2599MA07,NA,0.324598,0.4441333,0.352827,0.3831744
Pct_Assoc_p2599MA07_SE,NA,0.003093035,0.019971918,0.015237255,0.015695583
Pct_Assoc_p2599FA07,NA,0.3514578,0.5326974,0.400977,0.4020708
Pct_Assoc_p2599FA07_SE,NA,0.002908956,0.021557045,0.015338901,0.013279251
Pop2599AW07,NA,4254597,81972,148525,193040
Pop2599AW07_SE,NA,3077.81155,49.24012,171.42857,174.46809
Assoc_p2599AW07,NA,1602210,50160,65102,88542
Assoc_p2599AW07_SE,NA,10941.736,1701.29,1959.169,2501.187
Pct_Assoc_p2599AW07,NA,0.3765833,0.6119163,0.4383235,0.4586718
Pct_Assoc_p2599AW07_SE,NA,0.002586133,0.020757783,0.013200533,0.012963461
Pop2599AB07,NA,1171804,56920,52073,84413
Pop2599AB07_SE,NA,3767.1733,487.538,242.5532,470.5167
Assoc_p2599AB07,NA,282378,21520,15200,24476
Assoc_p2599AB07_SE,NA,5252.65,1472.707,1178.889,1677.775
Pct_Assoc_p2599AB07,NA,0.2409772,0.3780745,0.2918979,0.2899553
Pct_Assoc_p2599AB07_SE,NA,0.004548985,0.026075146,0.022679954,0.019941395
Pop2599AH07,NA,324968,17428,17890,15312
Pop2599AH07_SE,NA,2308.815,NA,NA,NA
Assoc_p2599AH07,NA,49869,2464,2145,1917
Assoc_p2599AH07_SE,NA,2453.3771,544.5492,489.4682,481.4555
Pct_Assoc_p2599AH07,NA,0.1534582,0.1413817,0.1198994,0.1251959
Pct_Assoc_p2599AH07_SE,NA,0.007627916,NA,NA,NA
Pop2534AA07,NA,1187658,40675,43052,59097
Pop2534AA07_SE,NA,5114.1019,695.7555,546.2218,349.6302
Pop3544AA07,NA,1358379,41685,49500,69512
Pop3544AA07_SE,NA,4694.003,634.5089,582.9293,647.1952
Pop4564AA07,NA,2310834,59433,88958,121766
Pop4564AA07_SE,NA,4009.4246,502.1983,569.0518,703.7954
Pop6599AA07,NA,1103036,24039,41801,54652
Pop6599AA07_SE,NA,1845.0528,404.8075,253.5253,305.2289
Assoc_p2534AA07,NA,428978,21628,14769,23500
Assoc_p2534AA07_SE,NA,6120.565,1433.589,1070.264,1429.016
Assoc_p3544AA07,NA,520790,21272,19739,28503
Assoc_p3544AA07_SE,NA,6600.699,1357.365,1225.553,1675.102
Assoc_p4564AA07,NA,818649,30214,39161,53068
Assoc_p4564AA07_SE,NA,7761.138,1464.715,1579.771,1940.96
Assoc_p6599AA07,NA,250245,8234,10838,14870
Assoc_p6599AA07_SE,NA,3944.0866,660.2445,751.3614,1036.7121
Pct_Assoc_p2534AA07,NA,0.3611966,0.5317271,0.3430503,0.3976513
Pct_Assoc_p2534AA07_SE,NA,0.00538306,0.03639962,0.02523793,0.02429503
Pct_Assoc_p3544AA07,NA,0.3833908,0.5103035,0.3987677,0.4100443
Pct_Assoc_p3544AA07_SE,NA,0.005036614,0.03347608,0.025200059,0.024398572
Pct_Assoc_p4564AA07,NA,0.3542656,0.5083708,0.440219,0.4358195
Pct_Assoc_p4564AA07_SE,NA,0.003414371,0.025016387,0.017980496,0.016137893
Pct_Assoc_p6599AA07,NA,0.2268693,0.3425267,0.2592761,0.2720852
Pct_Assoc_p6599AA07_SE,NA,0.003595745,0.02806469,0.018043378,0.019030103
Pop2599AA06,NA,5845235,160342,220050,296975
Pop2599AA06_SE,NA,4802.4316,277.8116,319.7568,514.2857
Pop2599MA06,NA,2786525,75510,102667,140640
Pop2599MA06_SE,NA,3623.1003,291.1854,337.9939,446.8085
Pop2599FA06,NA,3058710,84832,117383,156335
Pop2599FA06_SE,NA,3135.5623,261.3982,309.4225,532.5228
Assoc_p2599MA06,NA,897935,31902,40256,53779
Assoc_p2599MA06_SE,NA,8402.004,1455.371,1687.284,1831.494
Assoc_p2599FA06,NA,1028109,43818,44207,60300
Assoc_p2599FA06_SE,NA,8778.897,1817.527,1832.902,2185.581
Assoc_p2599AA06,NA,1926044,75720,84463,114079
Assoc_p2599AA06_SE,NA,12151.654,2328.414,2491.276,2851.514
Pct_Assoc_p2599AA06,NA,0.3295067,0.4722406,0.3838355,0.3841367
Pct_Assoc_p2599AA06_SE,NA,0.002096452,0.014544578,0.011335142,0.009624882
Pct_Assoc_p2599MA06,NA,0.3222419,0.4224871,0.3921026,0.3823877
Pct_Assoc_p2599MA06_SE,NA,0.003044198,0.019342618,0.016485153,0.013079109
Pct_Assoc_p2599FA06,NA,0.336125,0.5165268,0.3766048,0.3857102
Pct_Assoc_p2599FA06_SE,NA,0.00289074,0.02148406,0.01564624,0.01404171
Pop2599AW06,NA,4194807,80029,147123,190167
Pop2599AW06_SE,NA,2547.72036,17.62918,155.0152,88.7538
Assoc_p2599AW06,NA,1542831,48654,63335,85176
Assoc_p2599AW06_SE,NA,10455.887,1703.23,1990.272,2191.784
Pct_Assoc_p2599AW06,NA,0.3677955,0.6079546,0.4304901,0.4479011
Pct_Assoc_p2599AW06_SE,NA,0.002502568,0.021283087,0.013535551,0.011527469
Pop2599AB06,NA,1145348,55267,50325,80334
Pop2599AB06_SE,NA,3359.8784,469.9088,297.8723,662.0061
Assoc_p2599AB06,NA,258067,18148,15198,21970
Assoc_p2599AB06_SE,NA,5099.74,1282.755,1194.323,1513.164
Pct_Assoc_p2599AB06,NA,0.2253175,0.3283696,0.301997,0.2734832
Pct_Assoc_p2599AB06_SE,NA,0.00450136,0.02337747,0.02379943,0.01897026
Pop2599AH06,NA,304995,16482,17539,13950
Pop2599AH06_SE,NA,2505.775,NA,NA,187.234
Assoc_p2599AH06,NA,43535,2046,2645,1991
Assoc_p2599AH06_SE,NA,2189.0621,481.1614,529.1967,407.7224
Pct_Assoc_p2599AH06,NA,0.14274,0.1241354,0.1508068,0.142724
Pct_Assoc_p2599AH06_SE,NA,0.007272546,NA,NA,0.029290122
Pop2534AA06,NA,1199937,40222,43587,57874
Pop2534AA06_SE,NA,4798.3702,251.0049,224.7144,467.6349
Pop3544AA06,NA,1330032,40547,50129,68067
Pop3544AA06_SE,NA,3994.1927,547.6748,515.6596,484.5747
Pop4564AA06,NA,2243467,56526,84623,116961
Pop4564AA06_SE,NA,3484.4777,621.6584,540.7017,703.521
Pop6599AA06,NA,1071799,23047,41711,54073
Pop6599AA06_SE,NA,1682.7051,188.8152,322.8107,444.7809
Assoc_p2534AA06,NA,425734,19747,16599,22720
Assoc_p2534AA06_SE,NA,6642.719,1153.006,1189.101,1283.785
Assoc_p3544AA06,NA,495346,20764,20335,26371
Assoc_p3544AA06_SE,NA,6281.077,1388.183,1207.682,1442.018
Assoc_p4564AA06,NA,779436,28099,37490,49735
Assoc_p4564AA06_SE,NA,7616.978,1328.213,1506.966,1698.854
Assoc_p6599AA06,NA,225528,7110,10039,15253
Assoc_p6599AA06_SE,NA,3597.6623,607.0815,715.6619,930.6296
Pct_Assoc_p2534AA06,NA,0.354797,0.4909502,0.3808246,0.392577
Pct_Assoc_p2534AA06_SE,NA,0.005714806,0.028829319,0.027351642,0.02240807
Pct_Assoc_p3544AA06,NA,0.3724316,0.5120971,0.4056534,0.3874271
Pct_Assoc_p3544AA06_SE,NA,0.004853136,0.034928146,0.024450194,0.021364067
Pct_Assoc_p4564AA06,NA,0.3474248,0.4970987,0.4430238,0.4252272
Pct_Assoc_p4564AA06_SE,NA,0.003437795,0.024124983,0.018031577,0.014748445
Pct_Assoc_p6599AA06,NA,0.2104201,0.3085,0.2406799,0.2820816
Pct_Assoc_p6599AA06_SE,NA,0.003372875,0.026461996,0.017258441,0.017366317
