GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - High school graduate (includes equivalency),Margin of Error; Male: - High school graduate (includes equivalency),"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - High school graduate (includes equivalency),Margin of Error; Female: - High school graduate (includes equivalency),"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0100000US,,United States,22171628,29955,10088053,22026,598529,12567,1510016,17339,3713686,29545,2033224,24201,642946,16485,1079758,16742,509894,11130,12083575,18786,652403,11536,1641918,18923,3899360,31304,2675417,27842,977064,14267,1454689,16936,782724,11855
0400000US37,37,North Carolina,1171804,6197,521680,4637,32193,2620,77060,4697,204013,7082,99784,5736,31897,2815,53818,3996,22915,3027,650124,4132,37316,2900,86753,4655,213762,7067,138545,6279,55527,3915,82758,4335,35463,2736
0500000US37063,37063,"Durham County, North Carolina",56920,802,24494,534,1364,554,2203,665,6729,1215,5966,1021,1367,600,4549,1170,2316,890,32426,495,692,343,4241,1114,6992,1481,7213,1460,2472,887,7788,1356,3028,850
0500000US37067,37067,"Forsyth County, North Carolina",52073,399,22198,259,610,272,2287,948,8254,1304,5921,1254,1016,501,3171,978,939,480,29875,246,963,365,3022,1005,10027,1459,5789,1064,2259,808,5626,1085,2189,702
0500000US37081,37081,"Guilford County, North Carolina",84413,774,37418,518,1360,580,5735,1167,13464,1729,8346,1538,1137,585,5366,1423,2010,705,46995,424,1872,760,5259,1263,14815,1760,9086,1779,2468,877,8964,1539,4531,1271
