GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0100000US,,United States,33474043,26948,16719795,17978,3101526,35193,2350562,29561,4213831,36609,741357,16862,2925455,28345,973626,17717,1658578,23829,754860,17557,16754248,15794,2988581,33489,2037340,26746,3855149,33073,601485,11818,3102533,29206,1222007,20148,2025093,23978,922060,18080
0400000US37,37,North Carolina,476705,4055,243793,3701,65469,5284,38183,3850,53674,4203,8717,1680,35633,3736,9948,1623,20914,2102,11255,1785,232912,2544,53078,4044,34082,3221,45852,3881,7353,1686,37584,3451,15374,2444,26518,2924,13071,1939
0500000US37063,37063,"Durham County, North Carolina",21607,*****,11384,498,4273,1245,2102,837,1762,812,461,449,609,367,0,207,1661,810,516,404,10223,498,3469,1012,1677,755,1064,569,75,128,1195,815,271,248,1597,685,875,414
0500000US37067,37067,"Forsyth County, North Carolina",22690,*****,11578,*****,2859,869,1560,707,3350,1108,256,249,2003,840,104,144,736,420,710,513,11112,*****,2353,752,1544,570,3398,860,348,217,1656,569,263,266,941,419,609,401
0500000US37081,37081,"Guilford County, North Carolina",20662,*****,10524,*****,2511,1040,1857,783,1265,666,413,271,2233,954,459,300,1334,711,452,290,10138,*****,1762,797,1888,745,1885,769,473,531,1853,666,730,427,1092,559,455,288
