"","V1","V2","V3","V4","V5"
"NAME","Durham County, North Carolina","Forsyth County, North Carolina","Guilford County, North Carolina","North Carolina","United States"
"Assoc_p2599AA12_SE"," 2636.442"," 2361.709"," 2840.433","13537.529","80838.423"
"Pct_Assoc_p2599AA12","0.5206864","0.3928842","0.3930412","0.3602387","0.3705892"
"Pct_Assoc_p2599AA12_SE","0.0142917972","0.0100044499","0.0086597902","0.0020964961","0.0003932569"
"Pct_Assoc_p2599MA12","0.4749453","0.3739802","0.3865346","0.3392879","0.3619144"
"Pct_Assoc_p2599MA12_SE","0.0182417368","0.0150289637","0.0128515217","0.0029783655","0.0005627824"
"Pct_Assoc_p2599FA12","0.5595970","0.4093114","0.3986985","0.3792098","0.3786644"
"Pct_Assoc_p2599FA12_SE","0.0214569468","0.0133984266","0.0117203514","0.0029500119","0.0005431134"
"Pop2599AW12","    89041","   152133","   193079","  4484315","140902167"
"Pop2599AW12_SE","  62.61398","  44.37690"," 627.35562","1682.06687","8738.60182"
"Assoc_p2599AW12","   60803","   70970","   89185"," 1819723","57771121"
"Assoc_p2599AW12_SE"," 1681.314"," 1983.272"," 2339.108","11448.859","66865.599"
"Pct_Assoc_p2599AW12","0.6828652","0.4664997","0.4619094","0.4057973","0.4100087"
"Pct_Assoc_p2599AW12_SE","0.0188885774","0.0130371438","0.0122073852","0.0025576233","0.0004752342"
"Pop2599AB12","   64697","   56718","   99471"," 1315560","24280587"
"Pop2599AB12_SE","  508.8146","  279.6353","  846.8085"," 3763.5258","16615.8055"
"Assoc_p2599AB12","  24040","  14552","  30657"," 330373","6423551"
"Assoc_p2599AB12_SE"," 1507.954"," 1034.471"," 1616.100"," 5565.229","24402.637"
"Pct_Assoc_p2599AB12","0.3715783","0.2565676","0.3082004","0.2511273","0.2645550"
"Pct_Assoc_p2599AB12_SE","0.023490428","0.018282660","0.016457442","0.004290882","0.001021203"
"Pop2599AH12","   19636","   20632","   18417","  418817","28910780"
"Pop2599AH12_SE","    0.00","    0.00","    0.00"," 2275.38","13841.34"
"Assoc_p2599AH12","   3176","   2691","   2382","  63056","5662266"
"Assoc_p2599AH12_SE","  542.3389","  493.4137","  473.3045"," 2487.6865","25546.4125"
"Pct_Assoc_p2599AH12","0.1617437","0.1304285","0.1293370","0.1505574","0.1958531"
"Pct_Assoc_p2599AH12_SE","0.0276196196","0.0239149729","0.0256993265","0.0059958491","0.0008885904"
"Pop2534AA12","   50490","   46200","   67017"," 1252143","42100846"
"Pop2534AA12_SE","  336.4295","  347.6917","  305.3784"," 3909.4234","16912.7030"
"Pop3544AA12","   39846","   46925","   67586"," 1330471","40698086"
"Pop3544AA12_SE","  412.2984","  362.7753","  335.1926"," 3659.8991","16776.9054"
"Pop4564AA12","   64739","   94059","  127968"," 2560569","82792089"
"Pop4564AA12_SE","  540.2009","  449.3656","  407.8733"," 3947.8940","19951.7653"
"Pop6599AA12","   29877","   49023","   65504"," 1346700","43140477"
"Pop6599AA12_SE"," 391.8597"," 290.4179"," 312.4561","1727.7960","8746.5872"
"Assoc_p2534AA12","   29453","   17808","   28260","  487881","17220947"
"Assoc_p2534AA12_SE"," 1523.273"," 1203.420"," 1456.169"," 6319.565","39815.754"
"Assoc_p3544AA12","   19489","   19435","   28903","  537347","16941912"
"Assoc_p3544AA12_SE"," 1243.079"," 1114.491"," 1527.377"," 6911.268","37379.360"
"Assoc_p4564AA12","   34427","   40677","   50299","  951878","31081000"
"Assoc_p4564AA12_SE"," 1457.319"," 1580.613"," 1717.881"," 8818.805","47813.080"
"Assoc_p6599AA12","   12933","   14882","   21485","  360801","12109773"
"Assoc_p6599AA12_SE","  864.2295","  843.0020"," 1044.5839"," 4606.8581","27086.0875"
"Pct_Assoc_p2534AA12","0.5833432","0.3854545","0.4216841","0.3896368","0.4090404"
"Pct_Assoc_p2534AA12_SE","0.0304191595","0.0262090758","0.0218131459","0.0051915432","0.0009598924"
"Pct_Assoc_p3544AA12","0.4891081","0.4141716","0.4276477","0.4038773","0.4162828"
"Pct_Assoc_p3544AA12_SE","0.0316049139","0.0239653491","0.0226983242","0.0053120817","0.0009343486"
"Pct_Assoc_p4564AA12","0.5317815","0.4324626","0.3930592","0.3717447","0.3754103"
"Pct_Assoc_p4564AA12_SE","0.022943864","0.016931018","0.013482629","0.003491446","0.000584551"
"Pct_Assoc_p6599AA12","0.4328748","0.3035718","0.3279952","0.2679149","0.2807056"
"Pct_Assoc_p6599AA12_SE","0.029478154","0.017289834","0.016023437","0.003438075","0.000630432"
"Pop2599AA11","   180509","   233078","   323125","  6399357","206471670"
"Pop2599AA11_SE","  390.8815","  326.4438","  105.1672"," 4843.1611","41655.3191"
"Pop2599MA11","   83878","  107911","  150431"," 3034749","99453188"
"Pop2599MA11_SE","  395.7447","  262.0061","  140.4255"," 4033.4347","21930.6991"
"Pop2599FA11","    96631","   125167","   172694","  3364608","107018482"
"Pop2599FA11_SE","  480.2432","  204.8632","  150.7599"," 3751.3678","24435.8663"
"Assoc_p2599MA11","   38119","   43478","   58885"," 1022702","35430687"
"Assoc_p2599MA11_SE"," 2157.315"," 1953.707"," 2474.886","11000.111","62898.629"
"Assoc_p2599FA11","   48019","   46934","   72049"," 1258517","39476301"
"Assoc_p2599FA11_SE"," 2011.768"," 1959.398"," 2779.803","12022.536","70547.383"
"Assoc_p2599AA11","   86138","   90412","  130934"," 2281219","74906988"
"Assoc_p2599AA11_SE"," 2949.783"," 2766.986"," 3721.877","16295.515","94515.453"
"Pct_Assoc_p2599AA11","0.4771950","0.3879045","0.4052116","0.3564763","0.3627955"
"Pct_Assoc_p2599AA11_SE","0.0163741106","0.0118839292","0.0115191350","0.0025606819","0.0004635794"
"Pct_Assoc_p2599MA11","0.4544577","0.4029061","0.3914419","0.3369972","0.3562549"
"Pct_Assoc_p2599MA11_SE","0.025808894","0.018131213","0.016456027","0.003652286","0.000637305"
"Pct_Assoc_p2599FA11","0.4969316","0.3749710","0.4172062","0.3740457","0.3688737"
"Pct_Assoc_p2599FA11_SE","0.0209650513","0.0156662966","0.0161008152","0.0035974901","0.0006645664"
"Pop2599AW11","    86583","   151148","   192016","  4451196","140303930"
"Pop2599AW11_SE","  214.58967","   85.71429","  720.36474"," 2117.32523","10154.40729"
"Assoc_p2599AW11","   55473","   69701","   93723"," 1791110","56340879"
"Assoc_p2599AW11_SE"," 2218.217"," 2295.693"," 2922.278","13737.012","74352.401"
"Pct_Assoc_p2599AW11","0.6406916","0.4611440","0.4881000","0.4023885","0.4015631"
"Pct_Assoc_p2599AW11_SE","0.0256687057","0.0151906288","0.0153286975","0.0030920694","0.0005307345"
"Pop2599AB11","   63171","   56099","   96324"," 1292433","23898097"
"Pop2599AB11_SE","  599.3921","  310.6383","  919.1489"," 3739.8176","22382.3708"
"Assoc_p2599AB11","  20177","  14417","  28328"," 316568","6190979"
"Assoc_p2599AB11_SE"," 1475.819"," 1212.174"," 1931.648"," 6687.971","27281.335"
"Pct_Assoc_p2599AB11","0.3194029","0.2569921","0.2940908","0.2449396","0.2590574"
"Pct_Assoc_p2599AB11_SE","0.023558044","0.021654575","0.020249054","0.005223027","0.001167068"
"Pop2599AH11","   19258","   20176","   17930","  401821","28157700"
"Pop2599AH11_SE",NA,NA,NA," 2946.505","14966.565"
"Assoc_p2599AH11","   3048","   2934","   2799","  62983","5274813"
"Assoc_p2599AH11_SE","  650.6726","  651.9286","  629.9319"," 2909.4812","28251.1146"
"Pct_Assoc_p2599AH11","0.1582719","0.1454203","0.1561071","0.1567439","0.1873311"
"Pct_Assoc_p2599AH11_SE",NA,NA,NA,"0.007331398","0.001008246"
"Pop2534AA11","   50191","   45458","   65719"," 1246395","41540346"
"Pop2534AA11_SE","  571.8611","  360.8629","  128.9814"," 4735.3493","18360.9054"
"Pop3544AA11","   36684","   47385","   67365"," 1319454","40827710"
"Pop3544AA11_SE","  596.7627","  465.1072","  422.7482"," 5101.0989","17265.4097"
"Pop4564AA11","   67024","   93116","  127770"," 2557552","82718588"
"Pop4564AA11_SE","  815.6324","  449.6660","  539.3314"," 4749.0094","23469.3824"
"Pop6599AA11","   26610","   47119","   62271"," 1275956","41385026"
"Pop6599AA11_SE","  236.2451","  259.0921","  384.5339"," 2038.5709","10377.2548"
"Assoc_p2534AA11","   25914","   17835","   30139","  480659","16653817"
"Assoc_p2534AA11_SE"," 1719.551"," 1301.316"," 1847.910"," 8323.301","41670.463"
"Assoc_p3544AA11","   19022","   20690","   28992","  543938","16607639"
"Assoc_p3544AA11_SE"," 1268.209"," 1309.366"," 1781.769"," 8265.282","42285.018"
"Assoc_p4564AA11","   31183","   38526","   53216","  934647","30672452"
"Assoc_p4564AA11_SE"," 1820.909"," 1666.374"," 2020.482","10011.420","55115.595"
"Assoc_p6599AA11","   10019","   13361","   18587","  321975","10973080"
"Assoc_p6599AA11_SE","  907.0461","  912.8594"," 1315.2474"," 5567.4301","30061.4925"
"Pct_Assoc_p2534AA11","0.5163077","0.3923402","0.4586041","0.3856394","0.4009070"
"Pct_Assoc_p2534AA11_SE","0.034761515","0.028795707","0.028132753","0.006836737","0.001018663"
"Pct_Assoc_p3544AA11","0.5185367","0.4366361","0.4303719","0.4122448","0.4067737"
"Pct_Assoc_p3544AA11_SE","0.035585414","0.027962883","0.026587012","0.006463737","0.001049882"
"Pct_Assoc_p4564AA11","0.4652513","0.4137420","0.4164984","0.3654459","0.3708048"
"Pct_Assoc_p4564AA11_SE","0.0277516978","0.0180068667","0.0159108612","0.0039728357","0.0006745572"
"Pct_Assoc_p6599AA11","0.3765126","0.2835586","0.2984857","0.2523402","0.2651461"
"Pct_Assoc_p6599AA11_SE","0.034250171","0.019436131","0.021201620","0.004381926","0.000729422"
"Pop2599AA10","   176397","   230991","   317688","  6325621","204288933"
"Pop2599AA10_SE","  295.4407","  243.1611","  234.6505"," 5169.6049","44378.7234"
"Pop2599MA10","   82345","  106173","  148609"," 2998220","98304845"
"Pop2599MA10_SE","  409.7264","  347.1125","  235.2584"," 3193.3131","23855.3191"
"Pop2599FA10","    94052","   124818","   169079","  3327401","105984088"
"Pop2599FA10_SE","  251.0638","  254.1033","  319.1489"," 3654.1033","25705.1672"
"Assoc_p2599MA10","   38259","   40409","   58634"," 1002887","34657184"
"Assoc_p2599MA10_SE"," 1699.548"," 1651.690"," 2213.043"," 9406.373","56211.969"
"Assoc_p2599FA10","   51713","   48020","   67321"," 1216148","38473964"
"Assoc_p2599FA10_SE"," 1997.599"," 2099.403"," 2276.309","10821.842","62941.141"
"Assoc_p2599AA10","   89972","   88429","  125955"," 2219035","73131148"
"Assoc_p2599AA10_SE"," 2622.759"," 2671.250"," 3174.766","14338.483","84388.226"
"Pct_Assoc_p2599AA10","0.5100540","0.3828244","0.3964739","0.3508011","0.3579790"
"Pct_Assoc_p2599AA10_SE","0.0148930232","0.0115713223","0.0099976354","0.0022847895","0.0004203389"
"Pct_Assoc_p2599MA10","0.4646184","0.3805958","0.3945521","0.3344941","0.3525481"
"Pct_Assoc_p2599MA10_SE","0.0207684282","0.0156062769","0.0149048073","0.0031574818","0.0005781773"
"Pct_Assoc_p2599FA10","0.5498341","0.3847202","0.3981630","0.3654949","0.3630164"
"Pct_Assoc_p2599FA10_SE","0.0212899591","0.0168379421","0.0134839495","0.0032770150","0.0006003646"
"Pop2599AW10","    84456","   149461","   191858","  4413897","139695358"
"Pop2599AW10_SE","  154.40729","  414.58967","   87.53799"," 2880.24316","11782.37082"
"Assoc_p2599AW10","   54648","   67016","   89331"," 1730515","55215353"
"Assoc_p2599AW10_SE"," 1857.431"," 2095.862"," 2531.588","11480.444","66650.503"
"Pct_Assoc_p2599AW10","0.6470588","0.4483845","0.4656100","0.3920606","0.3952555"
"Pct_Assoc_p2599AW10_SE","0.0220246721","0.0140778554","0.0131968231","0.0026135287","0.0004782765"
"Pop2599AB10","   61896","   55550","   91902"," 1267686","23530646"
"Pop2599AB10_SE","  571.4286","  516.7173","  720.9726"," 4344.6809","19325.8359"
"Assoc_p2599AB10","  23696","  15324","  24477"," 311538","5965997"
"Assoc_p2599AB10_SE"," 1544.066"," 1239.539"," 1604.378"," 6079.604","24213.888"
"Pct_Assoc_p2599AB10","0.3828357","0.2758596","0.2663381","0.2457533","0.2535416"
"Pct_Assoc_p2599AB10_SE","0.025195260","0.022460991","0.017582083","0.004869226","0.001049894"
"Pop2599AH10","   18865","   19726","   17345","  389833","27313996"
"Pop2599AH10_SE",NA,NA,NA," 2843.769","15604.863"
"Assoc_p2599AH10","   3590","   1604","   4293","  62807","5059530"
"Assoc_p2599AH10_SE","  613.9333","  344.1653","  925.1998"," 2837.5308","25148.8811"
"Pct_Assoc_p2599AH10","0.1902995","0.0813140","0.2475065","0.1611126","0.1852358"
"Pct_Assoc_p2599AH10_SE",NA,NA,NA,"0.0073731114","0.0009267943"
"Pop2534AA10","   49634","   45152","   63928"," 1243403","40972083"
"Pop2534AA10_SE","  514.6535","  368.0604","  228.3142"," 5225.3351","23385.4317"
"Pop3544AA10","   38424","   47803","   66880"," 1339385","41192328"
"Pop3544AA10_SE","  604.6417","  466.8163","  297.1457"," 4173.9133","17801.9455"
"Pop4564AA10","   61859","   92377","  126407"," 2503114","81690997"
"Pop4564AA10_SE","  580.2733","  577.8780","  561.4748"," 4232.7979","21597.6847"
"Pop6599AA10","   26480","   45659","   60473"," 1239719","40433525"
"Pop6599AA10_SE","  288.5496","  253.2161","  331.8247"," 1839.8365","10610.6565"
"Assoc_p2534AA10","   28061","   16958","   26964","  462950","16110576"
"Assoc_p2534AA10_SE"," 1408.228"," 1181.871"," 1675.888"," 6499.423","42161.830"
"Assoc_p3544AA10","   18965","   20227","   29917","  533927","16463546"
"Assoc_p3544AA10_SE"," 1389.239"," 1271.856"," 1629.722"," 7117.712","39442.431"
"Assoc_p4564AA10","   33481","   38493","   52994","  917657","30209059"
"Assoc_p4564AA10_SE"," 1582.209"," 1763.669"," 2167.615"," 8818.580","52430.968"
"Assoc_p6599AA10","    9465","   12751","   16080","  304501","10347967"
"Assoc_p6599AA10_SE","  787.8541","  833.7627","  988.5857"," 4594.5235","27255.6756"
"Pct_Assoc_p2534AA10","0.5653584","0.3755758","0.4217870","0.3723250","0.3932086"
"Pct_Assoc_p2534AA10_SE","0.028971519","0.026353826","0.026258484","0.005456285","0.001053227"
"Pct_Assoc_p3544AA10","0.4935717","0.4231324","0.4473236","0.3986359","0.3996751"
"Pct_Assoc_p3544AA10_SE","0.0369803136","0.0269251432","0.0244487622","0.0054574322","0.0009729731"
"Pct_Assoc_p4564AA10","0.5412470","0.4166946","0.4192331","0.3666062","0.3697967"
"Pct_Assoc_p4564AA10_SE","0.0260767098","0.0192692056","0.0172487144","0.0035771718","0.0006492244"
"Pct_Assoc_p6599AA10","0.3574396","0.2792659","0.2659038","0.2456210","0.2559254"
"Pct_Assoc_p6599AA10_SE","0.0300066653","0.0183262033","0.0164125385","0.0037239841","0.0006774235"
"Pop2599AA09","   175087","   236228","   314315","  6150247","201952383"
"Pop2599AA09_SE"," 1851.6717","  347.1125","  523.4043"," 5389.6657","44400.6079"
"Pop2599MA09","   81031","  110320","  146476"," 2916650","97482149"
"Pop2599MA09_SE"," 1533.1307","  319.7568","  512.4620"," 4041.3374","25796.3526"
"Pop2599FA09","    94056","   125908","   167839","  3233597","104470234"
"Pop2599FA09_SE","  426.1398","  225.5319","  427.9635"," 3244.3769","23057.7508"
"Assoc_p2599MA09","   39148","   41575","   55408","  977411","34235982"
"Assoc_p2599MA09_SE"," 2049.737"," 1683.332"," 2087.370"," 8927.943","58500.210"
"Assoc_p2599FA09","   49839","   43699","   64923"," 1179901","37291998"
"Assoc_p2599FA09_SE"," 1969.214"," 1782.856"," 2187.923","10131.931","61866.064"
"Assoc_p2599AA09","   88987","   85274","  120331"," 2157312","71527980"
"Assoc_p2599AA09_SE"," 2842.398"," 2451.976"," 3023.924","13504.228","85145.079"
"Pct_Assoc_p2599AA09","0.5082445","0.3609818","0.3828357","0.3507684","0.3541824"
"Pct_Assoc_p2599AA09_SE","0.0171008934","0.0103932430","0.0096417799","0.0022171334","0.0004287404"
"Pct_Assoc_p2599MA09","0.4831237","0.3768582","0.3782736","0.3351143","0.3512026"
"Pct_Assoc_p2599MA09_SE","0.0268966255","0.0152976799","0.0143119150","0.0030960447","0.0006072659"
"Pct_Assoc_p2599FA09","0.5298865","0.3470709","0.3868171","0.3648881","0.3569629"
"Pct_Assoc_p2599FA09_SE","0.0210738048","0.0141736317","0.0130731016","0.0031546469","0.0005974063"
"Pop2599AW09","    88891","   156603","   195221","  4362790","139962199"
"Pop2599AW09_SE","  174.4681","  109.4225","  313.6778"," 2870.5167","14960.4863"
"Assoc_p2599AW09","   57945","   65562","   87438"," 1699699","54754893"
"Assoc_p2599AW09_SE"," 1938.013"," 2031.013"," 2412.671","11776.944","67960.336"
"Pct_Assoc_p2599AW09","0.6518658","0.4186510","0.4478924","0.3895899","0.3912120"
"Pct_Assoc_p2599AW09_SE","0.0218396380","0.0129724809","0.0123796032","0.0027115498","0.0004873594"
"Pop2599AB09","   60566","   55056","   89521"," 1208179","22975410"
"Pop2599AB09_SE","  710.6383","  426.7477","  596.3526"," 4410.3343","17263.2219"
"Assoc_p2599AB09","  22620","  14350","  25085"," 307880","5714309"
"Assoc_p2599AB09_SE"," 1452.393"," 1186.187"," 1597.056"," 5581.724","24741.826"
"Pct_Assoc_p2599AB09","0.3734769","0.2606437","0.2802136","0.2548298","0.2487141"
"Pct_Assoc_p2599AB09_SE","0.024377442","0.021639619","0.017937403","0.004712669","0.001092978"
"Pop2599AH09","   17370","   18789","   15674","  342456","26106587"
"Pop2599AH09_SE",NA,NA,"  414.5897"," 2374.4681","12875.3799"
"Assoc_p2599AH09","   2852","   2854","   3081","  54450","4665288"
"Assoc_p2599AH09_SE","  591.7039","  533.4848","  535.5240"," 2542.5444","22928.1962"
"Pct_Assoc_p2599AH09","0.1641911","0.1518974","0.1965676","0.1589985","0.1787016"
"Pct_Assoc_p2599AH09_SE",NA,NA,"0.0345597409","0.0075058442","0.0008826643"
"Pop2534AA09","   50751","   45449","   65647"," 1233063","41373577"
"Pop2534AA09_SE"," 1074.3692","  206.5376","  607.4907"," 5691.5646","19530.1322"
"Pop3544AA09","   38372","   49632","   67733"," 1324219","41674213"
"Pop3544AA09_SE","  660.2812","  297.7172","  386.5310"," 4367.0162","17119.7565"
"Pop4564AA09","   60572","   94354","  120826"," 2404039","79397945"
"Pop4564AA09_SE","  776.7429","  474.1739","  653.9361"," 3495.5438","21459.6079"
"Pop6599AA09","   25392","   46793","   60109"," 1188926","39506648"
"Pop6599AA09_SE","  334.8772","  316.2041","  420.0362"," 1862.9889","10410.6082"
"Assoc_p2534AA09","   28713","   18213","   24929","  475115","16119794"
"Assoc_p2534AA09_SE"," 1646.252"," 1232.859"," 1554.501"," 6828.720","41826.125"
"Assoc_p3544AA09","   19939","   18276","   30460","  529681","16486461"
"Assoc_p3544AA09_SE"," 1323.531"," 1244.336"," 1592.050"," 6992.648","38427.510"
"Assoc_p4564AA09","   31237","   36765","   49484","  877555","29307985"
"Assoc_p4564AA09_SE"," 1482.721"," 1598.224"," 1846.691"," 8085.404","48264.459"
"Assoc_p6599AA09","   9098","  12020","  15458"," 274961","9613740"
"Assoc_p6599AA09_SE","  812.3123","  939.0435","  910.6651"," 4410.6279","24228.5288"
"Pct_Assoc_p2534AA09","0.5657623","0.4007349","0.3797432","0.3853128","0.3896157"
"Pct_Assoc_p2534AA09_SE","0.034578273","0.027187267","0.023939028","0.005816593","0.001027531"
"Pct_Assoc_p3544AA09","0.5196237","0.3682302","0.4497069","0.3999950","0.3956034"
"Pct_Assoc_p3544AA09_SE","0.0356321991","0.0251683615","0.0236444839","0.0054428481","0.0009363048"
"Pct_Assoc_p4564AA09","0.5157003","0.3896496","0.4095476","0.3650336","0.3691278"
"Pct_Assoc_p4564AA09_SE","0.0253562047","0.0170514045","0.0154437792","0.0034048823","0.0006160132"
"Pct_Assoc_p6599AA09","0.3583018","0.2568760","0.2571661","0.2312684","0.2433449"
"Pct_Assoc_p6599AA09_SE","0.0323379866","0.0201429665","0.0152564354","0.0037274159","0.0006166206"
"Pop2599AA08","   168724","   225986","   310204","  6085315","200030018"
"Pop2599AA08_SE","  694.8328","  280.2432","  294.8328"," 5264.4377","44310.6383"
"Pop2599MA08","   79907","  105636","  146675"," 2894183","96520386"
"Pop2599MA08_SE","  558.6626","  258.3587","  450.4559"," 4313.0699","26240.1216"
"Pop2599FA08","    88817","   120350","   163529","  3191132","103509632"
"Pop2599FA08_SE","  430.3951","  214.5897","  373.8602"," 3210.3343","22970.2128"
"Assoc_p2599MA08","   37028","   39768","   55834","  959845","33838219"
"Assoc_p2599MA08_SE"," 1796.552"," 1840.069"," 2008.678"," 9285.811","59750.469"
"Assoc_p2599FA08","   48702","   46379","   64573"," 1123512","36525442"
"Assoc_p2599FA08_SE"," 1965.393"," 1738.280"," 2179.267"," 9180.129","55674.749"
"Assoc_p2599AA08","   85730","   86147","  120407"," 2083357","70363661"
"Assoc_p2599AA08_SE"," 2662.775"," 2531.299"," 2963.780","13057.605","81668.820"
"Pct_Assoc_p2599AA08","0.5081079","0.3812050","0.3881542","0.3423581","0.3517655"
"Pct_Assoc_p2599AA08_SE","0.0159199508","0.0112111008","0.0095614129","0.0021661006","0.0004156523"
"Pct_Assoc_p2599MA08","0.4633887","0.3764626","0.3806647","0.3316463","0.3505811"
"Pct_Assoc_p2599MA08_SE","0.0227152548","0.0174432742","0.0137445590","0.0032462832","0.0006263391"
"Pct_Assoc_p2599FA08","0.5483410","0.3853677","0.3948719","0.3520732","0.3528700"
"Pct_Assoc_p2599FA08_SE","0.0222875364","0.0144598775","0.0133570303","0.0028984849","0.0005435405"
"Pop2599AW08","    82876","   149457","   193864","  4328178","139289828"
"Pop2599AW08_SE","  230.3951","  220.0608","  128.2675"," 2936.1702","14329.4833"
"Assoc_p2599AW08","   54867","   66023","   90823"," 1649858","53834711"
"Assoc_p2599AW08_SE"," 1955.411"," 2094.855"," 2444.916","10709.139","68475.525"
"Pct_Assoc_p2599AW08","0.6620373","0.4417525","0.4684882","0.3811900","0.3864942"
"Pct_Assoc_p2599AW08_SE","0.0236660863","0.0140315260","0.0126153073","0.0024877599","0.0004932099"
"Pop2599AB08","   58693","   52920","   87455"," 1203197","22610676"
"Pop2599AB08_SE","  510.0304","  206.0790","  607.2948"," 3686.3222","19253.4954"
"Assoc_p2599AB08","  21516","  13595","  20921"," 280702","5642883"
"Assoc_p2599AB08_SE"," 1452.422"," 1184.936"," 1403.356"," 5437.593","26705.038"
"Pct_Assoc_p2599AB08","0.3665855","0.2568972","0.2392202","0.2332968","0.2495672"
"Pct_Assoc_p2599AB08_SE","0.024950285","0.022413422","0.016132357","0.004575462","0.001200047"
"Pop2599AH08","   18102","   18839","   16118","  340744","25557507"
"Pop2599AH08_SE",NA,NA,NA," 2810.334","13514.286"
"Assoc_p2599AH08","   3465","   3754","   3983","  58883","4652649"
"Assoc_p2599AH08_SE","  659.8862","  726.2947","  755.6828"," 2660.5783","23658.9744"
"Pct_Assoc_p2599AH08","0.1914153","0.1992675","0.2471150","0.1728072","0.1820463"
"Pct_Assoc_p2599AH08_SE",NA,NA,NA,"0.0079371569","0.0009307068"
"Pop2534AA08","   38991","   43343","   60448"," 1223384","40319446"
"Pop2534AA08_SE","  633.6866","  294.1175","  537.3152"," 5445.6025","20348.8591"
"Pop3544AA08","   43864","   48859","   69663"," 1347230","42744592"
"Pop3544AA08_SE","  626.7911","  392.0030","  665.8478"," 4914.7298","18964.5137"
"Pop4564AA08","   61771","   90669","  123802"," 2381592","78153727"
"Pop4564AA08_SE","  639.7176","  443.4095","  867.7956"," 4091.9007","22214.0276"
"Pop6599AA08","   24098","   43115","   56291"," 1133109","38812253"
"Pop6599AA08_SE"," 205.8673"," 244.1575"," 429.4087","1870.0638","9598.8759"
"Assoc_p2534AA08","   20554","   17337","   23785","  440311","15223040"
"Assoc_p2534AA08_SE"," 1267.507"," 1194.037"," 1390.819"," 6361.363","40945.838"
"Assoc_p3544AA08","   22197","   19552","   29567","  514561","16885294"
"Assoc_p3544AA08_SE"," 1338.369"," 1326.960"," 1516.743"," 6489.021","37996.193"
"Assoc_p4564AA08","   33180","   39198","   50619","  874622","28982990"
"Assoc_p4564AA08_SE"," 1572.651"," 1580.065"," 1824.505"," 7869.370","46600.229"
"Assoc_p6599AA08","   9799","  10060","  16436"," 253863","9272337"
"Assoc_p6599AA08_SE","  831.5876","  743.0362","  987.0789"," 4053.1902","25522.0715"
"Pct_Assoc_p2534AA08","0.5271473","0.3999954","0.3934787","0.3599123","0.3775607"
"Pct_Assoc_p2534AA08_SE","0.033617656","0.027681953","0.023272843","0.005441013","0.001033258"
"Pct_Assoc_p3544AA08","0.5060414","0.4001719","0.4244290","0.3819400","0.3950276"
"Pct_Assoc_p3544AA08_SE","0.0313569279","0.0273480883","0.0221472848","0.0050140461","0.0009060253"
"Pct_Assoc_p4564AA08","0.5371453","0.4323198","0.4088706","0.3672426","0.3708459"
"Pct_Assoc_p4564AA08_SE","0.026060016","0.017554516","0.015013377","0.003363953","0.000605509"
"Pct_Assoc_p6599AA08","0.4066313","0.2333295","0.2919827","0.2240411","0.2389023"
"Pct_Assoc_p6599AA08_SE","0.0346829798","0.0172844008","0.0176761821","0.0035961119","0.0006602268"
"Pop2599AA07","   165832","   223311","   305027","  5959907","197892369"
"Pop2599AA07_SE","  269.3009","  252.8875","  189.6657"," 4865.6535","41993.9210"
"Pop2599MA07","   78929","  104581","  142961"," 2829272","95390158"
"Pop2599MA07_SE","  477.2036","  271.7325","  328.2675"," 4213.9818","22987.8419"
"Pop2599FA07","    86903","   118730","   162066","  3130635","102502211"
"Pop2599FA07_SE","  418.8450","  300.3040","  294.2249"," 3295.4407","23305.7751"
"Assoc_p2599MA07","   35055","   36899","   54779","  918376","33318722"
"Assoc_p2599MA07_SE"," 1562.051"," 1590.641"," 2240.328"," 8643.474","55522.199"
"Assoc_p2599FA07","   46293","   47608","   65162"," 1100286","35719577"
"Assoc_p2599FA07_SE"," 1860.038"," 1817.202"," 2148.861"," 9032.929","60626.326"
"Assoc_p2599AA07","   81348","   84507","  119941"," 2018662","69038299"
"Assoc_p2599AA07_SE"," 2428.939"," 2415.028"," 3104.299","12502.137","82208.673"
"Pct_Assoc_p2599AA07","0.4905446","0.3784274","0.3932144","0.3387070","0.3488679"
"Pct_Assoc_p2599AA07_SE","0.0146686314","0.0108231292","0.0101800661","0.0021158537","0.0004219662"
"Pct_Assoc_p2599MA07","0.4441333","0.3528270","0.3831744","0.3245980","0.3492889"
"Pct_Assoc_p2599MA07_SE","0.0199719183","0.0152372545","0.0156955830","0.0030930350","0.0005881087"
"Pct_Assoc_p2599FA07","0.5326974","0.4009770","0.4020708","0.3514578","0.3484762"
"Pct_Assoc_p2599FA07_SE","0.021557045","0.015338901","0.013279251","0.002908956","0.000596747"
"Pop2599AW07","    81972","   148525","   193040","  4254597","138467828"
"Pop2599AW07_SE","   49.24012","  171.42857","  174.46809"," 3077.81155","13089.36170"
"Assoc_p2599AW07","   50160","   65102","   88542"," 1602210","53067861"
"Assoc_p2599AW07_SE"," 1701.290"," 1959.169"," 2501.187","10941.736","61487.094"
"Pct_Assoc_p2599AW07","0.6119163","0.4383235","0.4586718","0.3765833","0.3832505"
"Pct_Assoc_p2599AW07_SE","0.0207577828","0.0132005326","0.0129634609","0.0025861331","0.0004455287"
"Pop2599AB07","   56920","   52073","   84413"," 1171804","22171628"
"Pop2599AB07_SE","  487.5380","  242.5532","  470.5167"," 3767.1733","18209.7264"
"Assoc_p2599AB07","  21520","  15200","  24476"," 282378","5447075"
