taxsim_id year state fiitax siitax fica frate srate ficar
21. 2016 34 -506.00 .00 1071.00 .00 .00 15.30
113. 2016 34 -55.65 215.63 1836.00 17.65 5.75 15.30
122. 2016 34 3983.75 1825.63 6120.00 15.00 5.75 15.30
561. 2016 34 .00 .00 1101.60 .00 .00 15.30
1268. 2016 34 10683.75 3550.63 10710.00 25.00 5.75 15.30
1596. 2016 34 1733.75 963.13 3825.00 15.00 5.75 15.30
1957. 2016 34 .00 .00 198.90 .00 .00 15.30
2949. 2016 34 1883.75 1020.63 3978.00 15.00 5.75 15.30
2949. 2016 34 3083.75 1480.63 5202.00 15.00 5.75 15.30
3063. 2016 34 2483.75 1250.63 4590.00 15.00 5.75 15.30
4076. 2016 34 -183.60 .00 367.20 -7.65 .00 15.30
4332. 2016 34 .00 .00 382.50 .00 .00 15.30
4914. 2016 34 915.00 646.88 2983.50 10.00 5.75 15.30
5858. 2016 34 -232.15 158.13 1683.00 17.65 5.75 15.30
6140. 2016 34 1658.75 934.38 3748.50 15.00 5.75 15.30
6281. 2016 34 1283.75 790.63 3366.00 15.00 5.75 15.30
6375. 2016 34 -55.65 215.63 1836.00 17.65 5.75 15.30
6654. 2016 34 2483.75 1250.63 4590.00 15.00 5.75 15.30
6766. 2016 34 865.00 618.13 2907.00 10.00 5.75 15.30
6842. 2016 34 3983.75 1825.63 6120.00 15.00 5.75 15.30
6842. 2016 34 5683.75 2400.63 7650.00 25.00 5.75 15.30
7174. 2016 34 4493.75 2021.13 6640.20 15.00 5.75 15.30
7252. 2016 34 2483.75 1250.63 4590.00 15.00 5.75 15.30
7552. 2016 34 3383.75 1595.63 5508.00 15.00 5.75 15.30
7552. 2016 34 -459.00 .00 918.00 -7.65 .00 15.30
8018. 2016 34 -55.65 215.63 1836.00 17.65 5.75 15.30
8225. 2016 34 -382.50 .00 765.00 -7.65 .00 15.30
8272. 2016 34 1133.75 733.13 3213.00 15.00 5.75 15.30
8439. 2016 34 -373.65 100.63 1530.00 7.65 5.75 15.30
9283. 2016 34 3983.75 1825.63 6120.00 15.00 5.75 15.30
9503. 2016 34 165.00 215.63 1836.00 10.00 5.75 15.30
10049. 2016 34 865.00 618.13 2907.00 10.00 5.75 15.30
10223. 2016 34 255.00 267.38 1973.70 10.00 5.75 15.30
10606. 2016 34 .00 .00 214.20 .00 .00 15.30
10829. 2016 34 1733.75 963.13 3825.00 15.00 5.75 15.30
10957. 2016 34 565.00 445.63 2448.00 10.00 5.75 15.30
10957. 2016 34 .00 .00 183.60 .00 .00 15.30
11051. 2016 34 .00 43.13 1377.00 .00 5.75 15.30
11317. 2016 34 983.75 675.63 3060.00 15.00 5.75 15.30
11529. 2016 34 2678.75 1325.38 4788.90 15.00 5.75 15.30
11738. 2016 34 5683.75 2400.63 7650.00 25.00 5.75 15.30
12124. 2016 34 3983.75 1825.63 6120.00 15.00 5.75 15.30
12492. 2016 34 3233.75 1538.13 5355.00 15.00 5.75 15.30
12601. 2016 34 8183.75 2975.63 9180.00 25.00 5.75 15.30
12851. 2016 34 6933.75 2688.13 8415.00 25.00 5.75 15.30
12851. 2016 34 3233.75 1538.13 5355.00 15.00 5.75 15.30
13276. 2016 34 -55.65 215.63 1836.00 17.65 5.75 15.30
13362. 2016 34 515.00 416.88 2371.50 10.00 5.75 15.30
13518. 2016 34 745.00 549.13 2723.40 10.00 5.75 15.30
13518. 2016 34 1733.75 963.13 3825.00 15.00 5.75 15.30
13564. 2016 34 1433.75 848.13 3519.00 15.00 5.75 15.30
13992. 2016 34 2633.75 1308.13 4743.00 15.00 5.75 15.30
14305. 2016 34 5033.75 2228.13 7191.00 15.00 5.75 15.30
14449. 2016 34 1283.75 790.63 3366.00 15.00 5.75 15.30
14551. 2016 34 .00 .00 214.20 .00 .00 15.30
14563. 2016 34 .00 .00 474.30 .00 .00 15.30
14608. 2016 34 .00 .00 191.25 .00 .00 15.30
