taxsim_id year state fiitax siitax fica frate srate ficar
175. 2012 34 2632.50 1601.50 4016.60 15.00 7.00 13.30
606. 2012 34 2782.50 1671.50 4149.60 15.00 7.00 13.30
660. 2012 34 .00 .00 305.90 .00 .00 13.30
663. 2012 34 .00 120.00 997.50 .00 6.00 13.30
734. 2012 34 .00 .00 532.00 .00 .00 13.30
1161. 2012 34 13592.50 5235.00 10640.00 25.00 7.75 13.30
1330. 2012 34 1102.50 887.50 2660.00 15.00 7.00 13.30
1529. 2012 34 1102.50 887.50 2660.00 15.00 7.00 13.30
1613. 2012 34 1102.50 887.50 2660.00 15.00 7.00 13.30
2279. 2012 34 2752.50 1657.50 4123.00 15.00 7.00 13.30
3287. 2012 34 10842.50 4382.50 9177.00 25.00 7.75 13.30
3292. 2012 34 5292.50 2763.50 6224.40 25.00 7.00 13.30
3321. 2012 34 357.53 484.63 1808.80 17.65 6.38 13.30
3428. 2012 34 6092.50 2987.50 6650.00 25.00 7.00 13.30
3651. 2012 34 .00 168.00 1103.90 .00 6.00 13.30
3651. 2012 34 .00 .00 266.00 .00 .00 13.30
3762. 2012 34 4402.50 2427.50 5586.00 15.00 7.00 13.30
3882. 2012 34 1777.50 1202.50 3258.50 15.00 7.00 13.30
4464. 2012 34 -455.87 127.21 1064.00 7.65 6.38 13.30
4579. 2012 34 .00 .00 266.00 .00 .00 13.30
4598. 2012 34 -306.00 -15.30 532.00 -7.65 -.38 13.30
4607. 2012 34 825.00 750.00 2394.00 10.00 6.00 13.30
4607. 2012 34 525.00 570.00 1995.00 10.00 6.00 13.30
4607. 2012 34 75.13 382.51 1596.00 17.65 6.38 13.30
4660. 2012 34 216.33 433.57 1702.40 17.65 6.38 13.30
4764. 2012 34 3352.50 1937.50 4655.00 15.00 7.00 13.30
4988. 2012 34 705.00 678.00 2234.40 10.00 6.00 13.30
5030. 2012 34 3202.50 1867.50 4522.00 15.00 7.00 13.30
5069. 2012 34 2002.50 1307.50 3458.00 15.00 7.00 13.30
5069. 2012 34 75.00 300.00 1396.50 10.00 6.00 13.30
5069. 2012 34 65.00 294.00 1383.20 10.00 6.00 13.30
5071. 2012 34 .00 42.00 824.60 .00 6.00 13.30
5071. 2012 34 625.00 630.00 2128.00 10.00 6.00 13.30
5071. 2012 34 3352.50 1937.50 4655.00 15.00 7.00 13.30
