taxsim_id year state fiitax siitax fica frate srate ficar
324. 2006 34 625.00 570.00 2295.00 10.00 6.00 15.30
514. 2006 34 1625.00 1027.50 3366.00 15.00 7.00 15.30
1077. 2006 34 4415.00 2287.50 6120.00 25.00 7.00 15.30
1077. 2006 34 890.00 696.00 2616.30 15.00 6.00 15.30
1403. 2006 34 6915.00 2987.50 7650.00 25.00 7.00 15.30
1548. 2006 34 -345.61 150.00 1224.00 7.65 6.00 15.30
1548. 2006 34 -412.50 .00 765.00 -7.65 .00 15.30
1723. 2006 34 2525.00 1447.50 4284.00 15.00 7.00 15.30
2021. 2006 34 -442.00 30.00 918.00 .00 6.00 15.30
2153. 2006 34 625.00 570.00 2295.00 10.00 6.00 15.30
2678. 2006 34 815.00 666.00 2539.80 15.00 6.00 15.30
2950. 2006 34 -274.80 .00 489.60 -7.65 .00 15.30
3542. 2006 34 1130.00 796.50 2861.10 15.00 7.00 15.30
3542. 2006 34 595.00 552.00 2249.10 10.00 6.00 15.30
3673. 2006 34 6415.00 2847.50 7344.00 25.00 7.00 15.30
3722. 2006 34 1385.00 915.50 3121.20 15.00 7.00 15.30
3912. 2006 34 9865.00 3110.00 7956.00 25.00 7.00 15.30
3933. 2006 34 15603.20 5622.50 13005.00 25.83 7.75 15.30
4581. 2006 34 315.39 390.00 1836.00 17.65 6.00 15.30
4819. 2006 34 1640.00 1034.50 3381.30 15.00 7.00 15.30
5114. 2006 34 875.00 690.00 2601.00 15.00 6.00 15.30
5114. 2006 34 535.00 516.00 2157.30 10.00 6.00 15.30
5114. 2006 34 1625.00 1027.50 3366.00 15.00 7.00 15.30
5288. 2006 34 2675.00 1517.50 4437.00 15.00 7.00 15.30
5541. 2006 34 875.00 690.00 2601.00 15.00 6.00 15.30
5680. 2006 34 7165.00 3057.50 7803.00 25.00 7.00 15.30
6055. 2006 34 1325.00 887.50 3060.00 15.00 7.00 15.30
6073. 2006 34 -442.00 30.00 918.00 .00 6.00 15.30
6073. 2006 34 -442.00 48.00 963.90 .00 6.00 15.30
6073. 2006 34 -442.00 60.00 994.50 .00 6.00 15.30
6255. 2006 34 -412.50 .00 765.00 -7.65 .00 15.30
6911. 2006 34 565.00 534.00 2203.20 10.00 6.00 15.30
7030. 2006 34 425.00 450.00 1989.00 10.00 6.00 15.30
7196. 2006 34 -30.00 .00 306.00 .00 .00 15.30
7486. 2006 34 2225.00 1307.50 3978.00 15.00 7.00 15.30
7775. 2006 34 1025.00 750.00 2754.00 15.00 6.00 15.30
8140. 2006 34 4175.00 2217.50 5967.00 15.00 7.00 15.30
8366. 2006 34 16119.80 5777.50 13311.00 25.83 7.75 15.30
8370. 2006 34 4415.00 2287.50 6120.00 25.00 7.00 15.30
8704. 2006 34 225.00 330.00 1683.00 10.00 6.00 15.30
8803. 2006 34 1475.00 957.50 3213.00 15.00 7.00 15.30
8819. 2006 34 -167.70 .00 275.40 -7.65 .00 15.30
9075. 2006 34 525.00 510.00 2142.00 10.00 6.00 15.30
9371. 2006 34 1325.00 887.50 3060.00 15.00 7.00 15.30
9383. 2006 34 6665.00 2917.50 7497.00 25.00 7.00 15.30
9528. 2006 34 315.39 390.00 1836.00 17.65 6.00 15.30
9590. 2006 34 3935.00 2105.50 5722.20 15.00 7.00 15.30
9787. 2006 34 6915.00 2987.50 7650.00 25.00 7.00 15.30
9841. 2006 34 5665.00 2637.50 6885.00 25.00 7.00 15.30
9957. 2006 34 -30.00 12.00 872.10 .00 6.00 15.30
10393. 2006 34 665.00 594.00 2356.20 10.00 6.00 15.30
10393. 2006 34 -374.25 .00 688.50 -7.65 .00 15.30
10411. 2006 34 740.00 636.00 2463.30 15.00 6.00 15.30
10545. 2006 34 1025.00 750.00 2754.00 15.00 6.00 15.30
10619. 2006 34 19477.70 6785.00 14580.80 25.83 7.75 2.90
10705. 2006 34 1325.00 887.50 3060.00 15.00 7.00 15.30
10910. 2006 34 -30.00 .00 826.20 .00 .00 15.30
11399. 2006 34 4025.00 2147.50 5814.00 15.00 7.00 15.30
11697. 2006 34 -406.81 102.00 1101.60 7.65 6.00 15.30
12113. 2006 34 7915.00 3267.50 8262.00 25.00 7.00 15.30
12303. 2006 34 505.00 498.00 2111.40 10.00 6.00 15.30
12365. 2006 34 725.00 630.00 2448.00 15.00 6.00 15.30
12365. 2006 34 315.39 390.00 1836.00 17.65 6.00 15.30
12382. 2006 34 1925.00 1167.50 3672.00 15.00 7.00 15.30
12557. 2006 34 -406.81 102.00 1101.60 7.65 6.00 15.30
12728. 2006 34 1025.00 750.00 2754.00 15.00 6.00 15.30
12926. 2006 34 2525.00 1447.50 4284.00 15.00 7.00 15.30
12932. 2006 34 2525.00 1447.50 4284.00 15.00 7.00 15.30
13054. 2006 34 38354.58 12559.68 16668.80 31.47 8.40 2.90
13579. 2006 34 725.00 630.00 2448.00 15.00 6.00 15.30
13579. 2006 34 685.00 606.00 2386.80 10.00 6.00 15.30
13634. 2006 34 -137.10 .00 214.20 -7.65 .00 15.30
13645. 2006 34 4665.00 2357.50 6273.00 25.00 7.00 15.30
14007. 2006 34 315.39 390.00 1836.00 17.65 6.00 15.30
14231. 2006 34 -30.00 54.00 979.20 .00 6.00 15.30
14272. 2006 34 3410.00 1860.50 5186.70 15.00 7.00 15.30
14330. 2006 34 -442.00 30.00 918.00 .00 6.00 15.30
14370. 2006 34 7915.00 3267.50 8262.00 25.00 7.00 15.30
14898. 2006 34 1748.75 1048.50 3411.90 22.50 7.00 15.30
15087. 2006 34 5.00 198.00 1346.40 10.00 6.00 15.30
15087. 2006 34 625.00 570.00 2295.00 10.00 6.00 15.30
15350. 2006 34 2825.00 1587.50 4590.00 15.00 7.00 15.30
15350. 2006 34 -442.00 .00 841.50 .00 6.00 15.30
15350. 2006 34 -37.61 270.00 1530.00 17.65 6.00 15.30
15786. 2006 34 315.39 390.00 1836.00 17.65 6.00 15.30
16143. 2006 34 -251.85 .00 443.70 -7.65 .00 15.30
16442. 2006 34 -336.00 .00 612.00 -7.65 .00 15.30
16442. 2006 34 -30.00 .00 459.00 .00 .00 15.30
16511. 2006 34 11915.00 4460.00 10710.00 25.00 7.75 15.30
16594. 2006 34 2825.00 1587.50 4590.00 15.00 7.00 15.30
16610. 2006 34 2112.50 1255.00 3863.25 15.00 7.00 15.30
