taxsim_id year state fiitax siitax fica frate srate ficar
165. 2015 34 .00 .00 306.00 .00 .00 15.30
270. 2015 34 1293.75 833.75 3366.00 15.00 5.75 15.30
504. 2015 34 920.00 690.00 2983.50 10.00 5.75 15.30
504. 2015 34 .00 74.75 1346.40 .00 5.75 15.30
712. 2015 34 1443.75 891.25 3519.00 15.00 5.75 15.30
1246. 2015 34 993.75 718.75 3060.00 15.00 5.75 15.30
1299. 2015 34 -222.62 201.25 1683.00 17.65 5.75 15.30
1493. 2015 34 3243.75 1581.25 5355.00 15.00 5.75 15.30
1514. 2015 34 7768.75 2915.25 8904.60 25.00 5.75 15.30
1767. 2015 34 993.75 718.75 3060.00 15.00 5.75 15.30
1767. 2015 34 1743.75 1006.25 3825.00 15.00 5.75 15.30
1899. 2015 34 3243.75 1581.25 5355.00 15.00 5.75 15.30
2103. 2015 34 .00 28.75 1224.00 .00 5.75 15.30
2452. 2015 34 -198.90 .00 397.80 -7.65 .00 15.30
2832. 2015 34 5043.75 2271.25 7191.00 15.00 5.75 15.30
3047. 2015 34 2493.75 1293.75 4590.00 15.00 5.75 15.30
3047. 2015 34 -369.12 143.75 1530.00 7.65 5.75 15.30
3556. 2015 34 1743.75 1006.25 3825.00 15.00 5.75 15.30
3587. 2015 34 -503.00 .00 1147.50 .00 5.75 15.30
3614. 2015 34 2493.75 1293.75 4590.00 15.00 5.75 15.30
3614. 2015 34 .00 .00 1147.50 .00 5.75 15.30
3997. 2015 34 1428.75 885.50 3503.70 15.00 5.75 15.30
4127. 2015 34 -503.00 .00 1147.50 .00 5.75 15.30
4192. 2015 34 290.00 327.75 2019.60 10.00 5.75 15.30
4195. 2015 34 .00 .00 612.00 .00 .00 15.30
4195. 2015 34 1518.75 920.00 3595.50 15.00 5.75 15.30
4195. 2015 34 .00 .00 918.00 .00 .00 15.30
4577. 2015 34 .00 .00 459.00 .00 .00 15.30
4672. 2015 34 .00 .00 306.00 .00 .00 15.30
4966. 2015 34 1743.75 1006.25 3825.00 15.00 5.75 15.30
4966. 2015 34 .00 143.75 1530.00 .00 5.75 15.30
5050. 2015 34 -361.47 149.50 1545.30 7.65 5.75 15.30
5339. 2015 34 1443.75 891.25 3519.00 15.00 5.75 15.30
5626. 2015 34 3993.75 1868.75 6120.00 15.00 5.75 15.30
5802. 2015 34 470.00 431.25 2295.00 10.00 5.75 15.30
6413. 2015 34 .00 .00 918.00 .00 .00 15.30
6572. 2015 34 .00 .00 1116.90 .00 .00 15.30
6585. 2015 34 .00 .00 535.50 .00 .00 15.30
6712. 2015 34 .00 .00 841.50 .00 .00 15.30
6763. 2015 34 1143.75 776.25 3213.00 15.00 5.75 15.30
6836. 2015 34 1593.75 948.75 3672.00 15.00 5.75 15.30
6931. 2015 34 .00 28.75 1224.00 .00 5.75 15.30
6940. 2015 34 .00 .00 443.70 .00 .00 15.30
7083. 2015 34 .00 .00 612.00 .00 .00 15.30
7083. 2015 34 .00 .00 229.50 .00 .00 15.30
7598. 2015 34 .00 .00 765.00 .00 .00 15.30
8049. 2015 34 -503.00 .00 1071.00 .00 .00 15.30
8222. 2015 34 -445.62 86.25 1377.00 7.65 5.75 15.30
8363. 2015 34 .00 17.25 1193.40 .00 5.75 15.30
8450. 2015 34 770.00 603.75 2754.00 10.00 5.75 15.30
8598. 2015 34 2043.75 1121.25 4131.00 15.00 5.75 15.30
8674. 2015 34 1893.75 1063.75 3978.00 15.00 5.75 15.30
8788. 2015 34 -114.75 .00 229.50 -7.65 .00 15.30
8864. 2015 34 3393.75 1638.75 5508.00 15.00 5.75 15.30
9255. 2015 34 520.00 460.00 2371.50 10.00 5.75 15.30
9272. 2015 34 470.00 431.25 2295.00 10.00 5.75 15.30
9347. 2015 34 470.00 431.25 2295.00 10.00 5.75 15.30
9347. 2015 34 4323.75 1995.25 6456.60 15.00 5.75 15.30
9416. 2015 34 .00 .00 306.00 .00 .00 15.30
9653. 2015 34 -306.00 .00 612.00 -7.65 .00 15.30
10689. 2015 34 .00 .00 367.20 .00 .00 15.30
10800. 2015 34 5718.75 2443.75 7650.00 25.00 5.75 15.30
10880. 2015 34 1893.75 1063.75 3978.00 15.00 5.75 15.30
10961. 2015 34 4743.75 2156.25 6885.00 15.00 5.75 15.30
10980. 2015 34 630.00 523.25 2539.80 10.00 5.75 15.30
11039. 2015 34 1218.75 805.00 3289.50 15.00 5.75 15.30
11072. 2015 34 4743.75 2156.25 6885.00 15.00 5.75 15.30
11072. 2015 34 -382.50 .00 765.00 -7.65 .00 15.30
11325. 2015 34 1743.75 1006.25 3825.00 15.00 5.75 15.30
11352. 2015 34 -468.57 69.00 1331.10 7.65 5.75 15.30
11352. 2015 34 -191.25 .00 382.50 -7.65 .00 15.30
11416. 2015 34 .00 .00 244.80 .00 .00 15.30
11527. 2015 34 3543.75 1696.25 5661.00 15.00 5.75 15.30
11934. 2015 34 -267.75 .00 535.50 -7.65 .00 15.30
12002. 2015 34 890.00 672.75 2937.60 10.00 5.75 15.30
12002. 2015 34 .00 69.00 1331.10 .00 5.75 15.30
12096. 2015 34 306.88 373.75 2142.00 17.65 5.75 15.30
12468. 2015 34 3243.75 1581.25 5355.00 15.00 5.75 15.30
12522. 2015 34 -153.00 .00 306.00 -7.65 .00 15.30
12522. 2015 34 420.00 402.50 2218.50 10.00 5.75 15.30
12764. 2015 34 5718.75 2443.75 7650.00 25.00 5.75 15.30
12771. 2015 34 .00 .00 214.20 .00 .00 15.30
13136. 2015 34 .00 143.75 1530.00 .00 5.75 15.30
13314. 2015 34 3993.75 1868.75 6120.00 15.00 5.75 15.30
13572. 2015 34 2193.75 1178.75 4284.00 15.00 5.75 15.30
13607. 2015 34 1323.75 845.25 3396.60 15.00 5.75 15.30
13607. 2015 34 .00 .00 306.00 .00 .00 15.30
13832. 2015 34 -46.12 258.75 1836.00 17.65 5.75 15.30
13832. 2015 34 -445.62 86.25 1377.00 7.65 5.75 15.30
13910. 2015 34 993.75 718.75 3060.00 15.00 5.75 15.30
13910. 2015 34 .00 143.75 1530.00 .00 5.75 15.30
13910. 2015 34 .00 .00 1071.00 .00 .00 15.30
14254. 2015 34 2493.75 1293.75 4590.00 15.00 5.75 15.30
14254. 2015 34 .00 86.25 1377.00 .00 5.75 15.30
14254. 2015 34 70.00 201.25 1683.00 10.00 5.75 15.30
14366. 2015 34 1743.75 1006.25 3825.00 15.00 5.75 15.30
15111. 2015 34 470.00 431.25 2295.00 10.00 5.75 15.30
15131. 2015 34 6968.75 2731.25 8415.00 25.00 5.75 15.30
15617. 2015 34 .00 .00 367.20 .00 .00 15.30
15923. 2015 34 .00 .00 979.20 .00 .00 15.30
15946. 2015 34 2553.75 1316.75 4651.20 15.00 5.75 15.30
16022. 2015 34 1443.75 891.25 3519.00 15.00 5.75 15.30
16036. 2015 34 4743.75 2156.25 6885.00 15.00 5.75 15.30
16227. 2015 34 1593.75 948.75 3672.00 15.00 5.75 15.30
16384. 2015 34 -503.00 34.50 1239.30 .00 5.75 15.30
16524. 2015 34 .00 .00 306.00 .00 .00 15.30
16745. 2015 34 2193.75 1178.75 4284.00 15.00 5.75 15.30
16902. 2015 34 910.00 684.25 2968.20 10.00 5.75 15.30
17630. 2015 34 2643.75 1351.25 4743.00 15.00 5.75 15.30
17732. 2015 34 4743.75 2156.25 6885.00 15.00 5.75 15.30
18121. 2015 34 3393.75 1638.75 5508.00 15.00 5.75 15.30
18162. 2015 34 3543.75 1696.25 5661.00 15.00 5.75 15.30
18418. 2015 34 470.00 431.25 2295.00 10.00 5.75 15.30
18420. 2015 34 3093.75 1523.75 5202.00 15.00 5.75 15.30
18580. 2015 34 4743.75 2156.25 6885.00 15.00 5.75 15.30
18580. 2015 34 .00 .00 918.00 .00 .00 15.30
18580. 2015 34 5218.75 2328.75 7344.00 25.00 5.75 15.30
18817. 2015 34 .00 .00 214.20 .00 .00 15.30
18945. 2015 34 1743.75 1006.25 3825.00 15.00 5.75 15.30
19004. 2015 34 3243.75 1581.25 5355.00 15.00 5.75 15.30
19185. 2015 34 1443.75 891.25 3519.00 15.00 5.75 15.30
19186. 2015 34 8218.75 3018.75 9180.00 25.00 5.75 15.30
19269. 2015 34 .00 5.75 1162.80 .00 5.75 15.30
19297. 2015 34 8218.75 3018.75 9180.00 25.00 5.75 15.30
19492. 2015 34 -191.25 .00 382.50 -7.65 .00 15.30
19492. 2015 34 530.00 465.75 2386.80 10.00 5.75 15.30
19492. 2015 34 .00 161.00 1575.90 10.00 5.75 15.30
19837. 2015 34 -503.00 .00 1071.00 .00 .00 15.30
20000. 2015 34 8968.75 3191.25 9639.00 25.00 5.75 15.30
20161. 2015 34 520.00 460.00 2371.50 10.00 5.75 15.30
20390. 2015 34 3993.75 1868.75 6120.00 15.00 5.75 15.30
20666. 2015 34 7718.75 2903.75 8874.00 25.00 5.75 15.30
20786. 2015 34 .00 .00 198.90 .00 .00 15.30
21141. 2015 34 3543.75 1696.25 5661.00 15.00 5.75 15.30
21260. 2015 34 .00 143.75 1530.00 .00 5.75 15.30
21550. 2015 34 .00 .00 367.20 .00 .00 15.30
21593. 2015 34 2193.75 1178.75 4284.00 15.00 5.75 15.30
21593. 2015 34 2493.75 1293.75 4590.00 15.00 5.75 15.30
21612. 2015 34 -369.12 143.75 1530.00 7.65 5.75 15.30
22288. 2015 34 .00 .00 887.40 .00 .00 15.30
22473. 2015 34 -497.25 .00 994.50 -7.65 .00 15.30
23262. 2015 34 3993.75 1868.75 6120.00 15.00 5.75 15.30
23262. 2015 34 3243.75 1581.25 5355.00 15.00 5.75 15.30
23587. 2015 34 3993.75 1868.75 6120.00 15.00 5.75 15.30
24054. 2015 34 1593.75 948.75 3672.00 15.00 5.75 15.30
24238. 2015 34 993.75 718.75 3060.00 15.00 5.75 15.30
24259. 2015 34 3393.75 1638.75 5508.00 15.00 5.75 15.30
24287. 2015 34 -229.50 .00 459.00 -7.65 .00 15.30
24419. 2015 34 .00 .00 765.00 .00 .00 15.30
24974. 2015 34 680.00 552.00 2616.30 10.00 5.75 15.30
24995. 2015 34 1413.75 879.75 3488.40 15.00 5.75 15.30
25056. 2015 34 2943.75 1466.25 5049.00 15.00 5.75 15.30
25056. 2015 34 1893.75 1063.75 3978.00 15.00 5.75 15.30
25117. 2015 34 3243.75 1581.25 5355.00 15.00 5.75 15.30
25297. 2015 34 -405.45 .00 810.90 -7.65 .00 15.30
26138. 2015 34 70.00 201.25 1683.00 10.00 5.75 15.30
26433. 2015 34 4743.75 2156.25 6885.00 15.00 5.75 15.30
26462. 2015 34 -275.40 .00 550.80 -7.65 .00 15.30
26488. 2015 34 -503.00 .00 1009.80 .00 .00 15.30
26501. 2015 34 5718.75 2443.75 7650.00 25.00 5.75 15.30
26501. 2015 34 5218.75 2328.75 7344.00 25.00 5.75 15.30
26567. 2015 34 2493.75 1293.75 4590.00 15.00 5.75 15.30
26574. 2015 34 1293.75 833.75 3366.00 15.00 5.75 15.30
