taxsim_id year state fiitax siitax fica frate srate ficar
177. 2010 34 1378.75 1167.50 3672.00 15.00 7.00 15.30
667. 2010 34 3688.75 2245.50 6028.20 15.00 7.00 15.30
766. 2010 34 13543.75 5339.70 12240.00 27.00 7.90 15.30
939. 2010 34 -400.00 120.00 1147.50 .00 6.00 15.30
939. 2010 34 -400.00 120.00 1147.50 .00 6.00 15.30
939. 2010 34 -291.40 .00 719.10 -6.20 .00 15.30
1044. 2010 34 225.00 606.00 2386.80 10.00 6.00 15.30
1222. 2010 34 583.75 796.50 2861.10 15.00 7.00 15.30
1222. 2010 34 778.75 887.50 3060.00 15.00 7.00 15.30
1995. 2010 34 -335.00 270.00 1530.00 10.00 6.00 15.30
2083. 2010 34 2093.75 1115.00 3672.00 27.75 7.00 15.30
2327. 2010 34 2278.75 1587.50 4590.00 15.00 7.00 15.30
2547. 2010 34 -400.00 78.00 1040.40 .00 6.00 15.30
2900. 2010 34 -223.20 .00 550.80 -6.20 .00 15.30
3216. 2010 34 -767.12 215.39 1438.20 17.65 6.38 15.30
3277. 2010 34 12193.75 4944.45 11475.00 27.00 7.90 15.30
3374. 2010 34 365.00 690.00 2601.00 10.00 6.00 15.30
3582. 2010 34 -840.97 157.95 1300.50 7.65 6.38 15.30
3661. 2010 34 365.00 690.00 2601.00 10.00 6.00 15.30
4047. 2010 34 -661.22 253.69 1530.00 17.65 6.38 15.30
4148. 2010 34 7193.75 3337.50 8415.00 25.00 7.00 15.30
4419. 2010 34 -277.00 -7.65 306.00 -13.85 -.38 15.30
4448. 2010 34 -248.00 .00 612.00 -6.20 .00 15.30
4454. 2010 34 -372.00 30.00 918.00 -6.20 6.00 15.30
4923. 2010 34 21070.25 7632.15 16404.20 25.79 7.90 2.90
4931. 2010 34 -802.72 189.86 1377.00 7.65 6.38 15.30
5123. 2010 34 778.75 887.50 3060.00 15.00 7.00 15.30
5275. 2010 34 1378.75 1167.50 3672.00 15.00 7.00 15.30
5383. 2010 34 1078.75 1027.50 3366.00 15.00 7.00 15.30
5504. 2010 34 868.75 929.50 3151.80 15.00 7.00 15.30
5702. 2010 34 -310.00 .00 765.00 -6.20 .00 15.30
5969. 2010 34 -308.22 381.34 1836.00 17.65 6.38 15.30
6111. 2010 34 1378.75 1167.50 3672.00 15.00 7.00 15.30
6614. 2010 34 2128.75 1517.50 4437.00 15.00 7.00 15.30
6660. 2010 34 -400.00 90.00 1071.00 .00 6.00 15.30
6847. 2010 34 4292.75 1885.00 5355.00 15.00 7.00 15.30
7001. 2010 34 -248.00 .00 612.00 -6.20 .00 15.30
7181. 2010 34 -137.70 -6.89 275.40 -7.65 -.38 15.30
7241. 2010 34 -332.40 -9.18 367.20 -13.85 -.38 15.30
7241. 2010 34 -145.00 384.00 1820.70 10.00 6.00 15.30
7359. 2010 34 -387.10 -17.60 703.80 -13.85 -.38 15.30
7805. 2010 34 1828.75 1377.50 4131.00 15.00 7.00 15.30
7873. 2010 34 898.75 943.50 3182.40 15.00 7.00 15.30
8263. 2010 34 -831.00 7.05 918.00 -13.85 5.62 15.30
8345. 2010 34 13003.75 5181.60 11934.00 27.00 7.90 15.30
8452. 2010 34 -35.00 450.00 1989.00 10.00 6.00 15.30
8551. 2010 34 -223.20 .00 550.80 -6.20 .00 15.30
8741. 2010 34 2278.75 1587.50 4590.00 15.00 7.00 15.30
9306. 2010 34 -131.72 445.16 1989.00 17.65 6.38 15.30
9306. 2010 34 -217.00 .00 535.50 -6.20 .00 15.30
9322. 2010 34 -400.00 150.00 1224.00 .00 6.00 15.30
9357. 2010 34 2578.75 1727.50 4896.00 15.00 7.00 15.30
10064. 2010 34 -124.00 .00 306.00 -6.20 .00 15.30
10921. 2010 34 -387.80 -10.71 428.40 -13.85 -.38 15.30
11485. 2010 34 -400.00 150.00 1224.00 .00 6.00 15.30
11689. 2010 34 -131.72 445.16 1989.00 17.65 6.38 15.30
12346. 2010 34 -142.60 .00 351.90 -6.20 .00 15.30
12389. 2010 34 -692.50 -19.13 765.00 -13.85 -.38 15.30
12988. 2010 34 -131.72 445.16 1989.00 17.65 6.38 15.30
13126. 2010 34 -623.25 -17.21 688.50 -13.85 -.38 15.30
13169. 2010 34 2728.75 1797.50 5049.00 15.00 7.00 15.30
13198. 2010 34 -308.22 381.34 1836.00 17.65 6.38 15.30
13636. 2010 34 -248.00 .00 612.00 -6.20 .00 15.30
13786. 2010 34 3028.75 1937.50 5355.00 15.00 7.00 15.30
13908. 2010 34 -99.20 .00 244.80 -6.20 .00 15.30
14158. 2010 34 3028.75 1937.50 5355.00 15.00 7.00 15.30
14424. 2010 34 -400.00 90.00 1071.00 .00 6.00 15.30
14820. 2010 34 -802.72 189.86 1377.00 7.65 6.38 15.30
14820. 2010 34 -897.25 35.14 994.50 -7.65 5.62 15.30
15004. 2010 34 -124.00 .00 306.00 -6.20 .00 15.30
15149. 2010 34 3778.75 2287.50 6120.00 15.00 7.00 15.30
15149. 2010 34 -308.22 381.34 1836.00 17.65 6.38 15.30
15285. 2010 34 778.75 887.50 3060.00 15.00 7.00 15.30
15495. 2010 34 -93.00 .00 229.50 -6.20 .00 15.30
15596. 2010 34 1828.75 1377.50 4131.00 15.00 7.00 15.30
15618. 2010 34 2728.75 1797.50 5049.00 15.00 7.00 15.30
15674. 2010 34 -919.00 64.05 1071.00 .00 6.00 15.30
16515. 2010 34 2428.75 1657.50 4743.00 15.00 7.00 15.30
16515. 2010 34 -400.00 210.00 1377.00 .00 6.00 15.30
16524. 2010 34 2278.75 1587.50 4590.00 15.00 7.00 15.30
16671. 2010 34 1528.75 1237.50 3825.00 15.00 7.00 15.30
16953. 2010 34 .00 .00 306.00 .00 .00 15.30
17017. 2010 34 3028.75 1937.50 5355.00 15.00 7.00 15.30
17326. 2010 34 -335.00 270.00 1530.00 10.00 6.00 15.30
17560. 2010 34 1528.75 1237.50 3825.00 15.00 7.00 15.30
17753. 2010 34 2458.75 1671.50 4773.60 15.00 7.00 15.30
17776. 2010 34 -637.10 -17.60 703.80 -13.85 -.38 15.30
17776. 2010 34 -97.20 .00 856.80 -6.20 .00 15.30
17796. 2010 34 -229.40 .00 566.10 -6.20 .00 15.30
18194. 2010 34 -346.25 -9.56 382.50 -13.85 -.38 15.30
18631. 2010 34 -520.02 304.75 1652.40 17.65 6.38 15.30
18768. 2010 34 87500.00 24949.17 22668.20 28.00 7.98 2.90
19597. 2010 34 3248.75 1535.00 4590.00 27.75 7.00 15.30
