taxsim_id year state fiitax siitax fica frate srate ficar
195. 2014 34 3018.75 1496.40 5094.90 15.00 5.80 15.30
214. 2014 34 3948.75 1856.00 6043.50 15.00 5.80 15.30
272. 2014 34 .00 .00 397.80 .00 .00 15.30
553. 2014 34 339.59 377.00 2142.00 17.65 5.80 15.30
683. 2014 34 1773.75 1015.00 3825.00 15.00 5.80 15.30
683. 2014 34 1623.15 956.77 3671.39 15.00 5.80 15.30
708. 2014 34 -427.91 87.00 1377.00 7.65 5.80 15.30
893. 2014 34 8068.75 2987.00 9027.00 25.00 5.80 15.30
967. 2014 34 .00 87.00 1377.00 .00 5.80 15.30
1259. 2014 34 1248.75 812.00 3289.50 15.00 5.80 15.30
1360. 2014 34 1023.75 725.00 3060.00 15.00 5.80 15.30
1555. 2014 34 585.00 493.00 2448.00 10.00 5.80 15.30
1555. 2014 34 3123.75 1537.00 5202.00 15.00 5.80 15.30
1609. 2014 34 -382.50 .00 765.00 -7.65 .00 15.30
1747. 2014 34 -153.00 .00 306.00 -7.65 .00 15.30
1869. 2014 34 1323.75 841.00 3366.00 15.00 5.80 15.30
2393. 2014 34 785.00 609.00 2754.00 10.00 5.80 15.30
2596. 2014 34 -351.41 145.00 1530.00 7.65 5.80 15.30
2596. 2014 34 285.00 319.00 1989.00 10.00 5.80 15.30
2596. 2014 34 5073.75 2291.00 7191.00 15.00 5.80 15.30
2596. 2014 34 2523.75 1305.00 4590.00 15.00 5.80 15.30
2884. 2014 34 .00 .00 918.00 .00 .00 15.30
2983. 2014 34 1623.75 957.00 3672.00 15.00 5.80 15.30
3132. 2014 34 .00 .00 306.00 .00 .00 15.30
3315. 2014 34 5818.75 2465.00 7650.00 25.00 5.80 15.30
4214. 2014 34 3873.75 1827.00 5967.00 15.00 5.80 15.30
4485. 2014 34 .00 .00 841.50 .00 .00 15.30
4508. 2014 34 -351.41 145.00 1530.00 7.65 5.80 15.30
4587. 2014 34 -13.41 261.00 1836.00 17.65 5.80 15.30
4861. 2014 34 23605.37 6472.80 17961.90 26.38 5.80 2.90
4983. 2014 34 3423.75 1653.00 5508.00 15.00 5.80 15.30
5081. 2014 34 31755.55 8265.00 18858.00 26.38 5.80 2.90
5234. 2014 34 2673.75 1363.00 4743.00 15.00 5.80 15.30
5234. 2014 34 2223.75 1189.00 4284.00 15.00 5.80 15.30
5485. 2014 34 2703.75 1374.60 4773.60 15.00 5.80 15.30
5567. 2014 34 4773.75 2175.00 6885.00 15.00 5.80 15.30
5698. 2014 34 .00 .00 306.00 .00 .00 15.30
5851. 2014 34 -13.41 261.00 1836.00 17.65 5.80 15.30
5851. 2014 34 -351.41 145.00 1530.00 7.65 5.80 15.30
5887. 2014 34 2823.75 1421.00 4896.00 15.00 5.80 15.30
6260. 2014 34 685.00 551.00 2601.00 10.00 5.80 15.30
6469. 2014 34 1623.75 957.00 3672.00 15.00 5.80 15.30
6603. 2014 34 .00 29.00 1224.00 .00 5.80 15.30
6615. 2014 34 805.00 620.60 2784.60 10.00 5.80 15.30
6615. 2014 34 4023.75 1885.00 6120.00 15.00 5.80 15.30
6653. 2014 34 3273.75 1595.00 5355.00 15.00 5.80 15.30
6753. 2014 34 -13.41 261.00 1836.00 17.65 5.80 15.30
6889. 2014 34 74.84 290.00 1912.50 17.65 5.80 15.30
6906. 2014 34 92.49 295.80 1927.80 17.65 5.80 15.30
7761. 2014 34 1323.75 841.00 3366.00 15.00 5.80 15.30
7906. 2014 34 3285.00 1305.00 4590.00 27.75 5.80 15.30
7906. 2014 34 1923.75 1073.00 3978.00 15.00 5.80 15.30
7912. 2014 34 -191.25 .00 382.50 -7.65 .00 15.30
8168. 2014 34 7068.75 2755.00 8415.00 25.00 5.80 15.30
8195. 2014 34 485.00 435.00 2295.00 10.00 5.80 15.30
8195. 2014 34 585.00 493.00 2448.00 10.00 5.80 15.30
8376. 2014 34 1338.75 846.80 3381.30 15.00 5.80 15.30
9510. 2014 34 -496.00 29.00 1224.00 .00 5.80 15.30
9663. 2014 34 1023.75 725.00 3060.00 15.00 5.80 15.30
9738. 2014 34 715.00 568.40 2646.90 10.00 5.80 15.30
9825. 2014 34 -405.45 .00 810.90 -7.65 .00 15.30
10019. 2014 34 8318.75 3045.00 9180.00 25.00 5.80 15.30
10048. 2014 34 2073.75 1131.00 4131.00 15.00 5.80 15.30
10141. 2014 34 2478.75 1287.60 4544.10 15.00 5.80 15.30
10223. 2014 34 445.00 411.80 2233.80 10.00 5.80 15.30
10260. 2014 34 -351.41 145.00 1530.00 7.65 5.80 15.30
10351. 2014 34 1323.75 841.00 3366.00 15.00 5.80 15.30
10513. 2014 34 3273.75 1595.00 5355.00 15.00 5.80 15.30
10663. 2014 34 265.00 307.40 1958.40 10.00 5.80 15.30
10685. 2014 34 15.00 162.40 1575.90 10.00 5.80 15.30
10906. 2014 34 585.00 493.00 2448.00 10.00 5.80 15.30
10955. 2014 34 -267.75 .00 535.50 -7.65 .00 15.30
11572. 2014 34 -306.00 .00 612.00 -7.65 .00 15.30
12033. 2014 34 2073.75 1131.00 4131.00 15.00 5.80 15.30
12357. 2014 34 1623.75 957.00 3672.00 15.00 5.80 15.30
13045. 2014 34 .00 .00 229.50 .00 .00 15.30
13272. 2014 34 -367.20 .00 734.40 -7.65 .00 15.30
13664. 2014 34 2073.75 1131.00 4131.00 15.00 5.80 15.30
13750. 2014 34 .00 .00 642.60 .00 .00 15.30
13851. 2014 34 685.00 551.00 2601.00 10.00 5.80 15.30
14024. 2014 34 385.00 377.00 2142.00 10.00 5.80 15.30
14190. 2014 34 305.00 330.60 2019.60 10.00 5.80 15.30
14247. 2014 34 .00 .00 765.00 .00 .00 15.30
14621. 2014 34 1023.75 725.00 3060.00 15.00 5.80 15.30
14693. 2014 34 2223.75 1189.00 4284.00 15.00 5.80 15.30
14860. 2014 34 -229.50 .00 459.00 -7.65 .00 15.30
14911. 2014 34 -382.50 .00 765.00 -7.65 .00 15.30
15071. 2014 34 1473.75 899.00 3519.00 15.00 5.80 15.30
