taxsim_id year state fiitax siitax fica frate srate ficar
388. 2013 34 7178.75 3337.50 8415.00 25.00 7.00 15.30
683. 2013 34 4803.75 2637.50 6885.00 15.00 7.00 15.30
683. 2013 34 7178.75 3337.50 8415.00 25.00 7.00 15.30
966. 2013 34 1353.75 1027.50 3366.00 15.00 7.00 15.30
1122. 2013 34 5178.75 2777.50 7191.00 25.00 7.00 15.30
1398. 2013 34 5903.75 2980.50 7634.70 25.00 7.00 15.30
1623. 2013 34 -306.00 -13.77 612.00 -7.65 -.34 15.30
1623. 2013 34 1353.75 1027.50 3366.00 15.00 7.00 15.30
1623. 2013 34 -382.50 -17.21 765.00 -7.65 -.34 15.30
2197. 2013 34 830.00 768.50 2799.90 10.00 7.00 15.30
2499. 2013 34 .00 138.00 1193.40 .00 6.00 15.30
2828. 2013 34 -99.45 -4.48 198.90 -7.65 -.34 15.30
2831. 2013 34 5428.75 2847.50 7344.00 25.00 7.00 15.30
3162. 2013 34 4203.75 2357.50 6273.00 15.00 7.00 15.30
3295. 2013 34 -229.50 -10.33 459.00 -7.65 -.34 15.30
3451. 2013 34 .00 150.00 1224.00 .00 6.00 15.30
3554. 2013 34 -306.00 -13.77 612.00 -7.65 -.34 15.30
3843. 2013 34 2066.25 1185.00 3825.00 22.50 7.00 15.30
4195. 2013 34 .00 30.00 918.00 .00 6.00 15.30
4737. 2013 34 470.00 552.00 2249.10 10.00 6.00 15.30
5022. 2013 34 1803.75 1237.50 3825.00 15.00 7.00 15.30
5022. 2013 34 300.00 450.00 1989.00 10.00 6.00 15.30
5125. 2013 34 4653.75 2567.50 6732.00 15.00 7.00 15.30
5210. 2013 34 660.00 666.00 2539.80 10.00 6.00 15.30
5230. 2013 34 .00 .00 183.60 .00 .00 15.30
5381. 2013 34 .00 285.00 1683.00 .00 6.00 15.30
5612. 2013 34 .00 .00 765.00 .00 .00 15.30
5617. 2013 34 .00 .00 168.30 .00 .00 15.30
5716. 2013 34 1203.75 957.50 3213.00 15.00 7.00 15.30
6446. 2013 34 2553.75 1587.50 4590.00 15.00 7.00 15.30
6637. 2013 34 3903.75 2217.50 5967.00 15.00 7.00 15.30
6770. 2013 34 -229.50 -10.33 459.00 -7.65 -.34 15.30
6770. 2013 34 -487.00 116.09 1193.40 .00 6.00 15.30
6913. 2013 34 2553.75 1587.50 4590.00 15.00 7.00 15.30
7379. 2013 34 3993.75 2259.50 6058.80 15.00 7.00 15.30
8133. 2013 34 3993.75 2259.50 6058.80 15.00 7.00 15.30
8133. 2013 34 7428.75 3407.50 8568.00 25.00 7.00 15.30
8668. 2013 34 .00 .00 596.70 .00 .00 15.30
8785. 2013 34 933.75 831.50 2937.60 15.00 7.00 15.30
8816. 2013 34 -446.45 159.91 1300.50 7.65 6.34 15.30
8816. 2013 34 .00 .00 765.00 .00 .00 15.30
9078. 2013 34 800.00 750.00 2754.00 10.00 6.00 15.30
9331. 2013 34 2793.75 1699.50 4834.80 15.00 7.00 15.30
9445. 2013 34 .00 .00 306.00 .00 .00 15.30
9597. 2013 34 .00 .00 351.90 .00 .00 15.30
9708. 2013 34 1953.75 1307.50 3978.00 15.00 7.00 15.30
9708. 2013 34 1428.75 1062.50 3442.50 15.00 7.00 15.30
9831. 2013 34 800.00 750.00 2754.00 10.00 6.00 15.30
9925. 2013 34 -331.70 255.07 1530.00 17.65 6.34 15.30
9925. 2013 34 1053.75 887.50 3060.00 15.00 7.00 15.30
10262. 2013 34 2253.75 1447.50 4284.00 15.00 7.00 15.30
10376. 2013 34 .00 .00 535.50 .00 .00 15.30
10637. 2013 34 11428.75 4615.00 11016.00 25.00 7.75 15.30
10691. 2013 34 1683.75 1181.50 3702.60 15.00 7.00 15.30
