taxsim_id year state fiitax siitax fica frate srate ficar
381. 2009 34 225.00 606.00 2386.80 10.00 6.00 15.30
381. 2009 34 900.00 943.50 3182.40 15.00 7.00 15.30
969. 2009 34 5950.00 2987.50 7650.00 25.00 7.00 15.30
1021. 2009 34 -310.00 .00 765.00 -6.20 .00 15.30
1057. 2009 34 2280.00 1587.50 4590.00 15.00 7.00 15.30
1210. 2009 34 2280.00 1587.50 4590.00 15.00 7.00 15.30
1563. 2009 34 480.00 750.00 2754.00 15.00 6.00 15.30
1583. 2009 34 -443.20 -12.24 489.60 -13.85 -.38 15.30
1640. 2009 34 5950.00 2987.50 7650.00 25.00 7.00 15.30
1930. 2009 34 -857.00 67.15 1071.00 .00 6.00 15.30
2074. 2009 34 -150.00 165.00 1377.00 .00 6.00 15.30
2435. 2009 34 3990.00 2385.50 6334.20 15.00 7.00 15.30
2597. 2009 34 -245.45 384.48 1836.00 17.65 6.38 15.30
2688. 2009 34 225.00 606.00 2386.80 10.00 6.00 15.30
3174. 2009 34 2280.00 1587.50 4590.00 15.00 7.00 15.30
3361. 2009 34 -739.95 193.00 1377.00 7.65 6.38 15.30
3361. 2009 34 -135.00 390.00 1836.00 10.00 6.00 15.30
3486. 2009 34 4850.00 2679.50 6976.80 25.00 7.00 15.30
3642. 2009 34 4700.00 2637.50 6885.00 25.00 7.00 15.30
4272. 2009 34 4450.00 2567.50 6732.00 25.00 7.00 15.30
4432. 2009 34 780.00 887.50 3060.00 15.00 7.00 15.30
4466. 2009 34 1980.00 1447.50 4284.00 15.00 7.00 15.30
5028. 2009 34 13820.00 5418.75 12393.00 27.00 7.90 15.30
5028. 2009 34 -310.00 .00 765.00 -6.20 .00 15.30
5196. 2009 34 165.00 570.00 2295.00 10.00 6.00 15.30
5960. 2009 34 5950.00 2987.50 7650.00 25.00 7.00 15.30
5960. 2009 34 265.00 630.00 2448.00 10.00 6.00 15.30
5960. 2009 34 900.00 943.50 3182.40 15.00 7.00 15.30
5960. 2009 34 65.00 510.00 2142.00 10.00 6.00 15.30
6034. 2009 34 -248.00 .00 612.00 -6.20 .00 15.30
6059. 2009 34 165.00 570.00 2295.00 10.00 6.00 15.30
6170. 2009 34 1215.00 1090.50 3503.70 15.00 7.00 15.30
6312. 2009 34 3780.00 2287.50 6120.00 15.00 7.00 15.30
6583. 2009 34 4230.00 2497.50 6579.00 15.00 7.00 15.30
6773. 2009 34 2280.00 1587.50 4590.00 15.00 7.00 15.30
7008. 2009 34 1530.00 1237.50 3825.00 15.00 7.00 15.30
7166. 2009 34 365.00 690.00 2601.00 10.00 6.00 15.30
7279. 2009 34 2895.00 1874.50 5217.30 15.00 7.00 15.30
7586. 2009 34 -174.85 410.01 1897.20 17.65 6.38 15.30
8069. 2009 34 265.00 630.00 2448.00 10.00 6.00 15.30
8301. 2009 34 -372.00 30.00 918.00 -6.20 6.00 15.30
8466. 2009 34 .00 .00 367.20 .00 .00 15.30
8873. 2009 34 -245.45 384.48 1836.00 17.65 6.38 15.30
8877. 2009 34 -74.40 .00 183.60 -6.20 .00 15.30
8902. 2009 34 -554.00 -15.30 612.00 -13.85 -.38 15.30
9114. 2009 34 -375.00 246.00 1468.80 10.00 6.00 15.30
9285. 2009 34 -124.00 .00 306.00 -6.20 .00 15.30
9608. 2009 34 2580.00 1727.50 4896.00 15.00 7.00 15.30
9890. 2009 34 -217.00 .00 535.50 -6.20 .00 15.30
10122. 2009 34 -739.95 193.00 1377.00 7.65 6.38 15.30
10324. 2009 34 -669.05 231.30 1468.80 17.65 6.38 15.30
10790. 2009 34 -598.45 256.83 1530.00 17.65 6.38 15.30
10793. 2009 34 -186.00 .00 459.00 -6.20 .00 15.30
10834. 2009 34 -99.20 .00 244.80 -6.20 .00 15.30
11001. 2009 34 780.00 887.50 3060.00 15.00 7.00 15.30
11001. 2009 34 165.00 570.00 2295.00 10.00 6.00 15.30
11309. 2009 34 1530.00 1237.50 3825.00 15.00 7.00 15.30
11753. 2009 34 5950.00 2987.50 7650.00 25.00 7.00 15.30
11853. 2009 34 8950.00 3862.50 9486.00 25.00 7.00 15.30
12220. 2009 34 1530.00 1237.50 3825.00 15.00 7.00 15.30
12940. 2009 34 -598.45 256.83 1530.00 17.65 6.38 15.30
13159. 2009 34 -136.65 333.42 1713.60 17.65 6.38 15.30
13269. 2009 34 2280.00 1587.50 4590.00 15.00 7.00 15.30
13740. 2009 34 3030.00 1937.50 5355.00 15.00 7.00 15.30
13826. 2009 34 4700.00 2637.50 6885.00 25.00 7.00 15.30
14106. 2009 34 5450.00 2847.50 7344.00 25.00 7.00 15.30
14395. 2009 34 5950.00 2987.50 7650.00 25.00 7.00 15.30
14711. 2009 34 3435.00 2126.50 5768.10 15.00 7.00 15.30
14711. 2009 34 -124.00 .00 306.00 -6.20 .00 15.30
14921. 2009 34 -390.60 48.00 963.90 -6.20 6.00 15.30
14928. 2009 34 4700.00 2637.50 6885.00 25.00 7.00 15.30
15311. 2009 34 -581.70 -16.07 642.60 -13.85 -.38 15.30
15311. 2009 34 780.00 887.50 3060.00 15.00 7.00 15.30
15311. 2009 34 -400.00 150.00 1224.00 .00 6.00 15.30
15362. 2009 34 4950.00 2707.50 7038.00 25.00 7.00 15.30
15377. 2009 34 7450.00 3407.50 8568.00 25.00 7.00 15.30
15408. 2009 34 4080.00 2427.50 6426.00 15.00 7.00 15.30
15632. 2009 34 4700.00 2637.50 6885.00 25.00 7.00 15.30
15632. 2009 34 265.00 630.00 2448.00 10.00 6.00 15.30
15656. 2009 34 23917.52 8501.70 16723.20 25.79 7.90 2.90
15803. 2009 34 930.00 957.50 3213.00 15.00 7.00 15.30
15962. 2009 34 365.00 690.00 2601.00 10.00 6.00 15.30
